,Paper,Area
0,journals/mr/AzambujaBKC14	2014,Algorithms & Theory
1,journals/mr/AgostiniSB04	2004,Algorithms & Theory
2,journals/mr/GirardiB04	2004,Algorithms & Theory
3,journals/mr/CortesFB04	2004,Algorithms & Theory
4,journals/mr/BastosSKRR10	2010,Algorithms & Theory
5,journals/mr/ButzenBRR12	2012,Algorithms & Theory
6,journals/mr/SilvaRR09	2009,Algorithms & Theory
7,journals/mr/ButzenBRR10	2010,Algorithms & Theory
8,journals/mr/SilvaRR10	2010,Algorithms & Theory
9,journals/mr/NunesBRR13	2013,Algorithms & Theory
10,journals/mr/ButzenBRR13	2013,Algorithms & Theory
11,journals/mr/AgostiniSB04	2004,Algorithms & Theory
12,journals/mr/BrusamarelloWS09	2009,Algorithms & Theory
13,journals/asc/ZanchettinL07	2007,Algorithms & Theory
14,journals/asc/SantosB12	2012,Algorithms & Theory
15,journals/asc/NaldiCHC11	2011,Algorithms & Theory
16,journals/asc/GouveaA12	2012,Algorithms & Theory
17,journals/asc/NaldiCHC11	2011,Algorithms & Theory
18,journals/asc/PimentelS13	2013,Algorithms & Theory
19,journals/jda/LaenderO04	2004,Algorithms & Theory
20,journals/jda/CorreaFS13	2013,Algorithms & Theory
21,journals/jda/GuimaraesS08	2008,Algorithms & Theory
22,journals/jda/PeterlongoPBLS08	2008,Algorithms & Theory
23,journals/anor/MateusLR01	2001,Algorithms & Theory
24,journals/anor/DuranLS02	2002,Algorithms & Theory
25,journals/anor/DuranLMS08	2008,Algorithms & Theory
26,journals/anor/DouradoRS09	2009,Algorithms & Theory
27,journals/anor/DouradoRSSST13	2013,Algorithms & Theory
28,journals/anor/MateusLR01	2001,Algorithms & Theory
29,journals/anor/SilvaRM02	2002,Algorithms & Theory
30,journals/anor/DantasFGKM11	2011,Algorithms & Theory
31,journals/anor/HellKNP05	2005,Algorithms & Theory
32,journals/anor/SantosUOM12	2012,Algorithms & Theory
33,journals/anor/AlmeidaGGGD12	2012,Algorithms & Theory
34,journals/anor/AlmeidaGGGD12	2012,Algorithms & Theory
35,journals/anor/SalesMMS14	2014,Algorithms & Theory
36,journals/anor/HellKNP05	2005,Algorithms & Theory
37,journals/anor/CostaUR12	2012,Algorithms & Theory
38,journals/anor/AndradeLM12	2012,Algorithms & Theory
39,journals/anor/AndradeLMP05	2005,Algorithms & Theory
40,journals/anor/CostaSAS14	2014,Algorithms & Theory
41,journals/anor/AlemMAF10	2010,Algorithms & Theory
42,journals/anor/PoltronierePTA08	2008,Algorithms & Theory
43,journals/anor/SantosMAS11	2011,Algorithms & Theory
44,journals/concurrency/HartmannKRR08	2008,Algorithms & Theory
45,journals/concurrency/RauberRR04	2004,Algorithms & Theory
46,journals/concurrency/RauberR97	1997,Algorithms & Theory
47,journals/concurrency/KorchRS11	2011,Algorithms & Theory
48,journals/concurrency/KorchR04	2004,Algorithms & Theory
49,journals/concurrency/RauberR99	1999,Algorithms & Theory
50,journals/concurrency/MarinhoMWBCOM12	2012,Algorithms & Theory
51,journals/concurrency/OliveiraOOBM12	2012,Algorithms & Theory
52,journals/concurrency/CoutinhoOOBLDM11	2011,Algorithms & Theory
53,journals/concurrency/OgasawaraDSCOPVM13	2013,Algorithms & Theory
54,journals/concurrency/KotowskiLPVM08	2008,Algorithms & Theory
55,journals/concurrency/BarcellosGCA11	2011,Algorithms & Theory
56,journals/concurrency/GoldchlegerKGFB04	2004,Algorithms & Theory
57,journals/concurrency/PinheiroGK11	2011,Algorithms & Theory
58,journals/concurrency/VidalSKK09	2009,Algorithms & Theory
59,journals/concurrency/CamargoGKG06	2006,Algorithms & Theory
60,journals/concurrency/SantosACBA07	2007,Algorithms & Theory
61,journals/concurrency/BittencourtM08	2008,Algorithms & Theory
62,journals/concurrency/LiDPZ14	2014,Algorithms & Theory
63,journals/concurrency/GoldchlegerKGFB04	2004,Algorithms & Theory
64,journals/concurrency/FingerBC10	2010,Algorithms & Theory
65,journals/concurrency/SchulzeRS09	2009,Algorithms & Theory
66,journals/concurrency/MartinsASSS10	2010,Algorithms & Theory
67,journals/concurrency/SouzaVSSH08	2008,Algorithms & Theory
68,journals/concurrency/AssuncaoKW04	2004,Algorithms & Theory
69,journals/concurrency/BonettiDTS13	2013,Algorithms & Theory
70,journals/concurrency/SouzaVSSH08	2008,Algorithms & Theory
71,journals/concurrency/VargasDNSSGS07	2007,Algorithms & Theory
72,journals/concurrency/RosinhaGV09	2009,Algorithms & Theory
73,journals/concurrency/MilanesRS08	2008,Algorithms & Theory
74,journals/concurrency/UrurahyR04	2004,Algorithms & Theory
75,journals/concurrency/LoboscoAL02	2002,Algorithms & Theory
76,journals/concurrency/LoboscoLA08	2008,Algorithms & Theory
77,journals/concurrency/ReisC10	2010,Algorithms & Theory
78,journals/concurrency/CamargoRS11	2011,Algorithms & Theory
79,journals/concurrency/MenascheASLSDTHK14	2014,Algorithms & Theory
80,journals/concurrency/SouzaVSSH08	2008,Algorithms & Theory
81,journals/concurrency/SouzaSZ14	2014,Algorithms & Theory
82,journals/concurrency/CicerreMB06	2006,Algorithms & Theory
83,journals/concurrency/SouzaVSSH08	2008,Algorithms & Theory
84,journals/concurrency/CamargoRS11	2011,Algorithms & Theory
85,journals/concurrency/CamargoGKG06	2006,Algorithms & Theory
86,journals/concurrency/CaceresMLNS10	2010,Algorithms & Theory
87,journals/tcs/PodehlRR98	1998,Algorithms & Theory
88,journals/tcs/DiasFFS03	2003,Algorithms & Theory
89,journals/tcs/CentenoDPRS11	2011,Algorithms & Theory
90,journals/tcs/LinSS12	2012,Algorithms & Theory
91,journals/tcs/SzwarcfiterNBOCZ03	2003,Algorithms & Theory
92,journals/tcs/DiasFS05	2005,Algorithms & Theory
93,journals/tcs/DouradoPRS12	2012,Algorithms & Theory
94,journals/tcs/DouradoRSSS13	2013,Algorithms & Theory
95,journals/tcs/PintoPS12	2012,Algorithms & Theory
96,journals/tcs/SzwarcfiterNBOCZ03	2003,Algorithms & Theory
97,journals/tcs/StaufferB06	2006,Algorithms & Theory
98,journals/tcs/BorbaTG12	2012,Algorithms & Theory
99,journals/tcs/HoppenKMS11	2011,Algorithms & Theory
100,journals/tcs/CarmoDKL04	2004,Algorithms & Theory
101,journals/tcs/NaumannSS12	2012,Algorithms & Theory
102,journals/tcs/Laber08	2008,Algorithms & Theory
103,journals/tcs/CicaleseJLM11	2011,Algorithms & Theory
104,journals/tcs/CicaleseLWY14	2014,Algorithms & Theory
105,journals/tcs/CicaleseJLV12	2012,Algorithms & Theory
106,journals/tcs/LaberMP02	2002,Algorithms & Theory
107,journals/tcs/MilidiuPL03	2003,Algorithms & Theory
108,journals/tcs/CarmoDKL04	2004,Algorithms & Theory
109,journals/tcs/GuibasSC87	1987,Algorithms & Theory
110,journals/tcs/FingerW06	2006,Algorithms & Theory
111,journals/tcs/DAgostinoFG13	2013,Algorithms & Theory
112,journals/tcs/BrodaDFS04	2004,Algorithms & Theory
113,journals/tcs/LaberMP02	2002,Algorithms & Theory
114,journals/tcs/MilidiuPL03	2003,Algorithms & Theory
115,journals/tcs/QueirozK06	2006,Algorithms & Theory
116,journals/tcs/QueirozC06	2006,Algorithms & Theory
117,journals/tcs/HortaAC11	2011,Algorithms & Theory
118,journals/tcs/CampeloHSW14	2014,Algorithms & Theory
119,journals/tcs/MiyazawaW03	2003,Algorithms & Theory
120,journals/tcs/RodriguesSW07	2007,Algorithms & Theory
121,journals/tcs/BrandstadtBKNP13	2013,Algorithms & Theory
122,journals/tcs/FigueiredoFKS07	2007,Algorithms & Theory
123,journals/tcs/FederHKNP05	2005,Algorithms & Theory
124,journals/tcs/BrandstadtBKNP13a	2013,Algorithms & Theory
125,journals/tcs/LifschitzV98	1998,Algorithms & Theory
126,journals/tcs/CavalcantiD12	2012,Algorithms & Theory
127,journals/tcs/FernandesS14	2014,Algorithms & Theory
128,journals/tcs/FingerW06	2006,Algorithms & Theory
129,journals/tcs/BenevidesS11	2011,Algorithms & Theory
130,journals/tcs/CamposC01	2001,Algorithms & Theory
131,journals/tcs/XavierM08	2008,Algorithms & Theory
132,journals/tcs/MiyazawaW03	2003,Algorithms & Theory
133,journals/tcs/XavierM06	2006,Algorithms & Theory
134,journals/tcs/BorbaTG12	2012,Algorithms & Theory
135,journals/tcs/FigueiredoMM97	1997,Algorithms & Theory
136,journals/tcs/FigueiredoMMO03	2003,Algorithms & Theory
137,journals/tcs/SimoneM06	2006,Algorithms & Theory
138,journals/tcs/SalesM04	2004,Algorithms & Theory
139,journals/tcs/BrandstadtBKNP13	2013,Algorithms & Theory
140,journals/tcs/FederHKNP05	2005,Algorithms & Theory
141,journals/tcs/BrandstadtBKNP13a	2013,Algorithms & Theory
142,journals/tcs/GasarchG97	1997,Algorithms & Theory
143,journals/tcs/MartinezPS07	2007,Algorithms & Theory
144,journals/tcs/CarmoDKL04	2004,Algorithms & Theory
145,journals/tcs/MandelS77	1977,Algorithms & Theory
146,conf/fct/KesslerR95	1995,Algorithms & Theory
147,journals/endm/CorreaS00	2000,Algorithms & Theory
148,journals/endm/ArtigasDS07	2007,Algorithms & Theory
149,journals/endm/AraujoSS13	2013,Algorithms & Theory
150,journals/endm/BondyDLS01	2001,Algorithms & Theory
151,journals/endm/DobsonGS04	2004,Algorithms & Theory
152,journals/endm/BarbosaDMS09	2009,Algorithms & Theory
153,journals/endm/TondatoGS05	2005,Algorithms & Theory
154,journals/endm/GutierrezST08	2008,Algorithms & Theory
155,journals/endm/Szwarcfiter01	2001,Algorithms & Theory
156,journals/endm/CentenoDS09	2009,Algorithms & Theory
157,journals/endm/CerioliOS08	2008,Algorithms & Theory
158,journals/endm/DiasFS04	2004,Algorithms & Theory
159,journals/endm/DouradoPS08	2008,Algorithms & Theory
160,journals/endm/DiasFFS01	2001,Algorithms & Theory
161,journals/endm/LieblingSFP09	2009,Algorithms & Theory
162,journals/endm/DouradoRS10	2010,Algorithms & Theory
163,journals/endm/BonomoLMSV11	2011,Algorithms & Theory
164,journals/endm/KleinSS04	2004,Algorithms & Theory
165,journals/endm/DouradoPS05	2005,Algorithms & Theory
166,journals/endm/BarbosaCDRS11	2011,Algorithms & Theory
167,journals/endm/LieblingSDM08	2008,Algorithms & Theory
168,journals/endm/LinMSS08	2008,Algorithms & Theory
169,journals/endm/LinSS09	2009,Algorithms & Theory
170,journals/endm/DouradoRSS13	2013,Algorithms & Theory
171,journals/endm/BarbosaRSS13	2013,Algorithms & Theory
172,journals/endm/DuranLMS04	2004,Algorithms & Theory
173,journals/endm/RautenbachS11	2011,Algorithms & Theory
174,journals/endm/FigueiredoGMS99	1999,Algorithms & Theory
175,journals/endm/SantosKS05	2005,Algorithms & Theory
176,journals/endm/LeaoB05	2005,Algorithms & Theory
177,journals/endm/PensoB01	2001,Algorithms & Theory
178,journals/endm/KohayakawaMRW01	2001,Algorithms & Theory
179,journals/endm/HoppenKL09	2009,Algorithms & Theory
180,journals/endm/MoreiraK01	2001,Algorithms & Theory
181,journals/endm/HoppenKL11	2011,Algorithms & Theory
182,journals/endm/BottcherKT09	2009,Algorithms & Theory
183,journals/endm/CorreaHKS11	2011,Algorithms & Theory
184,journals/endm/KohayakawaSS05	2005,Algorithms & Theory
185,journals/endm/HoppenKS09	2009,Algorithms & Theory
186,journals/endm/BastosHKS11	2011,Algorithms & Theory
187,journals/endm/AllenBHKP13	2013,Algorithms & Theory
188,journals/endm/LaberN01	2001,Algorithms & Theory
189,journals/endm/BornsteinLM05	2005,Algorithms & Theory
190,journals/endm/LaberH01	2001,Algorithms & Theory
191,journals/endm/PereiraCM11	2011,Algorithms & Theory
192,journals/endm/SantosMC11	2011,Algorithms & Theory
193,journals/endm/BechelaneCM09	2009,Algorithms & Theory
194,journals/endm/ValleCMM09	2009,Algorithms & Theory
195,journals/endm/QuintaoCM08	2008,Algorithms & Theory
196,journals/endm/FariaFGMS04	2004,Algorithms & Theory
197,journals/endm/ManicBS09	2009,Algorithms & Theory
198,journals/endm/SimonettiPFS11	2011,Algorithms & Theory
199,journals/endm/SimonettiFS09	2009,Algorithms & Theory
200,journals/endm/CanoSRY13	2013,Algorithms & Theory
201,journals/endm/FernandesFMW11	2011,Algorithms & Theory
202,journals/endm/KohayakawaMRW01	2001,Algorithms & Theory
203,journals/endm/LimaW11	2011,Algorithms & Theory
204,journals/endm/SalgadoW04	2004,Algorithms & Theory
205,journals/endm/CampeloLMW13	2013,Algorithms & Theory
206,journals/endm/FeofiloffFW05	2005,Algorithms & Theory
207,journals/endm/ChataignerMWY07	2007,Algorithms & Theory
208,journals/endm/RezendeFMW11	2011,Algorithms & Theory
209,journals/endm/MiyazawaW05	2005,Algorithms & Theory
210,journals/endm/AdiBFFMSSTW08	2008,Algorithms & Theory
211,journals/endm/HellKPT01	2001,Algorithms & Theory
212,journals/endm/FranciscoKN05	2005,Algorithms & Theory
213,journals/endm/GroshausHKNP09	2009,Algorithms & Theory
214,journals/endm/DantasEFFK08	2008,Algorithms & Theory
215,journals/endm/CoelhoFGK13	2013,Algorithms & Theory
216,journals/endm/KleinSS04	2004,Algorithms & Theory
217,journals/endm/FigueiredoKV00	2000,Algorithms & Theory
218,journals/endm/EverettFKR01	2001,Algorithms & Theory
219,journals/endm/DantasKMM05	2005,Algorithms & Theory
220,journals/endm/SantosKS05	2005,Algorithms & Theory
221,journals/endm/MottaOM01	2001,Algorithms & Theory
222,journals/endm/SantosMO08	2008,Algorithms & Theory
223,journals/endm/NevesDOAU10	2010,Algorithms & Theory
224,journals/endm/FilhoCOP12	2012,Algorithms & Theory
225,journals/endm/CoelhoMHSO12	2012,Algorithms & Theory
226,journals/endm/FernandesFMW11	2011,Algorithms & Theory
227,journals/endm/FernandesS11	2011,Algorithms & Theory
228,journals/endm/CalinescuF01	2001,Algorithms & Theory
229,journals/endm/RezendeFMW11	2011,Algorithms & Theory
230,journals/endm/MendesF09	2009,Algorithms & Theory
231,journals/endm/AdiBFFMSSTW08	2008,Algorithms & Theory
232,journals/endm/SilvaD01	2001,Algorithms & Theory
233,journals/endm/MaiaGG13	2013,Algorithms & Theory
234,journals/endm/LimaGG04	2004,Algorithms & Theory
235,journals/endm/GoldbargMG08	2008,Algorithms & Theory
236,journals/endm/FernandesFMW11	2011,Algorithms & Theory
237,journals/endm/AdiF01	2001,Algorithms & Theory
238,journals/endm/LieblingSFP09	2009,Algorithms & Theory
239,journals/endm/AcunaFFM10	2010,Algorithms & Theory
240,journals/endm/FerreiraT10	2010,Algorithms & Theory
241,journals/endm/FerreiraF04	2004,Algorithms & Theory
242,journals/endm/AdiBFFMSSTW08	2008,Algorithms & Theory
243,journals/endm/FerreiraFP11	2011,Algorithms & Theory
244,journals/endm/MaiaGG13	2013,Algorithms & Theory
245,journals/endm/LimaGG04	2004,Algorithms & Theory
246,journals/endm/GoldbargMG08	2008,Algorithms & Theory
247,journals/endm/KohayakawaMRW01	2001,Algorithms & Theory
248,journals/endm/SilveiraXM11	2011,Algorithms & Theory
249,journals/endm/XavierM05	2005,Algorithms & Theory
250,journals/endm/MiyazawaV09	2009,Algorithms & Theory
251,journals/endm/SilveiraXM11a	2011,Algorithms & Theory
252,journals/endm/MiyazawaW05	2005,Algorithms & Theory
253,journals/endm/MorganaMS01	2001,Algorithms & Theory
254,journals/endm/PedrottiM09	2009,Algorithms & Theory
255,journals/endm/CamposM05	2005,Algorithms & Theory
256,journals/endm/CamposDM08	2008,Algorithms & Theory
257,journals/endm/CamposM04	2004,Algorithms & Theory
258,journals/endm/DantasKMM05	2005,Algorithms & Theory
259,journals/endm/AlmeidaMM08	2008,Algorithms & Theory
260,journals/endm/FigueiredoGMS99	1999,Algorithms & Theory
261,journals/endm/AraujoS09	2009,Algorithms & Theory
262,journals/endm/CamposSMS09	2009,Algorithms & Theory
263,journals/endm/SampaioS01	2001,Algorithms & Theory
264,journals/endm/SilvaSS08	2008,Algorithms & Theory
265,journals/endm/HucSR08	2008,Algorithms & Theory
266,journals/endm/SalesS09	2009,Algorithms & Theory
267,journals/endm/CamposSMMS11	2011,Algorithms & Theory
268,journals/endm/GravierPS04	2004,Algorithms & Theory
269,journals/endm/LopesSC13	2013,Algorithms & Theory
270,journals/endm/LucenaCS13	2013,Algorithms & Theory
271,journals/endm/PereiraCM11	2011,Algorithms & Theory
272,journals/endm/PereiraGC13	2013,Algorithms & Theory
273,journals/endm/SantosMC11	2011,Algorithms & Theory
274,journals/endm/BechelaneCM09	2009,Algorithms & Theory
275,journals/endm/LucenaCS13a	2013,Algorithms & Theory
276,journals/endm/MartinezC10	2010,Algorithms & Theory
277,journals/endm/ValleCMM09	2009,Algorithms & Theory
278,journals/endm/CunhaS08	2008,Algorithms & Theory
279,journals/endm/CunhaL05	2005,Algorithms & Theory
280,journals/endm/CunhaBLS10	2010,Algorithms & Theory
281,journals/endm/QuintaoCM08	2008,Algorithms & Theory
282,journals/endm/GendronLCS13	2013,Algorithms & Theory
283,journals/endm/CorreaS00	2000,Algorithms & Theory
284,journals/endm/CampeloCMP01	2001,Algorithms & Theory
285,journals/endm/CampeloC10	2010,Algorithms & Theory
286,journals/endm/CampeloCC05	2005,Algorithms & Theory
287,journals/endm/FariasC13	2013,Algorithms & Theory
288,journals/endm/CerioliFFP04	2004,Algorithms & Theory
289,journals/endm/CerioliP05	2005,Algorithms & Theory
290,journals/endm/CerioliP09	2009,Algorithms & Theory
291,journals/endm/AlconCFGM05	2005,Algorithms & Theory
292,journals/endm/AlconCFGM05a	2005,Algorithms & Theory
293,journals/endm/CerioliOS08	2008,Algorithms & Theory
294,journals/endm/CerioliNV11	2011,Algorithms & Theory
295,journals/endm/Cerioli03	2003,Algorithms & Theory
296,journals/endm/AlconFCGM04	2004,Algorithms & Theory
297,journals/endm/CerioliP08	2008,Algorithms & Theory
298,journals/endm/CerioliK09	2009,Algorithms & Theory
299,journals/endm/OliveiraG05	2005,Algorithms & Theory
300,journals/endm/BrandstadtENP13	2013,Algorithms & Theory
301,journals/endm/LaberN01	2001,Algorithms & Theory
302,journals/endm/HellKPT01	2001,Algorithms & Theory
303,journals/endm/FranciscoKN05	2005,Algorithms & Theory
304,journals/endm/GroshausHKNP09	2009,Algorithms & Theory
305,journals/endm/MedeirosU10	2010,Algorithms & Theory
306,journals/endm/UrrutiaR04	2004,Algorithms & Theory
307,journals/endm/UrrutiaL11	2011,Algorithms & Theory
308,journals/endm/SilveiraC11	2011,Algorithms & Theory
309,journals/endm/AlvesLV05	2005,Algorithms & Theory
310,journals/endm/AdasmeALL13	2013,Algorithms & Theory
311,journals/endm/CanoSRY13	2013,Algorithms & Theory
312,journals/endm/TellesM05	2005,Algorithms & Theory
313,journals/endm/SilveiraXM11	2011,Algorithms & Theory
314,journals/endm/SilveiraXM11a	2011,Algorithms & Theory
315,journals/endm/AmaralCLG08	2008,Algorithms & Theory
316,journals/endm/GuedesMF08	2008,Algorithms & Theory
317,journals/endm/SilvaG05	2005,Algorithms & Theory
318,journals/endm/NevesDOAU10	2010,Algorithms & Theory
319,journals/endm/AdiF01	2001,Algorithms & Theory
320,journals/endm/AdiBFFMSSTW08	2008,Algorithms & Theory
321,journals/endm/FeofiloffFW05	2005,Algorithms & Theory
322,journals/endm/AdiBFFMSSTW08	2008,Algorithms & Theory
323,journals/endm/Mascarenhas05	2005,Algorithms & Theory
324,journals/dam/FerreiraPS12	2012,Algorithms & Theory
325,journals/dam/BonomoS14	2014,Algorithms & Theory
326,journals/dam/PrisnerS99	1999,Algorithms & Theory
327,journals/dam/LinSS10	2010,Algorithms & Theory
328,journals/dam/ArtigasDDSY13	2013,Algorithms & Theory
329,journals/dam/RautenbachS12	2012,Algorithms & Theory
330,journals/dam/DuranLMS10	2010,Algorithms & Theory
331,journals/dam/DiasFS07	2007,Algorithms & Theory
332,journals/dam/RodriguesDS14	2014,Algorithms & Theory
333,journals/dam/DouradoFPRS14	2014,Algorithms & Theory
334,journals/dam/CerioliOS11	2011,Algorithms & Theory
335,journals/dam/CoelhoDRS14	2014,Algorithms & Theory
336,journals/dam/OrtizMS98	1998,Algorithms & Theory
337,journals/dam/DuranLMS06	2006,Algorithms & Theory
338,journals/dam/BonomoLMSV14	2014,Algorithms & Theory
339,journals/dam/ReedSS04	2004,Algorithms & Theory
340,journals/dam/DouradoPS08	2008,Algorithms & Theory
341,journals/dam/DouradoPS10	2010,Algorithms & Theory
342,journals/dam/FigueiredoGMS02	2002,Algorithms & Theory
343,journals/dam/RautenbachSSS11	2011,Algorithms & Theory
344,journals/dam/FigueiredoGMS99	1999,Algorithms & Theory
345,journals/dam/LinRSS11	2011,Algorithms & Theory
346,journals/dam/DouradoPS07	2007,Algorithms & Theory
347,journals/dam/LinSS13	2013,Algorithms & Theory
348,journals/dam/PensoB04	2004,Algorithms & Theory
349,journals/dam/HoppenKS12	2012,Algorithms & Theory
350,journals/dam/MoreiraK04	2004,Algorithms & Theory
351,journals/dam/LaberN04	2004,Algorithms & Theory
352,journals/dam/CicaleseGLM11	2011,Algorithms & Theory
353,journals/dam/QuintaoCML10	2010,Algorithms & Theory
354,journals/dam/FariaFGNS06	2006,Algorithms & Theory
355,journals/dam/HoshinoS12	2012,Algorithms & Theory
356,journals/dam/CollRS06	2006,Algorithms & Theory
357,journals/dam/SimonettiFS11	2011,Algorithms & Theory
358,journals/dam/SouzaL95	1995,Algorithms & Theory
359,journals/dam/BahienseMPS12	2012,Algorithms & Theory
360,journals/dam/ChataignerMWY09	2009,Algorithms & Theory
361,journals/dam/FernandesLW09	2009,Algorithms & Theory
362,journals/dam/FerreiraSW02	2002,Algorithms & Theory
363,journals/dam/FeofiloffFW08	2008,Algorithms & Theory
364,journals/dam/CamposW13	2013,Algorithms & Theory
365,journals/dam/LimaW14	2014,Algorithms & Theory
366,journals/dam/AdiBFFMSSTW10	2010,Algorithms & Theory
367,journals/dam/EverettKR97	1997,Algorithms & Theory
368,journals/dam/HellKNP04	2004,Algorithms & Theory
369,journals/dam/DantasFKGR04	2004,Algorithms & Theory
370,journals/dam/CamposKSS14	2014,Algorithms & Theory
371,journals/dam/BravoKNP11	2011,Algorithms & Theory
372,journals/dam/FigueiredoKV02	2002,Algorithms & Theory
373,journals/dam/CampeloK98	1998,Algorithms & Theory
374,journals/dam/FernandesLW09	2009,Algorithms & Theory
375,journals/dam/AdiBFFMSSTW10	2010,Algorithms & Theory
376,journals/dam/FerreiraPS12	2012,Algorithms & Theory
377,journals/dam/FerreiraSW02	2002,Algorithms & Theory
378,journals/dam/FerreiraF06	2006,Algorithms & Theory
379,journals/dam/AcunaFFM14	2014,Algorithms & Theory
380,journals/dam/AdiBFFMSSTW10	2010,Algorithms & Theory
381,journals/dam/XavierM08	2008,Algorithms & Theory
382,journals/dam/SilveiraXM14	2014,Algorithms & Theory
383,journals/dam/MorganaMS04	2004,Algorithms & Theory
384,journals/dam/PedrottiM12	2012,Algorithms & Theory
385,journals/dam/MelloML06	2006,Algorithms & Theory
386,journals/dam/CamposM07	2007,Algorithms & Theory
387,journals/dam/FigueiredoGMS02	2002,Algorithms & Theory
388,journals/dam/FigueiredoGMS99	1999,Algorithms & Theory
389,journals/dam/ReedSS04	2004,Algorithms & Theory
390,journals/dam/SilvaSS10	2010,Algorithms & Theory
391,journals/dam/AraujoS12	2012,Algorithms & Theory
392,journals/dam/HavetSS12	2012,Algorithms & Theory
393,journals/dam/HoangSM09	2009,Algorithms & Theory
394,journals/dam/CamposSSM14	2014,Algorithms & Theory
395,journals/dam/CunhaLMR09	2009,Algorithms & Theory
396,journals/dam/MartinezC14	2014,Algorithms & Theory
397,journals/dam/QuintaoCML10	2010,Algorithms & Theory
398,journals/dam/CampeloCMS13	2013,Algorithms & Theory
399,journals/dam/CampeloCC08	2008,Algorithms & Theory
400,journals/dam/CerioliP12	2012,Algorithms & Theory
401,journals/dam/CerioliOS11	2011,Algorithms & Theory
402,journals/dam/AlconCFGM07	2007,Algorithms & Theory
403,journals/dam/CerioliFFMPR08	2008,Algorithms & Theory
404,journals/dam/LaberN04	2004,Algorithms & Theory
405,journals/dam/HellKNP04	2004,Algorithms & Theory
406,journals/dam/BravoKNP11	2011,Algorithms & Theory
407,journals/dam/UrrutiaL14	2014,Algorithms & Theory
408,journals/dam/UrrutiaR06	2006,Algorithms & Theory
409,journals/dam/AlbanoL14	2014,Algorithms & Theory
410,journals/dam/AndradeLM06	2006,Algorithms & Theory
411,journals/dam/MeidanisPT98	1998,Algorithms & Theory
412,journals/dam/FernandesLW09	2009,Algorithms & Theory
413,journals/dam/SilveiraXM14	2014,Algorithms & Theory
414,journals/dam/Amaral09	2009,Algorithms & Theory
415,journals/dam/Neto14	2014,Algorithms & Theory
416,journals/dam/Ben-AmeurN11	2011,Algorithms & Theory
417,journals/dam/GuedesMF11	2011,Algorithms & Theory
418,journals/dam/AdiBFFMSSTW10	2010,Algorithms & Theory
419,journals/dam/AnstreicherFLW01	2001,Algorithms & Theory
420,journals/dam/FeofiloffFW08	2008,Algorithms & Theory
421,journals/dam/AdiBFFMSSTW10	2010,Algorithms & Theory
422,journals/dmtcs/GroshausS08	2008,Algorithms & Theory
423,journals/dmtcs/CentenoDDRS10	2010,Algorithms & Theory
424,journals/dmtcs/CurtisLMNSSS13	2013,Algorithms & Theory
425,journals/dmtcs/WakabayashiCS07	2007,Algorithms & Theory
426,journals/dmtcs/BravoKNP13	2013,Algorithms & Theory
427,journals/dmtcs/GroshausHKNP11	2011,Algorithms & Theory
428,journals/dmtcs/CalinescuF08	2008,Algorithms & Theory
429,journals/dmtcs/BravoKNP13	2013,Algorithms & Theory
430,journals/dmtcs/GroshausHKNP11	2011,Algorithms & Theory
431,conf/latin/DouradoRSSST12	2012,Algorithms & Theory
432,conf/latin/LinMS14	2014,Algorithms & Theory
433,conf/latin/Kohayakawa04	2004,Algorithms & Theory
434,conf/latin/KohayakawaRS00	2000,Algorithms & Theory
435,conf/latin/LaberCK04	2004,Algorithms & Theory
436,conf/latin/FigueiredoKKR00	2000,Algorithms & Theory
437,conf/latin/AllenBHKP14	2014,Algorithms & Theory
438,conf/latin/KohayakawaR00	2000,Algorithms & Theory
439,conf/latin/CarmoDKL02	2002,Algorithms & Theory
440,conf/latin/DellamonicaKRR12	2012,Algorithms & Theory
441,conf/latin/2008	2008,Algorithms & Theory
442,conf/latin/LaberCK04	2004,Algorithms & Theory
443,conf/latin/MilidiuPL02	2002,Algorithms & Theory
444,conf/latin/MilidiuL00	2000,Algorithms & Theory
445,conf/latin/CarmoDKL02	2002,Algorithms & Theory
446,conf/latin/BornsteinLM06	2006,Algorithms & Theory
447,conf/latin/GomideS98	1998,Algorithms & Theory
448,conf/latin/MilidiuPL02	2002,Algorithms & Theory
449,conf/latin/MilidiuL00	2000,Algorithms & Theory
450,conf/latin/HaeuslerA14	2014,Algorithms & Theory
451,conf/latin/MiyazawaW04	2004,Algorithms & Theory
452,conf/latin/BarbosaW12	2012,Algorithms & Theory
453,conf/latin/LeeW98	1998,Algorithms & Theory
454,conf/latin/FernandesFTW08	2008,Algorithms & Theory
455,conf/latin/MiyazawaW00	2000,Algorithms & Theory
456,conf/latin/FigueiredoKKR00	2000,Algorithms & Theory
457,conf/latin/FederHKNP04	2004,Algorithms & Theory
458,conf/latin/FernandesS14	2014,Algorithms & Theory
459,conf/latin/FernandesFTW08	2008,Algorithms & Theory
460,conf/latin/BedregalF06	2006,Algorithms & Theory
461,conf/latin/BedregalA95	1995,Algorithms & Theory
462,conf/latin/FernandesFTW08	2008,Algorithms & Theory
463,conf/latin/MiyazawaW04	2004,Algorithms & Theory
464,conf/latin/MiyazawaW00	2000,Algorithms & Theory
465,conf/latin/LintzmayerD14	2014,Algorithms & Theory
466,conf/latin/FigueiredoMM95	1995,Algorithms & Theory
467,conf/latin/FigueiredoMO00	2000,Algorithms & Theory
