,Paper,Area
5638,conf/hpcc/MacielFBCTCMSS13	2013,Distributed & Parallel Computing
5639,conf/hpcc/LoboscoLA05	2005,Distributed & Parallel Computing
5640,conf/hpcc/SengerMSSY05	2005,Distributed & Parallel Computing
5641,conf/hpcc/SengerMSSY05	2005,Distributed & Parallel Computing
5642,conf/hpcc/MarquesP12	2012,Distributed & Parallel Computing
5643,conf/hpcc/SoldiF13	2013,Distributed & Parallel Computing
5644,conf/spdp/RauberR96	1996,Distributed & Parallel Computing
5645,conf/spdp/FilhoB92	1992,Distributed & Parallel Computing
5646,conf/spdp/CorreaFR96	1996,Distributed & Parallel Computing
5647,conf/icpads/FerberKKPRW13	2013,Distributed & Parallel Computing
5648,conf/icpads/KorchRS10	2010,Distributed & Parallel Computing
5649,conf/icpads/PillaNRCBGM12	2012,Distributed & Parallel Computing
5650,conf/icpads/RighiGANP11	2011,Distributed & Parallel Computing
5651,conf/icpads/BoitoKND13	2013,Distributed & Parallel Computing
5652,conf/icpads/CarvalhoKBRCM00	2000,Distributed & Parallel Computing
5653,conf/icpads/PieriFL10	2010,Distributed & Parallel Computing
5654,conf/icpads/DrummondVSO02	2002,Distributed & Parallel Computing
5655,conf/icpads/BarbosaYAVG02	2002,Distributed & Parallel Computing
5656,conf/icpads/BarbosaYAVG02	2002,Distributed & Parallel Computing
5657,conf/icpads/DominguesDR10	2010,Distributed & Parallel Computing
5658,conf/icpads/DuarteBA00	2000,Distributed & Parallel Computing
5659,conf/icpads/ZiwichDA05	2005,Distributed & Parallel Computing
5660,conf/icpads/FerreiraJG04	2004,Distributed & Parallel Computing
5661,conf/icpads/RighiGANP11	2011,Distributed & Parallel Computing
5662,conf/icpads/FerrazM13	2013,Distributed & Parallel Computing
5663,journals/cluster/KuhnemannRR06	2006,Distributed & Parallel Computing
5664,journals/cluster/PadoinPBKVN13	2013,Distributed & Parallel Computing
5665,journals/cluster/DelicatoPPC05	2005,Distributed & Parallel Computing
5666,journals/cluster/StrassnerSRSDB09	2009,Distributed & Parallel Computing
5667,journals/cluster/MelloTPY06	2006,Distributed & Parallel Computing
5668,journals/cluster/TeodoroHCF12	2012,Distributed & Parallel Computing
5669,journals/cluster/SantanaLM11	2011,Distributed & Parallel Computing
5670,journals/cluster/VieiraGB14	2014,Distributed & Parallel Computing
5671,journals/cluster/MelloTPY06	2006,Distributed & Parallel Computing
5672,journals/cluster/VieiraGB14	2014,Distributed & Parallel Computing
5673,conf/sigplanW/FeldmanLR92	1992,Distributed & Parallel Computing
5674,conf/para/KorchR04	2004,Distributed & Parallel Computing
5675,conf/para/AguiarDCSRCK04	2004,Distributed & Parallel Computing
5676,conf/para/DimuroC04	2004,Distributed & Parallel Computing
5677,conf/para/ReiserCD04	2004,Distributed & Parallel Computing
5678,conf/para/AguiarDCSRCK04	2004,Distributed & Parallel Computing
5679,conf/para/SilvaARD06	2006,Distributed & Parallel Computing
5680,conf/para/KolbergBVFC06	2006,Distributed & Parallel Computing
5681,conf/parle/RauberR94	1994,Distributed & Parallel Computing
5682,conf/parle/BriatFGK91	1991,Distributed & Parallel Computing
5683,conf/parle/RobertS92	1992,Distributed & Parallel Computing
5684,conf/parle/FerreiraLS94	1994,Distributed & Parallel Computing
5685,conf/parle/FerreiraLS94	1994,Distributed & Parallel Computing
5686,conf/spaa/RauberRR01	2001,Distributed & Parallel Computing
5687,conf/spaa/AlvesCD02	2002,Distributed & Parallel Computing
5688,journals/pc/HunoldRR08	2008,Distributed & Parallel Computing
5689,journals/pc/SchnorrHN12	2012,Distributed & Parallel Computing
5690,journals/pc/CorreaB09	2009,Distributed & Parallel Computing
5691,journals/pc/WedemannBD99a	1999,Distributed & Parallel Computing
5692,journals/pc/BarbosaMA06	2006,Distributed & Parallel Computing
5693,journals/pc/WedemannBD99	1999,Distributed & Parallel Computing
5694,journals/pc/DrummondB03	2003,Distributed & Parallel Computing
5695,journals/pc/CirneBSGV07	2007,Distributed & Parallel Computing
5696,journals/pc/BeynonCCKSAFS02	2002,Distributed & Parallel Computing
5697,journals/pc/FerreiraAS02	2002,Distributed & Parallel Computing
5698,journals/pc/RoseHL07	2007,Distributed & Parallel Computing
5699,journals/pc/RichardMRN05	2005,Distributed & Parallel Computing
5700,journals/pc/BernardonCCS07	2007,Distributed & Parallel Computing
5701,journals/pc/PlastinoRR03	2003,Distributed & Parallel Computing
5702,journals/pc/RobertS92	1992,Distributed & Parallel Computing
5703,journals/pc/CorreaB09	2009,Distributed & Parallel Computing
5704,journals/pc/CorreaGOP03	2003,Distributed & Parallel Computing
5705,journals/pc/Correa00	2000,Distributed & Parallel Computing
5706,journals/pc/RichardMRN05	2005,Distributed & Parallel Computing
5707,journals/pc/AwanFJG06	2006,Distributed & Parallel Computing
5708,journals/ppl/CaceresDSS93	1993,Distributed & Parallel Computing
5709,journals/ppl/RighiPMCN10	2010,Distributed & Parallel Computing
5710,journals/ppl/AlvesFN11	2011,Distributed & Parallel Computing
5711,journals/ppl/IshiiMSSSY05	2005,Distributed & Parallel Computing
5712,journals/ppl/SilveiraCJJM10	2010,Distributed & Parallel Computing
5713,journals/ppl/SilveiraCJJM10	2010,Distributed & Parallel Computing
5714,journals/ppl/FerreiraKBCSS99	1999,Distributed & Parallel Computing
5715,journals/ppl/CalheirosFR09	2009,Distributed & Parallel Computing
5716,journals/ppl/RodriguezR08	2008,Distributed & Parallel Computing
5717,journals/ppl/IshiiMSSSY05	2005,Distributed & Parallel Computing
5718,journals/ppl/MongelliS01	2001,Distributed & Parallel Computing
5719,journals/ppl/IshiiMSSSY05	2005,Distributed & Parallel Computing
5720,journals/ppl/CorreaF95	1995,Distributed & Parallel Computing
5721,journals/ppl/RighiPMCN10	2010,Distributed & Parallel Computing
5722,journals/ppl/CaceresDSS93	1993,Distributed & Parallel Computing
5723,journals/ppl/MongelliS01	2001,Distributed & Parallel Computing
5724,conf/irregular/ProttiFS97	1997,Distributed & Parallel Computing
5725,conf/irregular/ProttiFS97	1997,Distributed & Parallel Computing
5726,conf/irregular/FrancaF95	1995,Distributed & Parallel Computing
5727,conf/irregular/AiexMRR98	1998,Distributed & Parallel Computing
5728,conf/irregular/Correa95	1995,Distributed & Parallel Computing
5729,conf/sss/DouradoPRS11	2011,Distributed & Parallel Computing
5730,conf/sss/AnceaumeBLST09	2009,Distributed & Parallel Computing
5731,conf/pdcs/CaceresSS02	2002,Distributed & Parallel Computing
5732,conf/pdcs/CaceresSS02	2002,Distributed & Parallel Computing
5733,conf/welcom/SantosAM01	2001,Distributed & Parallel Computing
5734,conf/iccsa/CanoSARTR12	2012,Distributed & Parallel Computing
5735,conf/iccsa/SilvaCSHF04	2004,Distributed & Parallel Computing
5736,conf/iccsa/MoraesSPCP13	2013,Distributed & Parallel Computing
5737,conf/iccsa/NascimentoITKM12	2012,Distributed & Parallel Computing
5738,conf/iccsa/CastroGFJZG11	2011,Distributed & Parallel Computing
5739,conf/iccsa/KunigamiRSY11	2011,Distributed & Parallel Computing
5740,conf/iccsa/AlvesFMNL12	2012,Distributed & Parallel Computing
5741,conf/iccsa/CastroX12	2012,Distributed & Parallel Computing
5742,conf/iccsa/AlbuquerqueAN12	2012,Distributed & Parallel Computing
5743,conf/iccsa/MirandaPCS12	2012,Distributed & Parallel Computing
5744,conf/iccsa/MoraesSPCP13	2013,Distributed & Parallel Computing
5745,conf/iccsa/ConradoGR12	2012,Distributed & Parallel Computing
5746,conf/iccsa/MartinsHM14	2014,Distributed & Parallel Computing
5747,conf/iccsa/AlvesCDS03	2003,Distributed & Parallel Computing
5748,conf/iccsa/Valverde-RebazaL14	2014,Distributed & Parallel Computing
5749,conf/iccsa/PereiraMFTSL14	2014,Distributed & Parallel Computing
5750,conf/iccsa/CzeksterS06	2006,Distributed & Parallel Computing
5751,conf/iccsa/SabinoBZCMKB14	2014,Distributed & Parallel Computing
5752,conf/iccsa/CanoSARTR12	2012,Distributed & Parallel Computing
5753,conf/iccsa/AyresRS12	2012,Distributed & Parallel Computing
5754,conf/iccsa/GalanteBS14	2014,Distributed & Parallel Computing
5755,conf/iccsa/GalanteB13	2013,Distributed & Parallel Computing
5756,conf/iccsa/AlvesCDS03	2003,Distributed & Parallel Computing
5757,conf/iccsa/GregioAFGJS12	2012,Distributed & Parallel Computing
5758,conf/iccsa/CavalcanteTSG12	2012,Distributed & Parallel Computing
5759,conf/iccsa/GregioBAFGJS12	2012,Distributed & Parallel Computing
5760,conf/iccsa/NascimentoITKM12	2012,Distributed & Parallel Computing
5761,conf/iccsa/AlmeidaG12	2012,Distributed & Parallel Computing
5762,conf/iccsa/GoncalvesPCC14	2014,Distributed & Parallel Computing
5763,conf/iccsa/LoureiroCP14	2014,Distributed & Parallel Computing
5764,conf/iccsa/OliveiraK12	2012,Distributed & Parallel Computing
5765,conf/iccsa/SabinoBZCMKB14	2014,Distributed & Parallel Computing
5766,conf/iccsa/FilhoLCGMC12	2012,Distributed & Parallel Computing
5767,conf/wdas/BaiaoMZ02	2002,Distributed & Parallel Computing
5768,conf/wdas/BaiaoMZ02	2002,Distributed & Parallel Computing
5769,journals/grid/PacittiMV07	2007,Distributed & Parallel Computing
5770,journals/grid/OliveiraOBM12	2012,Distributed & Parallel Computing
5771,journals/grid/PacittiVM07	2007,Distributed & Parallel Computing
5772,journals/grid/PoncianoB13	2013,Distributed & Parallel Computing
5773,journals/grid/CirneBACANM06	2006,Distributed & Parallel Computing
5774,journals/grid/BrasileiroGSDCSCMHSRBMG11	2011,Distributed & Parallel Computing
5775,journals/grid/BittencourtM10	2010,Distributed & Parallel Computing
5776,conf/pdcat/MariaMMMA11	2011,Distributed & Parallel Computing
5777,conf/pdcat/BordimHN05	2005,Distributed & Parallel Computing
5778,conf/pdcat/VieiraCBB09	2009,Distributed & Parallel Computing
5779,conf/policy/NeissePGAT04	2004,Distributed & Parallel Computing
5780,conf/policy/GranvilleVAT03	2003,Distributed & Parallel Computing
5781,conf/policy/NobreG09	2009,Distributed & Parallel Computing
5782,conf/policy/GranvilleCAT02	2002,Distributed & Parallel Computing
5783,conf/policy/FrancoLSPATGBJF06	2006,Distributed & Parallel Computing
5784,conf/policy/NeissePGAT04	2004,Distributed & Parallel Computing
5785,conf/policy/GranvilleVAT03	2003,Distributed & Parallel Computing
5786,conf/policy/GranvilleCAT02	2002,Distributed & Parallel Computing
5787,conf/policy/FrancoLSPATGBJF06	2006,Distributed & Parallel Computing
5788,conf/policy/DantasFSKO08	2008,Distributed & Parallel Computing
5789,conf/policy/KamienskiFDSO07	2007,Distributed & Parallel Computing
5790,conf/policy/FidalgoKDSO09	2009,Distributed & Parallel Computing
5791,conf/policy/MouraSJR06	2006,Distributed & Parallel Computing
5792,conf/policy/FrancoLSPATGBJF06	2006,Distributed & Parallel Computing
5793,conf/policy/ToktarJM04	2004,Distributed & Parallel Computing
5794,conf/policy/SquairJN05	2005,Distributed & Parallel Computing
5795,conf/policy/ToktarJM04	2004,Distributed & Parallel Computing
5796,conf/policy/FrancoLSPATGBJF06	2006,Distributed & Parallel Computing
5797,conf/policy/AlbuquerqueKG05	2005,Distributed & Parallel Computing
5798,conf/policy/CostaAVM11	2011,Distributed & Parallel Computing
5799,conf/policy/NeisseCWS08	2008,Distributed & Parallel Computing
5800,conf/grid/NeisseGAT04	2004,Distributed & Parallel Computing
5801,conf/grid/SchnorrHN08	2008,Distributed & Parallel Computing
5802,conf/grid/SilvaGBD05	2005,Distributed & Parallel Computing
5803,conf/grid/MedeirosCBS03	2003,Distributed & Parallel Computing
5804,conf/grid/CarvalhoB12	2012,Distributed & Parallel Computing
5805,conf/grid/CostaBVBSF12	2012,Distributed & Parallel Computing
5806,conf/grid/PoncianoB10	2010,Distributed & Parallel Computing
5807,conf/grid/NeisseGAT04	2004,Distributed & Parallel Computing
5808,conf/grid/RealYSFABG03	2003,Distributed & Parallel Computing
5809,conf/grid/RealYSFABG03	2003,Distributed & Parallel Computing
5810,conf/grid/MedeirosCBS03	2003,Distributed & Parallel Computing
5811,conf/grid/AlonsoSAST07	2007,Distributed & Parallel Computing
5812,conf/hipc/RodriguesNPMK10	2010,Distributed & Parallel Computing
5813,conf/hipc/PereiraBAB13	2013,Distributed & Parallel Computing
5814,conf/hipc/BaixoPA13	2013,Distributed & Parallel Computing
5815,conf/hipc/BordimIN02	2002,Distributed & Parallel Computing
5816,conf/hipc/FerretoR03	2003,Distributed & Parallel Computing
5817,conf/hipc/MeloMSL13	2013,Distributed & Parallel Computing
5818,conf/hipc/PereiraBAB13	2013,Distributed & Parallel Computing
5819,conf/hipc/BoukercheCMJR07	2007,Distributed & Parallel Computing
5820,conf/hipc/Camargo11	2011,Distributed & Parallel Computing
5821,conf/hipc/FerreiraGJ04	2004,Distributed & Parallel Computing
5822,conf/jsspp/CeraPPMN06	2006,Distributed & Parallel Computing
5823,conf/jsspp/DutotNGK05	2005,Distributed & Parallel Computing
5824,conf/jsspp/AndradeCBR03	2003,Distributed & Parallel Computing
5825,conf/jsspp/Santos-NetoCBL04	2004,Distributed & Parallel Computing
5826,conf/jsspp/GoesGCRMFNC05	2005,Distributed & Parallel Computing
5827,conf/jsspp/CeraPPMN06	2006,Distributed & Parallel Computing
5828,conf/jsspp/GoesGCRMFNC05	2005,Distributed & Parallel Computing
5829,conf/saso/RamosBB13	2013,Distributed & Parallel Computing
5830,conf/saso/AnceaumeLRB08	2008,Distributed & Parallel Computing
5831,conf/saso/NascimentoRC13	2013,Distributed & Parallel Computing
5832,conf/saso/CorreaC10	2010,Distributed & Parallel Computing
5833,conf/saso/AndradeM13	2013,Distributed & Parallel Computing
5834,conf/isorc/NetBDPSSN00	2000,Distributed & Parallel Computing
5835,conf/isorc/BeckerHP02	2002,Distributed & Parallel Computing
5836,conf/isorc/FloresNSNPB99	1999,Distributed & Parallel Computing
5837,conf/isorc/HalangPF01	2001,Distributed & Parallel Computing
5838,conf/isorc/JuniorP03	2003,Distributed & Parallel Computing
5839,conf/isorc/WehrmeisterFPR08	2008,Distributed & Parallel Computing
5840,conf/isorc/WehrmeisterFPW07	2007,Distributed & Parallel Computing
5841,conf/isorc/BeckerPDTT00	2000,Distributed & Parallel Computing
5842,conf/isorc/SilvaFWCP06	2006,Distributed & Parallel Computing
5843,conf/isorc/PereiraKMVB01	2001,Distributed & Parallel Computing
5844,conf/isorc/SilvaAPW08	2008,Distributed & Parallel Computing
5845,conf/isorc/WehrmeisterBWP05	2005,Distributed & Parallel Computing
5846,conf/isorc/PereiraBGN99	1999,Distributed & Parallel Computing
5847,conf/isorc/FrigeriPH98	1998,Distributed & Parallel Computing
5848,conf/isorc/PereiraBBK01	2001,Distributed & Parallel Computing
5849,conf/isorc/HeimfarthGRW03	2003,Distributed & Parallel Computing
5850,conf/isorc/WehrmeisterFPW07	2007,Distributed & Parallel Computing
5851,conf/isorc/SilvaFWCP06	2006,Distributed & Parallel Computing
5852,conf/isorc/SilvaAPW08	2008,Distributed & Parallel Computing
5853,conf/isorc/WehrmeisterBWP05	2005,Distributed & Parallel Computing
5854,conf/isorc/FilgueirasLR12	2012,Distributed & Parallel Computing
5855,conf/isorc/FavarimFLCS07	2007,Distributed & Parallel Computing
5856,conf/isorc/BessaniFL03	2003,Distributed & Parallel Computing
5857,conf/isorc/LungFSC06	2006,Distributed & Parallel Computing
5858,conf/isorc/BederRRR01	2001,Distributed & Parallel Computing
5859,conf/isorc/SiqueiraC00	2000,Distributed & Parallel Computing
5860,conf/words/MitidieriPP02	2002,Distributed & Parallel Computing
5861,conf/words/BeckerJP99	1999,Distributed & Parallel Computing
5862,conf/words/SilvaWBWP05	2005,Distributed & Parallel Computing
5863,conf/words/VillelaBP01	2001,Distributed & Parallel Computing
5864,conf/words/Pereira97	1997,Distributed & Parallel Computing
5865,conf/words/PereiraG03	2003,Distributed & Parallel Computing
5866,conf/words/PereiraSTBBBBR01	2001,Distributed & Parallel Computing
5867,conf/words/SilvaWBWP05	2005,Distributed & Parallel Computing
5868,conf/words/VillelaMM01	2001,Distributed & Parallel Computing
5869,conf/words/HaeuslerF99	1999,Distributed & Parallel Computing
5870,conf/words/ZorzoPR03	2003,Distributed & Parallel Computing
5871,conf/words/LoquesBL97	1997,Distributed & Parallel Computing
5872,conf/words/FragaRSMO03	2003,Distributed & Parallel Computing
5873,conf/words/FragaSF03	2003,Distributed & Parallel Computing
5874,journals/csi/AlmeidaG13	2013,Distributed & Parallel Computing
5875,journals/csi/IanzenMPRM13	2013,Distributed & Parallel Computing
5876,journals/csi/PassosCA13	2013,Distributed & Parallel Computing
5877,conf/isads/FilhoWME99	1999,Distributed & Parallel Computing
5878,conf/isads/SadokKS97	1997,Distributed & Parallel Computing
5879,conf/isads/UeyamaM01	2001,Distributed & Parallel Computing
5880,conf/isads/ZuquelloM97	1997,Distributed & Parallel Computing
5881,conf/isads/SchulzeM99	1999,Distributed & Parallel Computing
5882,conf/isads/FilhoWME99	1999,Distributed & Parallel Computing
5883,conf/isads/BarrosMS03	2003,Distributed & Parallel Computing
5884,conf/isads/SadokKS97	1997,Distributed & Parallel Computing
5885,conf/isads/RibeiroLSB07	2007,Distributed & Parallel Computing
5886,conf/isads/FragaMLF97	1997,Distributed & Parallel Computing
5887,conf/isads/MadrugaLM09	2009,Distributed & Parallel Computing
5888,conf/isads/FragaMLF97	1997,Distributed & Parallel Computing
5889,conf/isads/RomanovskyPZ03	2003,Distributed & Parallel Computing
5890,conf/isads/GreveHRT01	2001,Distributed & Parallel Computing
5891,conf/isads/RibeiroLSB07	2007,Distributed & Parallel Computing
5892,conf/isads/BarrosMS03	2003,Distributed & Parallel Computing
5893,conf/appinf/VieroGA99	1999,Distributed & Parallel Computing
5894,conf/appinf/HermannGA99	1999,Distributed & Parallel Computing
5895,conf/appinf/ParolinN99	1999,Distributed & Parallel Computing
5896,conf/appinf/TrevelinM99	1999,Distributed & Parallel Computing
5897,journals/dsonline/CamargoKC06	2006,Distributed & Parallel Computing
5898,journals/dsonline/RomanCK01	2001,Distributed & Parallel Computing
5899,journals/dsonline/BlairCCK01a	2001,Distributed & Parallel Computing
5900,journals/dsonline/BlairCCK01	2001,Distributed & Parallel Computing
5901,journals/dsonline/RochaE06	2006,Distributed & Parallel Computing
5902,journals/dsonline/SacramentoERLGNB04	2004,Distributed & Parallel Computing
5903,journals/dsonline/CamargoKC06	2006,Distributed & Parallel Computing
5904,journals/dsonline/AssadR07	2007,Distributed & Parallel Computing
5905,journals/dsonline/CamargoKC06	2006,Distributed & Parallel Computing
5906,conf/coots/KonYHCM01	2001,Distributed & Parallel Computing
5907,conf/coots/KonC99	1999,Distributed & Parallel Computing
5908,conf/coots/OlivaB99	1999,Distributed & Parallel Computing
5909,journals/ieeecc/KonC00	2000,Distributed & Parallel Computing
5910,journals/ieeecc/KafuraB98	1998,Distributed & Parallel Computing
5911,journals/ieeecc/GuessoumB99	1999,Distributed & Parallel Computing
5912,journals/ieeecc/Briot98	1998,Distributed & Parallel Computing
5913,journals/ieeecc/LoquesLCE98	1998,Distributed & Parallel Computing
5914,journals/ieeecc/CordsenGSGGHS97	1997,Distributed & Parallel Computing
5915,journals/paapp/LopesDBCPPFM14	2014,Distributed & Parallel Computing
5916,journals/paapp/CruzM03	2003,Distributed & Parallel Computing
5917,journals/paapp/LopesDBCPPFM14	2014,Distributed & Parallel Computing
5918,journals/paapp/MelloDBS09	2009,Distributed & Parallel Computing
5919,journals/paapp/FujiwaraBN09	2009,Distributed & Parallel Computing
5920,journals/paapp/BraynerF06	2006,Distributed & Parallel Computing
5921,journals/paapp/FerreiraLS96	1996,Distributed & Parallel Computing
5922,conf/dais/CavalcanteBLAMRADP13	2013,Distributed & Parallel Computing
5923,conf/dais/SilveiraM99	1999,Distributed & Parallel Computing
5924,conf/dais/CavalcanteBLAMRADP13	2013,Distributed & Parallel Computing
5925,conf/dais/BessaniLFC03	2003,Distributed & Parallel Computing
5926,conf/dais/CavalcanteBLAMRADP13	2013,Distributed & Parallel Computing
5927,conf/dais/MacedoF09	2009,Distributed & Parallel Computing
5928,conf/dais/SaM10	2010,Distributed & Parallel Computing
5929,conf/dais/CostaAPS07	2007,Distributed & Parallel Computing
5930,conf/dais/BessaniLFC03	2003,Distributed & Parallel Computing
5931,conf/gcc/CordeiroDPEPGSKMSM10	2010,Distributed & Parallel Computing
5932,conf/fmoods/RamosSM05	2005,Distributed & Parallel Computing
5933,conf/fmoods/RamosSM06	2006,Distributed & Parallel Computing
5934,conf/fmoods/FerreiraR03	2003,Distributed & Parallel Computing
5935,conf/fmoods/DottiR00	2000,Distributed & Parallel Computing
5936,conf/fmoods/DottiFRS03	2003,Distributed & Parallel Computing
5937,conf/fmoods/RamosSM05	2005,Distributed & Parallel Computing
5938,conf/fmoods/RamosSM06	2006,Distributed & Parallel Computing
5939,conf/fmoods/DottiR00	2000,Distributed & Parallel Computing
5940,conf/fmoods/DottiFRS03	2003,Distributed & Parallel Computing
5941,conf/dcai/VendraminCCH11	2011,Distributed & Parallel Computing
5942,conf/npc/SengerHSSBE04	2004,Distributed & Parallel Computing
5943,conf/npc/CaetanoFBCJN07	2007,Distributed & Parallel Computing
5944,conf/ladc/OliveiraSFB09	2009,Distributed & Parallel Computing
5945,conf/ladc/2007	2007,Distributed & Parallel Computing
5946,conf/ladc/PontesBA09	2009,Distributed & Parallel Computing
5947,conf/ladc/CamargosM03	2003,Distributed & Parallel Computing
5948,conf/ladc/MouraE03	2003,Distributed & Parallel Computing
5949,conf/ladc/BritoLMMR09	2009,Distributed & Parallel Computing
5950,conf/ladc/BritoLMR07	2007,Distributed & Parallel Computing
5951,conf/ladc/MoraesM03	2003,Distributed & Parallel Computing
5952,conf/ladc/MoraesAM09	2009,Distributed & Parallel Computing
5953,conf/ladc/MartinsM03	2003,Distributed & Parallel Computing
5954,conf/ladc/MoraesDMM07	2007,Distributed & Parallel Computing
5955,conf/ladc/FerreiraMRB11	2011,Distributed & Parallel Computing
5956,conf/ladc/MoraesMPM05	2005,Distributed & Parallel Computing
5957,conf/ladc/AmbrosioMSSM07	2007,Distributed & Parallel Computing
5958,conf/ladc/BritoRFMR05	2005,Distributed & Parallel Computing
5959,conf/ladc/BritoLMMR09	2009,Distributed & Parallel Computing
5960,conf/ladc/BritoLMR07	2007,Distributed & Parallel Computing
5961,conf/ladc/FerreiraMRB11	2011,Distributed & Parallel Computing
5962,conf/ladc/BritoRFMR05	2005,Distributed & Parallel Computing
5963,conf/ladc/FilhoGR03	2003,Distributed & Parallel Computing
5964,conf/ladc/DottiMS05	2005,Distributed & Parallel Computing
5965,conf/ladc/IliasovRD09	2009,Distributed & Parallel Computing
5966,conf/ladc/DottiSR03	2003,Distributed & Parallel Computing
5967,conf/ladc/BorchardtMJ03	2003,Distributed & Parallel Computing
5968,conf/ladc/BorchardtMJ03	2003,Distributed & Parallel Computing
5969,conf/ladc/ZorzoBJ03	2003,Distributed & Parallel Computing
5970,conf/ladc/ZorzoJG05	2005,Distributed & Parallel Computing
5971,conf/ladc/OliveiraCG07	2007,Distributed & Parallel Computing
5972,conf/ladc/MelloFSS03	2003,Distributed & Parallel Computing
5973,conf/ladc/MelloFSS03	2003,Distributed & Parallel Computing
5974,conf/ladc/CarusoAM03	2003,Distributed & Parallel Computing
5975,conf/ladc/NakaiMB11	2011,Distributed & Parallel Computing
5976,conf/ladc/MacedoFS11	2011,Distributed & Parallel Computing
5977,conf/ladc/RamosMR13	2013,Distributed & Parallel Computing
5978,conf/ladc/2003	2003,Distributed & Parallel Computing
5979,conf/ladc/WannerW03	2003,Distributed & Parallel Computing
5980,conf/p2p/AndradeSB08	2008,Distributed & Parallel Computing
5981,conf/p2p/MowbrayBASC06	2006,Distributed & Parallel Computing
5982,conf/p2p/OliveiraCMRVC13	2013,Distributed & Parallel Computing
5983,conf/p2p/VignattiBVS09	2009,Distributed & Parallel Computing
5984,conf/p2p/VignattiBVS09	2009,Distributed & Parallel Computing
5985,conf/p2p/FerreiraRGJ05	2005,Distributed & Parallel Computing
5986,conf/p2p/FerreiraRAGJ05	2005,Distributed & Parallel Computing
5987,conf/p2p/OliveiraCMRVC13	2013,Distributed & Parallel Computing
5988,conf/obpdc/1995	1996,Distributed & Parallel Computing
5989,conf/wcw/AioffiMAM04	2004,Distributed & Parallel Computing
5990,conf/gecon/VieiraBM13	2013,Distributed & Parallel Computing
5991,conf/gpc/BittencourtSM09	2009,Distributed & Parallel Computing
5992,conf/doa/SotomaM01	2001,Distributed & Parallel Computing
5993,conf/doa/CerqueiraCI99	1999,Distributed & Parallel Computing
5994,conf/doa/CerqueiraCI99	1999,Distributed & Parallel Computing
5995,conf/doa/SotomaM01	2001,Distributed & Parallel Computing
5996,conf/cisis/KielingV11	2011,Distributed & Parallel Computing
5997,conf/iiswc/CesarADRBA13	2013,Distributed & Parallel Computing
5998,conf/iiswc/PigaBKAR11	2011,Distributed & Parallel Computing
5999,conf/iiswc/CesarADRBA13	2013,Distributed & Parallel Computing
6000,conf/iiswc/PigaBKAR11	2011,Distributed & Parallel Computing
6001,conf/iiswc/CesarADRBA13	2013,Distributed & Parallel Computing
6002,conf/iiswc/BorinW09	2009,Distributed & Parallel Computing
6003,conf/ica3pp/NicacioA10	2010,Distributed & Parallel Computing
6004,conf/ica3pp/NicacioBA11	2011,Distributed & Parallel Computing
6005,conf/ica3pp/NeryNFJ11	2011,Distributed & Parallel Computing
6006,conf/ica3pp/NeryNFJC13	2013,Distributed & Parallel Computing
6007,conf/ica3pp/FerretoR05	2005,Distributed & Parallel Computing
6008,conf/ica3pp/CohenRSCGD11	2011,Distributed & Parallel Computing
6009,conf/ica3pp/CohenRSCGD11	2011,Distributed & Parallel Computing
6010,conf/ica3pp/CohenRSCGD11	2011,Distributed & Parallel Computing
6011,conf/ica3pp/DiasMB11	2011,Distributed & Parallel Computing
6012,conf/iptps/MahajanCR03	2003,Distributed & Parallel Computing
6013,conf/iptps/CastroDKNRS03	2003,Distributed & Parallel Computing
6014,conf/iptps/2005	2005,Distributed & Parallel Computing
6015,conf/iptps/LopesF10	2010,Distributed & Parallel Computing
6016,conf/podc/NevesCG94	1994,Distributed & Parallel Computing
6017,conf/podc/GreveHMR00	2000,Distributed & Parallel Computing
6018,conf/podc/GreveT10	2010,Distributed & Parallel Computing
6019,conf/podc/SchmidtGPB04	2004,Distributed & Parallel Computing
6020,conf/podc/SchmidtGPB04	2004,Distributed & Parallel Computing
6021,conf/nsdi/CastroCR05	2005,Distributed & Parallel Computing
6022,conf/jva/SilvaRADC06	2006,Distributed & Parallel Computing
6023,conf/jva/SilvaRADC06	2006,Distributed & Parallel Computing
6024,conf/issads/SantosHAE04	2004,Distributed & Parallel Computing
6025,conf/issads/Jacques-SilvaDWM05	2005,Distributed & Parallel Computing
6026,conf/issads/SchipiuraS05	2005,Distributed & Parallel Computing
6027,conf/issads/AngelottiS04	2004,Distributed & Parallel Computing
6028,conf/issads/ScalabrinCAAR04	2004,Distributed & Parallel Computing
6029,conf/issads/AzevedoS05	2005,Distributed & Parallel Computing
6030,conf/issads/HasegawaAS05	2005,Distributed & Parallel Computing
6031,conf/issads/SantosHAE04	2004,Distributed & Parallel Computing
6032,conf/issads/ParaisoB05	2005,Distributed & Parallel Computing
6033,conf/issads/CalsavaraS04	2004,Distributed & Parallel Computing
6034,conf/issads/CalsavaraNF04	2004,Distributed & Parallel Computing
6035,conf/issads/Jacques-SilvaDWM05	2005,Distributed & Parallel Computing
6036,conf/srds/VeroneseCBL09	2009,Distributed & Parallel Computing
6037,conf/srds/LungFFOR99	1999,Distributed & Parallel Computing
6038,conf/srds/CorreiaLNV02	2002,Distributed & Parallel Computing
6039,conf/srds/KhouriGT13	2013,Distributed & Parallel Computing
6040,conf/srds/SantinFSM03	2003,Distributed & Parallel Computing
