Pkey,NGroups,Gkeys
conf/sruti/DuanG05,2,"['State University of New York at Binghamton', 'Florida State University']"
conf/vr/WatsonWWR03,2,"['University of North Carolina at Charlotte', 'North Carolina State University']"
conf/vrst/2014,2,"['University of North Carolina at Chapel Hill', 'University of California-Irvine']"
conf/srds/RavadaSLC98,2,"['University of Minnesota-Twin Cities', 'Virginia Polytechnic Institute and State University']"
conf/srds/KimZV12,2,"['University of California-Irvine', 'Kent State University Main Campus']"
conf/srds/RanchalBOLKKL10,2,"['Purdue University Main Campus', 'Western Michigan University']"
conf/vstte/PierceSWZ05,2,"['University of Pennsylvania', 'University of Cambridge']"
conf/srds/KoHG08,2,"['University of Illinois at Urbana-Champaign', 'State University of New York at Buffalo']"
conf/vstte/KulczyckiSHSOH12,2,"['Clemson University', 'Ohio State University Main Campus']"
conf/srds/KulkarniAC01,2,"['Ohio State University Main Campus', 'Michigan State University']"
conf/vstte/HaydenMHFF12,2,"['University of Maryland College Park', 'Cornell University']"
conf/vstte/BalakrishnanRMT05,2,"['University of Wisconsin-Madison', 'Cornell University']"
conf/vrst/ZordanMMSWMR07,2,"['University of California-Riverside', 'Oregon State University']"
conf/vrst/VenturaJCHB09,2,"['University of California-Santa Barbara', 'Virginia Polytechnic Institute and State University']"
conf/srds/LiskovH83,2,"['Brown University', 'Massachusetts Institute of Technology']"
conf/vrst/ParkCKSLLJ00,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
conf/srds/MatiasAMET14,2,"['Duke University', 'Universidade Federal de Uberl\xc3\xa2ndia']"
conf/srds/MishraPS89,2,"['Princeton University', 'University of Colorado at Boulder']"
conf/vrst/OliveiraCBS99,2,"['University of Cambridge', 'Universidade Federal do Rio Grande do Sul']"
conf/vrst/NagendranPKWH13,2,"['University of Central Florida', 'University of North Carolina at Chapel Hill']"
conf/vrst/MoritzHWM07,2,"['University of California-Davis', 'Wright State University Main Campus']"
conf/vrst/MajumderS02,2,"['University of California-Irvine', 'University of Chicago']"
conf/srds/NesterenkoA02,2,"['Ohio State University Main Campus', 'Kent State University Main Campus']"
conf/srds/PuN87,2,"['Georgia Institute of Technology', 'University of Washington']"
conf/vrst/KuesterBHJ01,2,"['University of California-Davis', 'University of California-San Diego']"
conf/vrst/DowMMM07,2,"['University of California-Santa Cruz', 'Georgia Institute of Technology']"
conf/srds/RamamurthyUB98,2,"['Purdue University Main Campus', 'State University of New York at Buffalo']"
conf/vissym/HongJSRBS05,2,"['University of North Carolina at Charlotte', 'Georgia Institute of Technology']"
conf/vissym/FoutAMLK05,2,"['University of California-Davis', 'University of New Mexico Main Campus']"
conf/wcnc/LimCD02,2,"['Penn State University', 'Texas Tech University']"
conf/stoc/HealyVV04,2,"['Harvard University', 'Northeastern University']"
conf/stoc/HalpernV88,2,"['Rice University', 'Cornell University']"
conf/stoc/HarelMP77,2,"['Massachusetts Institute of Technology', 'Stanford University']"
conf/stoc/HartlineR08,2,"['Stanford University', 'Northwestern University']"
conf/tcc/MicaliS09,2,"['Massachusetts Institute of Technology', 'University of Virginia']"
conf/stoc/HartmanisSI83,2,"['Cornell University', 'University of Massachusetts Amherst']"
conf/stoc/HayesVV07,2,"['Georgia Institute of Technology', 'University of New Mexico Main Campus']"
conf/tcc/MicaliR04,2,"['Massachusetts Institute of Technology', 'Boston University']"
conf/tcc/MicaliPSW05,2,"['Massachusetts Institute of Technology', 'Georgia Institute of Technology']"
conf/tcc/LinTW05,2,"['Stanford University', 'George Washington University']"
conf/tcc/LinPV08,2,"['Cornell University', 'University of Rochester']"
conf/tcc/LepinskiMS05,2,"['Massachusetts Institute of Technology', 'University of Virginia']"
conf/tcc/DodisKSW09,2,"['University of Maryland College Park', 'New York University']"
conf/tcc/KatzMTZ13,2,"['University of Maryland College Park', 'ETH Zurich']"
conf/tcc/JareckiS05,2,"['University of Alabama at Birmingham', 'University of California-Irvine']"
conf/tcc/IshaiPS09,2,"['University of California-Los Angeles', 'University of Illinois at Urbana-Champaign']"
conf/stoc/HeathI87,2,"['Brown University', 'Virginia Polytechnic Institute and State University']"
conf/tcc/GuptaRU12,2,"['Carnegie Mellon University', 'University of Pennsylvania']"
conf/tcc/GoyalLPPS15,2,"['University of California-Los Angeles', 'Cornell University']"
conf/tcc/GertnerMM07,2,"['Columbia University In The City of New York', 'Indiana University at Bloomington']"
conf/stoc/HsuHRRW14,2,"['Stanford University', 'University of Pennsylvania']"
conf/tcc/DodisVW09,2,"['Harvard University', 'New York University']"
conf/stoc/ImpagliazzoLL89,2,"['University of California-San Diego', 'Boston University']"
conf/stoc/HalpernV86,2,"['Rice University', 'Cornell University']"
conf/stoc/HalpernR83,2,"['Cornell University', 'Harvard University']"
conf/tcc/MyersSS13,2,"['University of Virginia', 'Indiana University at Bloomington']"
conf/tcc/OstrovskySV15,2,"['University of California-Los Angeles', 'University of Rochester']"
conf/tei/HornJ07,2,"['Tufts University', 'Northwestern University']"
conf/tdb/KumarTF95,2,"['Carnegie Mellon University', 'University of California-Riverside']"
conf/tcs/BookLS83,2,"['State University of New York at Buffalo', 'Ohio State University Main Campus']"
conf/tcltk/SafonovCB97,2,"['University of Illinois at Urbana-Champaign', 'University of Minnesota-Twin Cities']"
conf/tcltk/MillerAH98,2,"['University of California-Santa Cruz', 'University of Maryland College Park']"
conf/tcltk/DejongBK98,2,"['University of Minnesota-Twin Cities', 'University of Illinois at Urbana-Champaign']"
conf/tcltk/CostSLFMN97,2,"['University of California-Santa Cruz', 'University of Maryland Baltimore County']"
conf/stoc/GuruswamiR07,2,"['Carnegie Mellon University', 'Georgia Institute of Technology']"
conf/stoc/GuruswamiS00,2,"['Carnegie Mellon University', 'Massachusetts Institute of Technology']"
conf/stoc/HaitnerRVW09,2,"['Harvard University', 'George Washington University']"
conf/tcltk/BedersonH95,2,"['University of Maryland College Park', 'University of California-San Diego']"
conf/tcltk/BaileyK97,2,"['University of Minnesota-Twin Cities', 'University of Illinois at Urbana-Champaign']"
conf/stoc/HallgrenMRRS06,2,"['University of Connecticut', 'University of New Mexico Main Campus']"
conf/tcc/ReingoldTV04,2,"['Harvard University', 'Stanford University']"
conf/tcc/PrabhakaranS05,2,"['University of California-Los Angeles', 'University of Illinois at Urbana-Champaign']"
conf/tcc/PassW09,2,"['Cornell University', 'George Washington University']"
conf/tcc/PassV10,2,"['Cornell University', 'University of Rochester']"
conf/tcc/PassV08,2,"['Cornell University', 'University of Rochester']"
conf/tcc/PassTV11,2,"['Cornell University', 'University of Rochester']"
conf/tcc/PassTV10,2,"['Cornell University', 'University of Rochester']"
conf/tcc/PandeyPS15,2,"['University of California-Los Angeles', 'University of Illinois at Urbana-Champaign']"
conf/stoc/ImpagliazzoR89,2,"['University of California-San Diego', 'Carnegie Mellon University']"
conf/stoc/IndykMRV97,2,"['Massachusetts Institute of Technology', 'Georgia Institute of Technology']"
conf/tacs/CartwrightF94,2,"['Northeastern University', 'Rice University']"
conf/tapp/MarinhoMWBM11,2,"['Universidade Federal do Rio de Janeiro', 'Universidade Federal Fluminense']"
conf/tark/GelfondLPS94,2,"['University of Texas at Austin', 'Texas Tech University']"
conf/tark/FischerI86,2,"['University of Massachusetts Amherst', 'Yale University']"
conf/tark/FaginHV90,2,"['Rice University', 'Cornell University']"
conf/tark/FaginHMV96,2,"['Rice University', 'Cornell University']"
conf/tark/FaginGHV92,2,"['Rice University', 'Cornell University']"
conf/tark/ConitzerLS03,2,"['Carnegie Mellon University', 'Duke University']"
conf/tapsoft/LeavensW97,2,"['University of Central Florida', 'Carnegie Mellon University']"
conf/tapsoft/KapurNS85,2,"['University of New Mexico Main Campus', 'State University of New York at Albany']"
conf/stoc/KannanL80,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/tapsoft/ClarkF87,2,"['University of Chicago', 'Imperial College London']"
conf/stoc/KannanNR88,2,"['University of Pennsylvania', 'Carnegie Mellon University']"
conf/tcc/DodisK05,2,"['University of Maryland College Park', 'New York University']"
conf/stoc/KaoK90,2,"['Northwestern University', 'Brown University']"
conf/tapp/GadelhaMWF11,2,"['University of Chicago', 'Universidade Federal do Rio de Janeiro']"
conf/tapia/WellmanDA09,2,"['University of Alabama', 'University of California-Santa Cruz']"
conf/tapia/SadjadiCGLDFMBC09,2,"['University of North Carolina at Charlotte', 'Florida International University']"
conf/tap/SmaragdakisC07,2,"['University of Massachusetts Amherst', 'University of Oregon']"
conf/tamc/SarmaLN09,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/tamc/Lipton11,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/tamc/GlasserPSZ06,2,"['State University of New York at Buffalo', 'Iowa State University']"
conf/taicpart/RobbyDH06,2,"['University of Nebraska - Lincoln', 'Kansas State University']"
conf/tacs/GunterGM91,2,"['University of Illinois at Urbana-Champaign', 'University of Chicago']"
conf/tark/HalpernMV94,2,"['Rice University', 'Cornell University']"
conf/tark/MitchellO86,2,"['Stanford University', 'University of Chicago']"
conf/tark/RivestS88,2,"['Massachusetts Institute of Technology', 'University of Illinois at Chicago']"
conf/tase/CousotCFMMMR07,2,"['New York University', '\xc3\x89cole Polytechnique ParisTech']"
conf/tcc/DodisIJK09,2,"['New York University', 'University of California-San Diego']"
conf/stoc/JacksonKS02,2,"['Columbia University In The City of New York', 'University of Texas at Austin']"
conf/stoc/JacquetS94,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
conf/stoc/JerrumSV01,2,"['University of California-Berkeley', 'Georgia Institute of Technology']"
conf/stoc/JiangSV94,2,"['University of California-Riverside', 'University of Rochester']"
conf/stoc/JosephY80,2,"['University of Washington', 'University of Wisconsin-Madison']"
conf/tcc/DattaDMRS06,2,"['Stanford University', 'University of Pennsylvania']"
conf/tcc/CrescenzoLW06,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/stoc/JosephY81,2,"['University of Washington', 'University of Wisconsin-Madison']"
conf/tcc/ChoiDMW09,2,"['Columbia University In The City of New York', 'George Washington University']"
conf/tcc/ChoiDMW08,2,"['Columbia University In The City of New York', 'George Washington University']"
conf/tcc/ChawlaDMSW05,2,"['University of Wisconsin-Madison', 'George Washington University']"
conf/stoc/KahaleLMPSS95,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of Texas at Austin']"
conf/tcc/CanettiHK05,2,"['University of Maryland College Park', 'Boston University']"
conf/tcc/CanettiGP15,2,"['Boston University', 'Massachusetts Institute of Technology']"
conf/stoc/KakadeKL07,2,"['University of Pennsylvania', 'California Institute of Technology']"
conf/tcc/BonehW07,2,"['Stanford University', 'University of Texas at Austin']"
conf/tcc/BellareWY11,2,"['University of California-San Diego', 'University of Texas at Austin']"
conf/tcc/BarakBCKPS14,2,"['University of California-Los Angeles', 'Boston University']"
conf/tcc/AmirBO09,2,"['University of California-Los Angeles', 'Johns Hopkins University']"
conf/stoc/KampRVZ06,2,"['Harvard University', 'University of Texas at Austin']"
conf/stoc/GuruswamiR06,2,"['Carnegie Mellon University', 'State University of New York at Buffalo']"
conf/tei/HuangGDE09,2,"['Georgia Institute of Technology', 'University of Colorado at Boulder']"
conf/tei/ShaerMUK13,2,"['Georgia Institute of Technology', 'Louisiana State University and Agricultural and Mechanical College']"
conf/stoc/GenkinIPST14,2,"['University of California-Los Angeles', 'University of Illinois at Urbana-Champaign']"
conf/stoc/GargGSW13,2,"['University of California-Los Angeles', 'University of Texas at Austin']"
conf/stoc/GargVY93,2,"['Columbia University In The City of New York', 'Georgia Institute of Technology']"
conf/trec/SieglerJH99,2,"['Michigan State University', 'Carnegie Mellon University']"
conf/trec/PradhanKBWJMBSFDYPHMI02,2,"['Columbia University In The City of New York', 'University of Colorado at Boulder']"
conf/trec/MoldovanHPMGR99,2,"['University of Texas at Dallas', 'University of Memphis']"
conf/trec/LvHVGZ09,2,"['University of Illinois at Urbana-Champaign', 'Old Dominion University']"
conf/trec/LuJLHZ07,2,"['State University of New York at Buffalo', 'University of Illinois at Urbana-Champaign']"
conf/trec/LiuYW02,2,"['University of Illinois at Chicago', 'University of North Carolina at Charlotte']"
conf/trec/LeidnerBDCCBWS03,2,"['University of Pennsylvania', 'University of Cambridge']"
conf/trec/JiangHZ06,2,"['State University of New York at Buffalo', 'University of Illinois at Urbana-Champaign']"
conf/trec/HauptmannJPNQHT01,2,"['Michigan State University', 'Carnegie Mellon University']"
conf/stoc/GuruswamiR05,2,"['Carnegie Mellon University', 'State University of New York at Buffalo']"
conf/trec/HarabagiuMPSMGRLMB01,2,"['University of Texas at Dallas', 'University of Memphis']"
conf/stoc/GilbertGIKMS02,2,"['Massachusetts Institute of Technology', 'University of Pennsylvania']"
conf/trec/HarabagiuMPMSBGRM00,2,"['University of Texas at Dallas', 'University of Memphis']"
conf/stoc/GilbertGIMS02,2,"['Massachusetts Institute of Technology', 'University of Pennsylvania']"
conf/trec/HarabagiuMCBHW05,2,"['University of Texas at Dallas', 'Northeastern University']"
conf/stoc/GilbertLT79,2,"['Princeton University', 'University of California-Santa Barbara']"
conf/trec/BuckleySAS94,2,"['University of Massachusetts Amherst', 'University of Rochester']"
conf/stoc/GilbertSTV07,2,"['California Institute of Technology', 'University of Michigan-Ann Arbor']"
conf/trec/BergerL99,2,"['Carnegie Mellon University', 'University of Chicago']"
conf/trec/AllanCDAPK07,2,"['University of Massachusetts Amherst', 'Northeastern University']"
conf/trec/SinghalCHLP98,2,"['University of Pennsylvania', 'University of Rochester']"
conf/trec/SinghalCHP97,2,"['University of Pennsylvania', 'University of Rochester']"
conf/trec/VydiswaranGLHZ09,2,"['University of Illinois at Urbana-Champaign', 'Old Dominion University']"
conf/trec/ZhaiLHVWFSL05,2,"['State University of New York at Buffalo', 'University of Illinois at Urbana-Champaign']"
conf/trustcom/HanCZZDS14,2,"['University of North Carolina at Charlotte', 'Lehigh University']"
conf/stoc/GabowBT84,2,"['Princeton University', 'University of Colorado at Boulder']"
conf/trustcom/FengZCS13,2,"['Florida International University', 'University of Houston']"
conf/trust/PrabhuAGYSKS11,2,"['University of California-San Diego', 'Cornell University']"
conf/trust/CapkunDT11,2,"['University of California-Irvine', 'ETH Zurich']"
conf/stoc/GabowKT99,2,"['Princeton University', 'University of Colorado at Boulder']"
conf/stoc/GabowT83,2,"['Princeton University', 'University of Colorado at Boulder']"
conf/tridentcom/ThomasSBKDSC12,2,"['Boston University', 'University of Wisconsin-Madison']"
conf/stoc/GabowT88,2,"['Princeton University', 'University of Colorado at Boulder']"
conf/stoc/GalHKPV12,2,"['Northeastern University', 'University of Texas at Austin']"
conf/stoc/GalanisSV14,2,"['University of Rochester', 'Georgia Institute of Technology']"
conf/stoc/GalilKS86,2,"['Georgia Institute of Technology', 'Rutgers The State University of New Jersey New Brunswick Campus']"
conf/tridentcom/SterbenzMRSHPASBM10,2,"['University of Nebraska - Lincoln', 'University of Kansas']"
conf/tridentcom/SridharanZLJRZA10,2,"['Ohio State University Main Campus', 'Wayne State University']"
conf/stoc/GalilS81,2,"['Georgia Institute of Technology', 'University of Rochester']"
conf/stoc/GareyGU72,2,"['Stanford University', 'University of California-San Diego']"
conf/tridentcom/MarcondesPSFBR06,2,"['University of California-Los Angeles', 'Universidade Federal de S\xc3\xa3o Carlos']"
conf/tridentcom/ChertovFS06,2,"['Ohio State University Main Campus', 'Purdue University Main Campus']"
conf/tridentcom/BroustisEKF07,2,"['University of California-Riverside', 'University of Illinois at Chicago']"
conf/trecvid/HauptmannCLMYBX07,2,"['Carnegie Mellon University', 'University of Iowa']"
conf/trecvid/HauptmannBCCLSVYMS08,2,"['Carnegie Mellon University', 'University of Iowa']"
conf/trec/AhnBCDLSWC04,2,"['University of Pennsylvania', 'University of Cambridge']"
conf/tphol/PratikakisFHN08,2,"['University of Maryland College Park', 'University of California-Riverside']"
conf/tphol/GerberGL91,2,"['University of Pennsylvania', 'University of Illinois at Urbana-Champaign']"
conf/stoc/GrigniSVV01,2,"['California Institute of Technology', 'University of California-Berkeley']"
conf/stoc/GroveHK92,2,"['Cornell University', 'Stanford University']"
conf/stoc/GuhaM07,2,"['University of Pennsylvania', 'Duke University']"
conf/stoc/GuibasS76,2,"['Stanford University', 'Rutgers The State University of New Jersey New Brunswick Campus']"
conf/tgc/NordioCM13,2,"['ETH Zurich', 'Imperial College London']"
conf/tgc/CorradiniRDM13,2,"['Universidade Federal do Rio Grande do Sul', 'Pontif\xc3\xadcia Universidade Cat\xc3\xb3lica do Rio Grande do Sul']"
conf/stoc/GuibasS83,2,"['Stanford University', 'Universidade Estadual de Campinas']"
conf/stoc/GuptaHRU11,2,"['Carnegie Mellon University', 'University of Pennsylvania']"
conf/tfcv/KochHP00,2,"['ETH Zurich', 'University of North Carolina at Chapel Hill']"
conf/tfcv/BeaucheminB98,2,"['University of California-Berkeley', 'University of Pennsylvania']"
conf/tfcv/BeaucheminB00,2,"['University of California-Berkeley', 'University of Pennsylvania']"
conf/stoc/GuptaKR03,2,"['Carnegie Mellon University', 'Stanford University']"
conf/stoc/GuptaT00,2,"['Carnegie Mellon University', 'Cornell University']"
conf/stoc/GuruswamiHK10,2,"['Carnegie Mellon University', 'Rutgers The State University of New Jersey New Brunswick Campus']"
conf/tfais/VelosoF85,2,"['Pontif\xc3\xadcia Universidade Cat\xc3\xb3lica do Rio de Janeiro', 'Universidade Federal do Rio de Janeiro']"
conf/tfais/MarkR85,2,"['University of Maryland College Park', 'Georgia Institute of Technology']"
conf/textgraphs/SomasundaranNGW09,2,"['University of Maryland College Park', 'University of Pittsburgh Pittsburgh Campus']"
conf/stoc/GuruswamiI02,2,"['Carnegie Mellon University', 'Massachusetts Institute of Technology']"
conf/teletraffic/TanWJST10,2,"['University of Massachusetts Amherst', 'Ohio State University Main Campus']"
conf/stoc/GuruswamiI03,2,"['Carnegie Mellon University', 'Massachusetts Institute of Technology']"
conf/teletraffic/BejanGLT13,2,"['University of Massachusetts Amherst', 'University of Cambridge']"
conf/tei/ZigelbaumHSJ07,2,"['Tufts University', 'Northwestern University']"
conf/stoc/GrossiV00,2,"['Purdue University Main Campus', 'University of Kansas']"
conf/stoc/GrahamY89,2,"['Princeton University', 'University of California-San Diego']"
conf/tphol/BhargavanGO00,2,"['University of Illinois at Urbana-Champaign', '\xc3\x89cole Polytechnique ParisTech']"
conf/tic/WalkerM00,2,"['Princeton University', 'Harvard University']"
conf/tphol/BhargavanGGJOZ98,2,"['University of Illinois at Urbana-Champaign', '\xc3\x89cole Polytechnique ParisTech']"
conf/tphol/AydemirBFFPSVWWZ05,2,"['University of Pennsylvania', 'University of Cambridge']"
conf/stoc/GoddardKS90,2,"['California Institute of Technology', 'Clemson University']"
conf/tpcg/EdmundsLCZM12,2,"['Oregon State University', 'University of California-Davis']"
conf/stoc/GoelHPT99,2,"['Cornell University', 'Stanford University']"
conf/tools/PiresM97,2,"['Universidade Federal do Rio Grande de Norte', 'Universidade Federal do Rio de Janeiro']"
conf/tools/NordioCMMT10,2,"['ETH Zurich', 'Imperial College London']"
conf/tools/NordioCMM09,2,"['ETH Zurich', 'Imperial College London']"
conf/tools/MilanovaV11,2,"['Purdue University Main Campus', 'Rensselaer Polytechnic Institute']"
conf/tools/GrissCBKO99,2,"['University of Massachusetts Amherst', 'University of Utah']"
conf/tldi/ChlipalaPH05,2,"['Carnegie Mellon University', 'Massachusetts Institute of Technology']"
conf/stoc/GoelMP00,2,"['Stanford University', 'University of California-Los Angeles']"
conf/stoc/GoldreichSV98,2,"['University of California-Los Angeles', 'Harvard University']"
conf/time/MerloBFGG00,2,"['Purdue University Main Campus', 'Iowa State University']"
conf/time/FingerM97,2,"['Universidade de S\xc3\xa3o Paulo', 'Imperial College London']"
conf/stoc/GoldsmithS00,2,"['University of Kentucky', 'University of Illinois at Chicago']"
conf/time/ChomickiR99,2,"['State University of New York at Buffalo', 'University of Nebraska - Lincoln']"
conf/time/BertinoCGG01,2,"['Purdue University Main Campus', 'Iowa State University']"
conf/stoc/GoldwasserMY83,2,"['Massachusetts Institute of Technology', 'Princeton University']"
conf/stoc/GoodrichT91,2,"['University of California-Irvine', 'Brown University']"
conf/stoc/GopalanGR09,2,"['Carnegie Mellon University', 'Georgia Institute of Technology']"
conf/tacs/FisherM94,2,"['Stanford University', 'Tufts University']"
conf/tacs/CardelliMMS91,2,"['Stanford University', 'University of Pennsylvania']"
conf/uai/2009,2,"['University of Washington', 'Stanford University']"
conf/stoc/STOC6,2,"['Cornell University', 'University of California-Berkeley']"
conf/stoc/SleatorT81,2,"['Princeton University', 'Carnegie Mellon University']"
conf/stoc/SistlaC82,2,"['Carnegie Mellon University', 'University of Illinois at Chicago']"
conf/stoc/SimonS92,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of Chicago']"
conf/stoc/LapaughR78,2,"['Massachusetts Institute of Technology', 'Princeton University']"
conf/stoc/SchulmanV99a,2,"['California Institute of Technology', 'University of California-Berkeley']"
conf/stoc/LeeY92,2,"['Columbia University In The City of New York', 'Ohio State University Main Campus']"
conf/stoc/SchulmanV99,2,"['Georgia Institute of Technology', 'California Institute of Technology']"
conf/stoc/SchulmanS15,2,"['California Institute of Technology', 'University of California-Berkeley']"
conf/stoc/SahaiW14,2,"['University of California-Los Angeles', 'University of Texas at Austin']"
conf/stoc/STOC9,2,"['Cornell University', 'University of California-Berkeley']"
conf/stoc/STOC4,2,"['Stanford University', 'University of Massachusetts Amherst']"
conf/stoc/RothR10,2,"['Stanford University', 'University of Pennsylvania']"
conf/stoc/STOC3,2,"['Stanford University', 'University of California-Berkeley']"
conf/stoc/STOC23,2,"['Purdue University Main Campus', 'University of Kansas']"
conf/stoc/STOC2,2,"['Stanford University', 'University of California-Berkeley']"
conf/stoc/LepinksiMS05,2,"['Massachusetts Institute of Technology', 'University of Virginia']"
conf/stoc/STOC14,2,"['University of California-San Diego', 'Harvard University']"
conf/stoc/LewisRS73,2,"['State University of New York at Albany', 'State University of New York at Stony Brook']"
conf/stoc/LinPV09,2,"['Cornell University', 'University of Rochester']"
conf/stoc/LinV92,2,"['Purdue University Main Campus', 'University of Kansas']"
conf/stoc/Lipton74,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/stoc/RussellSZ99,2,"['University of Connecticut', 'University of Texas at Austin']"
conf/stoc/SleatorT83,2,"['Princeton University', 'Carnegie Mellon University']"
conf/stoc/SleatorT84,2,"['Princeton University', 'Carnegie Mellon University']"
conf/stoc/SleatorTT86,2,"['Princeton University', 'Carnegie Mellon University']"
conf/stoc/SpielmanT01,2,"['University of Southern California', 'Yale University']"
conf/sum/ParisiSS11,2,"['University of Maryland College Park', 'Northeastern University']"
conf/sum/KhullerMNSSS07,2,"['University of Maryland College Park', 'Northeastern University']"
conf/storytelling/El-NasrH03,2,"['Northeastern University', 'Northwestern University']"
conf/stoc/KosarajuA86,2,"['Purdue University Main Campus', 'Johns Hopkins University']"
conf/storagess/HasanMLY05,2,"['University of Pittsburgh Pittsburgh Campus', 'University of Alabama at Birmingham']"
conf/storagess/CurtmolaKB08,2,"['Johns Hopkins University', 'New Jersey Institute of Technology']"
conf/storagess/ChaitanyaBSMV06,2,"['Penn State University', 'University of Oregon']"
conf/storagess/2006,2,"['University of California-Santa Cruz', 'State University of New York at Stony Brook']"
conf/stoc/KurtzMR89,2,"['Syracuse University Main Campus', 'University of Chicago']"
conf/storagess/2005,2,"['University of California-San Diego', 'University of Illinois at Urbana-Champaign']"
conf/stoc/KushilevitzMRZ93,2,"['University of Texas at Austin', 'Harvard University']"
conf/stoc/YaoAR77,2,"['Massachusetts Institute of Technology', 'Princeton University']"
conf/stoc/YannakakisL91,2,"['Columbia University In The City of New York', 'Ohio State University Main Campus']"
conf/stoc/WilliamsonGMV93,2,"['Georgia Institute of Technology', 'Cornell University']"
conf/stoc/VitterS90,2,"['Purdue University Main Campus', 'University of Kansas']"
conf/stoc/VengroffV96,2,"['Purdue University Main Campus', 'University of Kansas']"
conf/stoc/VaziraniV85,2,"['Georgia Institute of Technology', 'University of California-Berkeley']"
conf/stoc/ValiantV85,2,"['Georgia Institute of Technology', 'Harvard University']"
conf/stoc/Ta-ShmaUZ01,2,"['University of Texas at Austin', 'California Institute of Technology']"
conf/stoc/LadnerLS74,2,"['Massachusetts Institute of Technology', 'State University of New York at Buffalo']"
conf/stoc/SpielmanT04,2,"['University of Southern California', 'Yale University']"
conf/stoc/RubinfeldS05,2,"['Columbia University In The City of New York', 'Massachusetts Institute of Technology']"
conf/stoc/LiptonD75,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/tacs/AikenWP97,2,"['University of California-Los Angeles', 'Stanford University']"
conf/stoc/MaratheHSR94,2,"['Virginia Polytechnic Institute and State University', 'State University of New York at Albany']"
conf/stoc/PapadimitriouY94,2,"['University of California-Berkeley', 'Columbia University In The City of New York']"
conf/stoc/PapadimitriouY93,2,"['University of California-Berkeley', 'Columbia University In The City of New York']"
conf/stoc/PapadimitriouY88b,2,"['University of California-Berkeley', 'Columbia University In The City of New York']"
conf/stoc/PapadimitriouY88a,2,"['University of California-Berkeley', 'Columbia University In The City of New York']"
conf/stoc/PapadimitriouY82,2,"['University of California-Berkeley', 'Columbia University In The City of New York']"
conf/stoc/PapadimitriouV00,2,"['University of California-Berkeley', 'Georgia Institute of Technology']"
conf/stoc/PapadimitriouSY90,2,"['University of California-Berkeley', 'Columbia University In The City of New York']"
conf/stoc/PapadimitriouS76,2,"['University of California-Berkeley', 'Princeton University']"
conf/stoc/OstrovskyS97,2,"['University of California-Los Angeles', 'New York University']"
conf/stoc/ManasseMS88,2,"['Carnegie Mellon University', 'University of Massachusetts Amherst']"
conf/stoc/OstrovskyRV94,2,"['University of California-Los Angeles', 'University of California-Berkeley']"
conf/stoc/LiptonS76,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/stoc/OrecchiaSVV08,2,"['California Institute of Technology', 'University of California-Berkeley']"
conf/stoc/MathieuS09,2,"['University of California-Berkeley', 'Brown University']"
conf/stoc/ODonnellS08,2,"['Columbia University In The City of New York', 'Carnegie Mellon University']"
conf/stoc/MeyerW79,2,"['Massachusetts Institute of Technology', 'University of Colorado at Boulder']"
conf/stoc/MicaliP06,2,"['Massachusetts Institute of Technology', 'Cornell University']"
conf/stoc/ODonnellS03,2,"['Columbia University In The City of New York', 'Carnegie Mellon University']"
conf/stoc/NievergeltR72,2,"['ETH Zurich', 'University of Illinois at Urbana-Champaign']"
conf/stoc/MillerR87,2,"['Carnegie Mellon University', 'University of Texas at Austin']"
conf/stoc/MooreRS07,2,"['University of Connecticut', 'University of New Mexico Main Campus']"
conf/stoc/MillerY78,2,"['New York University', 'University of Maryland College Park']"
conf/stoc/PassV07,2,"['Cornell University', 'University of Rochester']"
conf/stoc/PaulSS80,2,"['University of Rochester', 'University of Chicago']"
conf/stoc/PeikertW08,2,"['University of Texas at Austin', 'Georgia Institute of Technology']"
conf/stoc/MagniezMN10,2,"['\xc3\x89cole Polytechnique ParisTech', 'Brown University']"
conf/stoc/LiptonS81,2,"['Georgia Institute of Technology', 'Princeton University']"
conf/stoc/RosenbergWG79,2,"['University of Massachusetts Amherst', 'Georgia Institute of Technology']"
conf/stoc/RoseT75,2,"['Princeton University', 'Duke University']"
conf/stoc/RivestS89,2,"['Massachusetts Institute of Technology', 'Princeton University']"
conf/stoc/ReingoldTV06,2,"['Harvard University', 'Stanford University']"
conf/stoc/ReifV83,2,"['Duke University', 'Harvard University']"
conf/stoc/RazborovWY97,2,"['Princeton University', 'University of Chicago']"
conf/stoc/LoMS92,2,"['ETH Zurich', 'Rutgers The State University of New Jersey New Brunswick Campus']"
conf/stoc/RazborovR94,2,"['University of Chicago', 'Carnegie Mellon University']"
conf/stoc/RaviMRRH93,2,"['Virginia Polytechnic Institute and State University', 'State University of New York at Albany']"
