Pkey,NGroups,Gkeys
journals/tit/ChenVKM09,2,"['University of California-Davis', 'Syracuse University Main Campus']"
journals/tit/ChenCV09,2,"['University of California-Davis', 'Syracuse University Main Campus']"
journals/tit/HonigSGB90,2,"['Northwestern University', 'Princeton University']"
journals/tit/ImaiHMZ08,2,"['University of North Carolina at Charlotte', 'ETH Zurich']"
journals/titb/ChenA10,2,"['University of Georgia', 'University of Kansas']"
journals/tit/JacquetKS12,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
journals/titb/CatalyurekBCKSS03,2,"['Georgia Institute of Technology', 'University of Maryland College Park']"
journals/titb/CanimKM12,2,"['University of Texas at Dallas', 'Vanderbilt University']"
journals/titb/BalasubramanianZBTWIKZZ09,2,"['Florida International University', 'Louisiana State University and Agricultural and Mechanical College']"
journals/titb/AlterovitzGPH09,2,"['University of California-Berkeley', 'University of North Carolina at Chapel Hill']"
journals/titb/0012TWOG13,2,"['Iowa State University', 'University of North Texas']"
journals/tit/TroppSHS05,2,"['University of Texas at Austin', 'California Institute of Technology']"
journals/tit/TroppDH04,2,"['University of Texas at Austin', 'California Institute of Technology']"
journals/tit/SricharanRH12,2,"['University of Michigan-Ann Arbor', 'Oregon State University']"
journals/tit/SchulmanZ99,2,"['University of Texas at Austin', 'California Institute of Technology']"
journals/tit/RoseGF92,2,"['Indiana University at Bloomington', 'University of California-Santa Barbara']"
journals/tit/PreparataN74,2,"['Brown University', 'ETH Zurich']"
journals/tit/OstrovskyRS09,2,"['University of California-Los Angeles', 'California Institute of Technology']"
journals/tit/MicaliPSW10,2,"['Massachusetts Institute of Technology', 'Georgia Institute of Technology']"
journals/tit/LunRMKKHAZ06,2,"['Massachusetts Institute of Technology', 'California Institute of Technology']"
journals/tit/LubyMSS01a,2,"['Harvard University', 'Yale University']"
journals/tit/LubyMSS01,2,"['Harvard University', 'Yale University']"
journals/tit/LonardiSW07,2,"['Purdue University Main Campus', 'University of California-Riverside']"
journals/tit/KetkarKKS06,2,"['University of Memphis', 'Texas A & M University']"
journals/tit/JiangV04,2,"['University of California-Riverside', 'University of California-San Diego']"
journals/tit/JiangMYBSVW10,2,"['University of California-San Diego', 'Texas A & M University']"
journals/tit/JainMV98,2,"['Georgia Institute of Technology', 'University of Connecticut']"
journals/tit/JacquetSA02,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
journals/tit/JacquetS99,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
journals/tit/JacquetS91,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
journals/tit/JacquetS14,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
journals/tit/JacquetS10,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
journals/tit/JacquetS04,2,"['Purdue University Main Campus', '\xc3\x89cole Polytechnique ParisTech']"
journals/tkdd/SunTPYF08,2,"['University of Illinois at Chicago', 'Carnegie Mellon University']"
journals/tkdd/SyedSKIG10,2,"['Massachusetts Institute of Technology', 'University of Michigan-Ann Arbor']"
journals/tkdd/TangYGHJLP15,2,"['University of Illinois at Urbana-Champaign', 'Penn State University']"
journals/tkde/OmiecinskiLS94,2,"['Northwestern University', 'Georgia Institute of Technology']"
journals/tkde/MoonS98,2,"['Georgia Institute of Technology', 'University of Arizona']"
journals/tkde/MiahDHM09,2,"['Florida International University', 'University of California-Riverside']"
journals/tkde/MengYK95,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
journals/tkde/LuNS96,2,"['University of Maryland College Park', 'Cornell University']"
journals/tkde/LuHZMY13,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
journals/tkde/LuBL04,2,"['Wayne State University', 'State University of New York at Stony Brook']"
journals/tkde/LiuZHL97,2,"['Georgia Institute of Technology', 'Northeastern University']"
journals/tkde/LiuYM04,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
journals/tkde/LiuY05,2,"['Arizona State University', 'State University of New York at Binghamton']"
journals/tkde/LiuDSHL99,2,"['University of Minnesota-Twin Cities', 'University of Florida']"
journals/tkde/LiLV10,2,"['Purdue University Main Campus', 'University of Utah']"
journals/tkde/LiCVA02,2,"['University of California-Santa Barbara', 'Arizona State University']"
journals/tkde/LiCGW02,2,"['Stanford University', 'University of California-Irvine']"
journals/tkde/Li0TH13,2,"['Florida State University', 'University of Utah']"
journals/tkde/Li0K11,2,"['Florida State University', 'University of Utah']"
journals/tkde/LeLKD14,2,"['Florida State University', 'University of Utah']"
journals/tkde/KumarTF98,2,"['Carnegie Mellon University', 'University of California-Riverside']"
journals/tkde/KshemkalyaniS99,2,"['University of Kentucky', 'University of Illinois at Chicago']"
journals/tkde/KolliosTGDH01,2,"['University of California-Riverside', 'Boston University']"
journals/tkde/KolliosT02,2,"['University of California-Riverside', 'Boston University']"
journals/tkde/KeefeTS93,2,"['Arizona State University', 'University of Minnesota-Twin Cities']"
journals/tkde/KashyapHPT11,2,"['Florida International University', 'University of California-Riverside']"
journals/tkde/KantarciogluC04,2,"['University of Texas at Dallas', 'Purdue University Main Campus']"
journals/tkde/KangSS04,2,"['University of Virginia', 'State University of New York at Binghamton']"
journals/tkde/KahveciS04,2,"['University of California-Santa Barbara', 'University of Florida']"
journals/tkde/JingHKS14,2,"['University of Southern California', 'Auburn University']"
journals/tkde/JinYA05,2,"['Ohio State University Main Campus', 'Kent State University Main Campus']"
journals/tkde/MurataSW91,2,"['University of Maryland College Park', 'University of Illinois at Chicago']"
journals/tkde/OrdonezO04,2,"['University of Houston', 'Georgia Institute of Technology']"
journals/tkdd/VaidyaCKP08,2,"['University of Texas at Dallas', 'Purdue University Main Campus']"
journals/tkde/PangCL95,2,"['University of California-Irvine', 'University of Wisconsin-Madison']"
journals/tkde/VuHT03,2,"['University of Central Florida', 'Iowa State University']"
journals/tkde/VrbskyL93,2,"['University of Illinois at Urbana-Champaign', 'University of Alabama']"
journals/tkde/VaradarajanHL08,2,"['Florida International University', 'University of California-Riverside']"
journals/tkde/TrainaTFS02,2,"['Carnegie Mellon University', 'USP - S\xc3\xa3o Carlos']"
journals/tkde/ThuraisinghamT96,2,"['University of Texas at Dallas', 'University of Connecticut']"
journals/tkde/SultanaSB13,2,"['Purdue University Main Campus', 'University of North Carolina at Charlotte']"
journals/tkde/StonebrakerRH90,2,"['Massachusetts Institute of Technology', 'University of California-Berkeley']"
journals/tkde/SongWJR07,2,"['University of Florida', 'Rice University']"
journals/tkde/SonMD01,2,"['University of Virginia', 'Old Dominion University']"
journals/tkde/SonMD00,2,"['University of Virginia', 'Old Dominion University']"
journals/tkde/SionAP06,2,"['Purdue University Main Campus', 'State University of New York at Stony Brook']"
journals/tkde/SionAP05,2,"['Purdue University Main Campus', 'State University of New York at Stony Brook']"
journals/tkde/SionAP04,2,"['Purdue University Main Campus', 'State University of New York at Stony Brook']"
journals/tkde/SinghHS93,2,"['North Carolina State University', 'University of South Carolina Columbia']"
journals/tkde/ShekharLCR02,2,"['University of Minnesota-Twin Cities', 'Virginia Polytechnic Institute and State University']"
journals/tkde/ShekharCRFLL99,2,"['University of Minnesota-Twin Cities', 'Virginia Polytechnic Institute and State University']"
journals/tkde/ShehabBG08,2,"['Purdue University Main Campus', 'University of North Carolina at Charlotte']"
journals/tkde/RuizHI14,2,"['Florida International University', 'University of California-Riverside']"
journals/tkde/RodriguesTPTTF13,2,"['Carnegie Mellon University', 'USP - S\xc3\xa3o Carlos']"
journals/tkde/ReynoldsMP90,2,"['Wayne State University', 'Kent State University Main Campus']"
journals/tkde/RenDK03,2,"['University of Pennsylvania', 'Southern Methodist University']"
journals/tkde/RamaswamyLI07,2,"['Georgia Institute of Technology', 'University of Georgia']"
journals/tkde/RamaswamyL04,2,"['Georgia Institute of Technology', 'University of Georgia']"
journals/tkde/RamaswamyILD05,2,"['Georgia Institute of Technology', 'University of Georgia']"
journals/tkde/RamamurthyUB00,2,"['Purdue University Main Campus', 'State University of New York at Buffalo']"
journals/tkde/QianWYD15,2,"['Arizona State University', 'University of California-Davis']"
journals/tkde/PetrakisFL02,2,"['Carnegie Mellon University', 'University of Memphis']"
journals/tkde/JinLYWJH13,2,"['University of Illinois at Urbana-Champaign', 'University of Rochester']"
journals/tkde/JiY08,2,"['Arizona State University', 'Old Dominion University']"
journals/tkde/JestesCLY11,2,"['Florida State University', 'University of Utah']"
journals/tkde/JensenMR91,2,"['University of Maryland College Park', 'Georgia Institute of Technology']"
journals/tkde/ChengTH14,2,"['Florida International University', 'University of California-Riverside']"
journals/tkde/ChengJSLZW14,2,"['Case Western Reserve University', 'University of North Carolina at Chapel Hill']"
journals/tkde/ChenWRZ07,2,"['Ohio State University Main Campus', 'College of William and Mary']"
journals/tkde/ChenLTHAC08,2,"['University of California-Santa Barbara', 'Arizona State University']"
journals/tkde/ChenHY96,2,"['University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign']"
journals/tkde/ChenBT95,2,"['Virginia Polytechnic Institute and State University', 'University of Texas at Dallas']"
journals/tkde/ChenBIRB02,2,"['Florida International University', 'Louisiana State University and Agricultural and Mechanical College']"
journals/tkde/ChaudhuriGM04,2,"['Columbia University In The City of New York', 'Rutgers The State University of New Jersey New Brunswick Campus']"
journals/tkde/ChangGP96,2,"['Stanford University', 'University of Illinois at Urbana-Champaign']"
journals/tkde/CaverleeL05,2,"['Georgia Institute of Technology', 'Texas A & M University']"
journals/tkde/CarvalhoLGS12,2,"['Universidade Federal de Minas Gerais', 'Universidade Federal do Amazonas']"
journals/tkde/CareyJL91,2,"['University of California-Irvine', 'University of Wisconsin-Madison']"
journals/tkde/CarbunarS12,2,"['State University of New York at Stony Brook', 'Florida International University']"
journals/tkde/CandanRS98,2,"['University of Maryland College Park', 'Arizona State University']"
journals/tkde/BurnsSL03,2,"['University of California-Santa Cruz', 'Johns Hopkins University']"
journals/tkde/BoralACCDFHSV90,2,"['University of California-Berkeley', 'University of Texas at Austin']"
journals/tkde/BiazzoGLS03,2,"['University of Maryland College Park', 'University of Oxford']"
journals/tkde/BhargavaR89,2,"['Purdue University Main Campus', 'University of Minnesota-Twin Cities']"
journals/tkde/BertinoMR00,2,"['Purdue University Main Campus', 'University of California-Los Angeles']"
journals/tkde/BertinoCFTG04,2,"['Purdue University Main Campus', 'University of Texas at Dallas']"
journals/tkde/BaralKM91,2,"['Arizona State University', 'University of Maryland College Park']"
journals/tkde/AygunZ05,2,"['State University of New York at Buffalo', 'University of Alabama In Huntsville']"
journals/tkde/ArefKG01,2,"['Purdue University Main Campus', 'University of Southern California']"
journals/tkde/AlmerothA99,2,"['Georgia Institute of Technology', 'University of California-Santa Barbara']"
journals/tkde/AggarwalHWY06,2,"['University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign']"
journals/tkdd/ZhangZW09,2,"['Case Western Reserve University', 'University of North Carolina at Chapel Hill']"
journals/tkdd/YeCJK08,2,"['Arizona State University', 'University of Minnesota-Twin Cities']"
journals/tkde/ChiuehK93,2,"['University of California-Berkeley', 'State University of New York at Stony Brook']"
journals/tkde/CoelhoCSRM04,2,"['University of California-Los Angeles', 'Universidade Federal de Minas Gerais']"
journals/tkde/CohenDFGIMUY01,2,"['Stanford University', 'Massachusetts Institute of Technology']"
journals/tkde/GedikWLY11,2,"['University of Illinois at Chicago', 'Georgia Institute of Technology']"
journals/tkde/HwangPS02,2,"['University of Maryland College Park', 'University of Texas at Dallas']"
journals/tkde/HuangSX04,2,"['University of North Texas', 'University of Minnesota-Twin Cities']"
journals/tkde/HuKBS13,2,"['University of Southern California', 'Auburn University']"
journals/tkde/HristidisWR14,2,"['Florida International University', 'University of California-Riverside']"
journals/tkde/HristidisHI11,2,"['Florida International University', 'University of California-Riverside']"
journals/tkde/GuptaGAH14,2,"['University of Illinois at Urbana-Champaign', 'State University of New York at Buffalo']"
journals/tkde/GuhaMMMO03,2,"['University of Pennsylvania', 'University of California-Los Angeles']"
journals/tkde/GramaK99,2,"['University of Minnesota-Twin Cities', 'Purdue University Main Campus']"
journals/tkde/GolubchikSMB00,2,"['University of Maryland College Park', 'University of Southern California']"
journals/tkde/GhanemHMAE07,2,"['Purdue University Main Campus', 'University of Minnesota-Twin Cities']"
journals/tkde/GedikWYL07,2,"['University of Illinois at Chicago', 'Georgia Institute of Technology']"
journals/tkde/GedikWYL06,2,"['University of Illinois at Chicago', 'Georgia Institute of Technology']"
journals/tkde/GaoLFSH13,2,"['University of Illinois at Urbana-Champaign', 'State University of New York at Buffalo']"
journals/tkde/CookHY07,2,"['Washington State University', 'University of North Carolina at Charlotte']"
journals/tkde/GangulyMR94,2,"['University of Florida', 'Syracuse University Main Campus']"
journals/tkde/FotouhiP89,2,"['Wayne State University', 'Michigan State University']"
journals/tkde/FaloutsosJM97,2,"['Carnegie Mellon University', 'University of Michigan-Ann Arbor']"
journals/tkde/ErwigS02,2,"['Oregon State University', 'University of Florida']"
journals/tkde/ElmagarmidJKBZ96,2,"['State University of New York at Buffalo', 'Purdue University Main Campus']"
journals/tkde/DurfeeLC89,2,"['University of Massachusetts Amherst', 'University of Michigan-Ann Arbor']"
journals/tkde/DragutWSYM15,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
journals/tkde/DongHLPWZ04,2,"['University of Illinois at Urbana-Champaign', 'Wright State University Main Campus']"
journals/tkde/DengWTB03,2,"['University of Illinois at Chicago', 'University of North Carolina at Charlotte']"
journals/tkde/DengC90,2,"['University of Pittsburgh Pittsburgh Campus', 'University of North Carolina at Charlotte']"
journals/tkde/DasGR05,2,"['Cornell University', 'Northeastern University']"
journals/tkde/CordeiroTFT13,2,"['Carnegie Mellon University', 'USP - S\xc3\xa3o Carlos']"
journals/tods/BabuSW04,2,"['Stanford University', 'Duke University']"
journals/tods/BerindeICS10,2,"['Massachusetts Institute of Technology', 'University of Michigan-Ann Arbor']"
journals/toplas/GuptaJ93,2,"['University of Texas at Dallas', 'State University of New York at Buffalo']"
journals/ton/CocchiSEZ93,2,"['University of California-Berkeley', 'University of California-Los Angeles']"
journals/ton/CobbG97,2,"['University of Texas at Austin', 'University of Texas at Dallas']"
journals/ton/ChenBSK07,2,"['University of California-Berkeley', 'Cornell University']"
journals/ton/ChenBAT06,2,"['University of Massachusetts Amherst', 'Georgia Institute of Technology']"
journals/ton/ChaitHMTZC05,2,"['University of Massachusetts Amherst', 'Columbia University In The City of New York']"
journals/ton/CaoAQ07,2,"['State University of New York at Buffalo', 'Georgia State University']"
journals/ton/ByersKLM06,2,"['Harvard University', 'Boston University']"
journals/ton/ByersCMR04,2,"['Harvard University', 'Boston University']"
journals/ton/BredinDHR10,2,"['Massachusetts Institute of Technology', 'University of Maryland College Park']"
journals/ton/BarfordC01,2,"['Boston University', 'University of Wisconsin-Madison']"
journals/ton/BanerjeeLBS06,2,"['University of Maryland College Park', 'University of Wisconsin-Madison']"
journals/ton/BanerjeeCL10,2,"['University of Arkansas Main Campus', 'University of Massachusetts Amherst']"
journals/ton/ArslanYSKB13,2,"['University of California-Riverside', 'University of Wisconsin-Madison']"
journals/ton/AroraZ06,2,"['Ohio State University Main Campus', 'Wayne State University']"
journals/ton/AlbuquerqueVS04,2,"['University of California-Irvine', 'Universidade Federal Fluminense']"
journals/ton/AgarwalEGHSZ13,2,"['Duke University', 'University of Arizona']"
journals/toms/WeerawaranaHRJH96,2,"['University of Maryland Baltimore County', 'Purdue University Main Campus']"
journals/toms/Vitter89,2,"['Purdue University Main Campus', 'University of Kansas']"
journals/toms/Vitter87,2,"['Purdue University Main Campus', 'University of Kansas']"
journals/toms/Vitter85,2,"['Purdue University Main Campus', 'University of Kansas']"
journals/toms/SchnabelKW85,2,"['Indiana University at Bloomington', 'University of Colorado at Boulder']"
journals/toms/SavageZ10,2,"['Old Dominion University', 'Brown University']"
journals/toms/OLearyW81,2,"['University of Maryland College Park', 'New York University']"
journals/toms/MillerS78a,2,"['Penn State University', 'Rensselaer Polytechnic Institute']"
journals/toms/MillerS78,2,"['Penn State University', 'Rensselaer Polytechnic Institute']"
journals/toms/McAllisterR81a,2,"['North Carolina State University', 'University of Connecticut']"
journals/toms/McAllisterR81,2,"['North Carolina State University', 'University of Connecticut']"
journals/toms/HuJJKS00,2,"['Purdue University Main Campus', 'University of Houston']"
journals/ton/CobbGE98,2,"['University of Texas at Austin', 'University of Texas at Dallas']"
journals/ton/DinhXTPZ12,2,"['University of Pittsburgh Pittsburgh Campus', 'University of Florida']"
journals/toms/GonzalezSF77,2,"['University of Florida', 'University of California-Santa Barbara']"
journals/ton/DuanZH03,2,"['University of Minnesota-Twin Cities', 'Florida State University']"
journals/ton/KoutsonikolasWH11,2,"['Purdue University Main Campus', 'State University of New York at Buffalo']"
journals/ton/KoutsonikolasHW12,2,"['Purdue University Main Campus', 'State University of New York at Buffalo']"
journals/ton/KompellaSV07,2,"['University of California-San Diego', 'Purdue University Main Campus']"
journals/ton/KompellaLSV12,2,"['University of California-San Diego', 'Purdue University Main Campus']"
journals/ton/KimKSLP08,2,"['University of Texas at Austin', 'Washington State University']"
journals/ton/KimBVSSKP13,2,"['University of California-Riverside', 'Penn State University']"
journals/ton/KhannaVFKG12,2,"['University of Pennsylvania', 'University of Illinois at Urbana-Champaign']"
journals/ton/KaseraHTK00,2,"['University of Massachusetts Amherst', 'University of Utah']"
journals/ton/KalyanaramanJFGV00,2,"['Washington University In St. Louis', 'Purdue University Main Campus']"
journals/ton/JueM00,2,"['University of California-Davis', 'University of Texas at Dallas']"
journals/ton/IyerKM08,2,"['Stanford University', 'Purdue University Main Campus']"
journals/ton/IntanagonwiwatGEHS03,2,"['University of California-Los Angeles', 'University of Southern California']"
journals/ton/HuaXLZ11,2,"['University of California-San Diego', 'Georgia Institute of Technology']"
journals/ton/HerzogSE97,2,"['University of California-Berkeley', 'University of California-Los Angeles']"
journals/ton/HelmyGE04,2,"['University of California-Los Angeles', 'University of Florida']"
journals/ton/HarfoushBB09,2,"['Boston University', 'North Carolina State University']"
journals/ton/HajiaghayiIM07,2,"['University of Maryland College Park', 'Northwestern University']"
journals/ton/GoudaEHM02,2,"['University of Texas at Austin', 'University of South Carolina Columbia']"
journals/ton/GodfreyCHSSS15,2,"['University of California-Berkeley', 'University of Illinois at Urbana-Champaign']"
journals/ton/GaoZT03,2,"['University of Massachusetts Amherst', 'University of Minnesota-Twin Cities']"
journals/ton/GaneriwalTSTSG09,2,"['University of California-Los Angeles', 'University of Massachusetts Amherst']"
journals/ton/FrancisJJJRSZ01,2,"['University of California-Los Angeles', 'University of Michigan-Ann Arbor']"
journals/ton/FeamsterR07,2,"['Princeton University', 'Georgia Institute of Technology']"
journals/ton/FeamsterJB07,2,"['Massachusetts Institute of Technology', 'Georgia Institute of Technology']"
journals/ton/EstrinST93,2,"['University of California-Irvine', 'University of California-Los Angeles']"
journals/ton/ErikssonFK07,2,"['University of California-Riverside', 'University of Illinois at Chicago']"
journals/ton/DuffieldPPT06,2,"['University of Massachusetts Amherst', 'University of California-Berkeley']"
journals/toms/HoustisCRVRH00,2,"['Virginia Polytechnic Institute and State University', 'Purdue University Main Campus']"
journals/toms/EskowS91,2,"['Indiana University at Bloomington', 'University of Colorado at Boulder']"
journals/tois/ChenHS99,2,"['University of California-Davis', 'Oregon Health and Science University']"
journals/toit/UrgaonkarSR09,2,"['University of Massachusetts Amherst', 'ETH Zurich']"
journals/toit/MeissMV11,2,"['Indiana University at Bloomington', 'Northeastern University']"
journals/toit/KourtellisBBI15,2,"['University of South Florida', 'New Jersey Institute of Technology']"
journals/toit/KeromytisS07,2,"['Columbia University In The City of New York', 'University of Pennsylvania']"
journals/toit/GuoSSWS14,2,"['University of Massachusetts Amherst', 'George Washington University']"
journals/toit/ChoGHLPRW06,2,"['Stanford University', 'University of California-Los Angeles']"
journals/toit/ChoG03,2,"['Stanford University', 'University of California-Los Angeles']"
journals/toit/ChienTZZ06,2,"['University of California-Los Angeles', 'University of California-Riverside']"
journals/toit/CherkasovaFTV03,2,"['University of California-San Diego', 'State University of New York at Buffalo']"
journals/toit/BonehDT04,2,"['University of California-Irvine', 'Stanford University']"
journals/toit/BildLDMW15,2,"['University of Michigan-Ann Arbor', 'Rice University']"
journals/toit/ArasuCGPR01,2,"['Stanford University', 'University of California-Los Angeles']"
journals/toit/AlbrechtTBDTSV11,2,"['University of California-San Diego', 'University of Massachusetts Amherst']"
journals/tois/StottsFC98,2,"['Texas A & M University', 'University of North Carolina at Chapel Hill']"
journals/tois/StottsF89,2,"['Texas A & M University', 'University of North Carolina at Chapel Hill']"
journals/tois/ShashaW90,2,"['New York University', 'New Jersey Institute of Technology']"
journals/tois/RusS97,2,"['Massachusetts Institute of Technology', 'Rice University']"
journals/tois/Rosen-ZviCGSS10,2,"['University of California-Irvine', 'University of California-Berkeley']"
journals/tois/RiloffL94,2,"['University of Utah', 'University of Massachusetts Amherst']"
journals/tois/OliveiraTM01,2,"['USP - S\xc3\xa3o Carlos', 'Universidade Federal de Mato Grosso do Sul']"
journals/tois/MouraNZB00,2,"['Universidade Federal de Minas Gerais', 'Universidade Federal do Amazonas']"
journals/tois/MengWYL01,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
journals/tois/KingM85,2,"['University of Southern California', 'University of Colorado at Boulder']"
journals/tois/JiaYM13,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
journals/tois/GravanoIS03,2,"['Columbia University In The City of New York', 'Stanford University']"
journals/tois/GoncalvesFWK04,2,"['Virginia Polytechnic Institute and State University', 'Universidade Federal de Minas Gerais']"
journals/tois/GauchS91,2,"['University of Arkansas Main Campus', 'University of North Carolina at Chapel Hill']"
journals/tois/FriedmanN96,2,"['University of Washington', 'New York University']"
journals/toit/MenczerPS04,2,"['Indiana University at Bloomington', 'University of Iowa']"
journals/tomacs/BagrodiaCL91,2,"['California Institute of Technology', 'University of California-Los Angeles']"
journals/toms/DyksenR87,2,"['Virginia Polytechnic Institute and State University', 'Michigan State University']"
journals/tomacs/ChandyBL93,2,"['California Institute of Technology', 'University of California-Los Angeles']"
journals/toms/DongarraE84,2,"['University of Tennessee', 'Yale University']"
journals/toms/DhillonPV06,2,"['University of Texas at Austin', 'University of California-Berkeley']"
journals/toms/DeoPK82,2,"['Rensselaer Polytechnic Institute', 'University of Central Florida']"
journals/toms/DavisGLN04a,2,"['University of California-Santa Barbara', 'University of Florida']"
journals/toms/DavisGLN04,2,"['University of California-Santa Barbara', 'University of Florida']"
journals/toms/ChowES94,2,"['Indiana University at Bloomington', 'University of Colorado at Boulder']"
journals/toms/BouarichaS97,2,"['Indiana University at Bloomington', 'University of Colorado at Boulder']"
journals/toms/BoisvertDH00,2,"['Purdue University Main Campus', 'Michigan State University']"
journals/toms/BoggsDBS89,2,"['Indiana University at Bloomington', 'University of Colorado at Boulder']"
journals/toms/BindelDKM02,2,"['University of California-Berkeley', 'Cornell University']"
journals/toms/BerryPS05,2,"['University of Tennessee', 'University of Maryland College Park']"
journals/toms/BentleyWY80,2,"['Princeton University', 'Ohio State University Main Campus']"
journals/toms/BaiS97,2,"['University of Maryland College Park', 'University of California-Davis']"
journals/toms/BaiDM93,2,"['University of California-Berkeley', 'University of California-Davis']"
journals/tomccap/WangWGT09,2,"['University of Massachusetts Amherst', 'University of Connecticut']"
journals/tomccap/WangKST08,2,"['University of Massachusetts Amherst', 'University of Connecticut']"
journals/tomccap/RoweJ05,2,"['University of California-Irvine', 'University of California-Berkeley']"
journals/tomccap/MohantyB08,2,"['Purdue University Main Campus', 'University of North Texas']"
journals/tomccap/GopalanHPCL06,2,"['State University of New York at Stony Brook', 'State University of New York at Binghamton']"
journals/tomccap/BollJLX11,2,"['University of California-Irvine', 'University of Rochester']"
journals/tomacs/PageBFHNP00,2,"['University of Florida', 'Virginia Polytechnic Institute and State University']"
journals/tomacs/NanceOP99,2,"['Virginia Polytechnic Institute and State University', 'Old Dominion University']"
journals/tomacs/LiuPMTG04,2,"['University of Massachusetts Amherst', 'Columbia University In The City of New York']"
journals/tomacs/LebeckW97,2,"['University of Wisconsin-Madison', 'Duke University']"
journals/tomacs/KaplanSW03,2,"['University of Massachusetts Amherst', 'University of Oregon']"
journals/tomacs/JinSC01,2,"['North Dakota State University Main Campus', 'Duke University']"
journals/tomacs/ChertovFS08,2,"['Ohio State University Main Campus', 'Purdue University Main Campus']"
journals/ton/KrupczakCA97,2,"['Georgia Institute of Technology', 'University of Kentucky']"
journals/ton/KwongGGZ11,2,"['University of Minnesota-Twin Cities', 'University of Pennsylvania']"
journals/ton/LakshminarayananAPS08,2,"['University of California-Berkeley', 'ETH Zurich']"
journals/toplas/BengtsonBFGM11,2,"['\xc3\x89cole Polytechnique ParisTech', 'Imperial College London']"
journals/toplas/AttieAE04,2,"['Ohio State University Main Campus', 'University of Texas at Austin']"
journals/toplas/ArvindNP89,2,"['University of Texas at Austin', 'Massachusetts Institute of Technology']"
journals/toplas/AndrewsOCENPT88,2,"['University of California-Davis', 'University of Arizona']"
journals/toplas/AlurY01,2,"['University of Pennsylvania', 'Columbia University In The City of New York']"
journals/toplas/AlurG04,2,"['University of Pennsylvania', 'State University of New York at Stony Brook']"
journals/toplas/AhmedARSTW10,2,"['Princeton University', 'Lehigh University']"
journals/toplas/AbadiP07,2,"['University of California-Santa Cruz', 'University of California-Los Angeles']"
journals/toplas/AbadiCPP91,2,"['University of California-Santa Cruz', 'University of Pennsylvania']"
journals/toplas/AbadiBLP93,2,"['University of California-Santa Cruz', 'Massachusetts Institute of Technology']"
journals/toplas/0001KW14,2,"['University of Oxford', 'Northeastern University']"
journals/ton/ZouGTG05,2,"['University of Massachusetts Amherst', 'University of Central Florida']"
journals/ton/ZhengSK12,2,"['Ohio State University Main Campus', 'University of Memphis']"
journals/ton/ZhangZHMB10,2,"['Purdue University Main Campus', 'University of Michigan-Ann Arbor']"
journals/ton/ZhangLLY03,2,"['University of Texas at Austin', 'Yale University']"
journals/ton/ZengKVM14,2,"['University of California-San Diego', 'Stanford University']"
journals/ton/ZeguraCD97,2,"['Georgia Institute of Technology', 'University of Kentucky']"
journals/ton/ZeguraAFB00,2,"['Georgia Institute of Technology', 'University of Kentucky']"
journals/ton/YuanNDM09,2,"['University of Pittsburgh Pittsburgh Campus', 'Florida State University']"
journals/ton/YoonLCP11,2,"['Florida International University', 'University of Florida']"
journals/ton/YinW07,2,"['College of William and Mary', 'Syracuse University Main Campus']"
journals/ton/YeHE04,2,"['University of California-Los Angeles', 'University of Southern California']"
journals/ton/YauL98,2,"['University of Texas at Austin', 'Purdue University Main Campus']"
journals/ton/YauL97,2,"['University of Texas at Austin', 'Purdue University Main Campus']"
journals/ton/YangXFMZ13,2,"['Arizona State University', 'New Mexico State University Main Campus']"
journals/ton/XueGFYT14,2,"['Arizona State University', 'University of Oklahoma Norman Campus']"
journals/ton/XuL05,2,"['Georgia Institute of Technology', 'Princeton University']"
journals/ton/XiaSSK08,2,"['University of California-Berkeley', 'New York University']"
journals/toplas/BarbosaG89,2,"['University of California-Los Angeles', 'Universidade Federal do Rio de Janeiro']"
journals/toplas/BlackburnHMMY07,2,"['University of Massachusetts Amherst', 'University of Texas at Austin']"
journals/ton/LamCY96,2,"['University of Texas at Austin', 'Purdue University Main Campus']"
journals/toplas/BowmanDP93,2,"['Princeton University', 'University of Arizona']"
journals/toplas/GrothoffPV07,2,"['University of California-Los Angeles', 'Purdue University Main Campus']"
journals/toplas/GrossmanMZ00,2,"['University of Pennsylvania', 'Harvard University']"
journals/toplas/GreinerB99,2,"['Carnegie Mellon University', 'Rice University']"
journals/toplas/FosterJKA06,2,"['University of Maryland College Park', 'University of Utah']"
journals/toplas/FlanaganF99,2,"['Northeastern University', 'University of California-Santa Cruz']"
