	Name	Link	NPubs_list	NCits_list	ShortName
69	IEEE INFOCOM	/Conference/69/infocom-ieee-infocom	6555	190545	INFOCOM
38	International Conference on Robotics and Automation	/Conference/38/icra-international-conference-on-robotics-and-automation	17210	181825	ICRA
2771	International Conference on Acoustics, Speech, and Signal Processing	/Conference/2771/icassp-international-conference-on-acoustics-speech-and-signal-processing	30934	172334	ICASSP
838	Computer Vision and Pattern Recognition	/Conference/838/cvpr-computer-vision-and-pattern-recognition	7713	169965	CVPR
789	Computer Human Interaction	/Conference/789/chi-computer-human-interaction	8315	131916	CHI
610	Design Automation Conference	/Conference/610/dac-design-automation-conference	9030	123037	DAC
392	ACM Symposium on Theory of Computing	/Conference/392/stoc-acm-symposium-on-theory-of-computing	2885	121625	STOC
458	Very Large Data Bases	/Conference/458/vldb-very-large-data-bases	2720	120947	VLDB
64	International Joint Conference on Artificial Intelligence	/Conference/64/ijcai-international-joint-conference-on-artificial-intelligence	5322	114547	IJCAI
187	Neural Information Processing Systems	/Conference/187/nips-neural-information-processing-systems	4283	114213	NIPS
251	National Conference on Artificial Intelligence	/Conference/251/aaai-national-conference-on-artificial-intelligence	5401	112503	AAAI
1223	IEEE International Symposium on Circuits and Systems	/Conference/1223/iscas-ieee-international-symposium-on-circuits-and-systems	23067	108372	ISCAS
706	IEEE Symposium on Foundations of Computer Science	/Conference/706/focs-ieee-symposium-on-foundations-of-computer-science	3089	107482	FOCS
2819	Conference on Decision and Control	/Conference/2819/cdc-conference-on-decision-and-control	27624	102329	CDC
1563	Annual Conference on Computer Graphics	/Conference/1563/siggraph-annual-conference-on-computer-graphics	3479	101583	SIGGRAPH
20	International Conference on Computer Vision	/Conference/20/iccv-international-conference-on-computer-vision	2968	88112	ICCV
172	Mobile Computing and Networking	/Conference/172/mobicom-mobile-computing-and-networking	940	83914	MOBICOM
35	International Conference on Machine Learning	/Conference/35/icml-international-conference-on-machine-learning	2463	81658	ICML
1073	IEEE International Conference on Communications	/Conference/1073/icc-ieee-international-conference-on-communications	8280	78821	ICC
1589	Storage and Retrieval for Image and Video Databases	/Conference/1589/storage-and-retrieval-for-image-and-video-databases	6785	77378	
40	International Conference on Software Engineering	/Conference/40/icse-international-conference-on-software-engineering	4690	75027	ICSE
368	Research and Development in Information Retrieval	/Conference/368/sigir-research-and-development-in-information-retrieval	2719	72110	SIGIR
225	ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages	/Conference/225/popl-acm-sigplan-sigact-symposium-on-principles-of-programming-languages	1280	69683	POPL
120	Knowledge Discovery and Data Mining	/Conference/120/kdd-knowledge-discovery-and-data-mining	2064	69566	KDD
260	Meeting of the Association for Computational Linguistics	/Conference/260/acl-meeting-of-the-association-for-computational-linguistics	3217	68728	ACL
2821	International Conference on Intelligent RObots and Systems - IROS	/Conference/2821/iros-international-conference-on-intelligent-robots-and-systems-iros	11960	68197	IROS
22	International Conference on Data Engineering	/Conference/22/icde-international-conference-on-data-engineering	4015	67398	ICDE
370	International Conference on Management of Data	/Conference/370/sigmod-international-conference-on-management-of-data	2130	67029	SIGMOD
603	International Crytology Conference	/Conference/603/crypto-international-crytology-conference	1257	64773	CRYPTO
537	Biomedical Engineering	/Conference/537/biomed-biomedical-engineering	2262	64723	BioMED
736	Hawaii International Conference on System Sciences	/Conference/736/hicss-hawaii-international-conference-on-system-sciences	11755	62658	HICSS
11	International Conference on Computer Aided Design	/Conference/11/iccad-international-conference-on-computer-aided-design	2758	61455	ICCAD
526	World Wide Web Conference Series	/Conference/526/www-world-wide-web-conference-series	2921	60826	WWW
657	European Conference on Computer Vision	/Conference/657/eccv-european-conference-on-computer-vision	2142	58805	ECCV
96	International Symposium on Physical Design	/Conference/96/ispd-international-symposium-on-physical-design	2703	57770	ISPD
2133	International Symposium on Neural Networks	/Conference/2133/isnn-international-symposium-on-neural-networks	16642	55798	ISNN
1108	International Conference on Pattern Recognition	/Conference/1108/icpr-international-conference-on-pattern-recognition	9575	52906	ICPR
378	ACM-SIAM Symposium on Discrete Algorithms	/Conference/378/soda-acm-siam-symposium-on-discrete-algorithms	2338	51109	SODA
1096	International Conference on Image Processing	/Conference/1096/icip-international-conference-on-image-processing	5766	50936	ICIP
1652	ACM SIGCOMM Conference	/Conference/1652/sigcomm-acm-sigcomm-conference	943	49979	SIGCOMM
2355	Vehicular Technology Conference	/Conference/2355/vtc-vehicular-technology-conference	1084	49426	VTC
101	International Test Conference	/Conference/101/itc-international-test-conference	4472	49067	ITC
167	ACM Multimedia Conference	/Conference/167/mm-acm-multimedia-conference	3338	45879	MM
223	Symposium on Principles of Database Systems	/Conference/223/pods-symposium-on-principles-of-database-systems	1107	45231	PODS
688	Theory and Application of Cryptographic Techniques	/Conference/688/eurocrypt-theory-and-application-of-cryptographic-techniques	1164	42237	EUROCRYPT
21	International Conference on Distributed Computing Systems	/Conference/21/icdcs-international-conference-on-distributed-computing-systems	2364	41647	ICDCS
442	USENIX Technical Conference	/Conference/442/usenix-usenix-technical-conference	1470	40997	USENIX
80	International Parallel and Distributed Processing Symposium/International Parallel Processing Symposium	/Conference/80/ipdps-ipps-international-parallel-and-distributed-processing-symposium-international-parallel	5454	39768	IPPS
559	ACM Conference on Computer and Communications Security	/Conference/559/ccs-acm-conference-on-computer-and-communications-security	1163	39280	CCS
520	Winter Simulation Conference	/Conference/520/wsc-winter-simulation-conference	11505	38609	WSC
1586	IEEE Symposium on Security and Privacy	/Conference/1586/s&p-ieee-symposium-on-security-and-privacy	799	38288	S&P
338	Supercomputing Conference	/Conference/338/sc-supercomputing-conference	3065	38213	SC
9	International Colloquium on Automata, Languages and Programming	/Conference/9/icalp-international-colloquium-on-automata-languages-and-programming	2512	37537	ICALP
427	Uncertainty in Artificial Intelligence	/Conference/427/uai-uncertainty-in-artificial-intelligence	1573	37148	UAI
138	Logic in Computer Science	/Conference/138/lics-logic-in-computer-science	1344	36851	LICS
605	Conference on Computer Supported Cooperative Work	/Conference/605/cscw-conference-on-computer-supported-cooperative-work	1031	36739	CSCW
222	Symposium on Principles of Distributed Computing	/Conference/222/podc-symposium-on-principles-of-distributed-computing	1520	35593	PODC
618	Design, Automation, and Test in Europe	/Conference/618/date-design-automation-and-test-in-europe	4598	34789	DATE
2294	IEEE International Conference on Systems, Man, and Cybernetics	/Conference/2294/smc-ieee-international-conference-on-systems-man-and-cybernetics	15302	34744	SMC
254	Autonomous Agents & Multiagent Systems/International Conference on Autonomous Agents	/Conference/254/aamas-agents-autonomous-agents-&-multiagent-systems-international-conference-on-autonomous-agents	1664	32974	AAMAS(Agents)
32	International Conference on Multimedia Computing and Systems/International Conference on Multimedia and Expo	/Conference/32/icme-icmcs-international-conference-on-multimedia-computing-and-systems-international-conference	6186	32762	ICME(ICMCS)
555	Computer Aided Verification	/Conference/555/cav-computer-aided-verification	1072	32739	CAV
86	International Symposium on Computer Architecture	/Conference/86/isca-international-symposium-on-computer-architecture	1342	32707	ISCA
3996	Image Processing, IEEE International Conference	/Conference/3996/icip-image-processing-ieee-international-conference	9023	32631	ICIP
4115	IEEE International Symposium on Information Theory	/Conference/4115/isit-ieee-international-symposium-on-information-theory	8550	31729	ISIT
162	International Symposium on Microarchitecture	/Conference/162/micro-international-symposium-on-microarchitecture	900	31490	MICRO
1848	IEEE Congress on Evolutionary Computation	/Conference/1848/cec-ieee-congress-on-evolutionary-computation	4022	29972	CEC
3059	Wireless Communications and Networking, IEEE Conference	/Conference/3059/wcnc-wireless-communications-and-networking-ieee-conference	5837	29163	WCNC
572	International Conference on Information and Knowledge Management	/Conference/572/cikm-international-conference-on-information-and-knowledge-management	2639	28622	CIKM
250	IEEE Real-Time Systems Symposium	/Conference/250/rtss-ieee-real-time-systems-symposium	1189	28170	RTSS
4998	Asilomar Conference on Signals, Systems & Computers	/Conference/4998/asilomar-asilomar-conference-on-signals-systems-&-computers	8411	27957	ASILOMAR
1091	International Conference on Genetic Algorithms	/Conference/1091/icga-international-conference-on-genetic-algorithms	545	27826	ICGA
587	International Conference on Computational Linguistics	/Conference/587/coling-international-conference-on-computational-linguistics	2946	27572	COLING
590	Symposium on Computational Geometry	/Conference/590/socg-symposium-on-computational-geometry	1310	27235	SOCG
1235	Intelligent Systems in Molecular Biology	/Conference/1235/ismb-intelligent-systems-in-molecular-biology	795	27041	ISMB
37	International Conference on Parallel Processing	/Conference/37/icpp-international-conference-on-parallel-processing	3244	26934	ICPP
726	Genetic and Evolutionary Computation Conference	/Conference/726/gecco-genetic-and-evolutionary-computation-conference	4234	26654	GECCO
2815	IEEE International Symposium on Personal, Indoor and Mobile Radio Communications	/Conference/2815/pimrc-ieee-international-symposium-on-personal-indoor-and-mobile-radio-communications	7976	25313	PIMRC
431	User Interface Software and Technology	/Conference/431/uist-user-interface-software-and-technology	823	25108	UIST
1370	Mobile Ad Hoc Networking and Computing	/Conference/1370/mobihoc-mobile-ad-hoc-networking-and-computing	454	25097	MobiHoc
422	Text REtrieval Conference	/Conference/422/trec-text-retrieval-conference	1433	23763	TREC
455	IEEE Visualization	/Conference/455/ieee-visualization	1249	23109	
1660	Conference On Embedded Networked Sensor Systems	/Conference/1660/sensys-conference-on-embedded-networked-sensor-systems	629	22784	SenSys
127	Principles of Knowledge Representation and Reasoning	/Conference/127/kr-principles-of-knowledge-representation-and-reasoning	774	22700	KR
1006	IEEE International Conference on Fuzzy Systems	/Conference/1006/ieee-international-conference-on-fuzzy-systems	6461	22175	
360	International Semantic Web Conference	/Conference/360/iswc-international-semantic-web-conference	1205	22129	ISWC
89	International Symposium on Low Power Electronics and Design	/Conference/89/islped-international-symposium-on-low-power-electronics-and-design	1386	22068	ISLPED
662	European Conference on Object-Oriented Programming	/Conference/662/ecoop-european-conference-on-object-oriented-programming	780	21852	ECOOP
441	USENIX Security Symposium	/Conference/441/usenix-security-symposium	515	21477	
381	ACM Symposium on Operating Systems Principles	/Conference/381/sosp-acm-symposium-on-operating-systems-principles	413	21284	SOSP
588	Computational Learning Theory	/Conference/588/colt-computational-learning-theory	939	20872	COLT
277	Artificial Evolution	/Conference/277/ae-artificial-evolution	215	20796	AE
699	IEEE International Conference on Automatic Face and Gesture Recognition	/Conference/699/fgr-ieee-international-conference-on-automatic-face-and-gesture-recognition	972	20270	FGR
15	International Conference on Computer Design	/Conference/15/iccd-international-conference-on-computer-design	2439	20241	ICCD
324	ACM Symposium on Applied Computing	/Conference/324/sac-acm-symposium-on-applied-computing	4598	19877	SAC
39	International Conference on Supercomputing	/Conference/39/ics-international-conference-on-supercomputing	1178	19746	ICS
654	European Conference on Artificial Intelligence	/Conference/654/ecai-european-conference-on-artificial-intelligence	2584	19711	ECAI
2525	Operations Research	/Conference/2525/or-operations-research	1018	19351	OR
31	International Conference on Logic Programming/Joint International Conference and Symposium on Logic Programming	/Conference/31/iclp-jicslp-international-conference-on-logic-programming-joint-international-conference-and	1517	19121	ICLP(JICSLP)
720	Symposium on Fault-Tolerant Computing	/Conference/720/ftcs-symposium-on-fault-tolerant-computing	911	18919	FTCS
23	IEEE International Conference on Data Mining	/Conference/23/icdm-ieee-international-conference-on-data-mining	2507	18365	ICDM
741	IEEE International Symposium on High Performance Distributed Computing	/Conference/741/hpdc-ieee-international-symposium-on-high-performance-distributed-computing	1009	18089	HPDC
593	International Conference on Concurrency Theory	/Conference/593/concur-international-conference-on-concurrency-theory	900	17972	CONCUR
41	International Conference on Software Maintenance	/Conference/41/icsm-international-conference-on-software-maintenance	1488	17519	ICSM
1055	International Symposium on High-Performance Computer Architecture	/Conference/1055/hpca-international-symposium-on-high-performance-computer-architecture	691	17445	HPCA
197	Conference on Object-Oriented Programming Systems, Languages, and Applications	/Conference/197/oopsla-conference-on-object-oriented-programming-systems-languages-and-applications	1824	17364	OOPSLA
1390	North American Chapter of the Association for Computational Linguistics	/Conference/1390/naacl-north-american-chapter-of-the-association-for-computational-linguistics	1174	17289	NAACL
548	Conference on Automated Deduction	/Conference/548/cade-conference-on-automated-deduction	1187	17188	CADE
1644	ACM International Conference Proceeding Series	/Conference/1644/aicps-acm-international-conference-proceeding-series	2354	17112	AICPS
220	SIGPLAN Conference on Programming Language Design and Implementation	/Conference/220/pldi-sigplan-conference-on-programming-language-design-and-implementation	473	17099	PLDI
1083	International Conference on Document Analysis and Recognition	/Conference/1083/icdar-international-conference-on-document-analysis-and-recognition	2497	17019	ICDAR
382	ACM Symposium on Parallel Algorithms and Architectures	/Conference/382/spaa-acm-symposium-on-parallel-algorithms-and-architectures	932	16820	SPAA
541	British Machine Vision Conference	/Conference/541/bmvc-british-machine-vision-conference	1522	16783	BMVC
57	World Computer Congress	/Conference/57/ifip-world-computer-congress	2829	16327	IFIP
745	ACM Conference on Hypertext	/Conference/745/hypertext-acm-conference-on-hypertext	930	16324	Hypertext
1213	Information Processing in Sensor Networks	/Conference/1213/ipsn-information-processing-in-sensor-networks	774	16206	IPSN
231	Parallel Problem Solving from Nature	/Conference/231/ppsn-parallel-problem-solving-from-nature	1068	15935	PPSN
1503	Pacific Symposium on Biocomputing	/Conference/1503/pacific-symposium-on-biocomputing	791	15658	
198	Operating Systems Design and Implementation	/Conference/198/osdi-operating-systems-design-and-implementation	237	15627	OSDI
390	Symposium on Theoretical Aspects of Computer Science	/Conference/390/stacs-symposium-on-theoretical-aspects-of-computer-science	1368	15408	STACS
1103	International Conference on Network Protocols	/Conference/1103/icnp-international-conference-on-network-protocols	753	15379	ICNP
601	Principles and Practice of Constraint Programming	/Conference/601/cp-principles-and-practice-of-constraint-programming	1246	15243	CP
255	Autonomous Agents & Multiagent Systems/Agent Theories, Architectures, and Languages	/Conference/255/atal-autonomous-agents-&-multiagent-systems-agent-theories-architectures-and-languages	1969	15181	ATAL
397	Tools and Algorithms for Construction and Analysis of Systems	/Conference/397/tacas-tools-and-algorithms-for-construction-and-analysis-of-systems	670	14997	TACAS
1289	JSAI Workshops	/Conference/1289/jsai-workshops	552	14965	
309	International Conference on the Theory and Application of Cryptology and Information Security	/Conference/309/asiacrypt-international-conference-on-the-theory-and-application-of-cryptology-and-information	724	14868	ASIACRYPT
312	Asia and South Pacific Design Automation Conference	/Conference/312/asp-dac-asia-and-south-pacific-design-automation-conference	3963	14771	ASP-DAC
1590	International Workshop on Model Checking of Software	/Conference/1590/spin-international-workshop-on-model-checking-of-software	644	14721	SPIN
628	Database and Expert Systems Applications	/Conference/628/dexa-database-and-expert-systems-applications	4265	14658	DEXA
467	IEEE VLSI Test Symposium	/Conference/467/vts-ieee-vlsi-test-symposium	1450	14564	VTS
661	The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases	/Conference/661/ecml-the-european-conference-on-machine-learning-and-principles-and-practice-of-knowledge	826	14187	ECML
1085	International Conference on Evolutionary Computation	/Conference/1085/international-conference-on-evolutionary-computation	642	13966	
623	Data Compression Conference	/Conference/623/dcc-data-compression-conference	1958	13798	DCC
978	Field-Programmable Custom Computing Machines	/Conference/978/fccm-field-programmable-custom-computing-machines	930	13726	FCCM
651	Dependable Systems and Networks	/Conference/651/dsn-dependable-systems-and-networks	1041	13606	DSN
1520	Research in Computational Molecular Biology	/Conference/1520/recomb-research-in-computational-molecular-biology	883	13583	RECOMB
612	Dagstuhl Seminars	/Conference/612/dagstuhl-seminars	3060	13567	
606	Computer Security Foundations Workshop	/Conference/606/csfw-computer-security-foundations-workshop	574	13466	CSFW
1032	Graphics Interface	/Conference/1032/gi-graphics-interface	699	13438	GI
365	ACM Symposium on interactive 3D graphics	/Conference/365/i3d-acm-symposium-on-interactive-3d-graphics	423	13167	I3D
183	Network and Distributed System Security Symposium	/Conference/183/ndss-network-and-distributed-system-security-symposium	337	13108	NDSS
744	Hybrid Systems	/Conference/744/hybrid-systems	778	12859	
195	Object-Oriented and Entity-Relationship Modelling/International Conference on Conceptual Modeling / the Entity Relationship Approach	/Conference/195/er-ooer-object-oriented-and-entity-relationship-modelling-international-conference-on-conceptual	1846	12742	ER(OOER)
257	Advanced Courses	/Conference/257/ac-advanced-courses	690	12676	AC
103	Intelligent User Interfaces	/Conference/103/iui-intelligent-user-interfaces	1123	12610	IUI
191	Network and Operating System Support for Digital Audio and Video	/Conference/191/nossdav-network-and-operating-system-support-for-digital-audio-and-video	529	12481	NOSSDAV
509	Workshop on Mobile Computing Systems and Applications	/Conference/509/wmcsa-workshop-on-mobile-computing-systems-and-applications	223	12457	WMCSA
734	Human-Computer Interaction	/Conference/734/hci-human-computer-interaction	5198	12411	HCI
4204	Intelligent Vehicle, IEEE Symposium	/Conference/4204/iv-intelligent-vehicle-ieee-symposium	2252	12259	IV
680	European Symposium on Algorithms	/Conference/680/esa-european-symposium-on-algorithms	1010	12259	ESA
2614	Monterey Workshop	/Conference/2614/monterey-workshop	124	12197	
428	Ubiquitous Computing/Handheld and Ubiquitous Computing	/Conference/428/ubicomp-huc-ubiquitous-computing-handheld-and-ubiquitous-computing	476	11902	UbiComp(HUC)
158	Mathematical Foundations of Computer Science	/Conference/158/mfcs-mathematical-foundations-of-computer-science	1959	11868	MFCS
279	AFIPS Spring Conference	/Conference/279/afips-afips-spring-conference	1388	11844	AFIPS
713	Field-Programmable Logic and Applications	/Conference/713/fpl-field-programmable-logic-and-applications	2019	11749	FPL
369	Measurement and Modeling of Computer Systems	/Conference/369/sigmetrics-measurement-and-modeling-of-computer-systems	589	11740	SIGMETRICS
665	Extending Database Technology	/Conference/665/edbt-extending-database-technology	892	11659	EDBT
592	International Computer Software and Applications Conference	/Conference/592/compsac-international-computer-software-and-applications-conference	3406	11626	COMPSAC
2456	Information Assurance and Security	/Conference/2456/ias-information-assurance-and-security	1179	11624	IAS
1531	Eurographics Symposium on Rendering/Eurographics Workshop on Rendering Techniques	/Conference/1531/egsr-eurographics-symposium-on-rendering-eurographics-workshop-on-rendering-techniques	386	11617	EGSR
1252	International Conference on Information Visualisation	/Conference/1252/iv-international-conference-on-information-visualisation	1697	11592	IV
308	Automated Software Engineering	/Conference/308/ase-automated-software-engineering	1204	11580	ASE
24	International Conference on Database Theory	/Conference/24/icdt-international-conference-on-database-theory	439	11556	ICDT
719	Foundations of Software Technology and Theoretical Computer Science	/Conference/719/fsttcs-foundations-of-software-technology-and-theoretical-computer-science	932	11516	FSTTCS
383	Symposium on Parallel and Distributed Processing	/Conference/383/spdp-symposium-on-parallel-and-distributed-processing	547	11492	SPDP
653	ACM Conference on Electronic Commerce	/Conference/653/ec-acm-conference-on-electronic-commerce	477	11309	EC
568	Cryptographic Hardware and Embedded Systems	/Conference/568/ches-cryptographic-hardware-and-embedded-systems	427	11208	CHES
1983	Conference on Frontiers in Education	/Conference/1983/fecs-conference-on-frontiers-in-education	7770	11097	FECS
451	Verläßliche Informationssysteme	/Conference/451/vis-verl-liche-informationssysteme	482	10906	VIS
265	Annual Computer Security Applications Conference	/Conference/265/acsac-annual-computer-security-applications-conference	925	10878	ACSAC
712	Symposium on Field Programmable Gate Arrays	/Conference/712/fpga-symposium-on-field-programmable-gate-arrays	845	10826	FPGA
1470	IEEE International Conference on Pervasive Computing and Communications	/Conference/1470/ieee-international-conference-on-pervasive-computing-and-communications	1466	10759	
2131	International Symposium/Conference on Music Information Retrieval	/Conference/2131/ismir-international-symposium-conference-on-music-information-retrieval	775	10663	ISMIR
557	Cluster Computing and the Grid	/Conference/557/ccgrid-cluster-computing-and-the-grid	1455	10577	CCGRID
386	Symposium on Reliable Distributed Systems	/Conference/386/srds-symposium-on-reliable-distributed-systems	844	10534	SRDS
683	European Symposium on Programming	/Conference/683/esop-european-symposium-on-programming	575	10507	ESOP
1309	IEEE Conference on Local Computer Networks	/Conference/1309/lcn-ieee-conference-on-local-computer-networks	2540	10495	LCN
14	International Conference on Computer Communications and Networks	/Conference/14/icccn-international-conference-on-computer-communications-and-networks	2070	10342	ICCCN
1191	Internet Measurement Workshop	/Conference/1191/internet-measurement-workshop	141	10304	
748	International Conference on Multiagent Systems	/Conference/748/icmas-international-conference-on-multiagent-systems	353	10293	ICMAS
550	Conference on Advanced Information Systems Engineering	/Conference/550/caise-conference-on-advanced-information-systems-engineering	1430	10248	CAiSE
682	European Software Engineering Conference	/Conference/682/esec-european-software-engineering-conference	690	10104	ESEC
2220	Networked Systems Design and Implementation	/Conference/2220/nsdi-networked-systems-design-and-implementation	289	10095	NSDI
2789	Language Resources and Evaluation	/Conference/2789/lrec-language-resources-and-evaluation	1855	10019	LREC
200	International Conference on Parallel Architectures and Compilation Techniques	/Conference/200/pact-international-conference-on-parallel-architectures-and-compilation-techniques	805	9947	PACT
2479	Canadian Conference on Electrical and Computer Engineering	/Conference/2479/ccece-canadian-conference-on-electrical-and-computer-engineering	6418	9841	CCECE
98	International Symposium on Symbolic and Algebraic Computation	/Conference/98/issac-international-symposium-on-symbolic-and-algebraic-computation	1199	9767	ISSAC
691	European Conference on Parallel Processing	/Conference/691/euro-par-european-conference-on-parallel-processing	2394	9756	Euro-Par
905	Artificial Intelligence in Education	/Conference/905/aied-artificial-intelligence-in-education	800	9640	AIED
460	VLSI Design	/Conference/460/vlsi-design	2311	9555	
12	Int. Conference on Artificial Neural Networks	/Conference/12/icann-int-conference-on-artificial-neural-networks	2342	9459	ICANN
718	Fast Software Encryption	/Conference/718/fse-fast-software-encryption	475	9299	FSE
1215	Peer-to-Peer Systems	/Conference/1215/iptps-peer-to-peer-systems	144	9291	IPTPS
1133	Applied Natural Language Processing Conference	/Conference/1133/anlp-applied-natural-language-processing-conference	342	9128	ANLP
349	SIAM International Conference on Data Mining	/Conference/349/sdm-siam-international-conference-on-data-mining	709	9095	SDM
480	Working Conference on Reverse Engineering	/Conference/480/wcre-working-conference-on-reverse-engineering	642	8942	WCRE
219	Principles of Data Mining and Knowledge Discovery	/Conference/219/pkdd-principles-of-data-mining-and-knowledge-discovery	995	8875	PKDD
1251	Intelligent Tutoring Systems	/Conference/1251/its-intelligent-tutoring-systems	1079	8872	ITS
4202	International Conference on Intelligent Transportation	/Conference/4202/itsc-international-conference-on-intelligent-transportation	2671	8858	ITSC
303	Application and Theory of Petri Nets	/Conference/303/apn-application-and-theory-of-petri-nets	774	8730	APN
10	International Conference on Automated Planning and Scheduling/Artificial Intelligence Planning Systems	/Conference/10/icaps-aips-international-conference-on-automated-planning-and-scheduling-artificial-intelligence	623	8716	ICAPS(AIPS)
1864	Conference on Information Sciences and Systems	/Conference/1864/ciss-conference-on-information-sciences-and-systems	1634	8654	CISS
911	European Conference on Computer Supported Cooperative Work	/Conference/911/ecscw-european-conference-on-computer-supported-cooperative-work	276	8601	ECSCW
1349	Machine Intelligence	/Conference/1349/machine-intelligence	165	8600	
313	Architectural Support for Programming Languages and Operating Systems	/Conference/313/asplos-architectural-support-for-programming-languages-and-operating-systems	334	8570	ASPLOS
1247	International Symposium on Wearable Computers	/Conference/1247/iswc-international-symposium-on-wearable-computers	587	8532	ISWC
70	Information Hiding	/Conference/70/information-hiding	326	8522	
2123	International Symposium on Computers and Communications	/Conference/2123/iscc-international-symposium-on-computers-and-communications	2483	8509	ISCC
1325	International Symposium on Mobile Agents	/Conference/1325/ma-international-symposium-on-mobile-agents	188	8509	MA
1097	International Congress of Mathematicans	/Conference/1097/icm-international-congress-of-mathematicans	450	8505	ICM
2699	International Conference on Computational Science	/Conference/2699/iccs-international-conference-on-computational-science	3882	8471	ICCS
163	International Conference on Distributed Systems Platforms and Open Distributed Processing/Open Distributed Processing	/Conference/163/middleware-odp-international-conference-on-distributed-systems-platforms-and-open-distributed	608	8469	Middleware(ODP)
29	International Conference on Information Systems	/Conference/29/icis-international-conference-on-information-systems	1074	8429	ICIS
481	Workshop on Distributed Algorithms/International Symposium on Distributed Computing	/Conference/481/disc-wdag-workshop-on-distributed-algorithms-international-symposium-on-distributed-computing	705	8358	DISC(WDAG)
335	Static Analysis Symposium/Workshop on Static Analysis	/Conference/335/sas-wsa-static-analysis-symposium-workshop-on-static-analysis	555	8348	SAS(WSA)
725	Symposium on Graph Drawing	/Conference/725/gd-symposium-on-graph-drawing	820	8339	GD
702	World Congress on Formal Methods	/Conference/702/fm-world-congress-on-formal-methods	781	8223	FM
49	International Conference on Web Services	/Conference/49/icws-international-conference-on-web-services	1327	8194	ICWS
1372	International Conference on Mobile Systems, Applications, and Services	/Conference/1372/mobisys-international-conference-on-mobile-systems-applications-and-services	246	8129	MobiSys
73	IEEE Symposium on Information Visualization	/Conference/73/infovis-ieee-symposium-on-information-visualization	424	8070	INFOVIS
1538	Birthday ...	/Conference/1538/birthday	1597	8068	
584	Structure in Complexity Theory Conference	/Conference/584/coco-structure-in-complexity-theory-conference	534	8052	CoCo
443	USENIX Symposium on Internet Technologies and Systems	/Conference/443/usits-usenix-symposium-on-internet-technologies-and-systems	102	8012	USITS
711	Functional Programming Languages and Computer Architecture	/Conference/711/fpca-functional-programming-languages-and-computer-architecture	219	7970	FPCA
952	European Design and Test Conference	/Conference/952/eurodac-european-design-and-test-conference	945	7965	EURODAC
132	Languages and Compilers for Parallel Computing	/Conference/132/lcpc-languages-and-compilers-for-parallel-computing	689	7947	LCPC
1518	Requirements Engineering	/Conference/1518/requirements-engineering	407	7903	
437	The Unified Modeling Language	/Conference/437/uml-the-unified-modeling-language	476	7803	UML
525	Workshop on Workstation Operating Systems (now HotOS)/Workshop on Hot Topics in Operating Systems	/Conference/525/hotos-wwos-workshop-on-workstation-operating-systems-now-hotos-workshop-on-hot-topics-in	351	7785	HotOS(WWOS)
298	Aspect-Oriented Software Development	/Conference/298/aosd-aspect-oriented-software-development	347	7775	AOSD
149	Modeling, Analysis, and Simulation On Computer and Telecommunication Systems	/Conference/149/mascots-modeling-analysis-and-simulation-on-computer-and-telecommunication-systems	1242	7709	MASCOTS
2360	Workshop on Applications of Computer Vision	/Conference/2360/wacv-workshop-on-applications-of-computer-vision	757	7657	WACV
67	International Logic Programming Symposium/International Symposium on Logic Programming/North American Conference on Logic Programming/Symposium on Logic Programming	/Conference/67/ilps-islp-naclp-slp-international-logic-programming-symposium-international-symposium-on-logic	561	7657	ILPS/ISLP/NACLP/SLP
456	Visual Languages/Human-Centric Computing Languages and Environments	/Conference/456/hcc-vl-visual-languages-human-centric-computing-languages-and-environments	732	7598	HCC(VL)
2140	International Symposium on Software Reliability Engineering	/Conference/2140/issre-international-symposium-on-software-reliability-engineering	868	7531	ISSRE
1084	International Conference on Distributed Computing Systems	/Conference/1084/icdcs-workshop-international-conference-on-distributed-computing-systems	1245	7530	ICDCS(Workshop)
90	International Symposium on Mixed and Augmented Reality	/Conference/90/ismar-international-symposium-on-mixed-and-augmented-reality	754	7513	ISMAR
663	Euromicro Conference on Real-Time Systems	/Conference/663/ecrts-euromicro-conference-on-real-time-systems	697	7481	ECRTS
655	European Conference on Artificial Life	/Conference/655/ecal-european-conference-on-artificial-life	666	7453	ECAL
1689	Technical Symposium on Computer Science Education	/Conference/1689/sigcse-technical-symposium-on-computer-science-education	1138	7419	SIGCSE
137	ACM Conference on LISP and Functional Programming	/Conference/137/lfp-acm-conference-on-lisp-and-functional-programming	250	7415	LFP
2739	IEEE International Symposium on Robot and Human Interactive Communication	/Conference/2739/ro-man-ieee-international-symposium-on-robot-and-human-interactive-communication	2015	7413	RO-MAN
1207	Information Processing in Medical Imaging	/Conference/1207/ipmi-information-processing-in-medical-imaging	525	7352	IPMI
596	Conference on Cooperative Information Systems	/Conference/596/coopis-conference-on-cooperative-information-systems	566	7339	CoopIS
111	International Workshop on Quality of Service	/Conference/111/iwqos-international-workshop-on-quality-of-service	529	7329	IWQoS
749	Conference of the European Chapter of the Association for Computational Linguistics	/Conference/749/eacl-conference-of-the-european-chapter-of-the-association-for-computational-linguistics	782	7277	EACL
247	IEEE Real Time Technology and Applications Symposium	/Conference/247/rtas-ieee-real-time-technology-and-applications-symposium	362	7250	RTAS
