	Name	Link	NPubs_list	NCits_list	ShortName
1508	Parallel Virtual Machine / Message Passing Interface	/Conference/1508/pvm-mpi-parallel-virtual-machine-message-passing-interface	864	3438	PVM/MPI
645	Deductive and Object-Oriented Databases	/Conference/645/dood-deductive-and-object-oriented-databases	179	3422	DOOD
43	International Conference on Software Reuse	/Conference/43/icsr-international-conference-on-software-reuse	335	3418	ICSR
728	Graph Grammars Workshops	/Conference/728/gg-graph-grammars-workshops	370	3409	GG
2037	International Conference on Auditory Display	/Conference/2037/icad-international-conference-on-auditory-display	380	3399	ICAD
317	Asian Test Symposium	/Conference/317/ats-asian-test-symposium	752	3398	ATS
1047	Heterogeneous Computing Workshop	/Conference/1047/heterogeneous-computing-workshop	133	3398	
131	Latin American Theoretical INformatics	/Conference/131/latin-latin-american-theoretical-informatics	462	3381	LATIN
294	Algebraic Methodology and Software Technology	/Conference/294/amast-algebraic-methodology-and-software-technology	473	3377	AMAST
1483	Petri Nets and Performance Models	/Conference/1483/petri-nets-and-performance-models	271	3376	
398	Theoretical Aspects of Computer Software	/Conference/398/tacs-theoretical-aspects-of-computer-software	153	3367	TACS
215	Partial Evaluation and Semantic-Based Program Manipulation	/Conference/215/pepm-partial-evaluation-and-semantic-based-program-manipulation	304	3362	PEPM
852	Adaptive Hypermedia and Adaptive Web-Based Systems	/Conference/852/ah-adaptive-hypermedia-and-adaptive-web-based-systems	400	3361	AH
1971	EuroSys Conference	/Conference/1971/eurosys-eurosys-conference	179	3356	EUROSYS
1318	Logic of Programs	/Conference/1318/logic-of-programs	130	3347	
492	Working IEEE/IFIP Conference on Software Architecture	/Conference/492/wicsa-working-ieee-ifip-conference-on-software-architecture	413	3342	WICSA
2797	Academy of Management Annual Meeting	/Conference/2797/aom-annual-meeting-academy-of-management-annual-meeting	105	3336	AoM Annual Meeting
459	Very Large Scale Integration	/Conference/459/vlsi-very-large-scale-integration	622	3331	VLSI
44	International Conference on Tools with Artificial Intelligence	/Conference/44/ictai-international-conference-on-tools-with-artificial-intelligence	1378	3326	ICTAI
311	Workshops on Abstract State Machines	/Conference/311/asm-workshops-on-abstract-state-machines	247	3326	ASM
74	Internet Society Conference	/Conference/74/inet-internet-society-conference	142	3322	INET
1675	Annual Joint Conference Integrating Technology into Computer Science Education	/Conference/1675/iticse-annual-joint-conference-integrating-technology-into-computer-science-education	1090	3319	ITiCSE
2090	IEEE International Conference on Services Computing	/Conference/2090/ieeescc-ieee-international-conference-on-services-computing	923	3309	IEEESCC
664	Symbolic and Quantitative Approaches to Reasoning and Uncertainty	/Conference/664/ecsqaru-symbolic-and-quantitative-approaches-to-reasoning-and-uncertainty	605	3280	ECSQARU
639	Research Issues on Data Mining and Knowledge Discovery	/Conference/639/dmkd-research-issues-on-data-mining-and-knowledge-discovery	103	3264	DMKD
1107	International Conference on Parallel Processing	/Conference/1107/icpp-workshop-international-conference-on-parallel-processing	801	3255	ICPP(Workshop)
1828	Conference on Artificial Intelligence Applications	/Conference/1828/caia-conference-on-artificial-intelligence-applications	616	3255	CAIA
1076	International Conference on Computer Communication	/Conference/1076/iccc-international-conference-on-computer-communication	2985	3239	ICCC
53	International Database Engineering and Application Symposium	/Conference/53/ideas-international-database-engineering-and-application-symposium	725	3237	IDEAS
418	Typed Lambda Calculus and Applications	/Conference/418/tlca-typed-lambda-calculus-and-applications	262	3237	TLCA
1095	International Conference on Information and Communication Security	/Conference/1095/icics-international-conference-on-information-and-communication-security	495	3178	ICICS
3973	IEEE-RAS International Conference on Humanoid Robots	/Conference/3973/humanoids-ieee-ras-international-conference-on-humanoid-robots	640	3169	Humanoids
906	European Conference on Computational Biology	/Conference/906/eccb-european-conference-on-computational-biology	176	3166	ECCB
1180	International Joint Conference on Neural Networks	/Conference/1180/ijcnn-international-joint-conference-on-neural-networks	632	3159	IJCNN
1258	International Work-Conference on Artificial and NaturalNeural Networks	/Conference/1258/iwann-international-work-conference-on-artificial-and-naturalneural-networks	1677	3155	IWANN
1199	Agent-Oriented Software Engineering	/Conference/1199/aose-agent-oriented-software-engineering	178	3155	AOSE
3235	IEEE Pacific Rim Conference on Communications, Computers and Signal Processing	/Conference/3235/pacrim-ieee-pacific-rim-conference-on-communications-computers-and-signal-processing	2187	3151	PacRim
27	International Conference on Evolvable Systems	/Conference/27/ices-international-conference-on-evolvable-systems	338	3136	ICES
2070	IEEE International Conference on Networks	/Conference/2070/icon-ieee-international-conference-on-networks	1146	3132	ICON
1450	Practice and Theory of Automated Timetabling	/Conference/1450/patat-practice-and-theory-of-automated-timetabling	168	3129	PATAT
232	Pacific Rim International Conference on Artificial Intelligence	/Conference/232/pricai-pacific-rim-international-conference-on-artificial-intelligence	960	3123	PRICAI
1740	3D Data Processing Visualization and Transmission	/Conference/1740/3dpvt-3d-data-processing-visualization-and-transmission	422	3086	3DPVT
233	Protocol Specification, Testing and Verification	/Conference/233/pstv-protocol-specification-testing-and-verification	336	3078	PSTV
340	Scale-Space Theories in Computer Vision	/Conference/340/scale-space-scale-space-theories-in-computer-vision	386	3073	Scale-Space
1473	Privacy Enhancing Technologies	/Conference/1473/pets-privacy-enhancing-technologies	169	3062	PETS
1736	workshop on security of ad hoc and sensor networks	/Conference/1736/sasn-workshop-on-security-of-ad-hoc-and-sensor-networks	66	3062	SASN
148	Modelling Autonomous Agents in a Multi-Agent World	/Conference/148/maamaw-modelling-autonomous-agents-in-a-multi-agent-world	127	3031	MAAMAW
532	Z Users Conference	/Conference/532/zum-z-users-conference	311	3022	ZUM
659	European Conference on Hypertext	/Conference/659/echt-european-conference-on-hypertext	147	3006	ECHT
2201	International Conference on Mobile and Ubiquitous Systems: Networking and Services	/Conference/2201/mobiquitous-international-conference-on-mobile-and-ubiquitous-systems-networking-and-services	425	3003	MOBIQUITOUS
1668	SIGGRAPH/EUROGRAPHICS Workshop On Graphics Hardware	/Conference/1668/hwws-siggraph-eurographics-workshop-on-graphics-hardware	94	2985	HWWS
598	Coordination Models and Languages	/Conference/598/coordination-coordination-models-and-languages	295	2981	COORDINATION
768	Workshop on Discrete Algorithms and Methods for Mobile Computing and Communications	/Conference/768/dial-m-workshop-on-discrete-algorithms-and-methods-for-mobile-computing-and-communications	120	2974	DIAL-M
2098	IEEE International Symposium on Workload Characterization	/Conference/2098/iiswc-ieee-international-symposium-on-workload-characterization	251	2967	IISWC
1562	ACM Special Interest Group for Design of Communication	/Conference/1562/sigdoc-acm-special-interest-group-for-design-of-communication	1000	2964	SIGDOC
1057	High-Performance Computing and Networking	/Conference/1057/hpcn-europe-high-performance-computing-and-networking	1086	2948	HPCN Europe
1246	Annual Symposium on VLSI	/Conference/1246/annual-symposium-on-vlsi	757	2921	
385	Software Product Lines	/Conference/385/splc-software-product-lines	392	2908	SPLC
2157	International Workshop on Security	/Conference/2157/iwsec-international-workshop-on-security	311	2907	IWSEC
2081	International Conference on Telecommunications	/Conference/2081/ict-international-conference-on-telecommunications	1418	2899	ICT
2669	Computational Intelligence in Robotics	/Conference/2669/cira-computational-intelligence-in-robotics	791	2898	CIRA
30	Information Security and Cryptology	/Conference/30/icisc-information-security-and-cryptology	357	2896	ICISC
1005	Formal Techniques in Real-Time and Fault-Tolerant Systems	/Conference/1005/ftrtft-formal-techniques-in-real-time-and-fault-tolerant-systems	217	2893	FTRTFT
967	European Workshop on Wireless Sensor Networks	/Conference/967/european-workshop-on-wireless-sensor-networks	206	2885	
707	Conference on Foundations of Data Organization and Algorithms	/Conference/707/fodo-conference-on-foundations-of-data-organization-and-algorithms	173	2879	FODO
705	Formal Methods for Open Object-Based Distributed Systems	/Conference/705/fmoods-formal-methods-for-open-object-based-distributed-systems	208	2853	FMOODS
1357	Multimedia Information Retrieval	/Conference/1357/multimedia-information-retrieval	248	2847	
851	Data Base Workshops	/Conference/851/data-base-workshops	188	2846	
228	Principles and Practice of Declarative Programming	/Conference/228/ppdp-principles-and-practice-of-declarative-programming	308	2841	PPDP
253	Applied Algebra, Algebraic Algorithms and Error-Correcting Codes	/Conference/253/aaecc-applied-algebra-algebraic-algorithms-and-error-correcting-codes	566	2835	AAECC
25	International Conference on Engineering of Complex Computer Systems	/Conference/25/iceccs-international-conference-on-engineering-of-complex-computer-systems	706	2834	ICECCS
648	IFIP Working Conference on Database Semantics	/Conference/648/ds-ifip-working-conference-on-database-semantics	288	2826	DS
1233	Approximation Algorithms for Combinatorial Optimization	/Conference/1233/approx-approximation-algorithms-for-combinatorial-optimization	348	2825	APPROX
721	Future Trends of Distributed Computer Systems	/Conference/721/ftdcs-future-trends-of-distributed-computer-systems	637	2811	FTDCS
384	String Processing and Information Retrieval	/Conference/384/spire-string-processing-and-information-retrieval	444	2806	SPIRE
4	IBM Germany Scientific Symposium Series	/Conference/4/ibm-germany-scientific-symposium-series	306	2781	
1967	EuroPACS	/Conference/1967/europacs	451	2770	
2536	Message Understanding Conference	/Conference/2536/muc-message-understanding-conference	202	2768	MUC
1118	International Conference on Computer Vision Systems	/Conference/1118/icvs-international-conference-on-computer-vision-systems	293	2764	ICVS
2135	International Symposium on Performance Analysis of Systems and Software	/Conference/2135/ispass-international-symposium-on-performance-analysis-of-systems-and-software	345	2758	ISPASS
1407	Natural Language Processing	/Conference/1407/natural-language-processing	168	2750	
567	Conference on Correct Hardware Design and Verification Methods	/Conference/567/charme-conference-on-correct-hardware-design-and-verification-methods	220	2747	CHARME
471	Algorithms in Bioinformatics	/Conference/471/wabi-algorithms-in-bioinformatics	352	2737	WABI
178	Symposium on Mass Storage Systems	/Conference/178/mss-symposium-on-mass-storage-systems	453	2736	MSS
2033	International Agent Technology Conference	/Conference/2033/iat-international-agent-technology-conference	1060	2735	IAT
2216	New Interfaces for Musical Expression	/Conference/2216/nime-new-interfaces-for-musical-expression	375	2731	NIME
150	Multiple Classifier Systems	/Conference/150/mcs-multiple-classifier-systems	387	2730	MCS
729	GI-Jahrestagung	/Conference/729/gi-jahrestagung	4181	2729	
604	IEEE Computer Society Bioinformatics Conference	/Conference/604/csb-ieee-computer-society-bioinformatics-conference	413	2722	CSB
1497	Symposium on Programming	/Conference/1497/symposium-on-programming	110	2722	
4637	Parallel and Distributed Processing, International Symposium	/Conference/4637/ipdps-parallel-and-distributed-processing-international-symposium	523	2717	IPDPS
322	Advanced Video and Signal Based Surveillance	/Conference/322/avss-advanced-video-and-signal-based-surveillance	762	2703	AVSS
1543	Scandinavian Conference on Image Analysis	/Conference/1543/scandinavian-conference-on-image-analysis	653	2699	
1196	International Conference on Cryptology	/Conference/1196/indocrypt-international-conference-on-cryptology	353	2694	INDOCRYPT
825	Computer Performance Evaluation	/Conference/825/computer-performance-evaluation	174	2674	
141	Logic Program Synthesis and Transformation	/Conference/141/lopstr-logic-program-synthesis-and-transformation	402	2656	LOPSTR
619	Data Warehousing and Knowledge Discovery	/Conference/619/dawak-data-warehousing-and-knowledge-discovery	503	2648	DaWaK
244	Rough Sets and Current Trends in Computing	/Conference/244/rsctc-rough-sets-and-current-trends-in-computing	650	2637	RSCTC
396	Analytic Tableaux and Related Methods	/Conference/396/tableaux-analytic-tableaux-and-related-methods	324	2633	TABLEAUX
2258	Robotics: Science and Systems	/Conference/2258/rss-robotics-science-and-systems	180	2625	RSS
1292	International Conference on Knowledge Capture	/Conference/1292/k-cap-international-conference-on-knowledge-capture	229	2623	K-CAP
465	Web3D / VRML Symposium	/Conference/465/web3d-vrml-symposium	313	2620	
2023	Human-Robot Interaction	/Conference/2023/hri-human-robot-interaction	528	2618	HRI
1187	Imperial College Workshops	/Conference/1187/imperial-college-workshops	96	2610	
2829	International Conference on Networking, Sensing and Control	/Conference/2829/icnsc-international-conference-on-networking-sensing-and-control	1768	2595	ICNSC
245	Workshop on Rapid System Prototyping	/Conference/245/rsp-workshop-on-rapid-system-prototyping	710	2595	RSP
1594	International Workshop on Structural and Syntactic Pattern Recognition	/Conference/1594/sspr-international-workshop-on-structural-and-syntactic-pattern-recognition	756	2591	SSPR
669	Evolvable Hardware	/Conference/669/eh-evolvable-hardware	286	2583	EH
4117	International Conference on Information, Communications and Signal Processing	/Conference/4117/icics-international-conference-on-information-communications-and-signal-processing	2017	2573	ICICS
1050	High Performance Computing	/Conference/1050/hipc-high-performance-computing	888	2572	HiPC
1099	ACM Annual Computer Science Conference	/Conference/1099/csc-acm-annual-computer-science-conference	1756	2551	CSC
549	Computer Analysis of Images and Patterns	/Conference/549/caip-computer-analysis-of-images-and-patterns	988	2536	CAIP
1799	Advanced Research in VLSI	/Conference/1799/arvlsi-advanced-research-in-vlsi	140	2535	ARVLSI
1087	IEEE International Conference on Formal Engineering Methods	/Conference/1087/ieee-international-conference-on-formal-engineering-methods	427	2534	
1991	IEEE International Conference on Field-Programmable Technology	/Conference/1991/fpt-ieee-international-conference-on-field-programmable-technology	771	2530	FPT
1923	Euromicro Symposium on Digital Systems Design	/Conference/1923/dsd-euromicro-symposium-on-digital-systems-design	1018	2525	DSD
4927	Semiconductor Thermal Measurement and Management IEEE Symposium	/Conference/4927/semi-therm-semiconductor-thermal-measurement-and-management-ieee-symposium	875	2523	SEMI-THERM
875	Workshop on Design Issues in Anonymity and Unobservability	/Conference/875/workshop-on-design-issues-in-anonymity-and-unobservability	16	2515	
2086	Availability, Reliability and Security	/Conference/2086/ieeeares-availability-reliability-and-security	883	2513	IEEEARES
297	Annual Simulation Symposium	/Conference/297/anss-annual-simulation-symposium	641	2503	ANSS
1443	Passive and Active Network Measurement	/Conference/1443/passive-and-active-network-measurement	198	2502	
1030	Generative Programming and Component Engineering	/Conference/1030/generative-programming-and-component-engineering	226	2497	
202	Practical Aspects of Declarative Languages	/Conference/202/padl-practical-aspects-of-declarative-languages	285	2492	PADL
463	Vision Modeling and Visualization	/Conference/463/vmv-vision-modeling-and-visualization	516	2490	VMV
452	Joint Eurographics - IEEE TCVG Symposium on Visualization	/Conference/452/vissym-joint-eurographics-ieee-tcvg-symposium-on-visualization	222	2486	VisSym
517	Workshop on Software and Performance	/Conference/517/wosp-workshop-on-software-and-performance	231	2478	WOSP
272	Australasian Database Conference	/Conference/272/adc-australasian-database-conference	360	2476	ADC
18	International Conference on Computer Languages	/Conference/18/iccl-international-conference-on-computer-languages	223	2473	ICCL
1239	International Symposium on Parallel Architectures, Algorithms and Networks	/Conference/1239/ispan-international-symposium-on-parallel-architectures-algorithms-and-networks	710	2459	ISPAN
1219	International Symposium on Autonomous Decentralized Systems	/Conference/1219/isads-international-symposium-on-autonomous-decentralized-systems	707	2457	ISADS
2783	Robotics and Biomimetics	/Conference/2783/robio-robotics-and-biomimetics	2673	2455	ROBIO
46	International Conference on Web Engineering	/Conference/46/icwe-international-conference-on-web-engineering	679	2453	ICWE
2302	Security, Steganography, and Watermarking of Multimedia Contents	/Conference/2302/sswmc-security-steganography-and-watermarking-of-multimedia-contents	199	2447	SSWMC
640	DNA Computing	/Conference/640/dna-dna-computing	295	2439	DNA
751	European Conference an Planning	/Conference/751/ecp-european-conference-an-planning	84	2429	ECP
4357	IEEE International Conference on Microelectronic Test Structures	/Conference/4357/icmts-ieee-international-conference-on-microelectronic-test-structures	1129	2427	ICMTS
833	Conference on Software Engineering Education and Training	/Conference/833/csee&t-conference-on-software-engineering-education-and-training	842	2427	CSEE&T
1456	IEEE Pacific Rim Conference on Multimedia	/Conference/1456/ieee-pacific-rim-conference-on-multimedia	1429	2413	
353	Information Security	/Conference/353/sec-information-security	611	2411	SEC
169	Multimedia Modeling	/Conference/169/mmm-multimedia-modeling	778	2407	MMM
1398	Network and System Support for Games	/Conference/1398/network-and-system-support-for-games	178	2407	
2464	International Symposium on Computer Networks	/Conference/2464/iscn-international-symposium-on-computer-networks	143	2405	ISCN
426	Types for Proofs and Programs	/Conference/426/types-for-proofs-and-programs	231	2398	
793	Conference on Intelligent Text Processing and Computational Linguistics	/Conference/793/cicling-conference-on-intelligent-text-processing-and-computational-linguistics	703	2390	CICLing
174	Mathematics of Program Construction	/Conference/174/mpc-mathematics-of-program-construction	220	2390	MPC
1737	international workshop on wireless sensor networks and applications	/Conference/1737/wsna-international-workshop-on-wireless-sensor-networks-and-applications	30	2378	WSNA
379	Conference on Current Trends in Theory and Practice of Informatics	/Conference/379/sofsem-conference-on-current-trends-in-theory-and-practice-of-informatics	780	2374	SOFSEM
839	Computer Vision, Virtual Reality and Robotics in Medicine	/Conference/839/cvrmed-computer-vision-virtual-reality-and-robotics-in-medicine	164	2369	CVRMed
2066	Machine Learning and Cybernetics	/Conference/2066/icmlc-machine-learning-and-cybernetics	1173	2366	ICMLC
769	ACM Workshop on Role-Based Access Control	/Conference/769/acm-workshop-on-role-based-access-control	91	2362	
1072	International Conference on Artificial Immune Systems	/Conference/1072/icaris-international-conference-on-artificial-immune-systems	270	2361	ICARIS
2820	International Conference on Control, Automation, Robotics and Vision	/Conference/2820/icarcv-international-conference-on-control-automation-robotics-and-vision	2026	2358	ICARCV
1653	Special Interest Group on Computer Personnel Research Annual Conference	/Conference/1653/cpr-special-interest-group-on-computer-personnel-research-annual-conference	770	2356	CPR
366	Brazilian Symposium on Computer Graphics and Image Processing	/Conference/366/sibgrapi-brazilian-symposium-on-computer-graphics-and-image-processing	838	2353	SIBGRAPI
470	Wavelt Analysis and Its Applications	/Conference/470/waa-wavelt-analysis-and-its-applications	214	2347	WAA
652	Design, Specification, and Verification of Interactive Systems	/Conference/652/dsv-is-design-specification-and-verification-of-interactive-systems	301	2323	DSV-IS
100	Israel Symposium on Theory of Computing Systems	/Conference/100/istcs-israel-symposium-on-theory-of-computing-systems	151	2322	ISTCS
444	Visualization in Biomedical Computing	/Conference/444/vbc-visualization-in-biomedical-computing	180	2320	VBC
270	Advances in Databases and Information Systems	/Conference/270/adbis-advances-in-databases-and-information-systems	775	2315	ADBIS
77	International On-Line Testing Symposium	/Conference/77/iolts-international-on-line-testing-symposium	686	2314	IOLTS
484	World Conference on the WWW and Internet	/Conference/484/webnet-world-conference-on-the-www-and-internet	2117	2307	WebNet
1413	Non-Photorealistic Animation and Rendering	/Conference/1413/npar-non-photorealistic-animation-and-rendering	137	2307	NPAR
1474	BCS HCI Conference	/Conference/1474/bcs-hci-conference	502	2306	
845	Distributed Autonomous Robotic Systems	/Conference/845/distributed-autonomous-robotic-systems	120	2298	
3314	IEEE International Symposium on Computer Aided Control System Design	/Conference/3314/cacsd-ieee-international-symposium-on-computer-aided-control-system-design	678	2294	CACSD
7	International Conference on Artificial Intelligence	/Conference/7/ic-ai-international-conference-on-artificial-intelligence	1622	2290	IC-AI
1394	Network Computing and Applications	/Conference/1394/nca-network-computing-and-applications	510	2290	NCA
1253	Intelligent Virtual Agents	/Conference/1253/intelligent-virtual-agents	506	2283	
2202	Model Driven Engineering Languages and Systems	/Conference/2202/models-model-driven-engineering-languages-and-systems	532	2272	MODELS
1122	Conference of the Association for Machine Translation in the Americas	/Conference/1122/amta-conference-of-the-association-for-machine-translation-in-the-americas	226	2269	AMTA
1270	International Workshop on Logic & Synthesis	/Conference/1270/iwls-international-workshop-on-logic-&-synthesis	245	2267	IWLS
1702	Workshop On Privacy In The Electronic Society	/Conference/1702/wpes-workshop-on-privacy-in-the-electronic-society	150	2265	WPES
271	Advances in Database Theory	/Conference/271/adbt-advances-in-database-theory	45	2264	ADBT
649	Discovery Science	/Conference/649/ds-discovery-science	553	2256	DS
738	Hybrid Intelligent Systems	/Conference/738/his-hybrid-intelligent-systems	1421	2232	HIS
494	Web Information and Data Management	/Conference/494/widm-web-information-and-data-management	197	2220	WIDM
211	Parallel and Distributed Computing Systems	/Conference/211/pdcs-parallel-and-distributed-computing-systems	516	2211	PDCS
1726	sbcci	/Conference/1726/sbcci	671	2207	
1065	Intelligent Autonomous Systems	/Conference/1065/intelligent-autonomous-systems	402	2205	
862	Canadian Conference on Artificial Intelligence	/Conference/862/canadian-conference-on-artificial-intelligence	623	2203	
2713	International Conference on Intelligent Robots and Systems	/Conference/2713/iros-international-conference-on-intelligent-robots-and-systems	154	2200	IROS
922	Advances in Computer Graphics Hardware	/Conference/922/advances-in-computer-graphics-hardware	174	2196	
536	IEEE International Conference on Bioinformatics and Bioengineering	/Conference/536/bibe-ieee-international-conference-on-bioinformatics-and-bioengineering	1006	2187	BIBE
1182	IMA Conference on Cryptography and Coding	/Conference/1182/ima-conference-on-cryptography-and-coding	257	2182	
569	Cooperative Information Agents	/Conference/569/cia-cooperative-information-agents	289	2181	CIA
2381	Modeling and Optimization in Mobile, Ad-Hoc and Wireless Networks	/Conference/2381/wiopt-modeling-and-optimization-in-mobile-ad-hoc-and-wireless-networks	561	2180	WIOPT
5215	IEEE Workshop on Content-Based Access of Image and Video Libraries	/Conference/5215/cbaivl-ieee-workshop-on-content-based-access-of-image-and-video-libraries	95	2179	CBAIVL
1001	Fuzzy Systems and Knowledge Discovery	/Conference/1001/fuzzy-systems-and-knowledge-discovery	4626	2171	
1888	Computer Supported Cooperative Work in Design	/Conference/1888/cscwd-computer-supported-cooperative-work-in-design	2173	2169	CSCWD
597	Conference on Object-Oriented Technologies and Systems	/Conference/597/coots-conference-on-object-oriented-technologies-and-systems	118	2164	COOTS
87	International Symposium on Computer and Information Sciences	/Conference/87/iscis-international-symposium-on-computer-and-information-sciences	869	2162	ISCIS
1250	iTrust	/Conference/1250/itrust	137	2160	
1272	International Workshop on Parsing Technologies	/Conference/1272/iwpt-international-workshop-on-parsing-technologies	190	2156	IWPT
226	Workshop on Persistent Object Systems	/Conference/226/pos-workshop-on-persistent-object-systems	300	2152	POS
1515	Randomization and Approximation Techniques in Computer Science	/Conference/1515/random-randomization-and-approximation-techniques-in-computer-science	158	2151	RANDOM
2211	Machine Vision Applications	/Conference/2211/mva-machine-vision-applications	1255	2142	MVA
2088	Conference on Computer and Information Technology	/Conference/2088/ieeecit-conference-on-computer-and-information-technology	1369	2140	IEEECIT
1317	Logic Colloquium	/Conference/1317/logic-colloquium	124	2117	
3161	IEEE International Workshop on Cellular Neural Networks and their Applications	/Conference/3161/cnna-ieee-international-workshop-on-cellular-neural-networks-and-their-applications	782	2112	CNNA
732	High-Assurance Systems	/Conference/732/hase-high-assurance-systems	414	2102	HASE
4788	International Conference on Properties and Applications of Properties and Applications of Dielectric Materials	/Conference/4788/icpadm-international-conference-on-properties-and-applications-of-properties-and-applications-of	2141	2101	ICPADM
675	Energy Minimization Methods in Computer Vision and Pattern Recognition	/Conference/675/emmcvpr-energy-minimization-methods-in-computer-vision-and-pattern-recognition	255	2090	EMMCVPR
2465	International Conference on Wireless Communications and Mobile Computing	/Conference/2465/iwcmc-international-conference-on-wireless-communications-and-mobile-computing	1479	2087	IWCMC
1471	International Symposium on Computer Performance, Modeling, Measurements and Evaluation	/Conference/1471/performance-international-symposium-on-computer-performance-modeling-measurements-and-evaluation	249	2083	Performance
414	Theoretical Computer Science	/Conference/414/tcs-theoretical-computer-science	149	2079	TCS
485	Workshop on Advanced Issues of E-Commerce and Web/based Information Systems/Conference on Electronic Commerce	/Conference/485/cec-wecwis-workshop-on-advanced-issues-of-e-commerce-and-web-based-information	369	2070	CEC(WECWIS)
345	System Configuration Management	/Conference/345/scm-system-configuration-management	216	2068	SCM
2394	Workshop on Object-Oriented Real-Time Dependable Systems	/Conference/2394/words-workshop-on-object-oriented-real-time-dependable-systems	393	2060	WORDS
375	Colloquium on Structural Information & Communication Complexity	/Conference/375/sirocco-colloquium-on-structural-information-&-communication-complexity	383	2059	SIROCCO
1321	Applied Cryptography and Network Security	/Conference/1321/applied-cryptography-and-network-security	269	2049	
2491	Conference on Emerging Network Experiment and Technology	/Conference/2491/conext-conference-on-emerging-network-experiment-and-technology	332	2038	CoNEXT
310	Asian Computing Science Conference	/Conference/310/asian-asian-computing-science-conference	414	2035	ASIAN
1354	Australian Software Engineering Conference	/Conference/1354/australian-software-engineering-conference	540	2025	
1042	Gesture Workshop	/Conference/1042/gw-gesture-workshop	277	2023	GW
2469	International Symposium on Information and Communication Technologies	/Conference/2469/isict-international-symposium-on-information-and-communication-technologies	2014	2018	ISICT
107	International Workshop on Distributed Object Management/Workshop on Object-Oriented Database Systems	/Conference/107/iwdom-oodbs-international-workshop-on-distributed-object-management-workshop-on-object-oriented	124	2017	IWDOM/OODBS
1402	Networked Group Communication	/Conference/1402/ngc-networked-group-communication	117	2012	NGC
1959	European Test Symposium	/Conference/1959/ets-european-test-symposium	434	2003	ETS
1014	Grid and Cooperative Computing	/Conference/1014/grid-and-cooperative-computing	1343	1990	
1847	Conference on Email and Anti-Spam	/Conference/1847/ceas-conference-on-email-and-anti-spam	152	1990	CEAS
1002	Algorithm Engineering and Experimentation	/Conference/1002/alenex-algorithm-engineering-and-experimentation	194	1989	ALENEX
263	ACM Southeast Regional Conference	/Conference/263/acm-southeast-regional-conference	1540	1987	
3003	Visualisation, VIS, 2008 International Conference	/Conference/3003/viz-visualisation-vis-2008-international-conference	233	1985	VIZ
1661	Eye Tracking Research & Application	/Conference/1661/etra-eye-tracking-research-&-application	237	1975	ETRA
870	Discrete Geometry for Computer Imagery	/Conference/870/dgci-discrete-geometry-for-computer-imagery	462	1973	DGCI
891	Distributed Systems, Operations and Management	/Conference/891/dsom-distributed-systems-operations-and-management	258	1965	DSOM
1676	International Workshop on Software Specifications & Design	/Conference/1676/iwssd-international-workshop-on-software-specifications-&-design	147	1956	IWSSD
2283	Symposium on Geometry Processing	/Conference/2283/sgp-symposium-on-geometry-processing	98	1948	SGP
380	Software Visualization	/Conference/380/softvis-software-visualization	186	1938	SOFTVIS
1843	Component-Based Software Engineering	/Conference/1843/cbse-component-based-software-engineering	227	1934	CBSE
2068	International Conference on Natural Computation	/Conference/2068/icnc-international-conference-on-natural-computation	2520	1932	ICNC
853	Dublin Core Conference	/Conference/853/dublin-core-conference	65	1928	
374	Signal and Image Processing	/Conference/374/sip-signal-and-image-processing	1097	1926	SIP
643	ACM Symposium on Document Engineering	/Conference/643/doceng-acm-symposium-on-document-engineering	406	1917	DocEng
1184	Color Imaging Conference	/Conference/1184/color-imaging-conference	400	1908	
547	Colloquium on Trees in Algebra and Programming	/Conference/547/caap-colloquium-on-trees-in-algebra-and-programming	233	1908	CAAP
2208	Mining Software Repositories	/Conference/2208/msr-mining-software-repositories	268	1897	MSR
1987	Feature Interactions in Telecommunications and Software Systems	/Conference/1987/fiw-feature-interactions-in-telecommunications-and-software-systems	207	1887	FIW
677	Portuguese Conference on Artificial Intelligence	/Conference/677/epia-portuguese-conference-on-artificial-intelligence	542	1877	EPIA
1092	International Colloquium on Grammatical Inference	/Conference/1092/icgi-international-colloquium-on-grammatical-inference	269	1876	ICGI
2545	IT-Incidents Management & IT-Forensics	/Conference/2545/imf-it-incidents-management-&-it-forensics	152	1876	IMF
535	Berkeley Workshop on Distributed Data Management and Computer Networks	/Conference/535/berkeley-workshop-on-distributed-data-management-and-computer-networks	136	1876	
301	Asian Symposium on Programming Languages and Systems	/Conference/301/aplas-asian-symposium-on-programming-languages-and-systems	307	1860	APLAS
50	Intelligent Data Analysis	/Conference/50/ida-intelligent-data-analysis	430	1854	IDA
327	International Conference on Computer Safety, Reliability and Security	/Conference/327/safecomp-international-conference-on-computer-safety-reliability-and-security	471	1852	SAFECOMP
2107	INitiative for the Evaluation of XML Retrieval	/Conference/2107/inex-initiative-for-the-evaluation-of-xml-retrieval	305	1851	INEX
667	Expert Database Systems	/Conference/667/eds-expert-database-systems	110	1848	EDS
491	Workshop on Implementing Automata/Conference on Implementation and Application of Automata	/Conference/491/ciaa-wia-workshop-on-implementing-automata-conference-on-implementation-and-application-of	441	1845	CIAA(WIA)
2936	International Conference on Transparent Optical Networks	/Conference/2936/icton-international-conference-on-transparent-optical-networks	2936	1842	ICTON
134	Languages, Compilers, and Tools for Embedded Systems	/Conference/134/lctes-languages-compilers-and-tools-for-embedded-systems	203	1841	LCTES
