	Name	Link	NPubs_list	NCits_list	ShortName
340	Computer Measurement Group Transactions	/Journal/340/cmgt-computer-measurement-group-transactions	57	14	CMGT
14784	Capturing Intelligence	/Journal/14784/capturing-intelligence	47	14	
22148	Journal of Spatial Information Science	/Journal/22148/journal-of-spatial-information-science	7	14	
14212	Computers and Standards	/Journal/14212/computers-and-standards	106	13	
19112	International Journal of Granular Computing, Rough Sets and Intelligent Systems	/Journal/19112/international-journal-of-granular-computing-rough-sets-and-intelligent-systems	19	13	
20933	Information Technology in Hospitality	/Journal/20933/information-technology-in-hospitality	16	13	
19092	International Journal of Experimental and Computational Biomechanics	/Journal/19092/international-journal-of-experimental-and-computational-biomechanics	12	13	
856	Revista Iberoamericana De Tecnologías Del Aprendizaje	/Journal/856/ieee-rita-revista-iberoamericana-de-tecnolog-as-del-aprendizaje	87	12	IEEE-RITA
782	ACM Sigpc Notes	/Journal/782/acm-sigpc-notes	34	12	
15142	Journal of Computer-assisted Microscopy	/Journal/15142/journal-of-computer-assisted-microscopy	25	12	
19099	International Journal of Computational Intelligence in Bioinformatics and Systems Biology	/Journal/19099/international-journal-of-computational-intelligence-in-bioinformatics-and-systems-biology	19	12	
19102	International Journal of Autonomic Computing	/Journal/19102/international-journal-of-autonomic-computing	19	12	
17675	International Journal of Intelligent and Cooperative Information Systems	/Journal/17675/international-journal-of-intelligent-and-cooperative-information-systems	16	12	
15889	Multiple-valued Logic	/Journal/15889/multiple-valued-logic	15	12	
1084	Information Systems Management	/Journal/1084/ism-information-systems-management	11	12	ISM
467	ACM Sigforth Newsletter	/Journal/467/acm-sigforth-newsletter	109	11	
17172	Ire Transactions on Broadcasting	/Journal/17172/ire-transactions-on-broadcasting	57	11	
1079	Computers & Education	/Journal/1079/c&e-computers-&-education	49	11	C&E
19957	Ipsj Transactions on Bioinformatics	/Journal/19957/ipsj-transactions-on-bioinformatics	22	11	
21254	Journal of Software Engineering	/Journal/21254/journal-of-software-engineering	14	11	
18937	International Journal of Information and Operations Management Education	/Journal/18937/international-journal-of-information-and-operations-management-education	69	10	
21107	Journal of Research in Science, Computing and Engineering	/Journal/21107/journal-of-research-in-science-computing-and-engineering	30	10	
20468	Scientific and Technical Information Processing	/Journal/20468/scientific-and-technical-information-processing	211	9	
20896	Robot	/Journal/20896/robot	63	9	
22021	International Journal of Wireless & Mobile Networks	/Journal/22021/international-journal-of-wireless-&-mobile-networks	30	9	
19134	International Journal of Critical Computer-based Systems	/Journal/19134/international-journal-of-critical-computer-based-systems	28	9	
4571	Joop-journal of Object-oriented Programming	/Journal/4571/joop-joop-journal-of-object-oriented-programming	21	9	JOOP
20307	Scientific Journal of Riga Technical University. Computer Sciences	/Journal/20307/scientific-journal-of-riga-technical-university-computer-sciences	19	9	
17705	International Journal of Modeling, Simulation, and Scientific Computing	/Journal/17705/international-journal-of-modeling-simulation-and-scientific-computing	18	9	
19736	The Open Software Engineering Journal	/Journal/19736/the-open-software-engineering-journal	11	9	
15866	Journal of Religious & Theological Information	/Journal/15866/journal-of-religious-&-theological-information	190	8	
21884	Jistem Journal of Information Systems and Technology Management	/Journal/21884/jistem-journal-of-information-systems-and-technology-management	104	8	
21427	International Journal of Distributed Systems and Technologies	/Journal/21427/international-journal-of-distributed-systems-and-technologies	25	8	
17879	Applied Computational Intelligence and Soft Computing	/Journal/17879/applied-computational-intelligence-and-soft-computing	17	8	
18878	International Journal of Metaheuristics	/Journal/18878/international-journal-of-metaheuristics	10	8	
466	ACM Sigdoc Asterisk Journal of Computer Documentation	/Journal/466/acm-sigdoc-asterisk-journal-of-computer-documentation	6	8	
22169	IEEE Transactions on Audio, Speech, and Language Processing	/Journal/22169/tasl-ieee-transactions-on-audio-speech-and-language-processing	2	8	TASL
22167	International Journal of Advanced Computer Science and Applications	/Journal/22167/ijacsa-international-journal-of-advanced-computer-science-and-applications	858	7	IJACSA
14778	Human Factors in Information Technology	/Journal/14778/human-factors-in-information-technology	51	7	
22025	International Journal of Computer Networks & Communications	/Journal/22025/international-journal-of-computer-networks-&-communications	26	7	
779	ACM Siglash Newsletter	/Journal/779/acm-siglash-newsletter	23	7	
19119	International Journal of Knowledge and Web Intelligence	/Journal/19119/international-journal-of-knowledge-and-web-intelligence	22	7	
21418	International Journal of Systems and Service-oriented Engineering	/Journal/21418/international-journal-of-systems-and-service-oriented-engineering	21	7	
21458	International Journal of Knowledge Discovery in Bioinformatics	/Journal/21458/international-journal-of-knowledge-discovery-in-bioinformatics	20	7	
1035	ACM Sigmultimedia Records	/Journal/1035/sigmultimedia-rec-acm-sigmultimedia-records	19	7	SIGMultimedia Rec.
21417	International Journal of Embedded and Real-time Communication Systems	/Journal/21417/international-journal-of-embedded-and-real-time-communication-systems	15	7	
21890	Journal of Advances in Information Technology	/Journal/21890/journal-of-advances-in-information-technology	10	7	
4485	Computers and Concrete	/Journal/4485/comput-concr-computers-and-concrete	7	7	COMPUT CONCR
19962	Synthesis Lectures on Distributed Computing Theory	/Journal/19962/synthesis-lectures-on-distributed-computing-theory	4	7	
1072	The Electronic Library	/Journal/1072/el-the-electronic-library	3	7	EL
21739	International Journal of Advancements in Computing Technology	/Journal/21739/international-journal-of-advancements-in-computing-technology	42	6	
19105	International Journal of Computational Intelligence Studies	/Journal/19105/international-journal-of-computational-intelligence-studies	15	6	
21262	Research Journal of Information Technology	/Journal/21262/research-journal-of-information-technology	15	6	
14131	Microprocessors	/Journal/14131/microprocessors	133	5	
17132	Transactions of The Ire Professional Group on Communications Systems	/Journal/17132/transactions-of-the-ire-professional-group-on-communications-systems	93	5	
21836	Communications and Network	/Journal/21836/communications-and-network	39	5	
21433	International Journal of Information Technology Project Management	/Journal/21433/international-journal-of-information-technology-project-management	29	5	
22035	International Journal of Artificial Intelligence & Applications	/Journal/22035/international-journal-of-artificial-intelligence-&-applications	13	5	
20305	Schedae Informaticae	/Journal/20305/schedae-informaticae	6	5	
21420	International Journal of Operations Research and Information Systems	/Journal/21420/international-journal-of-operations-research-and-information-systems	29	4	
21442	International Journal of Gaming and Computer-mediated Simulations	/Journal/21442/international-journal-of-gaming-and-computer-mediated-simulations	19	4	
21411	International Journal of Secure Software Engineering	/Journal/21411/international-journal-of-secure-software-engineering	17	4	
18861	Transnational Cinemas	/Journal/18861/transnational-cinemas	10	4	
22213	IEEE Transactions on Wireless Communications	/Journal/22213/ieee-transactions-on-wireless-communications	4	4	
15426	Information Professional	/Journal/15426/information-professional	171	3	
21425	International Journal of Handheld Computing Research	/Journal/21425/international-journal-of-handheld-computing-research	30	3	
21392	International Journal of Grid and High Performance Computing	/Journal/21392/international-journal-of-grid-and-high-performance-computing	18	3	
19655	The Open Artificial Intelligence Journal	/Journal/19655/the-open-artificial-intelligence-journal	14	3	
22027	International Journal of Next-generation Networks	/Journal/22027/international-journal-of-next-generation-networks	14	3	
22029	International Journal of Computer Science & Information Technology	/Journal/22029/international-journal-of-computer-science-&-information-technology	13	3	
22033	International Journal of Ubicomp	/Journal/22033/international-journal-of-ubicomp	12	3	
21505	International Journal on Advances in Ict for Emerging Regions (icter)	/Journal/21505/international-journal-on-advances-in-ict-for-emerging-regions-icter	9	3	
21395	International Journal of Intelligent Information Technologies	/Journal/21395/international-journal-of-intelligent-information-technologies	7	3	
22032	International Journal of Ad Hoc, Sensor & Ubiquitous Computing	/Journal/22032/international-journal-of-ad-hoc-sensor-&-ubiquitous-computing	7	3	
21110	Philippine Computing Journal	/Journal/21110/philippine-computing-journal	6	3	
21514	Sri Lanka Journal of Bio-medical Informatics	/Journal/21514/sri-lanka-journal-of-bio-medical-informatics	34	2	
21401	International Journal of Information Systems and Social Change	/Journal/21401/international-journal-of-information-systems-and-social-change	27	2	
21839	Journal of Intelligent Learning Systems and Applications	/Journal/21839/journal-of-intelligent-learning-systems-and-applications	17	2	
22026	International Journal on Applications of Graph Theory in Wireless Ad Hoc Networks and Sensor Networks	/Journal/22026/international-journal-on-applications-of-graph-theory-in-wireless-ad-hoc-networks-and-sensor	16	2	
21436	International Journal of Ambient Computing and Intelligence	/Journal/21436/international-journal-of-ambient-computing-and-intelligence	14	2	
21317	International Journal of Soft Computing	/Journal/21317/international-journal-of-soft-computing	12	2	
21736	Journal of Next Generation Information Technology	/Journal/21736/journal-of-next-generation-information-technology	12	2	
19827	The Open Information Science Journal	/Journal/19827/the-open-information-science-journal	8	2	
21423	International Journal of Information Systems and Supply Chain Management	/Journal/21423/international-journal-of-information-systems-and-supply-chain-management	8	2	
20959	International Journal of Information Processing Systems	/Journal/20959/international-journal-of-information-processing-systems	7	2	
22184	Computing in Science & Engineering	/Journal/22184/mcse-computing-in-science-&-engineering	6	2	MCSE
19991	Synthesis Lectures on Information Concepts, Retrieval, and Services	/Journal/19991/synthesis-lectures-on-information-concepts-retrieval-and-services	2	2	
21393	International Journal of Information Technology and Web Engineering	/Journal/21393/international-journal-of-information-technology-and-web-engineering	1	2	
22228	IEEE Journal of Photovoltaics	/Journal/22228/jphotov-ieee-journal-of-photovoltaics	75	1	JPHOTOV
20282	Annales Umcs, Informatica	/Journal/20282/annales-umcs-informatica	30	1	
21303	Asian Journal of Information Technology	/Journal/21303/asian-journal-of-information-technology	30	1	
19688	The Open Information Systems Journal	/Journal/19688/the-open-information-systems-journal	22	1	
20397	Records & Information Management Report	/Journal/20397/records-&-information-management-report	19	1	
21953	International Free and Open Source Software Law Review	/Journal/21953/international-free-and-open-source-software-law-review	19	1	
19136	International Journal of Knowledge Engineering and Data Mining	/Journal/19136/international-journal-of-knowledge-engineering-and-data-mining	11	1	
22034	International Journal of Software Engineering & Applications	/Journal/22034/international-journal-of-software-engineering-&-applications	11	1	
21375	International Journal of Open Source Software and Processes	/Journal/21375/international-journal-of-open-source-software-and-processes	9	1	
21740	International Journal on Advances in Information Sciences and Service Sciences	/Journal/21740/international-journal-on-advances-in-information-sciences-and-service-sciences	9	1	
22023	International Journal of Database Management Systems	/Journal/22023/international-journal-of-database-management-systems	9	1	
21414	International Journal of Healthcare Information Systems and Informatics	/Journal/21414/international-journal-of-healthcare-information-systems-and-informatics	8	1	
18879	International Journal of Intelligent Engineering Informatics	/Journal/18879/international-journal-of-intelligent-engineering-informatics	7	1	
21377	Information Resources Management Journal	/Journal/21377/information-resources-management-journal	6	1	
21430	International Journal of Enterprise Information Systems	/Journal/21430/international-journal-of-enterprise-information-systems	6	1	
21446	International Journal of Mobile Human Computer Interaction	/Journal/21446/international-journal-of-mobile-human-computer-interaction	6	1	
4553	Journal of Computer Information Systems	/Journal/4553/j-comput-inform-syst-journal-of-computer-information-systems	4	1	J COMPUT INFORM SYST
21456	International Journal of Advanced Pervasive and Ubiquitous Computing	/Journal/21456/international-journal-of-advanced-pervasive-and-ubiquitous-computing	4	1	
22036	International Journal of Web & Semantic Technology	/Journal/22036/international-journal-of-web-&-semantic-technology	4	1	
21381	International Journal of Web-based Learning and Teaching Technologies	/Journal/21381/international-journal-of-web-based-learning-and-teaching-technologies	2	1	
1069	Microsoft Research Technical Report	/Journal/1069/microsoft-research-technical-report	1	1	
21036	Srx Computer Science	/Journal/21036/srx-computer-science	1	1	
20913	Journal of Computer Applications	/Journal/20913/journal-of-computer-applications	2193	0	
20918	Chinese Journal of Computers	/Journal/20918/chinese-journal-of-computers	449	0	
22236	International Journal of Advanced Research in Artificial Intelligence	/Journal/22236/ijarai-international-journal-of-advanced-research-in-artificial-intelligence	208	0	IJARAI
10263	Canadian Journal of Information and Library Science-revue Canadienne Des Sciences De L Information Et De Bibliotheconomie	/Journal/10263/can-j-inform-lib-sci-canadian-journal-of-information-and-library-science-revue-canadienne-des	157	0	CAN J INFORM LIB SCI
20898	Journal of Computer-aided Design & Computer Graphics	/Journal/20898/journal-of-computer-aided-design-&-computer-graphics	74	0	
21871	Journal of The Korean Society for Library and Information Science	/Journal/21871/journal-of-the-korean-society-for-library-and-information-science	51	0	
20986	Information Standards Quarterly	/Journal/20986/information-standards-quarterly	34	0	
15409	Computerised Manufacturing	/Journal/15409/computerised-manufacturing	30	0	
21432	International Journal of Strategic Information Technology and Applications	/Journal/21432/international-journal-of-strategic-information-technology-and-applications	20	0	
21444	International Journal of Applied Evolutionary Computation	/Journal/21444/international-journal-of-applied-evolutionary-computation	20	0	
21443	International Journal of Creative Interfaces and Computer Graphics	/Journal/21443/international-journal-of-creative-interfaces-and-computer-graphics	18	0	
4577	Ntt Review	/Journal/4577/ntt-review	16	0	
21737	International Journal of Information Processing and Management	/Journal/21737/international-journal-of-information-processing-and-management	16	0	
4479	Cmes-computer Modeling in Engineering & Sciences	/Journal/4479/cmes-comput-model-eng-sci-cmes-computer-modeling-in-engineering-&-sciences	12	0	CMES-COMPUT MODEL ENG SCI
21289	Asian Journal of Information Management	/Journal/21289/asian-journal-of-information-management	8	0	
22022	The International Journal of Multimedia & Its Applications	/Journal/22022/the-international-journal-of-multimedia-&-its-applications	8	0	
22146	Network Protocols and Algorithms	/Journal/22146/network-protocols-and-algorithms	7	0	
20165	International Journal of Computational Bioscience	/Journal/20165/international-journal-of-computational-bioscience	6	0	
21111	Philippine Information Technology Journal	/Journal/21111/philippine-information-technology-journal	6	0	
21391	International Journal of Information and Communication Technology Education	/Journal/21391/international-journal-of-information-and-communication-technology-education	6	0	
21826	Journal of Information Security	/Journal/21826/journal-of-information-security	6	0	
18880	International Journal of Computers in Healthcare	/Journal/18880/international-journal-of-computers-in-healthcare	5	0	
21387	International Journal of Interdisciplinary Telecommunications and Networking	/Journal/21387/international-journal-of-interdisciplinary-telecommunications-and-networking	5	0	
22024	International Journal of Managing Information Technology	/Journal/22024/international-journal-of-managing-information-technology	5	0	
781	ACM Sigmod Digital Symposium Collection	/Journal/781/acm-sigmod-digital-symposium-collection	4	0	
1092	Online Information Review	/Journal/1092/oir-online-information-review	4	0	OIR
4475	British Telecommunications Engineering	/Journal/4475/brit-telecommun-eng-british-telecommunications-engineering	4	0	BRIT TELECOMMUN ENG
4539	International Journal of Computers Communications & Control	/Journal/4539/int-j-comput-commun-control-international-journal-of-computers-communications-&-control	4	0	INT J COMPUT COMMUN CONTROL
4543	International Journal of Innovative Computing Information and Control	/Journal/4543/int-j-innov-comput-inf-contro-international-journal-of-innovative-computing-information-and	5	0	INT J INNOV COMPUT INF CONTRO
4583	Romanian Journal of Information Science and Technology	/Journal/4583/rom-j-inform-sci-technol-romanian-journal-of-information-science-and-technology	4	0	ROM J INFORM SCI TECHNOL
21276	Trends in Bioinformatics	/Journal/21276/trends-in-bioinformatics	4	0	
21378	International Journal of Web Portals	/Journal/21378/international-journal-of-web-portals	4	0	
21394	International Journal of Information Security and Privacy	/Journal/21394/international-journal-of-information-security-and-privacy	4	0	
21431	International Journal of Information Systems for Crisis Response Management	/Journal/21431/international-journal-of-information-systems-for-crisis-response-management	4	0	
21438	Journal of Cases on Information Technology	/Journal/21438/journal-of-cases-on-information-technology	4	0	
22224	IEEE/ACM Transactions on Networking	/Journal/22224/ieee-acm-transactions-on-networking	4	0	
819	C't Magazin Für Computer Technik	/Journal/819/c-t-magazin-f-r-computer-technik	3	0	
851	IEEE Transactions on Computer-aided Design of Integrated Circuits and Systems	/Journal/851/tcad-ieee-transactions-on-computer-aided-design-of-integrated-circuits-and-systems	3	0	TCAD_3
1095	Information Security Journal: A Global Perspective	/Journal/1095/isj-gp-information-security-journal-a-global-perspective	3	0	ISJ-GP
4505	Control Engineering and Applied Informatics	/Journal/4505/control-eng-appl-inform-control-engineering-and-applied-informatics	3	0	CONTROL ENG APPL INFORM
4548	International Journal of Unconventional Computing	/Journal/4548/int-j-unconv-comput-international-journal-of-unconventional-computing	3	0	INT J UNCONV COMPUT
21445	International Journal of Mobile Computing and Multimedia Communications	/Journal/21445/international-journal-of-mobile-computing-and-multimedia-communications	3	0	
338	World Wide Web Journal	/Journal/338/wwwj-world-wide-web-journal	2	0	WWWJ
4559	Journal of The Institute of Telecommunications Professionals	/Journal/4559/j-inst-telecommun-prof-journal-of-the-institute-of-telecommunications-professionals	2	0	J INST TELECOMMUN PROF
4560	Journal of Internet Technology	/Journal/4560/j-internet-technol-journal-of-internet-technology	4	0	J INTERNET TECHNOL
4576	Neural Network World	/Journal/4576/neural-netw-world-neural-network-world	2	0	NEURAL NETW WORLD
4587	Space Communications	/Journal/4587/space-commun-space-communications	2	0	SPACE COMMUN
22217	IEEE Computational Intelligence Magazine	/Journal/22217/mci-ieee-computational-intelligence-magazine	2	0	MCI
408	Nachrichten Für Dokumentation / Information - Wissenschaft Und Praxis	/Journal/408/nfd-nachrichten-f-r-dokumentation-information-wissenschaft-und-praxis	1	0	NFD
752	ACM Journal on Computing and Cultural Heritage	/Journal/752/jocch-acm-journal-on-computing-and-cultural-heritage	1	0	JOCCH
849	IEEE Transactions on Fuzzy Systems	/Journal/849/tfs-ieee-transactions-on-fuzzy-systems	1	0	TFS
862	Information Sciences	/Journal/862/information-sciences	1	0	
1075	Computer Standards & Interfaces	/Journal/1075/csi-computer-standards-&-interfaces	1	0	CSI
1078	International Journal of Medical Informatics	/Journal/1078/ijmi-international-journal-of-medical-informatics	1	0	IJMI
1094	Synthese	/Journal/1094/synthese	1	0	
1098	It Professional	/Journal/1098/it-it-professional	1	0	IT
4478	Cmc-computers Materials & Continua	/Journal/4478/cmc-comput-mater-contin-cmc-computers-materials-&-continua	1	0	CMC-COMPUT MATER CONTIN
4507	Cutter It Journal-the Journal of Information Technology Management	/Journal/4507/cutter-it-j-cutter-it-journal-the-journal-of-information-technology-management	1	0	CUTTER IT J
11708	Journal of Cellular Automata	/Journal/11708/journal-of-cellular-automata	1	0	
20811	Information	/Journal/20811/information	1	0	
21422	International Journal of Information Systems in The Service Sector	/Journal/21422/international-journal-of-information-systems-in-the-service-sector	1	0	
21429	International Journal of Agent Technologies and Systems	/Journal/21429/international-journal-of-agent-technologies-and-systems	1	0	
22194	IET Image Processing	/Journal/22194/iet-image-processing	1	0	
22267	International Journal of Computing and Digital Systems	/Journal/22267/ijcds-international-journal-of-computing-and-digital-systems	1	0	IJCDS
