	Name	Link	NPubs_list	NCits_list	ShortName
5490	Journal of Automation and Information Sciences	/Journal/5490/j-automat-inf-sci-journal-of-automation-and-information-sciences	623	252	J AUTOMAT INF SCI
934	Signal, Image and Video Processing	/Journal/934/signal-image-and-video-processing	261	252	
743	International Transactions on Systems Science and Applications	/Journal/743/itssa-international-transactions-on-systems-science-and-applications	94	252	ITSSA
705	International Journal of Business Intelligence and Data Mining	/Journal/705/ijbidm-international-journal-of-business-intelligence-and-data-mining	124	251	IJBIDM
487	ACM Sigweb Newsletter	/Journal/487/acm-sigweb-newsletter	406	249	
180	Networking and Information Systems Journal	/Journal/180/nis-networking-and-information-systems-journal	57	249	NIS
976	International Journal of Information Acquisition	/Journal/976/ijia-international-journal-of-information-acquisition	202	248	IJIA
14734	Studies in Logic and Practical Reasoning	/Journal/14734/studies-in-logic-and-practical-reasoning	32	248	
718	International Journal of Internet Protocol Technology	/Journal/718/ijipt-international-journal-of-internet-protocol-technology	134	245	IJIPT
192	Parallel Algorithms and Applications	/Journal/192/paapp-parallel-algorithms-and-applications	38	244	PAAPP
15699	Information Design Journal	/Journal/15699/information-design-journal	256	242	
14473	Education and Computing	/Journal/14473/education-and-computing	200	239	
17692	Advances in Adaptive Data Analysis	/Journal/17692/advances-in-adaptive-data-analysis	51	239	
22225	IEEE Transactions on Neural Networks	/Journal/22225/ieee-transactions-on-neural-networks	123	237	
10	IEEE Computational Intelligence Bulletin	/Journal/10/cib-ieee-computational-intelligence-bulletin	41	237	CIB
14194	Applications	/Journal/14194/information-sciences-applications	39	236	Information Sciences
4552	Journal of Computational Analysis and Applications	/Journal/4552/j-comput-anal-appl-journal-of-computational-analysis-and-applications	103	235	J COMPUT ANAL APPL
993	Security and Communication Networks	/Journal/993/security-and-communication-networks	246	231	
761	ACM Transactions on Accessible Computing	/Journal/761/taccess-acm-transactions-on-accessible-computing	48	230	TACCESS
465	ACM Sigda Newsletter	/Journal/465/acm-sigda-newsletter	280	228	
824	Egyptian Computer Science Journal	/Journal/824/ecs-egyptian-computer-science-journal	229	226	ECS
727	International Journal of Manufacturing Research	/Journal/727/ijmr-international-journal-of-manufacturing-research	150	226	IJMR
768	ACM Transactions on Reconfigurable Technology and Systems	/Journal/768/trets-acm-transactions-on-reconfigurable-technology-and-systems	125	224	TRETS
18471	Journal of Information Processing and Management	/Journal/18471/journal-of-information-processing-and-management	2385	223	
845	International Journal of Computers and Their Applications	/Journal/845/isca-journal-international-journal-of-computers-and-their-applications	246	219	ISCA Journal
972	Frontiers of Computer Science in China	/Journal/972/frontiers-of-computer-science-in-china	245	218	
1074	Robotica	/Journal/1074/robotica	68	218	
777	ACM Sigevolution	/Journal/777/acm-sigevolution	56	218	
891	Journal of Chinese Language and Computing	/Journal/891/journal-of-chinese-language-and-computing	92	215	
958	Journal of Integrative Bioinformatics	/Journal/958/journal-of-integrative-bioinformatics	111	214	
14697	Journal of Transportation Systems Engineering and Information Technology	/Journal/14697/journal-of-transportation-systems-engineering-and-information-technology	258	213	
1003	International Journal of Network Security	/Journal/1003/international-journal-of-network-security	200	213	
1073	International Journal of Computer Integrated Manufacturing	/Journal/1073/ijcim-international-journal-of-computer-integrated-manufacturing	29	211	IJCIM
774	ACM Sigaccess Accessibility and Computing	/Journal/774/acm-sigaccess-accessibility-and-computing	202	207	
5182	Concurrency-practice and Experience	/Journal/5182/concurrency-pract-exper-concurrency-practice-and-experience	535	205	CONCURRENCY-PRACT EXPER
734	International Journal of Services and Standards	/Journal/734/ijss-international-journal-of-services-and-standards	157	205	IJSS
17766	Advances in Multimedia	/Journal/17766/advances-in-multimedia	68	205	
19978	Synthesis Lectures on Computer Architecture	/Journal/19978/synthesis-lectures-on-computer-architecture	1	205	
480	ACM Sigsac Review	/Journal/480/acm-sigsac-review	197	204	
869	International Journal of Semantic Computing	/Journal/869/ijsc-international-journal-of-semantic-computing	105	203	IJSC
4551	Journal of Communications Technology and Electronics	/Journal/4551/j-commun-technol-electron-journal-of-communications-technology-and-electronics	1010	200	J COMMUN TECHNOL ELECTRON
18941	International Journal of Simulation and Process Modelling	/Journal/18941/international-journal-of-simulation-and-process-modelling	111	199	
16492	Journal of Location Based Services	/Journal/16492/journal-of-location-based-services	95	198	
314	Datenbank-spektrum	/Journal/314/dbsk-datenbank-spektrum	226	194	DBSK
867	International Journal of It Standards and Standardization Research	/Journal/867/ijitsr-international-journal-of-it-standards-and-standardization-research	91	194	IJITSR
704	International Journal of Agent-oriented Software Engineering	/Journal/704/ijaose-international-journal-of-agent-oriented-software-engineering	79	191	IJAOSE
18510	International Journal of Architectural Computing	/Journal/18510/international-journal-of-architectural-computing	259	188	
20162	International Journal of Computers and Applications	/Journal/20162/international-journal-of-computers-and-applications	261	186	
20119	Theoretical and Applied Mechanics	/Journal/20119/theoretical-and-applied-mechanics	194	186	
864	Ingénierie Des Systèmes D'information	/Journal/864/isi-ing-nierie-des-syst-mes-d-information	342	183	ISI
1016	Statistical Analysis and Data Mining	/Journal/1016/statistical-analysis-and-data-mining	125	178	
323	Emisa Forum	/Journal/323/emisa-emisa-forum	136	175	EMISA
20615	The Journal of The Institute of Image Information and Television Engineers	/Journal/20615/the-journal-of-the-institute-of-image-information-and-television-engineers	635	174	
20163	International Journal of Modelling and Simulation	/Journal/20163/international-journal-of-modelling-and-simulation	278	174	
17198	IEEE Transactions on Computational Intelligence and Ai in Games	/Journal/17198/ieee-transactions-on-computational-intelligence-and-ai-in-games	85	174	
971	Electronic Communication of The European Association of Software Science and Technology	/Journal/971/eceasst-electronic-communication-of-the-european-association-of-software-science-and-technology	163	172	ECEASST
372	The International Journal of Computers, Systems and Signal	/Journal/372/ijcss-the-international-journal-of-computers-systems-and-signal	91	172	IJCSS
13841	Research and Development	/Journal/13841/computer-science-research-and-development	135	169	Computer Science
4534	Iet Information Security	/Journal/4534/iet-inf-secur-iet-information-security	64	167	IET INF SECUR
20161	Control and Intelligent Systems	/Journal/20161/control-and-intelligent-systems	189	162	
806	Clei Electronic Journal	/Journal/806/clei-electronic-journal	148	162	
14210	Computer Networks (1976)	/Journal/14210/computer-networks-1976	51	160	
833	Foundations and Trends in Databases	/Journal/833/ftdb-foundations-and-trends-in-databases	10	159	FTDB
997	International Journal of Artificial Intelligence in Education	/Journal/997/international-journal-of-artificial-intelligence-in-education	21	157	
780	ACM Sigmap Bulletin	/Journal/780/acm-sigmap-bulletin	101	156	
415	Procesamiento Del Lenguaje Natural	/Journal/415/pdln-procesamiento-del-lenguaje-natural	64	155	PDLN
13999	Procedia Computer Science	/Journal/13999/procedia-computer-science	1084	154	
17764	Eurasip Journal on Information Security	/Journal/17764/eurasip-journal-on-information-security	49	154	
421	Robotersysteme	/Journal/421/robotersysteme	227	152	
706	International Journal of Business Information Systems	/Journal/706/ijbis-international-journal-of-business-information-systems	200	152	IJBIS
4591	Transactions of The Society for Computer Simulation International	/Journal/4591/trans-soc-comput-simul-int-transactions-of-the-society-for-computer-simulation-international	197	152	TRANS SOC COMPUT SIMUL INT
207	Revista De Informática Teórica E Aplicada	/Journal/207/rita-revista-de-inform-tica-te-rica-e-aplicada	170	151	RITA
14146	Engineering Analysis	/Journal/14146/engineering-analysis	191	149	
703	International Journal of Advanced Media and Communication	/Journal/703/ijamc-international-journal-of-advanced-media-and-communication	110	148	IJAMC
22211	IEEE Software	/Journal/22211/ms-ieee-software	67	148	MS
15023	Legal Information Management	/Journal/15023/legal-information-management	572	146	
17068	Journal of Information, Communication and Ethics in Society	/Journal/17068/journal-of-information-communication-and-ethics-in-society	168	146	
14315	Computer Audit Update	/Journal/14315/computer-audit-update	461	145	
11721	Peer-to-peer Networking and Applications	/Journal/11721/peer-to-peer-networking-and-applications	105	144	
20108	Yugoslav Journal of Operations Research	/Journal/20108/yugoslav-journal-of-operations-research	170	143	
1053	Finite Fields and Their Applications	/Journal/1053/ffa-finite-fields-and-their-applications	65	143	FFA
15622	Journal of Simulation	/Journal/15622/journal-of-simulation	114	142	
700	International Journal of Interoperability in Business Information Systems	/Journal/700/ibis-international-journal-of-interoperability-in-business-information-systems	20	141	IBIS
18004	Computing Letters	/Journal/18004/computing-letters	114	139	
17790	International Journal of Computer Games Technology	/Journal/17790/international-journal-of-computer-games-technology	67	139	
4533	Iet Computer Vision	/Journal/4533/iet-comput-vis-iet-computer-vision	74	137	IET COMPUT VIS
4568	Journal of Statistical Software	/Journal/4568/j-stat-softw-journal-of-statistical-software	189	133	J STAT SOFTW
19091	International Journal of Bio-inspired Computation	/Journal/19091/international-journal-of-bio-inspired-computation	81	133	
939	Studia Informatica Universalis	/Journal/939/siu-studia-informatica-universalis	29	133	SIU
18983	International Journal of Industrial and Systems Engineering	/Journal/18983/international-journal-of-industrial-and-systems-engineering	171	132	
4575	Networks and Heterogeneous Media	/Journal/4575/netw-heterog-media-networks-and-heterogeneous-media	83	130	NETW HETEROG MEDIA
10885	Journal of Information Ethics	/Journal/10885/j-inform-ethics-journal-of-information-ethics	134	128	J INFORM ETHICS
17828	Advances in Bioinformatics	/Journal/17828/advances-in-bioinformatics	35	126	
716	International Journal of Information and Communication Technology	/Journal/716/ijict-international-journal-of-information-and-communication-technology	111	125	IJICT
20562	Simile: Studies in Media & Information Literacy Education	/Journal/20562/simile-studies-in-media-&-information-literacy-education	114	124	
11984	Arethusa	/Journal/11984/arethusa	374	123	
957	Journal of Digital Forensic Practice	/Journal/957/journal-of-digital-forensic-practice	85	121	
22175	IEEE Transactions on Systems, Man and Cybernetics, Part A: Systems and Humans	/Journal/22175/tsmca-ieee-transactions-on-systems-man-and-cybernetics-part-a-systems-and-humans	23	121	TSMCA
16025	New Review of Information Behaviour Research	/Journal/16025/new-review-of-information-behaviour-research	15	121	
345	Scientific Annals of Cuza University	/Journal/345/cuza-scientific-annals-of-cuza-university	159	119	CUZA
731	International Journal of Radio Frequency Identification Technology and Applications	/Journal/731/ijrfita-international-journal-of-radio-frequency-identification-technology-and-applications	43	119	IJRFITA
13832	Identity in The Information Society	/Journal/13832/identity-in-the-information-society	76	118	
18944	International Journal of Mobile Network Design and Innovation	/Journal/18944/international-journal-of-mobile-network-design-and-innovation	70	118	
18986	International Journal of Information and Computer Security	/Journal/18986/international-journal-of-information-and-computer-security	62	117	
16742	The Computer Bulletin	/Journal/16742/the-computer-bulletin	804	115	
4570	Journal of Theoretical & Computational Chemistry	/Journal/4570/j-theor-comput-chem-journal-of-theoretical-&-computational-chemistry	294	114	J THEOR COMPUT CHEM
21834	Int'l J. of Communications, Network and System Sciences	/Journal/21834/int-l-j-of-communications-network-and-system-sciences	239	114	
1006	Information Security Journal: A Global Perspective	/Journal/1006/information-security-journal-a-global-perspective	323	113	
20815	Algorithms	/Journal/20815/algorithms	103	112	
425	Cybernetics and Human Knowing	/Journal/425/chk-cybernetics-and-human-knowing	27	112	CHK
19968	Synthesis Lectures on Computational Electromagnetics	/Journal/19968/synthesis-lectures-on-computational-electromagnetics	26	112	
20893	Computer-aided Design and Applications	/Journal/20893/computer-aided-design-and-applications	196	111	
15415	Iee Journal on Computers and Digital Techniques	/Journal/15415/iee-journal-on-computers-and-digital-techniques	104	111	
16491	Journal of Web Librarianship	/Journal/16491/journal-of-web-librarianship	284	109	
20580	Journal of Japan Society for Fuzzy Theory and Intelligent Informatics	/Journal/20580/journal-of-japan-society-for-fuzzy-theory-and-intelligent-informatics	270	109	
717	International Journal of Intelligent Information and Database Systems	/Journal/717/ijiids-international-journal-of-intelligent-information-and-database-systems	127	109	IJIIDS
18407	Biodata Mining	/Journal/18407/biodata-mining	54	109	
834	Foundations and Trends in Electronic Design Automation	/Journal/834/fteda-foundations-and-trends-in-electronic-design-automation	12	107	FTEDA
16776	The Journal of Biological Database and Curation	/Journal/16776/the-journal-of-biological-database-and-curation	43	106	
1081	Computers & Chemical Engineering	/Journal/1081/cce-computers-&-chemical-engineering	28	105	CCE
19251	Pollack Periodica	/Journal/19251/pollack-periodica	176	104	
942	The Computer Science Journal of Moldova	/Journal/942/csjm-the-computer-science-journal-of-moldova	93	103	CSJM
1021	Advanced Data Analysis and Classification	/Journal/1021/advanced-data-analysis-and-classification	84	103	
17804	International Journal of Reconfigurable Computing	/Journal/17804/international-journal-of-reconfigurable-computing	64	103	
14318	Laboratory Automation & Information Management	/Journal/14318/laboratory-automation-&-information-management	138	102	
758	Transactions on Data Hiding and Multimedia Security	/Journal/758/transactions-on-data-hiding-and-multimedia-security	32	101	
17085	International Journal of Intelligent Computing and Cybernetics	/Journal/17085/international-journal-of-intelligent-computing-and-cybernetics	68	100	
835	Foundations and Trends in Human-computer Interaction	/Journal/835/fthci-foundations-and-trends-in-human-computer-interaction	13	100	FTHCI
17216	Ire Transactions on Electronic Computers	/Journal/17216/ire-transactions-on-electronic-computers	35	99	
19033	International Journal of Communication Networks and Distributed Systems	/Journal/19033/international-journal-of-communication-networks-and-distributed-systems	100	98	
22020	International Journal of Computer Applications	/Journal/22020/international-journal-of-computer-applications	664	97	
4549	Integrated Computer-aided Engineering	/Journal/4549/integr-comput-aided-engineer-integrated-computer-aided-engineering	3	97	INTEGR COMPUT-AIDED ENGINEER
20454	Optoelectronics, Instrumentation and Data Processing	/Journal/20454/optoelectronics-instrumentation-and-data-processing	353	94	
13995	Nano Communication Networks	/Journal/13995/nano-communication-networks	92	94	
792	Algorithmic Operations Research	/Journal/792/aor-algorithmic-operations-research	70	94	AOR
20338	International Journal of Simulation Modelling	/Journal/20338/international-journal-of-simulation-modelling	93	92	
14716	Machine Intelligence and Pattern Recognition	/Journal/14716/machine-intelligence-and-pattern-recognition	22	90	
1050	International Journal of Emerging Technologies in Learning	/Journal/1050/ijet-international-journal-of-emerging-technologies-in-learning	163	89	iJET
374	International Journal of Geographic Information Systems	/Journal/374/ijgis-international-journal-of-geographic-information-systems	62	89	IJGIS
757	Transactions on Machine Learning and Data Mining	/Journal/757/mldm-transactions-on-machine-learning-and-data-mining	20	89	MLDM
162	Log in	/Journal/162/login-log-in	671	87	LOGIN
17170	IEEE Transactions on Aerospace and Navigational Electronics	/Journal/17170/ieee-transactions-on-aerospace-and-navigational-electronics	126	85	
841	Foundations and Trends in Web Science	/Journal/841/ftweb-foundations-and-trends-in-web-science	5	83	FTWEB
19525	SPE Computer Applications	/Journal/19525/spe-computer-applications	164	82	
16692	Cyberpsychology, Behavior, and Social Networking	/Journal/16692/cyberpsychology-behavior-and-social-networking	142	82	
19031	International Journal of Applied Cryptography	/Journal/19031/international-journal-of-applied-cryptography	38	82	
483	ACM Sigsmall/pc Notes	/Journal/483/acm-sigsmall-pc-notes	207	81	
20957	The Kips Transactions:partc	/Journal/20957/the-kips-transactions-partc	636	78	
15667	The Journal of The American Society of Ophthalmic Registered Nurses	/Journal/15667/insight-the-journal-of-the-american-society-of-ophthalmic-registered-nurses	265	78	Insight
20882	Japanese Journal of Science and Technology for Identification	/Journal/20882/japanese-journal-of-science-and-technology-for-identification	50	77	
22221	IEEE Internet Computing	/Journal/22221/mic-ieee-internet-computing	21	77	MIC
18993	International Journal of Electronic Security and Digital Forensics	/Journal/18993/international-journal-of-electronic-security-and-digital-forensics	71	75	
19052	International Journal of Autonomous and Adaptive Communications Systems	/Journal/19052/international-journal-of-autonomous-and-adaptive-communications-systems	65	74	
872	Intelligent Decision Technologies	/Journal/872/idt-intelligent-decision-technologies	98	73	IDT
19184	Reviews of Human Factors and Ergonomics	/Journal/19184/reviews-of-human-factors-and-ergonomics	28	73	
763	Ksii Transactions on Internet and Information Systems	/Journal/763/itiis-ksii-transactions-on-internet-and-information-systems	126	72	ITIIS
720	International Journal of Information Systems and Change Management	/Journal/720/ijiscm-international-journal-of-information-systems-and-change-management	94	69	IJISCM
17817	Advances in Artificial Intelligence	/Journal/17817/advances-in-artificial-intelligence	21	69	
13992	Journal of Computational Science	/Journal/13992/journal-of-computational-science	95	68	
13921	Journal of Ambient Intelligence and Humanized Computing	/Journal/13921/journal-of-ambient-intelligence-and-humanized-computing	83	68	
19407	Journal of Flow Visualization and Image Processing	/Journal/19407/journal-of-flow-visualization-and-image-processing	153	67	
18511	Journal of Algorithms & Computational Technology	/Journal/18511/journal-of-algorithms-&-computational-technology	106	66	
18932	International Journal of Grid and Utility Computing	/Journal/18932/international-journal-of-grid-and-utility-computing	29	66	
15418	Software Engineering	/Journal/15418/iee-proceedings-software-engineering	8	66	Iee Proceedings
15422	Electronic Systems and Software	/Journal/15422/electronic-systems-and-software	229	64	
18992	International Journal of Innovative Computing and Applications	/Journal/18992/international-journal-of-innovative-computing-and-applications	43	64	
20467	Russian Electrical Engineering	/Journal/20467/russian-electrical-engineering	588	63	
18968	International Journal of Computational Science and Engineering	/Journal/18968/international-journal-of-computational-science-and-engineering	53	63	
14664	Computer Fraud & Security Bulletin	/Journal/14664/computer-fraud-&-security-bulletin	693	62	
14215	Euromicro Newsletter	/Journal/14215/euromicro-newsletter	340	61	
17166	Ire Transactions on Vehicular Communications	/Journal/17166/ire-transactions-on-vehicular-communications	196	61	
983	Journal of Information Processing Systems	/Journal/983/jips-journal-of-information-processing-systems	124	61	JIPS
13396	Evolving Systems	/Journal/13396/evolving-systems	36	59	
784	ACM Sigsoc Bulletin	/Journal/784/acm-sigsoc-bulletin	197	58	
4588	Studies in Informatics and Control	/Journal/4588/stud-inform-control-studies-in-informatics-and-control	60	58	STUD INFORM CONTROL
347	Computación Y Sistemas	/Journal/347/cys-computaci-n-y-sistemas	36	58	CYS
13785	European Demographic Information Bulletin	/Journal/13785/european-demographic-information-bulletin	131	57	
1038	Journal of Data and Information Quality	/Journal/1038/jdiq-journal-of-data-and-information-quality	42	57	JDIQ
16560	Journal of Electronic Resources Librarianship	/Journal/16560/journal-of-electronic-resources-librarianship	163	56	
15401	Software & Microsystems	/Journal/15401/software-&-microsystems	141	56	
772	ACM Communications in Computer Algebra	/Journal/772/acm-communications-in-computer-algebra	222	55	
838	Foundations and Trends in Signal Processing	/Journal/838/ftsig-foundations-and-trends-in-signal-processing	13	55	FTSIG
21801	Electronic Proceedings in Theoretical Computer Science	/Journal/21801/electronic-proceedings-in-theoretical-computer-science	536	53	
15457	Epj Web of Conferences	/Journal/15457/epj-web-of-conferences	1121	51	
21738	International Journal of Digital Content Technology and Its Applications	/Journal/21738/international-journal-of-digital-content-technology-and-its-applications	155	51	
1076	Journal of Cognitive Neuroscience	/Journal/1076/jocn-journal-of-cognitive-neuroscience	3	50	JOCN
17805	Journal of Computer Systems, Networks, and Communications	/Journal/17805/journal-of-computer-systems-networks-and-communications	40	49	
20956	The Kips Transactions:partb	/Journal/20956/the-kips-transactions-partb	520	48	
981	Journal of Convergence Information Technology	/Journal/981/jcit-journal-of-convergence-information-technology	184	48	JCIT
213	ACM Sigmod Digital Review	/Journal/213/dr-acm-sigmod-digital-review	143	48	DR
1037	Journal on Computing and Cultural Heritage	/Journal/1037/jocch-journal-on-computing-and-cultural-heritage	55	48	JOCCH
17128	IEEE Transactions on Affective Computing	/Journal/17128/ieee-transactions-on-affective-computing	53	48	
16402	Democracy and Security	/Journal/16402/democracy-and-security	209	47	
18549	Journal of Computational Science and Technology	/Journal/18549/journal-of-computational-science-and-technology	134	47	
486	ACM Siguccs Newsletter	/Journal/486/acm-siguccs-newsletter	305	46	
19046	International Journal of Computational Biology and Drug Design	/Journal/19046/international-journal-of-computational-biology-and-drug-design	83	46	
17820	Advances in Human-computer Interaction	/Journal/17820/advances-in-human-computer-interaction	34	46	
1080	Annals of Operations Research	/Journal/1080/annals-annals-of-operations-research	14	45	Annals
19433	Journal of Zhejiang University Science C	/Journal/19433/journal-of-zhejiang-university-science-c	182	44	
18978	International Journal of Enterprise Network Management	/Journal/18978/international-journal-of-enterprise-network-management	76	44	
21704	Immune Network	/Journal/21704/immune-network	51	43	
18940	International Journal of Vehicle Information and Communication Systems	/Journal/18940/international-journal-of-vehicle-information-and-communication-systems	27	43	
778	ACM Sigite Newsletter	/Journal/778/acm-sigite-newsletter	14	43	
719	International Journal of Information Quality	/Journal/719/ijiq-international-journal-of-information-quality	34	42	IJIQ
20958	The Kips Transactions:partd	/Journal/20958/the-kips-transactions-partd	630	41	
16005	Journal of Library & Information Services in Distance Learning	/Journal/16005/journal-of-library-&-information-services-in-distance-learning	108	41	
19958	Ipsj Transactions on Computer Vision and Applications	/Journal/19958/ipsj-transactions-on-computer-vision-and-applications	38	41	
11722	Smpte Motion Imaging Journal	/Journal/11722/smpte-motion-imaging-journal	23	41	
19954	Journal of Information Processing	/Journal/19954/journal-of-information-processing	57	40	
839	Foundations and Trends in Stochastic Systems	/Journal/839/ftsto-foundations-and-trends-in-stochastic-systems	4	40	FTSTO
20955	The Kips Transactions:parta	/Journal/20955/the-kips-transactions-parta	432	39	
21831	Journal of Software Engineering and Applications	/Journal/21831/journal-of-software-engineering-and-applications	147	39	
20544	Australasian Journal of Information Systems	/Journal/20544/australasian-journal-of-information-systems	38	37	
19011	International Journal of Internet Manufacturing and Services	/Journal/19011/international-journal-of-internet-manufacturing-and-services	36	37	
22222	IEEE Transactions on Knowledge and Data Engineering	/Journal/22222/tkde-ieee-transactions-on-knowledge-and-data-engineering	7	36	TKDE
17700	International Journal of Machine Consciousness	/Journal/17700/international-journal-of-machine-consciousness	50	35	
5436	International Journal of Nonlinear Sciences and Numerical Simulation	/Journal/5436/int-j-nonlinear-sci-numer-sim-international-journal-of-nonlinear-sciences-and-numerical-simulation	23	35	INT J NONLINEAR SCI NUMER SIM
20952	Journal of The Korean Society for Information Management	/Journal/20952/journal-of-the-korean-society-for-information-management	218	34	
984	Journal of Information Technology Education	/Journal/984/jite-journal-of-information-technology-education	59	34	JITE
19059	International Journal of Information and Decision Sciences	/Journal/19059/international-journal-of-information-and-decision-sciences	50	34	
351	Data Quality Journal	/Journal/351/dq-data-quality-journal	7	34	DQ
17629	Numerical Analysis and Applications	/Journal/17629/numerical-analysis-and-applications	126	33	
285	Revista Colombiana De Computacion / Colombian Journal of Computation	/Journal/285/rcc-revista-colombiana-de-computacion-colombian-journal-of-computation	108	33	RCC
19886	Recent Patents on Computer Science	/Journal/19886/recent-patents-on-computer-science	71	33	
13732	Cryptography and Communications	/Journal/13732/cryptography-and-communications	55	33	
19732	The Open Bioinformatics Journal	/Journal/19732/the-open-bioinformatics-journal	23	33	
21828	Wireless Sensor Network	/Journal/21828/wireless-sensor-network	127	32	
1039	ACM Transactions on Computation Theory	/Journal/1039/toct-acm-transactions-on-computation-theory	26	32	TOCT
19976	Synthesis Lectures on Mobile and Pervasive Computing	/Journal/19976/synthesis-lectures-on-mobile-and-pervasive-computing	8	32	
15813	Resource Sharing & Information Networks	/Journal/15813/resource-sharing-&-information-networks	314	31	
783	ACM Sigsmall Newsletter	/Journal/783/acm-sigsmall-newsletter	84	30	
16223	Journal of Website Promotion	/Journal/16223/journal-of-website-promotion	61	30	
1077	Operations Research	/Journal/1077/operations-operations-research	6	30	Operations
19076	International Journal of Advanced Intelligence Paradigms	/Journal/19076/international-journal-of-advanced-intelligence-paradigms	45	29	
19089	International Journal of Data Mining, Modelling and Management	/Journal/19089/international-journal-of-data-mining-modelling-and-management	45	29	
17897	Journal of Electrical and Computer Engineering	/Journal/17897/journal-of-electrical-and-computer-engineering	43	29	
16051	New Review of Information and Library Research	/Journal/16051/new-review-of-information-and-library-research	9	29	
1096	Behaviour & Information Technology	/Journal/1096/behaviour&it-behaviour-&-information-technology	5	29	Behaviour&IT
19989	Synthesis Lectures on Human Language Technologies	/Journal/19989/synthesis-lectures-on-human-language-technologies	2	29	
14216	Interfaces in Computing	/Journal/14216/interfaces-in-computing	86	28	
18440	Journal of Biomedical Semantics	/Journal/18440/j-biomed-sem-journal-of-biomedical-semantics	23	28	J Biomed Sem
17861	Advances in Software Engineering	/Journal/17861/advances-in-software-engineering	14	28	
16559	Journal of Applied Security Research	/Journal/16559/journal-of-applied-security-research	149	27	
451	3c On-line	/Journal/451/3c-on-line	87	27	
13859	Fuzzy Information and Engineering	/Journal/13859/fuzzy-information-and-engineering	77	27	
19114	International Journal of Reasoning-based Intelligent Systems	/Journal/19114/international-journal-of-reasoning-based-intelligent-systems	33	27	
21889	Journal of Emerging Technologies in Web Intelligence	/Journal/21889/journal-of-emerging-technologies-in-web-intelligence	31	27	
22170	IEEE Transactions on Automation Science and Engineering	/Journal/22170/tase-ieee-transactions-on-automation-science-and-engineering	9	27	TASE
1093	Transactions in Gis	/Journal/1093/tgis-transactions-in-gis	2	27	TGIS
19086	International Journal of Knowledge Engineering and Soft Data Paradigms	/Journal/19086/international-journal-of-knowledge-engineering-and-soft-data-paradigms	52	26	
19081	International Journal of Computer Aided Engineering and Technology	/Journal/19081/international-journal-of-computer-aided-engineering-and-technology	51	26	
20826	Future Internet	/Journal/20826/future-internet	45	26	
13969	Journal of Pseudo-differential Operators and Applications	/Journal/13969/journal-of-pseudo-differential-operators-and-applications	39	26	
16628	Argument & Computation	/Journal/16628/argument-&-computation	31	26	
21248	Journal of Artificial Intelligence	/Journal/21248/journal-of-artificial-intelligence	26	26	
1036	Sigspatial Special	/Journal/1036/sigspatial-special	25	26	
19100	International Journal of Information and Coding Theory	/Journal/19100/international-journal-of-information-and-coding-theory	25	25	
14743	Computer Methods in The Geosciences	/Journal/14743/computer-methods-in-the-geosciences	130	24	
470	ACM Sigice Bulletin	/Journal/470/acm-sigice-bulletin	12	24	
21447	International Journal of Information System Modeling and Design	/Journal/21447/international-journal-of-information-system-modeling-and-design	24	23	
1057	Automatisierungstechnik	/Journal/1057/automatisierungstechnik	3	23	
14973	Entertainment Computing	/Journal/14973/entertainment-computing	63	22	
14956	Urban Systems	/Journal/14956/urban-systems	57	22	
19016	International Journal of Internet Technology and Secured Transactions	/Journal/19016/international-journal-of-internet-technology-and-secured-transactions	26	22	
723	International Journal of Information Technologies and Systems Approach	/Journal/723/ijitsa-international-journal-of-information-technologies-and-systems-approach	34	21	IJITSA
21407	International Journal of Software Science and Computational Intelligence	/Journal/21407/international-journal-of-software-science-and-computational-intelligence	32	21	
4584	Scientific Modeling and Simulations	/Journal/4584/sci-model-simul-scientific-modeling-and-simulations	20	21	SCI MODEL SIMUL
1082	Electronic Notes in Discrete Mathematics	/Journal/1082/endm-electronic-notes-in-discrete-mathematics	29	20	ENDM
19075	International Journal of Social and Humanistic Computing	/Journal/19075/international-journal-of-social-and-humanistic-computing	25	19	
17630	Mathematical Models and Computer Simulations	/Journal/17630/mathematical-models-and-computer-simulations	203	18	
19008	International Journal of Intercultural Information Management	/Journal/19008/international-journal-of-intercultural-information-management	42	18	
20748	History and Computing	/Journal/20748/history-and-computing	16	18	
19082	International Journal of Artificial Intelligence and Soft Computing	/Journal/19082/international-journal-of-artificial-intelligence-and-soft-computing	31	17	
472	ACM Sigmini Newsletter	/Journal/472/acm-sigmini-newsletter	104	16	
20759	International Journal of Humanities and Arts Computing	/Journal/20759/international-journal-of-humanities-and-arts-computing	59	16	
19069	International Journal of Intelligent Defence Support Systems	/Journal/19069/international-journal-of-intelligent-defence-support-systems	40	16	
22031	International Journal of Network Security & Its Applications	/Journal/22031/international-journal-of-network-security-&-its-applications	26	16	
21835	Engineering	/Journal/21835/engineering	95	15	
14288	Cospar Information Bulletin	/Journal/14288/cospar-information-bulletin	72	15	
360	Bulletin L'académie Polonaise Des Science, Série Des Sciences Mathématiques, Astronomiques Et Physiques	/Journal/360/bapmam-bulletin-l-acad-mie-polonaise-des-science-s-rie-des-sciences-math-matiques-astronomiques	31	15	BAPMAM
14932	Computers & Urban Society	/Journal/14932/computers-&-urban-society	14	15	
15826	Slavic & East European Information Resources	/Journal/15826/slavic-&-east-european-information-resources	340	14	
21840	Intelligent Information Management	/Journal/21840/intelligent-information-management	80	14	
