"CJourID","DomainID","SubDomainID"
"3726","6","0"
"3727","6","0"
"3728","6","0"
"3729","6","21"
"3730","6","20"
"3731","6","21"
"3732","6","18"
"3733","6","1"
"3734","6","1"
"3735","6","1"
"3736","6","21"
"3737","6","0"
"3738","6","21"
"3739","6","21"
"3740","6","0"
"3740","6","22"
"3741","6","21"
"3742","6","21"
"3743","6","7"
"3743","6","14"
"3744","6","17"
"3745","6","0"
"3746","6","0"
"3747","6","0"
"3748","6","0"
"3749","6","17"
"3750","6","0"
"3751","6","0"
"3752","4","13"
"3753","4","13"
"3754","4","13"
"3754","6","18"
"3755","6","0"
"3756","6","8"
"3757","6","20"
"3758","6","10"
"3759","6","17"
"3760","6","11"
"3761","6","0"
"3762","6","23"
"3763","6","0"
"3764","6","20"
"3765","6","0"
"3766","6","0"
"3767","6","7"
"3768","6","18"
"3769","6","0"
"3770","6","18"
"3771","6","18"
"3772","6","0"
"3773","6","0"
"3774","6","1"
"3775","6","20"
"3776","6","0"
"3777","6","21"
"3778","6","15"
"3778","6","18"
"3779","6","21"
"3780","6","0"
"3781","6","3"
"3782","6","17"
"3783","6","17"
"3784","6","7"
"3785","6","18"
"3786","6","21"
"3787","6","20"
"3788","6","0"
"3789","6","0"
"3790","6","0"
"3791","6","3"
"3792","6","3"
"3793","6","3"
"3794","6","0"
"3795","6","1"
"3796","6","1"
"3797","6","21"
"3798","6","0"
"3799","6","14"
"3799","6","21"
"3800","6","10"
"3801","6","1"
"3802","6","1"
"3803","6","0"
"3804","6","21"
"3805","6","4"
"3806","6","19"
"3807","6","20"
"3808","6","0"
"3809","6","0"
"3810","6","0"
"3811","6","0"
"3812","6","0"
"3813","6","14"
"3813","6","17"
"3814","6","7"
"3815","6","14"
"3816","6","17"
"3817","6","0"
"3818","6","1"
"3819","6","1"
"3819","6","20"
"3820","6","0"
"3821","6","0"
"3822","6","0"
"3823","6","0"
"3824","6","0"
"3825","6","17"
"3826","6","17"
"3827","6","17"
"3828","6","0"
"3829","6","1"
"3830","6","1"
"3831","6","0"
"3832","6","0"
"3833","6","1"
"3834","6","7"
"3835","6","0"
"3836","6","0"
"3837","6","0"
"3838","6","0"
"3839","6","0"
"3840","6","0"
"3841","6","7"
"3842","6","0"
"3843","6","10"
"3844","6","10"
"3845","6","0"
"3846","6","1"
"3846","6","21"
"3847","6","0"
"3848","6","0"
"3849","6","0"
"3850","6","0"
"3851","6","13"
"3852","4","4"
"3852","6","0"
"3853","6","0"
"3854","6","0"
"3855","6","0"
"3856","6","0"
"3857","6","0"
"3858","6","0"
"3859","6","0"
"3860","6","0"
"3861","6","0"
"3862","6","7"
"3863","6","0"
"3864","6","0"
"3865","6","17"
"3866","6","4"
"3866","6","19"
"3867","6","0"
"3868","6","17"
"3869","6","0"
"3870","6","0"
"3871","6","0"
"3872","6","0"
"3873","6","0"
"3874","6","0"
"3875","6","0"
"3875","6","21"
"3876","6","21"
"3877","6","13"
"3878","6","0"
"3879","6","0"
"3880","6","0"
"3881","6","1"
"3882","6","18"
"3883","6","7"
"3884","6","0"
"3885","6","18"
"3886","6","14"
"3887","6","9"
"3888","6","0"
"3889","6","0"
"3890","6","19"
"3891","6","0"
"3892","6","17"
"3892","6","19"
"3893","6","0"
"3894","6","0"
"3895","6","0"
"3896","6","9"
"3897","6","0"
"3898","6","0"
"3899","6","0"
"3900","6","0"
"3901","6","0"
"3902","6","19"
"3902","6","20"
"3903","6","19"
"3904","6","17"
"3905","6","0"
"3906","4","10"
"3906","6","19"
"3907","4","9"
"3907","6","0"
"3908","6","0"
"3909","6","0"
"3910","6","0"
"3911","6","23"
"3912","4","10"
"3912","6","0"
"3913","19","0"
"3914","6","0"
"3915","6","0"
"3916","6","0"
"3917","6","19"
"3917","6","20"
"3918","6","0"
"3919","6","0"
"3920","6","6"
"3921","6","0"
"3921","6","20"
"3922","6","0"
"3923","6","14"
"3924","6","6"
"3924","6","9"
"3925","6","17"
"3925","6","19"
"3926","6","0"
"3927","6","17"
"3928","6","19"
"3929","6","17"
"3930","6","17"
"3931","6","3"
"3932","6","17"
"3933","6","9"
"3934","6","17"
"3934","6","19"
"3935","6","0"
"3936","6","14"
"3937","6","19"
"3938","6","23"
"3939","6","0"
"3940","6","0"
"3941","6","0"
"3942","6","23"
"3943","6","7"
"3944","6","7"
"3944","6","17"
"3945","6","23"
"3946","6","23"
"3947","6","23"
"3948","6","23"
"3949","6","23"
"3950","6","23"
"3951","6","23"
"3952","6","14"
"3953","6","14"
"3954","6","3"
"3955","6","0"
"3956","6","14"
"3957","6","14"
"3958","6","14"
"3959","6","14"
"3960","6","14"
"3961","6","14"
"3962","6","14"
"3963","0","0"
"3964","6","14"
"3965","6","14"
"3966","6","14"
"3967","6","14"
"3967","6","17"
"3968","6","14"
"3968","6","18"
"3969","6","14"
"3970","6","14"
"3971","6","14"
"3972","6","14"
"3973","6","14"
"3974","6","14"
"3975","6","14"
"3976","6","14"
"3977","6","0"
"3978","6","8"
"3979","6","7"
"3980","6","12"
"3981","6","0"
"3982","6","0"
"3983","6","0"
"3984","6","8"
"3985","6","0"
"3986","6","0"
"3987","6","0"
"3988","6","0"
"3989","6","0"
"3990","6","16"
"3990","6","17"
"3991","6","16"
"3992","6","7"
"3993","6","7"
"3994","6","7"
"3995","6","7"
"3996","6","0"
"3997","6","11"
"3998","6","11"
"3999","6","18"
"4000","6","7"
"4001","6","7"
"4002","6","7"
"4003","6","12"
"4004","6","18"
"4005","6","4"
"4006","6","17"
"4007","6","17"
"4008","6","17"
"4009","6","17"
"4010","6","17"
"4011","6","17"
"4012","6","17"
"4013","6","17"
"4014","6","17"
"4015","6","17"
"4016","6","17"
"4017","6","4"
"4018","6","0"
"4019","6","0"
"4020","6","7"
"4021","6","18"
"4022","6","18"
"4023","6","18"
"4024","6","18"
"4025","6","18"
"4026","6","18"
"4027","6","18"
"4028","6","18"
"4029","6","18"
"4030","6","18"
"4031","6","7"
"4032","6","17"
"4033","6","0"
"4034","6","4"
"4035","6","19"
"4036","6","7"
"4037","6","7"
"4038","6","0"
"4039","6","0"
"4040","6","0"
"4041","6","0"
"4042","6","7"
"4042","6","20"
"4043","6","1"
"4044","6","0"
"4045","6","0"
"4046","6","0"
"4047","6","7"
"4048","6","19"
"4049","6","0"
"4050","6","0"
"4051","6","3"
"4052","6","0"
"4053","6","0"
"4054","6","7"
"4055","6","7"
"4055","6","12"
"4056","6","0"
"4057","6","0"
"4058","6","0"
"4059","6","0"
"4060","6","0"
"4061","6","17"
"4062","6","0"
"4063","6","0"
"4064","6","7"
"4064","6","20"
"4065","6","19"
"4066","6","19"
"4067","6","19"
"4068","6","17"
"4068","6","19"
"4069","6","19"
"4070","6","19"
"4071","6","19"
"4072","6","19"
"4073","6","0"
"4074","6","0"
"4075","6","3"
"4076","6","0"
"4077","6","5"
"4078","6","7"
"4079","6","23"
"4080","6","14"
"4081","6","14"
"4082","6","7"
"4083","6","0"
"4084","6","0"
"4085","6","0"
"4086","6","12"
"4087","6","17"
"4088","6","8"
"4089","6","4"
"4090","6","19"
"4091","6","6"
"4092","6","8"
"4093","6","0"
"4094","6","17"
"4094","6","19"
"4095","6","0"
"4096","6","0"
"4097","6","19"
"4098","6","0"
"4099","6","7"
"4100","6","0"
"4101","6","0"
"4102","6","0"
"4103","6","0"
"4104","6","3"
"4105","6","3"
"4106","6","0"
"4107","6","7"
"4108","6","0"
"4109","6","0"
"4110","6","0"
"4111","6","20"
"4112","6","20"
"4113","6","0"
"4114","6","0"
"4115","6","12"
"4116","6","0"
"4117","6","0"
"4118","6","0"
"4119","6","0"
"4120","6","0"
"4121","6","16"
"4122","6","0"
"4123","6","9"
"4124","6","0"
"4125","6","0"
"4126","6","20"
"4127","6","0"
"4128","6","0"
"4129","6","7"
"4130","1","0"
"4131","6","0"
"4132","6","19"
"4133","6","0"
"4134","6","5"
"4135","6","0"
"4136","6","3"
"4137","6","13"
"4138","6","13"
"4139","6","0"
"4140","6","8"
"4141","6","18"
"4142","6","18"
"4142","6","19"
"4143","6","0"
"4144","6","0"
"4145","6","0"
"4146","6","0"
"4147","6","9"
"4147","6","16"
"4148","6","3"
"4149","6","17"
"4150","6","3"
"4151","6","14"
"4151","6","18"
"4152","6","0"
"4153","6","23"
"4154","6","1"
"4154","6","9"
"4155","6","0"
"4156","6","7"
"4157","6","18"
"4158","6","14"
"4159","6","17"
"4159","6","20"
"4160","6","0"
"4161","6","0"
"4162","6","0"
"4163","6","0"
"4164","6","0"
"4165","6","4"
"4166","6","0"
"4167","6","17"
"4168","6","0"
"4169","6","0"
"4170","6","0"
"4171","6","0"
"4172","6","17"
"4173","6","0"
"4174","6","0"
"4175","6","17"
"4176","6","6"
"4176","6","17"
"4177","6","0"
"4178","6","0"
"4179","6","23"
"4180","6","0"
"4181","6","0"
"4182","6","0"
"4183","4","13"
"4183","6","0"
"4184","6","22"
"4185","6","19"
"4185","6","20"
"4186","6","20"
"4187","6","0"
"4188","6","7"
"4188","6","19"
"4189","6","21"
"4190","6","0"
"4191","6","0"
"4192","6","0"
"4193","6","0"
"4194","6","0"
"4195","6","0"
"4196","6","18"
"4197","6","0"
"4198","6","3"
"4199","6","0"
"4200","6","0"
"4201","6","18"
"4202","6","3"
"4203","6","0"
"4204","6","7"
"4205","6","0"
"4206","6","0"
"4207","6","20"
"4208","6","9"
"4209","6","16"
"4210","6","0"
"4211","6","0"
"4212","6","3"
"4213","6","7"
"4214","6","0"
"4215","6","0"
"4216","6","0"
"4217","6","0"
"4218","6","7"
"4219","6","7"
"4220","6","0"
"4221","6","0"
"4222","4","9"
"4223","6","23"
"4224","6","14"
"4225","6","14"
"4226","6","7"
"4227","6","7"
"4228","6","0"
"4229","6","0"
"4230","6","0"
"4231","6","0"
"4232","6","0"
"4233","6","0"
"4234","6","7"
"4235","6","7"
"4236","6","0"
"4237","6","7"
"4238","6","0"
"4239","6","7"
"4240","6","3"
"4241","6","0"
"4242","6","0"
"4243","6","11"
"4244","6","0"
"4245","6","0"
"4246","4","0"
"4246","6","0"
"4247","6","0"
"4248","6","7"
"4249","6","0"
"4250","6","7"
"4251","6","3"
"4252","5","19"
"4252","6","0"
"4253","6","7"
"4254","6","0"
"4255","6","0"
"4256","4","0"
"4257","6","7"
"4258","6","7"
"4259","6","0"
"4260","6","7"
"4261","6","0"
"4262","6","23"
"4263","6","0"
"4264","6","0"
"4265","6","0"
"4266","6","5"
"4267","6","19"
"4268","6","0"
"4269","6","0"
"4270","6","7"
"4271","6","0"
"4272","6","0"
"4273","6","7"
"4274","6","17"
"4275","6","0"
"4276","6","19"
"4277","6","0"
"4278","6","0"
"4279","6","17"
"4280","6","12"
"4281","6","0"
"4282","6","7"
"4283","6","0"
"4284","6","23"
"4285","6","14"
"4286","6","0"
"4287","6","0"
"4288","6","0"
"4289","6","17"
"4290","6","0"
"4291","6","0"
"4292","6","17"
"4293","6","9"
"4294","6","0"
"4295","6","19"
"4296","6","0"
"4297","6","17"
"4298","6","0"
"4299","6","0"
"4300","6","0"
"4301","6","7"
"4302","6","7"
"4303","6","16"
"4304","6","0"
"4305","6","20"
"4306","6","0"
"4307","6","7"
"4308","6","5"
"4309","6","20"
"4310","6","5"
"4311","6","0"
"4312","6","0"
"4313","6","0"
"4314","6","0"
"4315","6","0"
"4316","6","0"
"4317","6","18"
"4318","6","0"
"4319","6","0"
"4320","6","0"
"4321","6","0"
"4322","6","0"
"4323","6","0"
"4324","6","0"
"4325","6","12"
"4326","6","0"
"4327","6","0"
"4328","6","0"
"4329","6","0"
"4330","6","0"
"4331","6","0"
"4332","6","17"
"4333","6","0"
"4334","6","0"
"4335","6","17"
"4336","6","0"
"4337","6","0"
"4338","6","0"
"4339","6","13"
"4340","6","0"
"4341","6","14"
"4342","6","7"
"4343","6","17"
"4344","6","17"
"4345","6","0"
"4346","6","0"
"4347","6","0"
"4348","6","0"
"4349","6","18"
"4350","6","4"
"4351","6","0"
"4352","6","0"
"4353","6","11"
"4354","6","17"
"4355","6","13"
"4356","6","0"
"4357","6","14"
"4358","6","17"
"4359","6","0"
"4360","6","0"
"4361","6","0"
"4362","6","3"
"4363","6","0"
"4364","6","0"
"4365","6","0"
"4366","6","3"
"4367","6","19"
"4368","6","3"
"4369","6","7"
"4370","6","0"
"4371","6","12"
"4372","6","0"
"4373","6","0"
"4374","4","13"
"4374","6","19"
"4375","4","13"
"4376","6","0"
"4377","6","7"
"4378","6","12"
"4379","6","12"
"4380","6","12"
"4381","6","12"
"4382","6","12"
"4383","6","12"
"4384","6","12"
"4385","6","17"
"4386","6","0"
"4387","6","12"
"4388","6","12"
"4389","6","0"
"4390","6","0"
"4391","6","3"
"4392","4","9"
"4392","6","0"
"4393","6","0"
"4394","6","0"
"4395","6","0"
"4396","6","0"
"4397","6","7"
"4398","6","7"
"4399","6","17"
"4400","6","17"
"4401","6","17"
"4402","6","17"
"4403","6","3"
"4404","6","7"
"4405","6","0"
"4406","6","0"
"4407","6","0"
"4408","6","7"
"4409","6","0"
"4410","6","0"
"4411","6","5"
"4412","6","10"
"4413","6","0"
"4414","6","17"
"4415","6","0"
"4416","6","0"
"4417","6","0"
"4418","6","11"
"4419","6","19"
"4420","6","8"
"4421","6","0"
"4422","6","0"
"4423","6","0"
"4424","6","23"
"4425","6","23"
"4426","6","23"
"4427","6","23"
"4428","6","23"
"4429","6","23"
"4430","6","23"
"4431","6","0"
"4432","6","0"
"4432","6","3"
"4433","6","0"
"4434","6","0"
"4435","6","12"
"4435","6","19"
"4436","6","0"
"4437","6","14"
"4438","6","0"
"4439","6","0"
"4440","6","0"
"4441","6","0"
"4442","6","0"
"4443","6","0"
"4444","6","18"
"4444","6","23"
"4445","6","0"
"4446","6","0"
"4447","6","0"
"4448","6","0"
"4449","6","7"
"4450","6","0"
"4451","6","17"
"4452","6","0"
"4453","6","23"
"4454","6","5"
"4455","6","19"
"4456","6","0"
"4457","4","0"
"4457","6","0"
"4458","6","0"
"4459","6","0"
"4460","6","7"
"4461","6","18"
"4462","6","0"
"4463","6","3"
"4464","6","0"
"4464","19","0"
"4465","6","0"
"4466","6","0"
"4467","6","0"
"4468","6","5"
"4469","6","5"
"4470","6","0"
"4471","6","14"
"4471","6","22"
"4472","2","0"
"4473","2","0"
"4474","2","0"
"4475","2","0"
"4476","2","0"
"4477","2","0"
"4478","2","0"
"4479","2","0"
"4480","2","0"
"4481","2","0"
"4482","2","0"
"4483","2","0"
"4484","2","0"
"4485","2","0"
"4486","2","0"
"4487","2","0"
"4488","2","0"
"4489","2","0"
"4490","2","0"
"4491","2","0"
"4492","2","0"
"4493","2","0"
"4494","2","0"
"4495","2","0"
"4496","2","0"
"4497","2","0"
"4498","2","0"
"4499","2","0"
"4500","2","0"
"4501","2","0"
"4502","2","0"
"4503","2","0"
"4504","2","0"
"4505","2","0"
"4506","2","0"
"4507","2","0"
"4508","2","0"
"4509","2","0"
"4510","2","0"
"4511","2","0"
"4512","2","0"
"4513","2","0"
"4514","2","0"
"4515","2","0"
"4516","2","0"
"4517","2","0"
"4518","2","0"
"4519","2","0"
"4520","2","0"
"4521","2","0"
"4522","2","0"
"4523","2","0"
"4524","2","0"
"4525","2","0"
"4526","2","0"
"4527","2","0"
"4528","2","0"
"4529","2","0"
"4530","2","0"
"4531","2","0"
"4532","2","0"
"4533","2","0"
"4534","2","0"
"4535","2","0"
"4536","2","0"
"4537","2","0"
"4538","2","0"
"4539","2","0"
"4540","2","0"
"4541","2","0"
"4542","2","0"
"4543","2","0"
"4544","2","0"
"4545","2","0"
"4546","2","0"
"4547","2","0"
"4548","2","0"
"4549","2","0"
"4550","2","0"
"4551","2","0"
"4552","2","0"
"4553","2","0"
"4554","2","0"
"4555","2","0"
"4556","2","0"
"4557","2","0"
"4558","2","0"
"4559","2","0"
"4560","2","0"
"4561","2","0"
"4562","2","0"
"4563","2","0"
"4564","2","0"
"4565","2","0"
"4566","2","0"
"4567","2","0"
"4568","2","0"
"4569","2","0"
"4570","2","0"
"4571","2","0"
"4572","2","0"
"4573","2","0"
"4574","2","0"
"4575","2","0"
"4576","2","0"
"4577","2","0"
"4578","2","0"
"4579","2","0"
"4580","2","0"
"4581","2","0"
"4582","2","0"
"4583","2","0"
"4584","2","0"
"4585","2","0"
"4586","2","0"
"4587","2","0"
"4588","2","0"
"4589","2","0"
"4590","2","0"
"4591","2","0"
"4592","7","13"
"4593","7","13"
"4594","7","13"
"4595","7","13"
"4596","7","13"
"4597","7","13"
"4598","7","13"
"4599","7","13"
"4600","7","13"
"4601","7","13"
"4602","7","13"
"4603","7","13"
"4604","7","13"
"4605","7","3"
"4606","7","0"
"4607","7","0"
"4608","7","0"
"4609","7","13"
"4610","7","13"
"4611","7","13"
"4612","7","13"
"4613","7","17"
"4614","7","17"
"4615","7","17"
"4616","7","11"
"4617","7","17"
"4618","7","0"
"4619","7","0"
"4620","7","0"
"4621","7","7"
"4622","7","0"
"4623","7","3"
"4624","7","0"
"4625","7","8"
"4625","7","17"
"4626","7","3"
"4627","7","13"
"4628","7","13"
"4629","7","13"
"4630","7","18"
"4631","7","18"
"4632","7","18"
"4633","7","18"
"4634","7","18"
"4635","7","18"
"4636","7","18"
"4637","7","18"
"4638","7","13"
"4639","7","13"
"4640","7","13"
"4641","7","13"
"4642","7","13"
"4643","7","17"
"4644","7","13"
"4645","7","15"
"4646","7","5"
"4647","7","0"
"4648","7","0"
"4649","7","13"
"4650","7","0"
"4651","7","12"
"4652","7","12"
"4653","7","0"
"4654","7","0"
"4655","7","18"
"4656","7","0"
"4657","7","14"
"4658","7","14"
"4659","7","12"
"4660","7","13"
"4661","7","0"
"4662","7","13"
"4663","7","17"
"4664","7","13"
"4665","7","13"
"4666","7","13"
"4667","7","7"
"4668","7","18"
"4669","7","18"
"4670","7","15"
"4671","7","15"
"4672","7","13"
"4673","7","13"
"4674","7","16"
"4675","7","12"
"4676","7","12"
"4677","7","16"
"4678","7","0"
"4679","7","13"
"4680","7","0"
"4681","7","0"
"4682","7","0"
"4683","7","0"
"4684","7","17"
"4685","7","18"
"4686","7","15"
"4687","7","14"
"4687","7","15"
"4688","7","0"
"4689","7","12"
"4690","7","18"
"4691","7","13"
"4692","7","0"
"4693","7","0"
"4694","7","18"
"4695","7","3"
"4695","7","7"
"4696","7","4"
"4697","7","15"
"4698","7","8"
"4699","7","8"
"4700","7","8"
"4701","7","0"
"4702","7","16"
"4703","7","5"
"4704","7","16"
"4705","7","3"
"4706","7","3"
"4707","7","3"
"4708","7","3"
"4709","7","0"
"4710","7","0"
"4711","7","3"
"4711","7","7"
"4712","7","0"
"4713","7","18"
"4714","7","0"
"4715","7","7"
"4716","7","3"
"4716","7","8"
"4717","7","3"
"4717","7","17"
"4718","7","17"
"4719","7","0"
"4720","7","12"
"4720","7","18"
"4721","7","12"
"4722","7","8"
"4722","7","17"
"4723","7","8"
"4723","7","17"
"4724","7","0"
"4725","7","13"
"4725","7","18"
"4726","7","5"
"4727","7","7"
"4728","7","7"
"4729","7","9"
"4730","7","14"
"4731","7","12"
"4732","7","13"
"4733","7","11"
"4734","7","13"
"4735","7","16"
"4736","7","13"
"4737","7","17"
"4738","7","14"
"4739","7","3"
"4740","7","3"
"4740","7","14"
"4741","7","4"
"4742","7","7"
"4743","7","0"
"4744","7","7"
"4745","7","7"
"4746","7","7"
"4747","7","7"
"4748","7","7"
"4749","7","8"
"4750","7","8"
"4751","7","12"
"4752","7","0"
"4753","7","7"
"4754","7","3"
"4755","7","7"
"4756","7","7"
"4757","7","7"
"4758","7","6"
"4758","7","7"
"4758","7","8"
"4759","7","13"
"4760","7","13"
"4761","7","13"
"4762","7","9"
"4763","7","14"
"4763","7","16"
"4764","7","14"
"4764","7","18"
"4765","7","13"
"4766","7","13"
"4767","7","13"
"4768","8","0"
"4769","7","7"
"4769","7","13"
"4770","7","6"
"4771","7","15"
"4772","7","13"
"4773","7","13"
"4774","7","12"
"4775","7","16"
"4776","7","15"
"4777","7","10"
"4777","7","13"
"4778","7","7"
"4779","7","6"
"4780","7","3"
"4780","7","6"
"4781","7","7"
"4782","7","13"
"4783","7","7"
"4784","7","12"
"4785","7","13"
"4786","7","3"
"4787","7","6"
"4788","7","6"
"4788","7","7"
"4789","7","3"
"4789","7","15"
"4790","7","3"
"4791","7","7"
"4792","7","13"
"4793","7","13"
"4794","7","12"
"4795","7","13"
"4796","7","12"
"4796","7","13"
"4797","7","13"
"4798","7","13"
"4799","7","4"
"4800","7","13"
"4801","7","12"
"4802","7","7"
"4802","7","12"
"4803","7","13"
"4804","7","15"
"4805","7","12"
"4806","7","10"
"4807","7","13"
"4808","7","13"
"4809","7","7"
"4809","7","18"
"4810","7","11"
"4811","7","13"
"4812","7","8"
"4813","7","0"
"4814","7","0"
"4815","7","13"
"4816","7","13"
"4817","7","10"
"4817","7","13"
"4818","7","13"
"4819","7","18"
"4820","7","17"
"4821","7","17"
"4822","7","16"
"4823","7","12"
"4824","7","0"
"4825","7","3"
"4826","7","0"
"4826","7","18"
"4827","7","16"
"4828","7","7"
"4829","7","13"
"4830","7","13"
"4831","7","3"
"4831","7","13"
"4832","7","8"
"4832","7","13"
"4833","7","7"
"4833","7","13"
"4834","7","13"
"4835","7","13"
"4836","7","13"
"4837","7","12"
"4837","7","15"
"4838","7","13"
"4839","7","16"
"4840","7","7"
"4841","7","4"
"4842","7","13"
"4843","7","7"
"4844","7","7"
"4845","7","0"
"4846","7","7"
"4847","7","15"
"4848","7","13"
"4849","7","0"
"4850","7","11"
"4851","7","3"
"4852","7","1"
"4853","7","5"
"4853","7","15"
"4854","7","14"
"4855","7","0"
"4856","7","0"
"4857","7","0"
"4858","7","3"
"4858","7","13"
"4859","7","8"
"4860","7","0"
"4861","7","3"
"4862","7","3"
"4863","7","3"
"4863","7","7"
"4864","7","16"
"4864","7","17"
"4865","7","0"
"4866","7","16"
"4867","7","7"
"4867","7","13"
"4868","7","3"
"4868","7","7"
"4869","7","3"
"4869","7","7"
"4870","7","7"
"4871","7","3"
"4871","7","7"
"4872","7","7"
"4873","7","7"
"4874","7","17"
"4875","7","15"
"4876","7","7"
"4877","8","0"
"4878","7","9"
"4879","7","18"
"4880","7","15"
"4881","7","12"
"4882","7","3"
"4883","7","12"
"4884","7","14"
"4885","7","6"
"4886","7","6"
"4887","7","6"
"4887","7","11"
"4888","7","13"
"4889","7","6"
"4889","7","13"
"4890","7","5"
"4890","7","7"
"4891","7","6"
"4891","7","7"
"4892","7","13"
"4893","7","6"
"4894","7","6"
"4895","7","10"
"4896","7","12"
"4897","7","11"
"4898","7","11"
"4899","7","5"
"4900","7","13"
"4901","7","13"
"4902","7","13"
"4903","7","13"
"4904","7","13"
"4905","7","13"
"4906","7","3"
"4907","7","5"
"4907","7","7"
"4908","7","5"
"4908","7","7"
"4909","7","13"
"4910","7","7"
"4911","7","12"
"4911","7","13"
"4912","7","15"
"4913","7","7"
"4914","7","3"
"4915","7","16"
"4916","7","16"
"4917","7","7"
"4917","7","13"
"4918","7","8"
"4919","7","15"
"4920","7","15"
"4921","7","8"
"4922","7","8"
"4923","7","8"
"4923","7","13"
"4924","7","7"
"4924","7","18"
"4925","7","7"
"4926","7","12"
"4927","7","7"
"4928","7","7"
"4929","7","7"
"4930","7","3"
"4931","7","12"
"4932","7","12"
"4933","7","12"
"4934","7","12"
"4935","7","12"
"4936","7","8"
"4937","7","12"
"4938","7","18"
"4939","7","6"
"4940","7","7"
"4940","7","11"
"4941","7","0"
"4942","7","7"
"4943","7","0"
"4944","7","6"
"4945","7","10"
"4946","7","10"
"4947","7","16"
"4948","7","3"
"4949","7","15"
"4949","7","16"
"4950","7","5"
"4951","7","13"
"4952","7","13"
"4953","7","15"
"4954","7","6"
"4954","7","13"
"4955","7","13"
"4956","7","13"
"4957","7","0"
"4958","7","17"
"4959","7","13"
"4960","7","13"
"4961","7","3"
"4961","7","13"
"4962","7","3"
"4962","7","7"
"4963","7","13"
"4964","7","10"
"4965","7","0"
"4966","7","8"
"4967","7","0"
"4968","7","5"
"4969","7","6"
"4970","7","3"
"4970","7","17"
"4971","7","8"
"4972","7","0"
"4973","7","13"
"4974","7","6"
"4975","7","4"
"4976","7","13"
"4977","7","13"
"4978","7","12"
"4979","7","12"
"4980","7","12"
"4981","7","3"
"4982","7","0"
"4983","7","10"
"4984","7","10"
"4984","7","18"
"4985","7","0"
"4986","7","7"
"4987","7","1"
"4988","7","16"
"4989","7","0"
"4990","7","4"
"4991","7","13"
"4992","7","0"
"4993","7","16"
"4994","7","4"
"4994","7","13"
"4995","7","7"
"4996","7","12"
"4997","7","13"
"4998","7","3"
"4998","7","13"
"4999","7","3"
"4999","7","7"
"5000","7","0"
"5001","7","13"
"5002","7","13"
"5003","7","4"
"5003","7","11"
"5004","7","13"
"5005","7","18"
"5006","7","0"
"5007","7","12"
"5008","7","15"
"5009","7","15"
"5010","7","17"
"5011","7","8"
"5011","7","16"
"5012","7","15"
"5013","7","0"
"5014","7","8"
"5015","7","0"
"5016","7","0"
"5017","7","16"
"5018","7","3"
"5019","7","0"
"5020","7","17"
"5021","7","0"
"5022","7","15"
"5023","7","7"
"5024","7","7"
"5025","7","14"
"5026","7","16"
"5027","7","12"
"5028","7","6"
"5028","7","7"
"5029","7","12"
"5030","7","0"
"5031","7","13"
"5032","7","6"
"5033","7","6"
"5034","7","5"
"5035","7","6"
"5035","7","7"
"5035","7","18"
"5036","7","13"
"5037","7","0"
"5038","7","13"
"5039","7","7"
"5040","7","0"
"5041","7","12"
"5041","7","18"
"5042","7","13"
"5043","7","0"
"5044","7","13"
"5044","7","15"
"5045","7","0"
"5046","7","13"
"5047","7","8"
"5048","7","4"
"5049","7","0"
"5050","7","13"
"5051","7","12"
"5051","7","13"
"5052","7","3"
"5053","7","13"
"5054","7","3"
"5055","7","0"
"5056","7","13"
"5057","7","13"
"5057","7","15"
"5058","7","15"
"5059","7","3"
"5060","7","13"
"5061","7","13"
"5062","7","12"
"5063","7","13"
"5064","7","0"
"5065","7","0"
"5066","7","13"
"5067","7","10"
"5067","7","13"
"5068","7","7"
"5069","7","7"
"5070","7","6"
"5070","7","7"
"5071","7","0"
"5072","7","0"
"5073","8","4"
"5074","8","1"
"5075","8","4"
"5076","8","10"
"5077","8","10"
"5078","8","10"
"5079","8","0"
"5080","8","6"
"5081","8","5"
"5082","8","4"
"5083","8","4"
"5084","8","4"
"5085","8","10"
"5086","8","1"
"5087","5","0"
"5088","8","1"
"5089","8","1"
"5090","8","1"
"5091","8","1"
"5092","8","1"
"5093","5","0"
"5094","5","0"
"5095","2","0"
"5095","8","6"
"5096","5","0"
"5097","6","0"
"5097","8","2"
"5098","8","7"
"5098","8","13"
"5099","6","0"
"5099","8","2"
"5100","8","10"
"5100","19","0"
"5101","8","7"
"5102","8","0"
"5103","2","0"
"5103","8","8"
"5104","8","0"
"5104","19","0"
"5105","8","10"
"5106","8","4"
"5106","8","7"
"5106","8","10"
"5106","19","0"
"5107","8","10"
"5108","8","10"
"5108","10","11"
"5109","8","4"
"5110","5","0"
"5111","5","0"
"5112","8","7"
"5113","8","0"
"5114","8","10"
"5115","8","4"
"5115","8","10"
"5116","8","0"
"5117","8","10"
"5118","8","10"
"5118","15","0"
"5119","2","0"
"5119","8","0"
"5120","8","0"
"5121","8","9"
"5122","8","9"
"5123","8","0"
"5124","5","0"
"5124","8","7"
"5125","5","0"
"5126","8","9"
"5127","19","0"
"5128","2","0"
"5128","8","5"
"5128","8","9"
"5129","8","9"
"5130","8","4"
"5130","8","9"
"5131","8","1"
"5132","8","5"
"5132","8","16"
"5133","8","4"
"5134","8","5"
"5135","8","5"
"5136","8","5"
"5137","8","0"
"5138","6","0"
"5138","8","2"
"5139","8","4"
"5139","9","5"
"5139","9","10"
