author,a_name,score
273871,Daniel J. Blumenthal,1
704237,Emily F. Burmeister,1
4043,Michael Segal,1
51490,Hanan Shpungin,1
15945,Isaac Keslassy,1
50515,Gabriel Scalosub,1
55367,Kirill Kogan,1
4060,Kiseon Kim,1
193645,Hakyong Kim,1
4094,Mehul Motani,1
74061,Wei Wang 0002,1
4118,Kevin C. Almeroth,1
223957,Robert C. Chalmers,1
19740,Kamil Saraç,1
92513,P. Kumar,1
122919,S. V. R. Anand,1
223991,Malati Hegde,1
627481,K. R. Vasudev,1
1108079,N. Nambissan Sowmya,1
178535,Sridhar Ramesh,1
67988,Aditya Karnik,1
1332483,Ajit Anvekar,1
244618,Santosh Paul Abraham,1
318739,Alireza Aram,1
19936,Lillykutty Jacob,1
313119,Byeong-Seog Choe,1
264480,Necdet Uzun,1
110138,N. Sertac Artan,1
212428,Masanori Bando,1
320266,Yi-Li Lin,1
13707,Roberto Rojas-Cessa,1
274309,Zhigang Jing,1
75176,Donald E. Smith,1
79702,Yuanqing Zheng,1
108966,Minseok Kwon,1
4193,Radha Poovendran,1
23895,James A. Ritcey,1
27844,Patrick Tague,1
193756,Sidharth Nabar,1
29508,Loukas Lazos,1
703009,Javier Salido,1
11106,Murali S. Kodialam,1
18307,Sudipta Sengupta,1
47247,Dimitrios Stiliadis,1
35685,Fang Hao,1
53787,Haoyu Song,1
130409,Shantidev Mohanty,1
5505,James B. Orlin,1
42426,Daniel P. Heyman,1
9302,Limin Wang,1
24494,Randeep Bhatia,1
7650,Dipak Ghosal,1
18278,Yennun Huang,1
4280,Yuan-Cheng Lai,1
116473,Bor-Shen Lin,1
328235,Ling-Yen Hsiao,1
139845,Chih-Chung Lin,1
4288,Bernhard Plattner,1
33159,Daniel Bauer,1
65635,Germano Caronni,1
108976,Hasan,1
260286,Thomas Gutekunst,1
21814,Martin May,1
26559,Vincent Lenders,1
254269,Zubin Dittia,1
349730,Dan Decasper,1
22389,Y. C. Tay,1
33650,Saumitra M. Das,1
86371,Sayandeep Sen,1
102021,Tan Zhang,1
256540,Shreesha Srinath,1
454091,Syed Gilani,1
58749,Shravan K. Rayanchu,1
4327,Haiying Shen,1
21202,Ze Li,1
23451,Kang Chen,1
4335,Xiaolong Li,1
9163,Brahim Bensaou,1
28110,Peng Yong Kong,1
121026,Galina Schwartz,1
161054,Nikhil Shetty,1
68104,Libin Jiang,1
98114,John Musacchio,1
6428,Venkat Anantharam,1
25080,Jeonghoon Mo,1
13834,Dimitri P. Bertsekas,1
4462,Peter J. Smith,1
14974,Mansoor Shafi,1
4466,Sun-Yuan Hsieh,1
26081,Yeim-Kuan Chang,1
89061,Yung-Chieh Lin,1
161631,Cheng-Chien Su,1
4467,Emmanouel A. Varvarigos,1
101598,Konstantinos Manousakis,1
103277,Konstantinos Christodoulopoulos,1
17620,Ronald A. Iltis,1
37089,Ayan Banerjee,1
60578,Vishal Sharma,1
346144,Jonathan P. Lang,1
4523,George C. Polyzos,1
15481,Joseph Pasquale,1
331459,Vachaspathi P. Kompella,1
638473,Hanrijanto Sariowan,1
5565,Ioannis Caragiannis,1
229139,Tara Small,1
147858,Marc R. Pearlman,1
395387,Prince Samar,1
332853,Mohamed Farid Elhawary,1
4555,Sem C. Borst,1
7536,Michel Mandjes,1
150506,Miranda van Uitert,1
7346,Onno J. Boxma,1
11345,Hanoch Levy,1
28447,Iraj Saniee,1
80938,Sushant Sharma,1
51788,Nan Hua,1
12497,Oliver Spatscheck,1
390558,Jerry Chi-Yuan Chou,1
4630,Ender Ayanoglu,1
38746,Murat Alanyali,1
28022,Ezhan Karasan,1
11180,Xi Yang,1
238737,Lu Shen,1
72400,Arthur W. Berger,1
4735,Dongfeng Yuan,1
8822,Tommaso Melodia,1
94570,Zhangyu Guan,1
4750,Claudio Bettini,1
5602,Luigi V. Mancini,1
28529,Daniele Riboni,1
126510,Antonio Villani,1
129225,Domenico Vitali,1
9863,Chong-Ho Choi,1
19440,Hyuk Lim,1
58628,Ram Keralapura,1
87281,Saqib Raza,1
245435,Yuanbo Zhu,1
7561,Puneet Sharma,1
23077,Soheil Ghiasi,1
74689,Faisal Khan,1
451408,Nicholas Hosein,1
25981,Jatinder Pal Singh,1
181025,Guanyao Huang,1
254725,Srini Seetharaman,1
37244,Theodoros Salonidis,1
214334,Jingpu Shi,1
22416,Aleksandar Kuzmanovic,1
182680,Joseph Camp,1
71025,Eugenio Magistretti,1
26084,Yonghe Liu,1
50694,Laura Balzano,1
95991,Ping Yuan,1
333947,Violeta Gambiroza,1
631694,Steve Sheafor,1
34283,Chengzhi Li,1
130836,Dallas E. Wrege,1
16410,Huirong Fu,1
40572,Mustafa Uysal,1
41215,Ram Swaminathan,1
73516,Supranamaya Ranjan,1
24851,Vincenzo Mancuso,1
463550,Jingyu Qiu,1
4830,Qun Li,1
13289,Yifan Zhang,1
31707,Gexin Yu,1
36081,Baosheng Wang,1
82605,Haodong Wang,1
92548,Xiaojun Zhu 0001,1
14093,Guobin Shen,1
22198,Chiu Chiang Tan,1
22775,Hao Han,1
67402,Yunxin Liu,1
4841,Jun-Hong Cui,1
46085,Zhijie Shi,1
97966,Robert Zhong Zhou,1
366790,James Zheng Peng,1
4843,Radu State,1
177057,Sheila Becker,1
11469,Martin Maier,1
96764,Martin Lévesque,1
134915,Frank Aurzada,1
4857,Hui Lin,1
85005,Halit Üster,1
4902,Danny H. K. Tsang,1
224785,Hon-Wai Chu,1
610386,Shirley T. C. Lam,1
38033,Qinglin Zhao,1
64127,Taka Sakurai,1
975999,King Tung Chan,1
32621,Sanjay Gupta,1
67063,Chi-Chung Cheung,1
4915,Andreas Herkersdorf,1
61120,Andreas C. Döring,1
81193,David E. Taylor,1
139473,Gero Dittmann,1
38128,Daryoush Habibi,1
4951,Yuan F. Zheng,1
43774,Jin Teng,1
86900,Junda Zhu,1
94995,Xinfeng Li,1
132585,Boying Zhang,1
4998,Akihiro Nakao,1
22135,Toru Hasegawa,1
40912,Teruyuki Hasegawa,1
151663,Masaki Fukushima,1
273170,Kohei Sugiyama,1
5020,Thomas E. Anderson,1
6977,David Wetherall,1
8974,Xiaowei Yang,1
14006,Ratul Mahajan,1
104159,Neil T. Spring,1
5344,Stefan Savage,1
8928,Anna R. Karlin,1
544302,Addisu Tadesse Eshete,1
5029,Samuel T. Chanson,1
35937,Gerald W. Neufeld,1
297764,Luping Liang,1
5060,Ali Jadbabaie,1
17703,Victor M. Preciado,1
35004,MohammadHossein Bateni,1
41839,Alexandre Gerber,1
5115,Vwani P. Roychowdhury,1
41055,Nima Sarshar,1
114278,Behnam Attaran Rezaei,1
330882,Boris Kapchits,1
185108,Guy Grebla,1
49635,Marc Willebeek-LeMair,1
73681,Frank Schaffa,1
103059,Baiju V. Patel,1
79644,Liran Katzir 0001,1
687228,Mhameed Aezladen,1
68692,Srinivas Ramanathan,1
703359,Gideon Kaempfer,1
201478,Niloofar Fazlollahi,1
76878,Gabi Nakibly,1
136798,Eyal Felstaine,1
178864,Ehud Aharoni,1
200848,Gleb Polevoy,1
634915,Ilia Nudelman,1
130825,Amir R. Khakpour,1
15524,Eric Torng,1
78731,Chad R. Meiners,1
219781,Jignesh Patel,1
241693,Eric Norige,1
7318,Xiang Cheng,1
26866,Yiwen Wang,1
46643,Xinchao Zhao,1
183208,Zhongbao Zhang,1
87285,Muhammad Shahzad,1
194182,Mikhail Afanasyev,1
741459,Tsuwei Chen,1
5128,Michael Langberg,1
10436,Sidharth Jaggi,1
30404,Danilo Silva,1
38963,Hongyi Yao,1
5137,Dipankar Raychaudhuri,1
283228,Suli Zhao,1
5140,Romit Roy Choudhury,1
8816,Kamesh Munagala,1
38293,Souvik Sen,1
60127,Justin Manweiler,1
139733,Naveen Santhapuri,1
511901,Haïkel Yaïche,1
86020,Bruno Laguë,1
363596,Rajasekhar Sappidi,1
101248,Aref Meddeb,1
99782,Aravind Iyer,1
233044,Sunil Suresh Kulkarni,1
5150,Weifa Liang,1
5159,Piet Van Mieghem,1
27384,Huijuan Wang,1
119696,Faryad Darabi Sahneh,1
45249,Robert E. Kooij,1
236028,Jasmina Omic,1
55627,Remco van der Hofstad,1
124861,Gerard Hooghiemstra,1
22796,Fernando A. Kuipers,1
5194,Harry G. Perros,1
263418,Yuhong Zhu,1
141375,Ron Banner,1
16425,Nahum Shimkin,1
25168,Lavy Libman,1
6493,Aurel A. Lazar,1
187735,Yannis A. Korilis,1
40890,Amir Nahir,1
68089,Ari Freund,1
48874,Dimitrios E. Pendarakis,1
24999,Geoffrey G. Xie,1
58211,Dong-Young Lee,1
303650,X. Brian Zhang,1
16477,Edward J. Powers,1
35409,Min Sik Kim,1
216595,YongJune Shin,1
255619,Taekhyun Kim,1
301816,Nishanth R. Sastry,1
713499,Simon Chow,1
30066,Chen Qian,1
45161,Salim Y. El Rouayheb,1
5267,Michel Diaz,1
18112,Paul D. Amer,1
19838,Christophe Chassot,1
123936,Phillip T. Conrad,1
330063,Thomas J. Connolly,1
5269,Chung-Ju Chang,1
26387,Ray-Guang Cheng,1
654382,Tian-Tsair Su,1
1013356,Yueh-Yiing Chiang,1
245242,Li-Fong Lin,1
5290,Giuseppe Bianchi,1
16061,Ilenia Tinnirello,1
7528,Jonathan S. Turner,1
60115,Riccardo Melen,1
5309,Debasis Mitra,1
19925,Qiong Wang,1
46320,John A. Morrison,1
56655,Anwar Elwalid,1
72255,K. G. Ramakrishnan,1
5339,Seif Haridi,1
42098,Erik Aurell,1
67360,Sameh El-Ansary,1
137943,Supriya Krishnamurthy,1
5362,Raghupathy Sivakumar,1
81163,Sriram Lakshmanan,1
103484,Cheng-Lin Tsao,1
10590,Philip A. Chou,1
11396,Jin Li 0001,1
207072,Miroslav Ponec,1
85944,Ziyu Shao,1
186281,Shaoquan Zhang,1
7508,Bruce M. Maggs,1
9458,Aditya Akella,1
14185,Ramesh K. Sitaraman,1
5486,Yong Zeng,1
7602,Deep Medhi,1
261674,Balaji Krithikaivasan,1
559782,Kaushik Deka,1
35333,Joel Sommers,1
102753,Amos Ron,1
21344,Reza Rejaie,1
93006,Daniel Stutzbach,1
12244,Roberto Tempo,1
15531,Franco Blanchini,1
5533,Leonard Kleinrock,1
80950,Rafael P. Laufer,1
5546,Mehrdad Nourani,1
108862,Mohammad J. Akhbarizadeh,1
5587,Larry L. Peterson,1
39187,John H. Hartman,1
366845,Jørgen S. Hansen,1
302276,Mark B. Abbott,1
5617,Stephen P. Boyd,1
5629,Nian-Feng Tzeng,1
76861,Fong Pong,1
8449,Hongyi Wu,1
9693,Chong Wang,1
492227,Nikhil Baradwaj,1
14246,Vijay Sivaraman,1
29186,Arun Vishwanath,1
21411,Rudra Dutta,1
331253,Bensong Chen,1
269919,Pranav Gupta,1
389793,Yaqing Huang,1
9322,John G. Apostolopoulos,1
41565,Shu Tao,1
35667,Kumar N. Sivarajan,1
122034,Vinod G. J. Peris,1
116638,Saikat Ray,1
136799,Rute Sofia,1
45008,Kartik Hosanagar,1
5677,Abbas El Gamal,1
27618,Elif Uysal-Biyikoglu,1
91106,Gaurav S. Kasbekar,1
45849,Prasanna Chaporkar,1
547748,Rahul Shetty,1
100485,Robert R. Miller,1
38221,Heng Yin,1
14510,Zhenyu Wu,1
224694,Zhang Xu,1
48497,Mengjun Xie,1
158156,Steven Gianvecchio,1
5726,Mainak Chatterjee,1
148028,Mukundan Venkataraman,1
27592,Shamik Sengupta,1
73987,Suk-Bok Lee,1
84985,Ioannis Pefkianakis,1
17973,Vaduvur Bharghavan,1
81700,Dongyue Xue,1
18272,Özgür Erçetin,1
118422,Mehmet Karaca,1
121619,Karim Khalil,1
148425,Robert Murawski,1
140527,Ahmed Bader,1
5911,Jian Chu,1
44333,Chin-Tau Lea,1
5919,Yong Guan,1
45268,Zhen Yu,1
5921,Timothy Sherwood,1
68149,Banit Agrawal,1
21846,Laura Galluccio,1
57525,Alessandro Leonardi,1
88824,Giuseppe Campobello,1
6654,Vincenzo Catania,1
50649,Daniela Panno,1
140797,Giuseppe Ficili,1
5945,David N. C. Tse,1
526640,Leonard H. Grokop,1
10090,Srinivasan Keshav,1
7502,Katia Obraczka,1
37396,Joseph D. Touch,1
5995,Antonio Pescapè,1
15458,Kimberly C. Claffy,1
36296,Alberto Dainotti,1
212049,Alistair King,1
656639,Ferdinando Papale,1
105886,Claudio Squarcella,1
125958,Marco Chiesa,1
208142,Emile Aben,1
257714,Michele Russo,1
6015,Ludmila Cherkasova,1
28651,Minaxi Gupta,1
16037,Ben-Jye Chang,1
9509,Yi Zhu,1
32607,Xiaodong Huang,1
103815,Qingya She,1
6278,Tilman Wolf,1
137274,Ramaswamy Ramaswamy,1
191818,Sriram Natarajan,1
838424,Kamlesh T. Vasudevan,1
6367,Behrouz Farhang-Boroujeny,1
10634,Neal Patwari,1
210570,Sriram Nandha Premnath,1
381307,Daryl Wasden,1
108534,Onur Turkcu,1
8132,Hyeong-Ah Choi,1
37735,Hongsik Choi,1
6420,Darko Kirovski,1
18980,Emin Gün Sirer,1
26667,Hakim Weatherspoon,1
191980,Ji-Yong Shin,1
6440,Zongpeng Li,1
14083,Domenico Ferrari,1
190007,Bruce A. Mah,1
197397,Mark Moran,1
6467,Kenneth P. Birman,1
37902,Mahesh Balakrishnan,1
117566,Tudor Marian,1
184995,Lakshmi Ganesh,1
6469,Miklós Telek,1
14218,Gábor Fodor,1
147970,Nikolaos Anerousis,1
160679,Adel Aziz,1
6604,Parameswaran Ramanathan,1
231499,Moncef Hamdaoui,1
36518,Constantinos Dovrolis,1
48029,David Moore,1
6635,Franco Davoli,1
9786,Raffaele Bolla,1
30493,Roberto Bruschi,1
349440,Alessandro Carrega,1
34455,Erina Ferro,1
39232,Nedo Celandroni,1
55315,Alberto Gotta,1
44210,Supratim Deb,1
335864,Jung Ryu,1
88082,Rajiv Laroia,1
90326,Tom Richardson,1
175007,Aleksandar Jovicic,1
191208,Saurabha Tavildar,1
32531,Ari Arapostathis,1
111539,Sundar Subramanian,1
302255,Aneesh Reddy,1
23120,Giuseppe Ascia,1
6709,Mark S. Squillante,1
11731,Li Zhang 0002,1
104316,Jim Challenger,1
118251,Paul Dantzig,1
23421,Predrag R. Jelenkovic,1
46164,Petar Momcilovic,1
6759,Daniele Micciancio,1
80733,Saurabh Panjwani,1
6779,Carey L. Williamson,1
13506,Anirban Mahanti,1
286752,Nadim Parvez,1
10637,Martin F. Arlitt,1
6800,Chatschik Bisdikian,1
17851,Khosrow Sohraby,1
229735,Wassim Matragi,1
15177,Nada Golmie,1
24595,Mark D. Corner,1
81000,David H. Su,1
86057,Omesh Tickoo,1
15112,D. Manjunath,1
38673,Domenico Giustiniano,1
181063,Ken Duffy,1
45090,Rouzbeh Razavi,1
756782,Bahar Partov,1
19861,Xiaomin Chen,1
124005,Premkumar Karumbu,1
34625,Vijay G. Subramanian,1
321491,Qizhi Cao,1
12045,Robert Shorten,1
808119,Yee-Ting Li,1
53440,Fabian Wirth,1
49240,Ken R. Duffy,1
95554,Charles Bordenave,1
175962,Alessandro Checco,1
106199,Brad W. Zarikoff,1
97446,Michael J. Donahoo,1
6886,Bruno Tuffin,1
15026,Patrick Maillé,1
6945,Kensuke Fukuda,1
11503,Patrice Abry,1
13810,Hiroshi Esaki,1
23302,Pierre Borgnat,1
40784,Kenjiro Cho,1
165851,Yosuke Himura,1
47188,Eno Thereska,1
6979,Matthew Andrews,1
8556,Lisa Zhang,1
8333,Antonio Fernández Anta,1
57233,Wenbo Zhao,1
32100,Kyomin Jung,1
172762,Sungsu Lim,1
7003,Laurent Massoulié,1
73633,Bo Tan,1
29940,James Roberts,1
7031,Evangelos P. Markatos,1
14257,Dionisios N. Pnevmatikatos,1
23812,Manolis Katevenis,1
116366,Michail Flouris,1
7053,Olivier Bonaventure,1
33191,Jean-Jacques Pansiot,1
63771,Pierre François,1
89439,Pascal Mérindol,1
499804,Francois Clad,1
58598,Cristel Pelsser,1
74268,Laurent Vanbever,1
146138,Clarence Filsfils,1
7069,Frédérique E. Oggier,1
66087,Hanane Fathi,1
7089,Paolo Santi,1
8537,Douglas M. Blough,1
23037,Giovanni Resta,1
190922,Ramya Srinivasan,1
7117,Sungho Kang,1
22875,Sangho Lee,1
7128,Marco Gruteser,1
7217,Wing-Kai Hon,1
65681,Yu Dong,1
112339,Jren-Chit Chin,1
470838,Chris Yu-Tak Ma,1
7164,Nen-Fu Huang,1
83193,Huey-Ing Liu,1
7189,Nicola Blefari-Melazzi,1
13697,Andrea Baiocchi,1
7202,Andrea E. F. Clementi,1
7266,Riccardo Silvestri,1
39951,Francesco Pasquale,1
33784,Miriam Di Ianni,1
7203,Hasan Ural,1
101481,Wen-Huei Chen,1
519494,Keqin Zhu,1
19755,Prithwish Basu,1
41515,Yun Mao,1
54749,Xiaozhou Li,1
96737,Changbin Liu,1
275086,Ricardo Correa,1
225507,Harjot Gill,1
290672,Tanveer Gill,1
427680,Taher Saeed,1
742067,Shivkumar Muthukumar,1
7352,Wenjie Wang,1
76811,Hyunseok Chang,1
237913,Sungho Yun,1
654054,Reuven Elbaum,1
625142,Tzippi Mendelson,1
635511,Joseph Keren-Zvi,1
97206,Ming Ouyang,1
19650,Geir E. Dullerud,1
7481,Thomas Plagemann,1
63185,Ellen Munthe-Kaas,1
165363,Ovidiu Valentin Drugan,1
10192,Andreas Mauthe,1
15913,Vera Goebel,1
443269,Piotr Srebrny,1
7487,Andreas Pitsillides,1
13990,Petros A. Ioannou,1
127369,Marios Lestas,1
295056,Loukas Rossides,1
208430,George Hadjipollas,1
7491,Shahrokh Valaee,1
22543,Markus Fidler,1
25195,Sameh Sorour,1
21284,Jean-Charles Grégoire,1
78967,Petar Djukic,1
21525,João P. Hespanha,1
139441,Junsoo Lee,1
16301,João Pedro Hespanha,1
243898,Chansook Lim,1
7523,Lei Gao,1
14959,Michael Dahlin,1
191703,Amol Nayate,1
478968,Bharat Chandra,1
96168,Remco van de Meent,1
7550,Costas Courcoubetis,1
65573,Richard R. Weber,1
13307,George D. Stamoulis,1
166394,Antonis Dimakis,1
7571,Nilanjan Banerjee,1
12551,Brian Neil Levine,1
7583,Harrick M. Vin,1
35040,Sergey Gorinsky,1
364328,Sugat Jain,1
587512,Haichen Cheng,1
17667,P. Venkat Rangan,1
10213,Dijiang Huang,1
46369,Appie van de Liefvoort,1
310641,Manish Mehta 0003,1
24383,Patrick G. Bridges,1
347339,Gary T. Wong,1
422724,Matthew J. Barrick,1
60326,Rami Cohen,1
7635,Michael Menth,1
51021,Frank Lehrieder,1
73134,Rüdiger Martin,1
89216,Jens Milbrandt,1
131395,Michael Duelli,1
61026,Andreas Binzenhöfer,1
521451,Stefan Mühleck,1
7638,Jungwon Lee,1
51805,Hyesook Lim,1
55408,Changhoon Yim,1
416170,Youngju Choi,1
450402,Nara Lee,1
1250069,Geumdan Jin,1
7639,Jens Zander,1
343729,Michael Andersin,1
520588,Keith Kong,1
7663,Rose Qingyang Hu,1
75563,David W. Petr,1
92442,Minsu Shin,1
157560,Seongik Hong,1
167007,Seong Joon Kim,1
9251,San-qi Li,1
209923,Chia-lin Hwang,1
42366,Joohyun Lee,1
7755,Charalambos D. Charalambous,1
11292,Dimitrios Makrakis,1
76724,Natalija Vlajic,1
7780,Subhrakanti Dey,1
8796,Jamie S. Evans,1
157001,John Papandriopoulos,1
7958,Michael Devetsikiotis,1
65408,J. Keith Townsend,1
53782,Gordon B. Agnew,1
8001,Lemin Li,1
26319,Hongfang Yu,1
33416,Hongbin Luo,1
8030,Mark G. Karpovsky,1
156882,Lev Zakrevski,1
104398,Lili Cao,1
26550,Marco Tacca,1
28476,Isabella Cerutti,1
364013,Puja Gupta,1
8235,Alfio Lombardo,1
10363,Giovanni Schembra,1
102325,Mario Barbera,1
112953,Carla Panarello,1
8351,Byeong Gi Lee,1
333880,Jeong Gyu Lee,1
37747,Kyeong Soo Kim,1
488805,Ji-Cheol Moon,1
117317,Zhipeng Yang,1
9920,Yan Yu,1
22913,Ranveer Chandra,1
242928,John Chi-Shing Lui,1
8525,Pablo Piantanida,1
45517,Leonardo Rey Vega,1
72323,Cecilia G. Galarza,1
131595,Andres Altieri,1
8540,Tobias Hoßfeld,1
17798,György Dán,1
35718,Simon Oechsner,1
458846,Vlad Singeorzan,1
8553,Xiaoming Wang,1
69229,Zhongmei Yao,1
89452,Derek Leonard,1
529330,Xiaoyong Li 0004,1
609659,Juan Casas,1
8580,Edward D. Lazowska,1
17441,Thu D. Nguyen,1
46263,Chandramohan A. Thekkath,1
763240,Evelyn Moy,1
8584,Stephen B. Wicker,1
25213,Hazer Inaltekin,1
8587,Seong-Lyun Kim,1
148892,June Hwang,1
8603,Clifford Stein,1
11440,Jason Nieh,1
230785,Alex Sherman,1
15293,Asser N. Tantawi,1
269499,Wolfgang Segmuller,1
8662,Nikita Borisov,1
14802,Negar Kiyavash,1
53426,Amir Houmansadr,1
8730,Ron M. Roth,1
18355,Danny Hendler,1
8732,Terence D. Todd,1
134318,Vytas Kezys,1
363507,Faisal Shad,1
402570,John Litva,1
377946,Adrian Grah,1
87903,Ellen L. Hahne,1
8740,Farnam Jahanian,1
119731,G. Robert Malan,1
187282,Craig Labovitz,1
47388,David Watson,1
720995,Matthew Smart,1
296263,Abha Ahuja,1
67370,Almut Burchard,1
172072,Ralf Lübben,1
24142,Florin Ciucu,1
8773,David R. Cheriton,1
40332,Katerina J. Argyraki,1
8775,Clifford A. Shaffer,1
53616,Randall B. Smith,1
108625,James Begole,1
152625,Craig A. Struble,1
160297,Nicolas Hohn,1
8806,Valmir C. Barbosa,1
279219,Alexandre O. Stauffer,1
14284,Santosh Kumar,1
113202,Kai-Wei Fan,1
256197,Ren-Shiou Liu,1
103583,Onuttom Narayan,1
128126,Ashok Erramilli,1
82450,Murad S. Taqqu,1
259766,Daniel V. Wilson,1
300882,Robert Sherman,1
113527,David L. Alderson,1
130803,Will E. Leland,1
8898,A. L. Narasimha Reddy,1
135101,Seong Soo Kim,1
56296,Swaroop Darbha,1
58158,Zhili Zhao,1
234098,Sandeep Yadav,1
597582,Ashwath Kumar Krishna Reddy,1
31212,Ikjun Yeom,1
8905,Shalabh Bhatnagar,1
9902,Michael C. Fu,1
24978,Steven I. Marcus,1
443628,Pedram Jaefari Fard,1
8935,Tarek N. Saadawi,1
24748,Myung J. Lee,1
412811,Panagiotis N. Zarros,1
8938,Claude Castelluccia,1
15419,Walid Dabbous,1
94541,Sean W. O'Malley,1
8966,Qishi Wu,1
89861,Yunyue Lin,1
16209,Stanislaw Jarecki,1
86418,Michael Sirivianos,1
9118,David Clark,1
9038,Rong Pan,1
69599,Damon Wischik,1
70871,Christian Huitema,1
50518,Jeong-woo Cho,1
9130,Habib Youssef,1
46473,Mayez A. Al-Mouhamed,1
474631,Mohammad Kaleemuddin,1
9356,Fouad A. Tobagi,1
210512,Mansour J. Karam,1
55138,Hulya Seferoglu,1
128050,Fabio Soldo,1
147020,David Zage,1
201828,Aaron Walters,1
283445,Cathy A. Fulton,1
23025,Hao Che,1
189499,Arthur Y. M. Lin,1
308224,Hong-Dah Sheng,1
736413,James D. Pruneski,1
496613,Lalita A. Kulkarni,1
54808,Yonghwan Kim,1
16370,Wing Cheong Lau,1
167190,Seong-ryong Kang,1
216608,Vivek Rai,1
47316,Kaliappa Nadar Ravindran,1
95017,Xiliang Liu,1
23261,Mihail L. Sichitiu,1
154139,Ajit Warrier,1
249754,Jeongki Min,1
641652,Mahesh Aia,1
26810,Arne A. Nilsson,1
53150,Jim Martin,1
10418,S.-H. Gary Chan,1
34884,Jon M. Peha,1
9410,Salah-Eddine Elayoubi,1
65517,Benoît Fourestié,1
122105,Almir Mutapcic,1
324526,Gireesh Shrimali,1
9578,Steve Uhlig,1
15796,Richard Mortier,1
15821,Miguel Rio,1
25373,Andrew W. Moore 0002,1
26000,Andrew Thomason,1
35171,Hamed Haddadi,1
78583,Damien Fay,1
89740,Almerima Jamakovic,1
9596,Martin Mauve,1
16057,Björn Scheuermann,1
62167,Florian Jarre,1
105969,Wolfgang Kieß,1
145238,Magnus Roos,1
78711,Subhash Lakshminarayana,1
83835,Panos Georgatsos,1
181633,Stelios Sartzetakis,1
761152,Kostas Floros,1
253598,Stavroula Siachalou,1
68542,Arvind Krishna,1
272706,Partha P. Bhattacharya,1
9731,Sheng Ma,1
16646,Chuanyi Ji,1
55387,Yilin Shen,1
95626,Nam P. Nguyen,1
224071,Dzung T. Nguyen,1
284950,Huiyuan Zhang,1
14457,Mario Baldi,1
210148,Spyridon Matsoukas,1
11983,Xiaojin Zhu,1
369869,Mariyam Mirza,1
18970,Wha Sook Jeon,1
21044,Dong Geun Jeong,1
102099,Minsik Lee,1
478357,Youngjip Kim,1
10012,Derek L. Eager,1
11544,Mary K. Vernon,1
111599,Yanping Zhao,1
310386,David Sundaram-Stukel,1
10022,Himanshu Gupta,1
72062,Mahmoud Al-Ayyoub,1
13267,Samir R. Das,1
218935,Zongheng Zhou,1
558123,Quinyi Gu,1
10054,Josep Solé-Pareta,1
47224,Pere Barlet-Ros,1
127389,Josep Sanjuàs-Cuxart,1
292196,Lu Zhang 0021,1
43628,Charles R. Kalmanek,1
220577,William T. Marshall,1
287216,Samuel P. Morgan,1
512597,Robert C. Restrick,1
31881,Huzur Saran,1
499103,Ritesh Ahuja,1
32973,Dakshi Agrawal,1
130628,Natalia Castro Fernandes,1
503853,Marcelo Duffles Donato Moreira,1
10597,Olav Lysne,1
22374,Stein Gjessing,1
37702,Amund Kvalbein,1
73896,Tarik Cicic,1
82507,Audun Fosselie Hansen,1
213642,Weiyao Xiao,1
28589,Ari Trachtenberg,1
46702,Sachin Agarwal,1
99567,Ashraf Al Daoud,1
15092,Wei Lai,1
395085,Huseyin Mutlu,1
102818,Po-Kai Huang,1
471302,Shahzada Rasool,1
381014,V. J. Venkataramanan,1
130856,Hassan Gobjuka,1
91554,Bong-Jun Ko,1
10661,Can Emre Koksal,1
240221,Rahul Srivastava,1
184818,Arun Sridharan,1
113116,Yunus Sarikaya,1
10715,Yi Xie,1
51571,Shun-Zheng Yu,1
10724,Enzo Baccarelli,1
29879,Nicola Cordeschi,1
156511,Valentina Polli,1
10801,Hyogon Kim,1
33368,Lynn Choi,1
105889,Sunil Kim,1
385317,Moon Hae Kim,1
10829,Chinya V. Ravishankar,1
108495,David Thaler,1
10892,Baoxian Zhang,1
14661,Changjia Chen,1
123513,Yishuai Chen,1
661516,I-Chung Lee,1
834913,Zhi-Ren Chang,1
1070920,Ben-Li Sui,1
1308208,Chien-Hsin Li,1
15589,Duan-Shin Lee,1
356691,Chao-Lin Yu,1
573742,Chi-Yao Yue,1
64491,Barath Raghavan,1
194132,Patrick Verkaik,1
25978,Craig Partridge,1
56041,W. Timothy Strayer,1
94717,Stephen T. Kent,1
177993,Beverly Schwartz,1
210314,Christine E. Jones,1
309743,Fabrice Tchakountio,1
1495924,Luis A. Sanchez,1
10990,Cauligi S. Raghavendra,1
62358,Thyaga Nandagopal,1
11131,Rajarathnam Chandramouli,1
175826,Yiping Xing,1
11135,James W. Modestino,1
99516,Yee Sin Chan,1
183408,Xunqi Yu,1
184954,Ragip Kurceren,1
79236,Anirban Chakrabarti,1
11186,Hang Zhang,1
21809,Elliot Anshelevich,1
125655,Bugra Caskurlu,1
11215,Wayne E. Stark,1
761580,Manjari Asawa,1
11217,Robin Kravets,1
24637,Yaling Yang,1
94875,Jun Wang 0011,1
11223,Mohamed Hefeeda,1
12616,Cheng-Hsin Hsu,1
682599,Osama Saleh,1
11229,Luigi Alfredo Grieco,1
12296,Pietro Camarda,1
14592,Gennaro Boggia,1
11261,Guy Leduc,1
14130,Wei Du,1
21987,Pierre Geurts,1
249215,Yongjun Liao,1
11280,Albert Banchs,1
19799,Pablo Serrano,1
