author,a_name,score
92285,Chee-Wei Tan,1
402902,X. Wei,1
1007349,Stephen H. Low,1
22099,Shengyu Zhang,1
127040,Prashanth Hande,1
10666,Sundeep Rangan,1
52212,Xinzhou Wu,1
7283,Ruby B. Lee,1
17924,Tian Lan,1
35093,Soumya Sen,1
74164,Carlee Joe-Wong,1
42068,Jiantao Wang,1
1151,Amir K. Khandani,1
55579,Shahab Oveis Gharan,1
176532,Shervan Fashandi,1
1154,Wagner Meira Jr.,1
3670,Azer Bestavros,1
13270,Virgílio A. F. Almeida,1
32119,Shudong Jin,1
557888,Eveline Veloso,1
5027,Yuming Jiang,1
12204,Xiang Yu,1
52461,Ian Li-Jin Thng,1
219778,Yousong Mei,1
18893,Xiaojun Cao,1
26497,Vishal Anand,1
5298,Jinhui Xu,1
134195,Jikai Li,1
155046,Xijun Zhang,1
1171,Lie-Liang Yang,1
28240,Yang Qin,1
1172,Yi Xu,1
7367,Xiaowen Chu,1
10957,Si Wu,1
46292,K. Y. Michael Wong,1
1182,Nitin H. Vaidya,1
34669,Jian Ni,1
174222,Tae Hyun Kim 0001,1
25835,Saad Biaz,1
145265,Pradeep Kyasanur,1
1223,Ying Xu,1
5659,Roch Guérin,1
1234,Laxmi N. Bhuyan,1
9225,Bin Liu 0001,1
170580,Danhua Guo,1
1253,Ding-Zhu Du,1
47624,Dongsoo S. Kim,1
2908,Wonjun Lee,1
76979,Wei Wang 0032,1
245715,Changcun Ma,1
250806,Nassim Sohaee,1
1260,Michael J. Franklin,1
65792,Demet Aksoy,1
1261,John S. Baras,1
3558,Mingyan Liu,1
29550,Alvaro A. Cárdenas,1
115417,Svetlana Radosavac,1
9785,Yoshiaki Nemoto,1
6152,Hiroki Nishiyama,1
39513,Jiajia Liu,1
1293,Robert D. Nowak,1
9851,Paul Barford,1
40757,Brian Eriksson,1
146918,Gautam Dasarathy,1
1590,Guohong Cao,1
3752,Bo Zhao,1
18103,Qinghua Li,1
33078,T. S. Eugene Ng,1
88309,Karthik Lakshminarayanan,1
1372,David R. Karger,1
3190,M. Frans Kaashoek,1
4508,Robert Morris,1
44628,David Liben-Nowell,1
103301,Frank Dabek,1
2215,Shivkumar Kalyanaraman,1
11080,Yong Xia,1
13253,Lakshminarayanan Subramanian,1
1315,Xinbing Wang,1
24884,Wentao Huang,1
91894,Jinbei Zhang,1
151628,Chenhui Hu,1
280013,Shangxing Wang,1
270039,Shizhen Zhao,1
50988,Luoyi Fu,1
119904,Qingsi Wang,1
616451,Wentao Luan,1
151925,Qiuyu Peng,1
627773,Yixuan Li,1
1335,Bhaskar Krishnamachari,1
3903,Michael J. Neely,1
29981,Longbo Huang,1
319713,Scott Moeller,1
3255,Rahul Jain,1
56344,Yi Gai,1
57442,Rung-Hung Gau,1
137496,Joon Ahn,1
14844,V. S. Anil Kumar,1
48844,Özlem Durmaz Incel,1
63183,Amitabha Ghosh,1
2219,Ahmed Helmy,1
2699,Sandeep K. Gupta,1
1417,Ramesh Govindan,1
76179,Chalermek Intanagonwiwat,1
86797,Fabio Silva,1
23651,Wei Ye,1
50022,Van Jacobson,1
203968,Stephen E. Deering,1
285122,Dino Farinacci,1
388574,Liming Wei,1
24304,Christos Papadopoulos,1
193431,Pavlin Radoslavov,1
1339,Torsten Braun,1
3714,Shiwen Mao,1
10154,Yiwei Thomas Hou,1
4583,Yi Shi,1
8180,Y. Thomas Hou,1
171849,Liguang Xie,1
2831,Wenjing Lou,1
7661,Scott F. Midkiff,1
1383,Mohamed G. Gouda,1
17520,Jorge Arturo Cobb,1
135605,Amal El-Nahas,1
5248,Simon S. Lam,1
323715,Chung Kei Wong,1
229342,Marco Schneider,1
23986,Chin-Tser Huang,1
37380,E. N. Elnozahy,1
331669,Tommy M. McGuire,1
1391,Alan Burns,1
49839,Sijing Zhang,1
39246,Tom La Porta,1
43922,George Papageorgiou,1
45346,Shailendra Singh,1
92124,Apoorva Jindal,1
230582,Sumit Rangwala,1
241414,Ki-Young Jang,1
2846,Ashish Goel,1
32320,Hui Zhang 0002,1
9170,Kejie Lu,1
26493,Gaoxi Xiao,1
8142,Andrea Fumagalli,1
197806,Csaba A. Szabó,1
352832,Viktória Elek,1
610147,Hongbiao Zhang,1
10013,Chiara Petrioli,1
77016,Jason Redi,1
17302,Stefano Basagni,1
22213,Danilo Bruschi,1
1446,Joseph Naor,1
5217,Ariel Orda,1
22745,Niv Buchbinder,1
26676,Ishai Menache,1
97416,Liane Lewin-Eytan,1
4418,Moses Charikar,1
4721,Baruch Schieber,1
10445,Nicole Immorlica,1
23512,Yigal Bejerano,1
89419,Mark A. Smith,1
3252,Israel Cidon,1
1492,Ling Li,1
157922,Mani Mina,1
1506,Dan Keun Sung,1
433852,Sung Hyuk Byun,1
52516,Seung Yeob Nam,1
98916,Sunggon Kim,1
1509,Min Song,1
3435,Xiuzhen Cheng,1
5278,Wei Cheng,1
12264,Nan Zhang 0004,1
17868,Dechang Chen,1
2525,Jian Tang,1
10350,Krishnaiyan Thulasiraman,1
16402,Weiyi Zhang,1
10110,Arunabha Sen,1
689534,Seung Don Hong,1
589892,Ravi Gottapu,1
1515,Marco Ajmone Marsan,1
6412,Andrea Bianco,1
12974,Paolo Giaccone,1
13792,Michele Garetto,1
154081,Alessandro Tarello,1
231756,Enrico Schiattarella,1
11877,Adriano Valenzano,1
15595,Riccardo Sisto,1
21884,Luigi Ciminiera,1
3314,Michela Meo,1
5530,Renato Lo Cigno,1
3425,Marco Mellia,1
159755,Mirko Franceschinis,1
1518,Prashant J. Shenoy,1
183269,Ming Li 0009,1
4066,Anja Feldmann,1
60947,Nick Reingold,1
783872,Fred True,1
18338,Renata Teixeira,1
40623,Aman Shaikh,1
48238,Timothy G. Griffin,1
22833,Ramón Cáceres,1
2104,Carolyn L. Talcott,1
5975,Andre Scedrov,1
7264,Boon Thau Loo,1
10854,Limin Jia,1
36388,Vivek Nigam,1
38620,Wenchao Zhou,1
99751,Anduo Wang,1
354330,Yiqing Ren,1
4693,Nick Feamster,1
6721,Mauricio G. C. Resende,1
126262,Muhammad Mukarram Bin Tariq,1
137148,Vytautas Valancius,1
257424,Amgad Zeitoun,1
1186691,Kaushik Bhandankar,1
6857,Ellen W. Zegura,1
25506,Zongming Fei,1
66054,Samrat Bhattacharjee,1
28982,Volker Hilt,1
32731,Markus Hofmann,1
102423,Srinivasan Seetharaman,1
11785,Kenneth L. Calvert,1
329956,Bobby Krupczak,1
5640,George N. Rouskas,1
1551,Guang Gong,1
6046,Zhijun Li,1
1567,Ananthram Swami,1
32361,Guowang Miao,1
34454,Ye (Geoffrey) Li,1
3948,Wei Ren,1
1742,Kin K. Leung,1
15315,Liang Ma,1
21031,Ting He,1
1574,D. T. Lee,1
232783,Tzu-Lun Huang,1
1586,Sanjeev Khanna,1
4476,Carl A. Gunter,1
30207,Santosh S. Venkatesh,1
172715,Omid Fatemieh,1
297869,Fariba Khan,1
2295,David Hung-Chang Du,1
162658,Yuewei Wang,1
419518,Dongli Su,1
19781,Srihari Nelakuditi,1
61459,Sanghwan Lee,1
143651,Yinzhe Yu,1
129445,Kin Wah Kwong,1
18728,Sambit Sahu,1
28598,Yanhua Li,1
2400,Tian He,1
20676,Ting Zhu,1
60242,Ziguo Zhong,1
127946,Rose P. Tsang,1
4819,Edward W. Knightly,1
42215,Imad Aad,1
1619,Pierre Fraigniaud,1
16529,Johanne Cohen,1
495928,Thierry Chich,1
1625,Mikkel Thorup,1
1626,Richard J. Lipton,1
1643,Sariel Har-Peled,1
4414,Yehuda Afek,1
21061,Anat Bremler-Barr,1
1649,Marek Chrobak,1
143076,Yihua He,1
1659,Abraham Silberschatz,1
2464,Rajeev Rastogi,1
8784,Amit Kumar 0001,1
1668,Vahid Tarokh,1
7370,Constantine Caramanis,1
8379,Michel X. Goemans,1
229549,Michael Rosenblum,1
1686,Sanjay Ranka,1
484861,Parbati K. Manna,1
1691,Hamid Jafarkhani,1
23340,Homayoun Yousefi'zadeh,1
172034,Sanaz Barghi,1
252291,Amir Habibi,1
1703,Carla-Fabiana Chiasserini,1
4431,Ramesh R. Rao,1
17487,Vikram Srinivasan,1
50978,Pavan Nuggehalli,1
1741,Baruch Awerbuch,1
29111,Yair Amir,1
142227,Jonathan Robert Stanton,1
155562,Claudiu Danilov,1
4688,Ward Whitt,1
59733,Gagan L. Choudhury,1
25453,Bhaskar Sengupta,1
72942,Ivan Wang Hei Ho,1
258652,John W. Polak,1
29332,Marcin Bienkowski,1
94915,Gregor Schaffrath,1
457983,Johannes Grassler,1
1785,Giuseppe Di Battista,1
60734,Luca Cittadini,1
64607,Stefano Vissicchio,1
4220,Thomas Erlebach,1
12070,Maurizio Patrignani,1
36966,Alexander Hall,1
46046,Maurizio Pizzonia,1
241011,Thomas Schank,1
83319,Massimo Rimondini,1
4919,Srinivas Aluru,1
60076,Rama Sangireddy,1
151850,Natsuhiko Futamura,1
15605,Srinivasan Ramasubramanian,1
33930,R. Srinivasan,1
6393,Suresh Subramaniam,1
42131,Murat Azizoglu,1
2297,Tao Wu,1
1805,Nicolas D. Georganas,1
111840,Boris Tsybakov,1
37667,Cem Tekin,1
98020,Richard Southwell,1
148009,Sahand Haji Ali Ahmad,1
122554,Shuqin Li,1
39149,Bixio Rimoldi,1
349778,Vojislav Gajic,1
3378,Achille Pattavina,1
1845,Hayder Radha,1
9323,Dmitri Loguinov,1
1244288,Yuan-Sheng Cheng,1
68667,Chih-Ping Li,1
173134,Andrew Brzezinski,1
2586,John N. Tsitsiklis,1
118848,Mihalis G. Markakis,1
85037,Krishna P. Jagannathan,1
67100,Charles E. Rohrs,1
242606,Anand Srinivas,1
26318,Robert G. Gallager,1
35901,Poompat Saengudomlert,1
214200,Guner D. Celik,1
40202,Hyang-Won Lee,1
171326,Kayi Lee,1
64496,Murtaza Zafer,1
5116,Reuven Cohen,1
232521,Sebastian Neumayer,1
2105,Devavrat Shah,1
4459,Asuman E. Ozdaglar,1
344163,Alvin Fu,1
205191,Li-Wei Chen,1
1851,Marwan Krunz,1
30872,Tao Shu,1
53046,Ossama Younis,1
64589,Haythem Bany Salameh,1
111422,Satyajeet Ahuja,1
50564,Jeong Geun Kim,1
24035,Turgay Korkmaz,1
1858,Peng Yang,1
1945,Jitender S. Deogun,1
6605,Ying Lu,1
21564,Lisong Xu,1
949571,Juan Shao,1
1865,Juan Liu,1
13070,Jogesh K. Muppala,1
53488,Ge Nong,1
62903,Javad Ghaderi,1
28214,Alexander L. Stolyar,1
100831,Loc Bui,1
154184,Eleftheria Athanasopoulou,1
210042,Tianxiong Ji,1
88538,Juan José Jaramillo,1
17391,Abhinav Gupta,1
53757,Carolyn L. Beck,1
350269,Ashvin Lakshmikantha,1
267204,Fabio Milan,1
39342,Peter B. Key,1
47374,Ayalvadi J. Ganesh,1
1036031,Damien Polis,1
232915,Bo (Rambo) Tan,1
187001,Shihuan Liu,1
6642,Sanjay Shakkottai,1
102182,Shreeshankar Bodas,1
12953,Sujay Sanghavi,1
188404,Siva Theja Maguluri,1
233129,Abel Dasylva,1
152240,James R. Perkins,1
141258,Mathieu Leconte,1
8155,Sean P. Meyn,1
357105,Yong Lee 0003,1
401525,Jianyu Lou,1
39727,Himabindu Pucha,1
184126,Sabyasachi Roy,1
14188,Haitham S. Hamza,1
2005,Stefano Giordano,1
23160,Gregorio Procissi,1
51593,Domenico Ficara,1
56417,Andrea Di Pietro,1
63936,Fabio Vitucci,1
52253,Gianni Antichi,1
2015,Biao Chen,1
54897,Xiangtong Qi,1
2016,Hans-Arno Jacobsen,1
46417,Vinod Muthusamy,1
2019,Anne-Marie Kermarrec,1
23499,Guang Tan,1
2030,Sujit Dey,1
308934,Hasti Ahlehagh,1
2062,William H. Sanders,1
7626,Richard D. Schlichting,1
12276,Matti A. Hiltunen,1
38902,Kaustubh R. Joshi,1
145749,Shuyi Chen,1
2095,Arif Ghafoor,1
191922,Waseem Sheikh,1
214402,Zafar Ali,1
2099,Hui Yang,1
14441,Ahmed K. Elhakeem,1
222311,Maan A. Kousa,1
27662,Yashar Ganjali,1
84080,Abtin Keshavarzian,1
2143,Fan Wu,1
5306,Sheng Zhong,1
10771,Gruia Calinescu,1
2174,Jean-Yves Le Boudec,1
49317,Miroslav Popovic,1
65406,Nicolas Gast,1
78331,Ramin Khalili,1
26475,Gérard Hébuterne,1
120870,Anna Charny,1
41578,Ornan Ori Gerstel,1
397329,Olivier Crochat,1
29854,Bozidar Radunovic,1
6575,Patrick Thiran,1
19882,Rene L. Cruz,1
201324,Jon C. R. Bennett,1
500666,Kent Benson,1
772637,William F. Courtney,1
17757,Olivier Verscheure,1
39866,Lukas Kencl,1
5652,Christina Fragouli,1
16761,Jörg Widmer,1
21445,Milan Vojnovic,1
2182,Louise E. Moser,1
2792,P. M. Melliar-Smith,1
379284,Efstratios Thomopoulos,1
27437,Changchuan Yin,1
37789,Long Gao,1
5259,Costas N. Georghiades,1
189822,Armin Banaei,1
192798,Daren B. H. Cline,1
2203,Daniel Mossé,1
49083,Venugopalan Ramasubramanian,1
13850,Ramesh Johari,1
172614,Murari Srinivasan,1
224104,Suchitra Raman,1
26643,Jaeyeon Jung,1
114141,Emil Sit,1
12007,Murat Yuksel,1
25504,Tao Ye,1
259586,Hema Tahilramani Kaur,1
69791,David Harrison,1
520392,Arvind Venkatesan,1
175456,Satish Raghunath,1
15367,Koushik Kar,1
262278,Vicky Sharma,1
20077,Alhussein A. Abouzeid,1
135330,Utku Günay Acer,1
95199,Bow-Nan Cheng,1
49029,Malolan Chetlur,1
113258,Harish Ganapathy,1
204568,Mukundan Madhavan,1
9635,Murat Arcak,1
107265,Xingzhe Fan,1
261179,Kartikeya Chandrayana,1
372867,John Ting-Yung Wen,1
6832,Biplab Sikdar,1
52858,Kenneth S. Vastola,1
2779,Raj Jain,1
19858,Rohit Goyal,1
36034,Bobby Vandalore,1
2217,Soung Chang Liew,1
5436,Minghua Chen,1
37448,Chi-Kin Chau,1
136703,Da Rui Chen,1
136542,Ping Chung Ng,1
86553,Caihong Kai,1
27268,Thrasyvoulos Spyropoulos,1
74920,Wei-jen Hsu,1
226614,Shao-Cheng Wang,1
2220,Xian-He Sun,1
29360,Vijay K. Gurbani,1
13517,Antonio Nucci,1
14282,Nina Taft,1
96131,Augustin Soule,1
82063,Delia Ciullo,1
127025,Valentina Martina,1
235393,Giusi Alfano,1
11117,Carlo Mastroianni,1
32324,Agostino Forestiero,1
16337,Hai Le Vu,1
53387,Andrew Zalesky,1
69855,Milosh V. Ivanovich,1
214509,Fraser Cameron,1
15570,Nicholas F. Maxemchuk,1
90828,Iradj Ouveysi,1
4290,Suman Banerjee,1
12428,Bobby Bhattacharjee,1
22395,Seungjoon Lee,1
37829,Srinivasan Parthasarathy 0002,1
101922,Guanhong Pei,1
107098,Anil Kumar S. Vullikanti,1
10625,David Starobinski,1
2366,Frank K. Hwang,1
137862,Sheng-Chyang Liaw,1
182183,Wen-Dar Lin,1
839660,Vadim Lioubimov,1
2412,Pietro Manzoni,1
13730,Paolo Cremonesi,1
14899,Giuseppe Serazzi,1
3067,Juan-Carlos Cano,1
4409,Carlos Miguel Tavares Calafate,1
38956,Francisco J. Martinez,1
51969,Manuel Fogue,1
54174,Piedad Garrido,1
2423,Paul D. Seymour,1
12318,Maria Chudnovsky,1
28381,Bernard Ries,1
153018,Yori Zwols,1
201504,Berk Birand,1
2457,W. Bastiaan Kleijn,1
244168,Ermin Kozica,1
2461,Andrew T. Campbell,1
151942,Raymond R.-F. Liao,1
3569,Minos N. Garofalakis,1
10644,Yuri Breitbart,1
71391,Avi Silberschatz,1
474837,Cliff Martin,1
503730,Ben Jai,1
34708,Alexander Sprintson,1
82334,Chris Y. T. Ma,1
139272,Nung Kwan Yip,1
2540,Sampath Rangarajan,1
12788,Baohua Zhao,1
15273,Honghai Zhang,1
314184,Karthik Sundaresan,1
407787,Yuanxi Jiang,1
155373,Peilong Li,1
44756,Ravi Kokku,1
100253,Rajesh Mahindra,1
27427,Mohammad Ali Khojastepour,1
133514,Ehsan Aryafar,1
55553,Jongwon Yoon,1
13766,Karthikeyan Sundaresan,1
2545,Ioannis Stavrakakis,1
148507,Jeffrey M. Capone,1
131212,Randall Landry,1
525350,Mohamed Abdelaziz,1
129361,Zoe Antoniou,1
14821,Joy Kuri,1
110042,Nandita Dukkipati,1
125334,Antonis Panagakis,1
1245284,Steve Iatrou,1
13050,Nikolaos Laoutaris,1
38127,Konstantinos Oikonomou,1
38518,Georgios Smaragdakis,1
6970,Adam Wierman,1
24973,Zhenhua Liu,1
71170,Minghong Lin,1
25266,John C. Doyle,1
40993,Lijun Chen,1
3478,Richard M. Murray,1
465198,Demetri Spanos,1
532106,Mortada Mehyar,1
646865,John Pongsajapan,1
117164,Bartek P. Wydrowski,1
20912,Sanjoy Paul,1
71873,Somayeh Sojoudi,1
148405,David E. Lapsley,1
29495,Lun Li,1
5904,Pravin Varaiya,1
4024,Marimuthu Palaniswami,1
237596,Wei-Hua Wang,1
30838,Fernando Paganini,1
55365,Zhikui Wang,1
197844,David X. Wei,1
490422,Sanjay Hegde,1
106928,Ihsan Ayyub Qazi,1
2579,Jie Gao,1
59876,Rik Sarkar,1
92382,Xianjin Zhu,1
2584,Ignas G. Niemegeers,1
230270,Mirjana Zafirovic-Vukotic,1
2607,William J. Dally,1
52766,Brian Towles,1
2615,Phillip B. Gibbons,1
18634,Michael Kaminsky,1
20468,Feng Xiao,1
26864,Haifeng Yu,1
59965,Abraham D. Flaxman,1
2647,Amin Vahdat,1
164190,Kashi Venkatesh Vishwanath,1
7628,Danny Raz,1
25461,Paul Francis,1
234720,Yixin Jin,1
29472,Haiyun Luo,1
42983,Petros Zerfos,1
43561,Jiejun Kong,1
29226,Steven McCanne,1
34833,Sally Floyd,1
23543,Dan Pei,1
24749,Beichuan Zhang,1
103018,Ricardo V. Oliveira,1
341394,Hongze Zhao,1
2780,Fei Chen,1
67095,Bezawada Bruhadeshwar,1
17731,Anujan Varma,1
157728,Lampros Kalampoukas,1
227445,Anthony Lauck,1
12785,Amy R. Reibman,1
21178,Jacobus E. van der Merwe,1
26898,Pawan Goyal,1
65064,Partho Pratim Mishra,1
4278,T. V. Lakshman,1
2819,Upamanyu Madhow,1
36127,Raghuraman Mudumbai,1
118560,Sumit Singh,1
2836,Michael L. Honig,1
16169,Kenneth Steiglitz,1
365898,Hemant M. Chaskar,1
398584,Bernhard Suter,1
2833,George Varghese,1
16568,Butler W. Lampson,1
161225,Venkatachary Srinivasan,1
10939,Alex C. Snoeren,1
19199,Ramana Rao Kompella,1
45525,Kirill Levchenko,1
45685,Sharon Goldberg,1
58824,Myungjin Lee,1
128159,Sumeet Singh,1
20291,Guru M. Parulkar,1
178869,Girish P. Chandranmenon,1
204438,Florin Baboescu,1
37409,Cristian Estan,1
388578,Michael E. Fisk,1
215212,Peyman Kazemian,1
236360,Hongyi Zeng,1
631538,M. Shreedhar,1
33317,Dimitrios Koutsonikolas,1
2850,Ashutosh Sabharwal,1
273131,Ahmad Khoshnevis,1
2873,Hyunsoo Yoon,1
8027,Heung-Kyu Lee,1
141808,Jae-Hyun Park,1
2962,Bo Sun,1
26533,Ruhai Wang,1
195078,Scott C. Burleigh,1
612950,Paavan Parikh,1
1182152,Che-Jen Lin,1
2972,Georgios I. Papadimitriou,1
73713,Sophia G. Petridou,1
78408,Christos Liaskos,1
135961,Dimitris G. Maritsas,1
124111,Anindo Banerjea,1
1116386,Shuqian Yan,1
8790,Konstantina Papagiannaki,1
334867,Vivek P. Mhatre,1
168479,Lap Kong Law,1
59808,Jakob Eriksson,1
6322,Mei Yang,1
22344,Bing Yang,1
29499,S. Q. Zheng,1
3002,George Kesidis,1
4452,Jean C. Walrand,1
49817,Youngmi Jin,1
442064,Anthony Hung,1
145864,Ju Wook Jang,1
3018,Alberto Marchetti-Spaccamela,1
3272,Shmuel Zaks,1
4532,Michele Flammini,1
17092,Luca Moscardelli,1
50940,Gianpiero Monaco,1
3042,Martin Haenggi,1
16034,Radha Krishna Ganti,1
384859,Riccardo Giacomelli,1
60468,Kostas Stamatiou,1
9377,Matteo Cesana,1
113831,Sandro Bosio,1
12949,Brunilde Sansò,1
57922,Giuliana Carello,1
62837,Bernardetta Addis,1
104953,Luca G. Gianoli,1
9248,Cristina Nita-Rotaru,1
12563,Edoardo Amaldi,1
3085,Serge Fdida,1
6129,Marcelo Dias de Amorim,1
82704,Franck Legendre,1
160299,Vincent Borrel,1
10549,Otto Carlos Muniz Bandeira Duarte,1
27847,Luís Henrique Maciel Kosmalski Costa,1
7740,Mark Crovella,1
16770,Artur Ziviani,1
77139,Bamba Gueye,1
3100,Yuji Oie,1
9143,Tetsuya Takine,1
19477,Hideki Sunahara,1
66935,Katsuyoshi Iida,1
87317,Mustafa Y. Arslan,1
37886,Sateesh Addepalli,1
38622,Christos Gkantsidis,1
71265,Dimitris Syrivelis,1
86986,Serdar Vural,1
3104,Cheng Chen,1
4702,Yeng Chai Soh,1
6218,Zhengguo Li,1
54578,Ashwin Sridharan,1
3671,François Baccelli,1
24103,Augustin Chaintreau,1
9201,Athina Markopoulou,1
15178,Darryl Veitch,1
128117,Ítalo Cunha,1
55062,Matteo Varvello,1
59446,Stefano Ferrari,1
3142,Anish Arora,1
9324,Hongwei Zhang,1
15998,Dawson R. Engler,1
98911,Deborah A. Wallach,1
3247,Sandeep K. S. Gupta,1
94575,Gianfranco Manes,1
183273,Gianni Giorgetti,1
43387,Georgios Varsamopoulos,1
69007,Asad Khamisy,1
13846,Raphael Rom,1
7375,Moshe Sidi,1
36761,Omer Gurewitz,1
10643,Adrian Segall,1
297553,Eyal Zohar,1
16692,Ignasi Sau,1
17694,George B. Mertzios,1
24910,Mordechai Shalom,1
24635,Ephraim Korach,1
34470,Gerard Tel,1
3295,Satish K. Tripathi,1
139771,Hemant Kanakia,1
16220,Sarit Mukherjee,1
7679,Dario Rossi,1
52560,Alessandro Finamore,1
5747,Claudio Casetti,1
3329,Richard R. Muntz,1
10540,Edmundo de Souza e Silva,1
94513,H. Richard Gail,1
3345,Chonggang Wang,1
9474,Hongbo Jiang,1
30605,Chen Tian,1
360077,Tianlong Yu,1
17372,Malathi Veeraraghavan,1
156314,Richard W. Buskens,1
34419,Luca Salgarelli,1
134495,Shie Yuan Wang,1
157980,Sandra R. Thuel,1
203084,Kannan Varadhan,1
12412,Patrick McDaniel,1
19758,Patrick Traynor,1
24662,William Enck,1
590777,Kuo-Wei Herman Chen,1
128977,Sharanya Eswaran,1
3362,Xiaoli Ma,1
236459,Benjamin R. Hamilton,1
425459,Hayang Kim,1
452002,Stefano Gianatti,1
181980,Diego Lucerna,1
27124,Stefano Secci,1
39465,Guido Maier,1
41810,Jean-Louis Rougier,1
70531,Fioravante Patrone,1
761906,Giacomo Bruzzi,1
3391,Alberto Leon-Garcia,1
731041,Chun-Chong Huang,1
27325,Luca Muscariello,1
33820,Maurizio M. Munafò,1
401708,Gianluca Mardente,1
27035,Sanjay G. Rao,1
104382,Ruben Torres,1
134020,Jeff Seibert,1
43977,Luca Chiaraviglio,1
3432,Gonzalo R. Arce,1
4301,Kenneth E. Barner,1
61562,Liangping Ma,1
30251,Abdullah Al-Dhelaan,1
48493,Shengling Wang,1
51256,Mznah Al-Rodhaan,1
149932,Wei Li 0059,1
1218448,Ran Xin,1
63652,Samir Sebbah,1
341056,Ammar Metnani,1
3463,Brian L. Evans,1
3506,Gustavo de Veciana,1
119947,Dogu Arifler,1
72573,Balaji Rengarajan,1
9745,Steven Weber,1
6695,Tae-Jin Lee,1
56073,Takis Konstantopoulos,1
86717,Seung Jun Baek,1
118223,Xiangying Yang,1
189892,Muthaiah Venkatachalam,1
249356,Shailesh Patil,1
180805,Bilal Sadiq,1
45853,Shanchieh Jay Yang,1
3517,Sanjay Jha,1
121365,William Lau,1
304348,Gustav Rosenbaum,1
3541,Pamela C. Cosman,1
5127,Geoffrey M. Voelker,1
276212,Song Cen,1
104793,Nicholas B. Chang,1
213586,Shang-Pin Sheng,1
3587,Andrei Z. Broder,1
3782,Jussara M. Almeida,1
33687,Li Fan,1
37160,Pei Cao,1
3619,Vahab S. Mirrokni,1
3621,Dimitrios Hatzinakos,1
70976,Liang Song,1
3640,Tatsuya Suda,1
155011,Brett J. Vickers,1
179495,Célio Albuquerque,1
3645,Martina Zitterbart,1
16669,Dimitrios N. Serpanos,1
75669,Ahmed N. Tantawy,1
60783,Khaled Harfoush,1
24780,Mema Roussopoulos,1
699029,Vassilis Lekakis,1
8036,Ibrahim Matta,1
32057,Liang Guo,1
59258,Jean Bolot,1
73676,Sridhar Machiraju,1
496548,Emmanuel Léty,1
48211,Dohy Hong,1
3806,Nicholas Bambos,1
50237,Olivier Dousse,1
25231,Dmitri V. Krioukov,1
170380,Chiara Orsini,1
12566,Enzo Mingozzi,1
24332,Giovanni Stea,1
6989,Andrea Lodi,1
9325,Silvano Martello,1
32068,Michele Monaci,1
3735,Ahmed E. Kamal,1
245504,Mohammad A. Saleh,1
156977,Hisham M. Almasaeid,1
157683,Osameh M. Al-Kofahi,1
13039,Aditya Ramamoorthy,1
112783,Shizheng Li,1
150687,Long Long,1
3737,Tony Q. S. Quek,1
34447,Wee-Peng Tay,1
699944,De Wen Soh,1
3744,Lei Wu,1
6056,Shivakant Mishra,1
3746,Dirk Grunwald,1
15702,Douglas C. Sicker,1
25309,Eric Anderson,1
105413,Caleb T. Phillips,1
18824,Arun N. Netravali,1
27593,Krishan K. Sabnani,1
151449,David M. Kristol,1
31139,Dawei Huang,1
128478,Caixia Chi,1
986384,XiaoRong Sun,1
20728,A. Udaya Shankar,1
40043,Mark J. Karol,1
89317,S. Jamaloddin Golestani,1
28685,Rakesh K. Sinha,1
34641,Nancy D. Griffeth,1
3769,Edith Cohen,1
57619,David Applegate,1
86318,Kevin Ross,1
12078,Gregory J. Pottie,1
449600,Shou C. Chen,1
138497,Shun-Ping Chung,1
256342,Arik N. Kashper,1
4849,Martin Reisslein,1
274596,Srinivas Rajagopal,1
3844,Ben Liang,1
7134,Elvino S. Sousa,1
132558,Mahdi Lotfinezhad,1
3855,Kai Zheng,1
207766,Hongbin Lu,1
28631,Madan Gopal,1
46622,Joshua S. Auerbach,1
124411,Marc A. Kaplan,1
96924,Ajei S. Gopal,1
43620,Rajiv Ramaswami,1
45461,Galen H. Sasaki,1
32283,Yanming Shen,1
3885,Sumit Roy 0001,1
7015,Hui Ma,1
12723,Jing Zhu,1
259461,Rajiv Vijayakumar,1
57755,Jae H. Kim,1
3890,Jianliang Xu,1
10082,Xueyan Tang,1
243701,Sucha Supittayapornpong,1
48810,Rahul Urgaonkar,1
9609,Avishai Wool,1
12638,Michel Abdalla,1
222556,Tomer Tankel,1
128853,Dean H. Lorenz,1
72237,P. Krishnan,1
128463,Miriam Allalouf,1
4504,Asaf Levin,1
48402,David Breitgand,1
6674,Dennis Goeckel,1
13921,Micah Adler,1
76740,Sudarshan Vasudevan,1
22998,Giovanni Neglia,1
23717,Xiaolan Zhang,1
187398,Haixiang Wang,1
3929,Mario Marchese,1
19217,Marcello Sanguineti,1
31770,Giorgio Gnecco,1
116432,Marco Cello,1
3950,Anura P. Jayasumana,1
81173,Ayman G. Fayoumi,1
125502,Dulanjalie C. Dhanapala,1
3964,Izhak Rubin,1
77424,Ho-Ting Wu,1
364889,James Chien-Hsing Wu,1
241274,Pratyush Moghé,1
579744,John Siwko,1
4001,C. Murray Woodside,1
54910,Greg Franks,1
4006,Wen-Tsuen Chen,1
17299,Wu-Yuin Hwang,1
498306,Chun-Fu Huang,1
903837,Yi-Luang Chang,1
4009,Christos Douligeris,1
145239,Zuji Mao,1
110872,Sundar Iyer,1
110421,Neda Beheshti,1
238361,John E. Bowers,1
