,Akey,Information retrieval score
4847,Jane Cleland-Huang,0.0
4841,Jun-Hong Cui,0.0
4835,Debdeep Mukhopadhyay,0.0
4830,Qun Li,0.0
4825,Hans van Vliet,0.0
4822,Gabor Fichtinger,0.0
4821,David M. Mount,0.0
4807,Sandeep S. Kulkarni,0.0
4791,Isabel F. Cruz,0.0
4785,Mongi A. Abidi,0.0
4778,M. Narasimha Murty,0.0
1978,Prabir Bhattacharya,0.0
4773,James Aspnes,0.0
4762,David Walker,0.0
4746,Nobuko Yoshida,0.0
4745,Alan Fekete,0.0
4744,Doina Precup,0.0
4884,Craig Gotsman,0.0
4895,Dan Klein,0.0
5043,Dirk Van Gucht,0.0
4904,Srdjan Capkun,0.0
1947,Chunhua Shen,0.0
5030,Un-Ku Moon,0.0
5028,Ramakant Nevatia,0.0
5023,Laurie J. Hendren,0.0
5020,Thomas E. Anderson,0.0
5019,Max Welling,0.0
5013,Mohan Kumar,0.0
5010,Hod Lipson,0.0
1948,Leif Kobbelt,0.0
5005,Mark D. Hill,0.0
5001,Ben Y. Zhao,0.0
4994,Willy Zwaenepoel,0.0
4988,Michael J. Black,0.0
4983,Walid A. Najjar,0.0
4981,Gill Barequet,0.0
4977,Andrew D. Gordon,0.0
1950,Jin-yi Cai,0.0
4972,Dipanwita Roy Chowdhury,0.0
4960,Bernardo Cuenca Grau,0.0
4957,Shachar Lovett,0.0
4953,Nick Roussopoulos,0.0
4937,Duane Szafron,0.0
4929,Marc Snir,0.0
4925,Julian A. Padget,0.0
4921,Stergios I. Roumeliotis,0.0
4913,Daniel J. Rosenkrantz,0.0
1960,Genoveffa Tortora,0.0
11866,Chilukuri K. Mohan,0.0
11878,Bechir Hamdaoui,0.0
26868,Stefano Zanero,0.0
21093,Tobias Ritschel,0.0
21165,George Labahn,0.0
21164,Fernando Santos Osório,0.0
21153,Robert Geist,0.0
21145,Sanjeev Setia,0.0
751,Neri Merhav,0.0
21137,Arthur J. Bernstein,0.0
21129,Sandeep Kumar,0.0
21120,Shmuel Safra,0.0
21114,Zhiqiang Lin,0.0
21113,Kishore Kothapalli,0.0
21111,Bogdan Korel,0.0
21107,Alexandre C. B. Delbem,0.0
21094,Rada Chirkova,0.0
21092,Jung-Hwan Oh,0.0
18418,Thomas A. Runkler,0.0
21088,Ketan Mulmuley,0.0
21074,Claire Tomlin,0.0
21071,Sukumar Ghosh,0.0
21064,Sergiu M. Dascalu,0.0
21045,Marco Aurélio Gerosa,0.0
767,Rajiv Gupta,0.0
21035,Michael Mascagni,0.0
20996,René Witte,0.0
20995,Joanne M. Atlee,0.0
20991,Kevin B. Korb,0.0
20982,Georgios Kouroupetroglou,0.0
20969,Ricardo Massa Ferreira Lima,0.0
20960,Josef Sivic,0.0
21175,Huzefa Rangwala,0.0
21178,Jacobus E. van der Merwe,0.0
21184,Tim Dwyer,0.0
21185,Antoine Rauzy,0.0
21365,Ann E. Nicholson,0.0
21364,J. Michael Herrmann,0.0
21363,A. Jefferson Offutt,0.0
21362,Kent E. Seamons,0.0
21358,Margherita Napoli,0.0
21357,Howard Bowman,0.0
21355,Ron Y. Pinter,0.0
21344,Reza Rejaie,0.0
21319,Daniele Loiacono,0.0
21316,Benjamin Recht,0.0
21303,R. Sekar,0.0
21302,Pradeep D. Ravikumar,0.0
21295,James H. Cross II,0.0
21290,George Biros,0.0
21287,Mikhail Nesterenko,0.0
21275,Eric Mjolsness,0.0
746,C.-C. Jay Kuo,0.0
21260,Jyh-Charn Liu,0.0
21251,Nematollaah Shiri,0.0
21238,Ken Goldberg,0.0
21237,Urs Hengartner,0.0
21228,Alessandro L. Koerich,0.0
21220,Mohamed A. Sharaf,0.0
749,Lane A. Hemaspaandra,0.0
21198,Vincent C. S. Lee,0.0
21195,Ko Nishino,0.0
21186,Tim Miller,0.0
20953,Perdita Stevens,0.0
20950,Ross M. McConnell,0.0
20945,Daniel Krob,0.0
20655,David Gelernter,0.0
20644,Sofya Raskhodnikova,0.0
20643,Marco Masseroli,0.0
20632,Elizabeth M. Belding-Royer,0.0
20612,Arun Venkataramani,0.0
20600,Shishir K. Shah,0.0
20589,Philippe Baptiste,0.0
785,Diane J. Cook,0.0
20563,Allan Snavely,0.0
20556,Tianbao Yang,0.0
20553,Yoav Y. Schechner,0.0
20552,George S. Avrunin,0.0
20540,Rajeev Balasubramonian,0.0
20508,Aaron Stump,0.0
20480,Stephen J. Payne,0.0
787,Catholijn M. Jonker,0.0
20465,Davi Geiger,0.0
20451,Scott Schaefer,0.0
20446,Joshua R. Smith,0.0
20435,Gurdip Singh,0.0
791,Jun Yang,0.0
20429,Krzysztof J. Cios,0.0
20409,Hatice Gunes,0.0
20402,Sukhamay Kundu,0.0
20385,Penny Rheingans,0.0
20370,Mohamed Shehab,0.0
20365,Nan Yang,0.0
20362,Anna Louise Cox,0.0
20649,Jie Yang 0003,0.0
20656,Wai-Tat Fu,0.0
20938,Sean Luke,0.0
20665,Stephen Marsland,0.0
20932,Michael M. Swift,0.0
20929,Justin Thaler,0.0
20927,B. R. Badrinath,0.0
20926,Zizhong Chen,0.0
20913,Aaron C. Courville,0.0
20910,Susan Eisenbach,0.0
20906,Weidong Shi,0.0
20897,Patrick Eugster,0.0
20864,Zvi M. Kedem,0.0
20848,Susanne Wetzel,0.0
20841,Philip J. Edwards,0.0
20835,Anna Gál,0.0
20830,S. Lakshmivarahan,0.0
20818,Karthik Sridharan,0.0
20815,Kiriakos N. Kutulakos,0.0
20809,Stefan Dziembowski,0.0
770,Tao Xie,0.0
20771,Rosane Minghim,0.0
776,Nicola Santoro,0.0
777,Boi Faltings,0.0
20759,Nelson D. A. Mascarenhas,0.0
20728,A. Udaya Shankar,0.0
20727,Alfonso F. Cardenas,0.0
20726,Gerardo Pelosi,0.0
20724,Haim J. Wolfson,0.0
20685,Mohammad R. Salavatipour,0.0
20676,Ting Zhu,0.0
745,Brian D. O. Anderson,0.0
21371,Francesco Orciuoli,0.0
21372,Paul Marshall,0.0
22221,K. Sreenivasa Rao,0.0
22214,Krishnamoorthy Sivakumar,0.0
22205,Madhu Mutyam,0.0
22202,Prabhakar Ragde,0.0
22201,Cristiano Calcagno,0.0
22137,Gerald M. Masson,0.0
22134,Craig E. Wills,0.0
22130,Gilles Villard,0.0
22108,Douglas Comer,0.0
22106,Ian D. Watson,0.0
22085,Robert Cartwright,0.0
733,Scott Shenker,0.0
22045,Tyler Moore,0.0
22039,Nathan Fisher,0.0
22034,Yuanlin Zhang,0.0
22009,Anthony J. Bonner,0.0
22007,Rattikorn Hewett,0.0
21971,Seddik M. Djouadi,0.0
21967,François Guimbretière,0.0
21952,Matthijs T. J. Spaan,0.0
21936,Richard Fikes,0.0
21924,Sudarshan K. Dhall,0.0
21912,Rahul Garg,0.0
21904,Ali M. Niknejad,0.0
21890,Christine L. Lisetti,0.0
21883,Charles V. Stewart,0.0
21862,Wendi Rabiner Heinzelman,0.0
21859,Tanya Y. Berger-Wolf,0.0
22215,Vibhav Gogate,0.0
22223,Amarda Shehu,0.0
21837,Luca Daniel,0.0
22235,Juan E. Gilbert,0.0
22531,Anxiao Jiang,0.0
22527,John W. Lloyd,0.0
716,Chang Wen Chen,0.0
22473,Jon Sporring,0.0
22465,Marius Portmann,0.0
22460,Subhashis Banerjee,0.0
725,Krishnendu Chatterjee,0.0
22431,Matthias Grossglauser,0.0
22416,Aleksandar Kuzmanovic,0.0
22415,Dong Seong Kim,0.0
22403,Olga Regina Pereira Bellon,0.0
22396,Edward F. Gehringer,0.0
22389,Y. C. Tay,0.0
22377,Olga G. Troyanskaya,0.0
22367,Geraldo Xexéo,0.0
22355,Yitzhak Birk,0.0
22349,Moon-Jung Chung,0.0
22335,Judy Sheard,0.0
22313,Murray Shanahan,0.0
22297,Vincenzo Auletta,0.0
22289,Abdou Youssef,0.0
22282,Remco Chang,0.0
22275,Ivan Martinovic,0.0
22273,Ami Wiesel,0.0
22271,Julie Fisher,0.0
22256,Sibel Adali,0.0
22237,Fritz Henglein,0.0
21845,Mathieu Blanchette,0.0
21834,Alex Pang,0.0
21376,Iftach Haitner,0.0
21607,César A. F. De Rose,0.0
21583,Anup Rao,0.0
21564,Lisong Xu,0.0
21557,Erik G. Learned-Miller,0.0
21555,Gerome Miklau,0.0
741,Barry W. Boehm,0.0
21551,Douglas H. Fisher,0.0
21541,Raphael A. Finkel,0.0
21536,Ram Nevatia,0.0
743,Eduard Ayguadé,0.0
21511,Hélio Pedrini,0.0
21498,Alexander Tropsha,0.0
21489,Amitabh Varshney,0.0
21472,Kuldeep Kumar,0.0
21469,Oliver Eulenstein,0.0
21462,Thinh P. Nguyen,0.0
21449,Sébastien Roy,0.0
21440,Jochen Renz,0.0
21433,Percy Liang,0.0
21423,Yoshiko Wakabayashi,0.0
21420,Ala I. Al-Fuqaha,0.0
21414,David E. Breen,0.0
21411,Rudra Dutta,0.0
21405,William A. Wulf,0.0
21386,Richard D. Green,0.0
21382,Anthony Tang,0.0
21378,Aniket Kittur,0.0
21377,Miao Jin,0.0
21587,Ramaswamy Govindarajan,0.0
21612,Karsten Weihe,0.0
21822,Zhiyi Huang 0001,0.0
21630,Ambedkar Dukkipati,0.0
21821,Fabián E. Bustamante,0.0
21820,Tat-Jun Chin,0.0
21817,Robert I. McKay,0.0
21809,Elliot Anshelevich,0.0
21806,Daniel J. Dougherty,0.0
21797,Scott A. DeLoach,0.0
737,Tarek F. Abdelzaher,0.0
21783,Carey Williamson,0.0
21774,Francesco Colace,0.0
21766,Ioannis Pavlidis,0.0
21759,Ivan Laptev,0.0
21757,Eran Tromer,0.0
21750,Michael L. Fredman,0.0
21745,T. R. N. Rao,0.0
21740,Frédéric Blanqui,0.0
21724,Daniel M. Kane,0.0
21722,Hyesoon Kim,0.0
21706,Abhi Shelat,0.0
21690,Alexandra Boldyreva,0.0
21677,Andy Podgurski,0.0
21662,Kendall E. Nygard,0.0
21661,Siome Goldenstein,0.0
740,Gene Tsudik,0.0
21647,Leonid A. Levin,0.0
21641,Philippe Langlais,0.0
21640,Steffen van Bakel,0.0
21634,Timothy Bretl,0.0
20355,Jonathan C. L. Liu,0.0
20337,Shengdong Zhao,0.0
20325,Jaspal Subhlok,0.0
19171,Bartosz Krawczyk,0.0
19164,Abram Hindle,0.0
19161,Benedikt Bollig,0.0
19157,Giovanni Russello,0.0
19146,Patrice Delmas,0.0
19141,Erik Meijer,0.0
19139,Keith D. Cooper,0.0
19129,Charles C. Kemp,0.0
19119,Joseph B. Evans,0.0
19081,Victor Raskin,0.0
851,Ahmad-Reza Sadeghi,0.0
19056,Ye Zhao,0.0
19049,Hakan Aydin,0.0
19048,Tze-Yun Leong,0.0
19045,Jens Krinke,0.0
19039,Betty Salzberg,0.0
19034,Daniel Wigdor,0.0
19032,Michiel van de Panne,0.0
19026,Elias S. Manolakos,0.0
19020,Sylvie Thiébaux,0.0
19015,Tracy Hammond,0.0
19011,Sneha Kumar Kasera,0.0
19009,Pawel Urzyczyn,0.0
19002,Naomi Nishimura,0.0
18987,Ramalingam Sridhar,0.0
18981,Sumit Ganguly,0.0
18980,Emin Gün Sirer,0.0
18976,Yuriy Brun,0.0
19165,Shou-Hsuan Stephen Huang,0.0
19172,William M. Waite,0.0
18961,Hessam S. Sarjoughian,0.0
19176,Barbara Dunin-Keplicz,0.0
19333,Juan Pablo Hourcade,0.0
19328,Magda El Zarki,0.0
19323,Kobus Barnard,0.0
19307,Hiok Chai Quek,0.0
19305,Michael E. Locasto,0.0
19302,Ney Laert Vilar Calazans,0.0
19298,Xiaohui Yuan,0.0
19289,Paolo Giacomazzi,0.0
19286,Masood Masoodian,0.0
846,Jiangchuan Liu,0.0
19277,John F. Hughes,0.0
19276,Mausam,0.0
19259,Katherine J. Kuchenbecker,0.0
19254,Svetlana Lazebnik,0.0
19246,Randall Berry,0.0
19244,Jeremy G. Siek,0.0
19237,Peter Kazanzides,0.0
847,Daphne Koller,0.0
849,Pascal Bouvry,0.0
19215,Steven Homer,0.0
19211,Zhiling Lan,0.0
19210,Brian Scassellati,0.0
19207,Jean Goubault-Larrecq,0.0
19205,Scott Jordan,0.0
19204,Lau Cheuk Lung,0.0
19199,Ramana Rao Kompella,0.0
19198,Chau-Wen Tseng,0.0
18965,Robert Simon,0.0
18960,Julie A. Adams,0.0
19339,Oskar von Stryk,0.0
18732,Jing Sun 0002,0.0
18729,Seymour E. Goodman,0.0
18718,Gregory Butler,0.0
18717,Cirano Iochpe,0.0
18715,Christoph Weidenbach,0.0
18701,Edward Hermann Haeusler,0.0
18692,Jeffrey S. Foster,0.0
18690,Elizabeth M. Belding,0.0
18683,Sanjoy K. Mitter,0.0
18675,Walter L. Ruzzo,0.0
18674,Mendel Rosenblum,0.0
18666,Sinisa Todorovic,0.0
18651,Antonio A. F. Loureiro,0.0
18646,Ricardo de Almeida Falbo,0.0
18638,Victoria Interrante,0.0
18627,Michalis Polychronakis,0.0
866,Vojtech Rödl,0.0
18618,Marcelo Gattass,0.0
18606,Dung T. Huynh,0.0
867,Douglas R. Stinson,0.0
18588,Chris Callison-Burch,0.0
18583,Xiaoning Qian,0.0
18570,Herbert Wiklicky,0.0
18563,Valdis Berzins,0.0
18559,Eddie Kohler,0.0
18542,N. S. Narayanaswamy,0.0
18531,Kostas E. Bekris,0.0
18488,Calvin C. Newport,0.0
18731,Shaowen Wang,0.0
861,Jesús Labarta,0.0
18956,Peter A. N. Bosman,0.0
18739,Christian R. Shelton,0.0
18954,Michael O. Rabin,0.0
18939,J. D. Tygar,0.0
18932,Mark Handley,0.0
18913,Douglas Stebila,0.0
18906,Randy E. Ellis,0.0
18904,Anthony Skjellum,0.0
18900,Arobinda Gupta,0.0
18893,Xiaojun Cao,0.0
18882,Thomas R. Ioerger,0.0
18876,Tanzeem Choudhury,0.0
852,Yong Chen,0.0
18866,Ulrik Schroeder,0.0
18865,Valentine Kabanets,0.0
18857,Laveen N. Kanal,0.0
18849,Selmer Bringsjord,0.0
18843,Felipe M. G. França,0.0
18835,Davide Careglio,0.0
18808,Partha Dasgupta,0.0
18802,Cid C. de Souza,0.0
18799,Dan Ventura,0.0
18796,Bob Coecke,0.0
18794,Przemyslaw Prusinkiewicz,0.0
18781,Jacir Luiz Bordim,0.0
860,Zhen Zhang,0.0
18769,Jacob White,0.0
18745,Siew Kei Lam,0.0
18740,Quinn Snell,0.0
19337,Richard J. LeBlanc,0.0
19362,Julie Dorsey,0.0
20317,Alfonso Fuggetta,0.0
20044,Murali Annavaram,0.0
20033,Stuart Crozier,0.0
20031,Michael Ben-Or,0.0
20024,Ramesh Hariharan,0.0
20022,Bhaskaran Raman,0.0
20020,Murali Sitaraman,0.0
815,Martial Hebert,0.0
19990,Jyh-Ming Lien,0.0
19971,Long Nguyen,0.0
19963,Davide Scaramuzza,0.0
19959,Theodosios Pavlidis,0.0
19958,Devi Parikh,0.0
19943,Alexandr Andoni,0.0
19942,Jeffrey Bardzell,0.0
19931,Gavin Lowe,0.0
19928,Andreas Klappenecker,0.0
19920,Jack C. Wileden,0.0
19918,A. P. Wim Böhm,0.0
19916,Peter M. Chen,0.0
19905,Loris Marchal,0.0
19900,Luay Nakhleh,0.0
19899,Edward Lank,0.0
19891,Eve A. Riskin,0.0
19888,Steven Hand,0.0
19876,John Watrous,0.0
822,Mihir Bellare,0.0
19846,Mahalingam Ramkumar,0.0
19841,Jih-Kwon Peir,0.0
20037,Robert Michael Young,0.0
20051,Martijn Stam,0.0
19828,Ana Regina Rocha,0.0
20057,Jordi Guitart,0.0
20306,Randall D. Beer,0.0
20282,Claire Mathieu,0.0
20281,Jean Meunier,0.0
20267,V. Sridhar,0.0
20249,Andreas Willig,0.0
20237,Liming Cai,0.0
20219,Martin R. Gibbs,0.0
20209,Phoebe Sengers,0.0
20202,Kathleen Fisher,0.0
20191,Nicholas Hopper,0.0
20188,Ziv Bar-Joseph,0.0
20181,Tristan Glatard,0.0
795,Herbert Edelsbrunner,0.0
20170,Sandip Roy,0.0
796,Lionel C. Briand,0.0
20152,Kamalika Chaudhuri,0.0
20130,Susan H. Rodger,0.0
20125,Kavita Bala,0.0
20118,Elisa Yumi Nakagawa,0.0
804,Enrico Pontelli,0.0
20107,Rebecca Willett,0.0
20094,Heiko Mantel,0.0
20093,Robert E. Mercer,0.0
809,Srinivas Devadas,0.0
20079,Ricardo J. G. B. Campello,0.0
20071,Bruce W. Porter,0.0
20066,Xiaohui Gu,0.0
19832,John K. Slaney,0.0
824,Richard T. Snodgrass,0.0
19364,Elmar Eisemann,0.0
19577,Patrick Crowley,0.0
19568,Nilanjan Ray,0.0
19566,Michael J. Dinneen,0.0
831,Max Mühlhäuser,0.0
19550,Radhika Nagpal,0.0
19545,Mona T. Diab,0.0
19539,Borzoo Bonakdarpour,0.0
19527,Jean Vuillemin,0.0
19526,Stephen A. Fenner,0.0
19521,Ulrich Kremer,0.0
19509,Dan Grossman,0.0
19507,Falko Kuester,0.0
836,Dan Boneh,0.0
19485,Shwetak N. Patel,0.0
19484,Howard Straubing,0.0
19466,Tolga Tasdizen,0.0
19434,Gilles Fedak,0.0
19431,Krzysztof Pawlikowski,0.0
19429,Eric Vigoda,0.0
19422,Yury Makarychev,0.0
19418,Michael Kölling,0.0
839,Henning Schulzrinne,0.0
19392,Guanhua Yan,0.0
19390,Jacek Mandziuk,0.0
845,Roberto Tamassia,0.0
19373,Theodore P. Baker,0.0
19372,Joey Paquet,0.0
19370,Daniel Gildea,0.0
19572,Yuhong Guo,0.0
19581,David K. Lowenthal,0.0
19811,John E. Savage,0.0
19588,Norman C. Hutchinson,0.0
19800,Scott F. Smith,0.0
830,Jian Huang,0.0
19791,Jeff Heflin,0.0
19781,Srihari Nelakuditi,0.0
19773,Nancy S. Pollard,0.0
19770,Jelena Mirkovic,0.0
19767,Salman Durrani,0.0
19766,Kenneth Chiu,0.0
19764,Patrick Shen-Pei Wang,0.0
19763,David Barber,0.0
19760,Alexander Rakhlin,0.0
19758,Patrick Traynor,0.0
19751,Carlos Becker Westphall,0.0
19740,Kamil Saraç,0.0
19735,Wojciech Plandowski,0.0
19731,Michael Kearns,0.0
19728,Marcílio Carlos Pereira de Souto,0.0
19718,Udo W. Pooch,0.0
19717,Yang Yi,0.0
19692,Gheorghe Tecuci,0.0
19676,Mark K. Goldberg,0.0
19655,Lester Lipsky,0.0
19650,Geir E. Dullerud,0.0
19637,Joseph E. Beck,0.0
19621,Magy Seif El-Nasr,0.0
19620,Gábor N. Sárközy,0.0
19612,Mark O. Riedl,0.0
22553,Mikhail Auguston,0.0
22554,Bartlomiej Blaszczyszyn,0.0
22555,P. Krishna Reddy,0.0
25527,Michael G. Dyer,0.0
25507,Ergun Akleman,0.0
25506,Zongming Fei,0.0
25494,Edmundo Roberto Mauro Madeira,0.0
25493,Kevin D. Seppi,0.0
25472,Emma Brunskill,0.0
25461,Paul Francis,0.0
25451,Kai Sun,0.0
25447,Elena Grigorescu,0.0
25440,Anand R. Tripathi,0.0
25437,Olga Veksler,0.0
25435,Peter Szolovits,0.0
25433,Marcello Restelli,0.0
25431,Julie A. Kientz,0.0
25430,Leonard Pitt,0.0
25422,Matthew K. Farrens,0.0
25421,Bing Xue,0.0
25418,Bobby Bodenheimer,0.0
25373,Andrew W. Moore 0002,0.0
25355,Dan E. Willard,0.0
25350,Harsha V. Madhyastha,0.0
25334,Victor Zue,0.0
25332,Kristy Elizabeth Boyer,0.0
650,Luigi Carro,0.0
25327,Hongwei Xi,0.0
25317,Thomas Schmid,0.0
25310,Colin Potts,0.0
25303,Kay C. Wiese,0.0
645,Tuomas Sandholm,0.0
25544,David A. Mix Barrington,0.0
25298,Benjamin Watson,0.0
25559,Dario Fiore,0.0
25781,Anton Eliëns,0.0
25778,Richard T. Vaughan,0.0
25753,Pawel A. Dmochowski,0.0
25741,Giannis F. Marias,0.0
25736,Joseph G. Peters,0.0
25727,Ted Briscoe,0.0
25722,William M. Farmer,0.0
25665,Peter H. Welch,0.0
25661,Izhak Shafran,0.0
25658,Ashok Kumar Das,0.0
25653,D. Martin Swany,0.0
25651,Solange Oliveira Rezende,0.0
25647,Chris Bailey-Kellogg,0.0
25639,Martin T. Vechev,0.0
25637,Giuseppe Pelagatti,0.0
25635,Alexandre Mota,0.0
25623,Stanislav Zivny,0.0
25611,Edward H. Freeman,0.0
25605,Xiaoying Gao,0.0
25602,Andreas Haeberlen,0.0
25599,Olga Sorkine,0.0
25597,Seung-Jun Kim,0.0
25589,Peter Tarczy-Hornoch,0.0
25579,Dmitry Ponomarev,0.0
25576,Lap Chi Lau,0.0
25573,Panos Rondogiannis,0.0
25561,Leonard M. Adleman,0.0
25300,Paul Lu,0.0
25289,Milo M. K. Martin,0.0
25831,María Jesús Garzarán,0.0
24965,Steven Salzberg,0.0
24957,Bruce Gooch,0.0
24946,K. Gopinath,0.0
24935,Abedelaziz Mohaisen,0.0
24920,Zhenkai Liang,0.0
24918,Faramarz F. Samavati,0.0
24883,Mark Grechanik,0.0
24882,Voicu Popescu,0.0
24879,Richard T. B. Ma,0.0
24870,Thomas Kühne,0.0
24866,Sally Fincher,0.0
24863,Brian A. Barsky,0.0
24861,Richard Chang,0.0
24852,C. Michael Overstreet,0.0
24839,András Faragó,0.0
24833,Rossana M. C. Andrade,0.0
24822,David S. Wise,0.0
24816,Pascal Vincent,0.0
24799,Matthew Might,0.0
24795,Luke S. Zettlemoyer,0.0
24782,Christian Pérez,0.0
24780,Mema Roussopoulos,0.0
24768,Iain Phillips,0.0
24758,Alberto Barbosa Raposo,0.0
24749,Beichuan Zhang,0.0
24747,Alban Ponse,0.0
24744,Peter Arbenz,0.0
24737,Maria do Carmo Nicoletti,0.0
24963,Geber Ramalho,0.0
24989,Michael J. Jacobson Jr.,0.0
25269,Walter A. Burkhard,0.0
25003,Nadia El-Mabrouk,0.0
25266,John C. Doyle,0.0
25262,Charles Lee Isbell Jr.,0.0
25249,Anders Møller,0.0
25246,Russell J. Bradford,0.0
25216,Karl Crary,0.0
25210,Robert Wilensky,0.0
25191,William R. Swartout,0.0
25186,Fabio Pellacini,0.0
25182,Lior Pachter,0.0
25172,Peter Rodgers,0.0
25169,Clelia de Felice,0.0
25143,Ian M. Hodkinson,0.0
25136,Luiz Satoru Ochi,0.0
25128,Ehab S. Elmallah,0.0
25127,Ian G. Harris,0.0
25121,Giovanni Agosta,0.0
25110,Ola Svensson,0.0
25105,Yuqing Wu,0.0
25096,Niki Trigoni,0.0
657,Leendert W. N. van der Torre,0.0
25060,John Canny,0.0
25049,Patrice Marcotte,0.0
25046,Sérgio Lifschitz,0.0
25037,Ricardo Gutierrez-Osuna,0.0
25024,Tayana Conte,0.0
25005,Leo Mark,0.0
25004,Ye Xia 0001,0.0
25799,Amit K. Agrawal,0.0
25832,Stefan Schwoon,0.0
24722,Loren Schwiebert,0.0
26638,Animesh Mukherjee,0.0
26619,Kihong Park,0.0
26604,Gary Lindstrom,0.0
26593,Kyoung-Don Kang,0.0
26590,Lee J. White,0.0
26586,Ada Gavrilovska,0.0
26573,Sugih Jamin,0.0
26562,Jens Dietrich,0.0
26557,Majid Ghaderi,0.0
26551,Donghoon Chang,0.0
26538,William E. Howden,0.0
26530,Christopher Scaffidi,0.0
26522,Bora Uçar,0.0
26511,Mahdi Cheraghchi,0.0
26498,Rafael Bidarra,0.0
26479,Klaus Meißner,0.0
2194,Gautam Biswas,0.0
26476,John K. Antonio,0.0
26474,Ron Goldman 0002,0.0
26468,Kristoffer Arnsfelt Hansen,0.0
26467,Vijay Natarajan,0.0
26460,Carsten Rudolph,0.0
26456,Kevin W. Hamlen,0.0
26445,Edward L. Robertson,0.0
26431,Ernest Davis,0.0
26419,Kunal Agrawal,0.0
26407,Guy Kindler,0.0
26405,William A. Arbaugh,0.0
26636,Jörg Müller,0.0
26644,Sriram Chellappan,0.0
625,Edwin Hsing-Mean Sha,0.0
26654,Ioannis Milis,0.0
26864,Haifeng Yu,0.0
613,Wei-Tek Tsai,0.0
26853,Sandra de Amo,0.0
26840,Yaacov Yesha,0.0
26832,Carla Maria Dal Sasso Freitas,0.0
26830,Frederic Desprez,0.0
26819,R. Chandrasekaran,0.0
26817,Glencora Borradaile,0.0
26814,Shi Zhou,0.0
26812,Damian Niwinski,0.0
26794,Donald G. Bailey,0.0
26787,David E. Irwin,0.0
26783,Ben Glocker,0.0
26782,Yuan Shi,0.0
26773,Mona Singh,0.0
26764,Keith Decker,0.0
26737,Carlos R. P. Hartmann,0.0
26729,Yuval Kochman,0.0
26728,Sanmay Das,0.0
26726,Mohan Sridharan,0.0
26723,John V. Carlis,0.0
26712,Eric Thierry,0.0
26692,Brigitte Pientka,0.0
26683,Nianwen Xue,0.0
26667,Hakim Weatherspoon,0.0
26665,Jayanthi Sivaswamy,0.0
26663,G. Michael Youngblood,0.0
26404,Rainer G. Spallek,0.0
26381,Stephen Fickas,0.0
25835,Saad Biaz,0.0
26100,Sergei Bespamyatnikh,0.0
26085,David Déharbe,0.0
26084,Yonghe Liu,0.0
26079,Sachin Katti,0.0
26076,Matt Kaufmann,0.0
26069,Lingjia Liu,0.0
26063,Richard A. DeMillo,0.0
26046,Andrew C. Gallagher,0.0
26045,Anselmo Lastra,0.0
26028,Douglas W. Clark,0.0
26010,Jaap Heringa,0.0
25974,Giuseppe Cattaneo,0.0
25972,Fernando Gomez,0.0
25968,Stefano Bregni,0.0
25967,Adarshpal S. Sethi,0.0
25962,Leo Bachmair,0.0
25951,James R. Warren,0.0
25943,Chittaranjan A. Mandal,0.0
25905,Warren A. Hunt Jr.,0.0
25896,Jennifer L. Wong,0.0
25892,Roberto Solis-Oba,0.0
25873,Raimundas Matulevicius,0.0
25867,Subramanian Ramamoorthy,0.0
25856,Ioannis Kontoyiannis,0.0
25851,Xumin Liu,0.0
25850,Luis Mateus Rocha,0.0
25838,Supratik Mukhopadhyay,0.0
25837,Ashish Choudhary,0.0
26094,Vincenzo Caglioti,0.0
26102,Kurt Jensen,0.0
626,Mubarak Shah,0.0
26116,Ronald Baecker,0.0
26350,Michal Young,0.0
26346,Christoph Bregler,0.0
26337,David R. Musser,0.0
26315,Patrick H. Madden,0.0
26313,Walter Gautschi,0.0
26302,John H. Reppy,0.0
26299,Amos J. Storkey,0.0
26281,John Regehr,0.0
26265,Perry R. Cook,0.0
26252,Xavier Bresson,0.0
26251,Eric Van Wyk,0.0
26237,David L. Dowe,0.0
26235,Derek Hoiem,0.0
26217,Song Fu,0.0
26216,Richard Peng,0.0
26213,Tamer Nadeem,0.0
26202,Robby,0.0
26200,Vasilis Vassalos,0.0
26185,Valéria Cesário Times,0.0
26183,Richard Cleve,0.0
26181,Anindya De,0.0
26165,Eitan Grinspun,0.0
26162,Boyana Norris,0.0
26156,Shuiwang Ji,0.0
26155,Aiichiro Nakano,0.0
26153,Chaoli Wang,0.0
26152,Tarek S. Abdelrahman,0.0
24730,Alfs T. Berztiss,0.0
24720,Vitaly Skachek,0.0
22558,Yasmin B. Kafai,0.0
23243,Soha Hassoun,0.0
23230,Peter Struss,0.0
23227,Karthikeyan Sankaralingam,0.0
23208,Christopher Krügel,0.0
23200,Sukhendu Das,0.0
23195,David Mould,0.0
23194,David H. C. Du,0.0
23193,Vikram Pudi,0.0
23189,Kazuhiko Kawamura,0.0
23179,Ioana Banicescu,0.0
23170,Phu Dung Le,0.0
23169,Lourdes de Agapito,0.0
23168,Charles Ofria,0.0
23167,Aditi Majumder,0.0
23164,Charles Rackoff,0.0
23149,Alexander Schliep,0.0
23133,Robert Bruce Findler,0.0
23130,Pablo Laguna,0.0
23127,Patrick Th. Eugster,0.0
23116,Sabrina Senatore,0.0
23115,Micah Beck,0.0
23111,Dana Randall,0.0
23105,João Luiz Dihl Comba,0.0
23069,Lukasz Kowalik,0.0
