,0
1136,Universidade Federal do Rio de Janeiro 
1137,University of California-Davis 
1138,Indiana University 
1139,Stanford University 
1140,University of Illinois at Urbana-Champaign 
1141,University College London 
1142,University of California-Irvine 
1143,Massachusetts Institute of Technology 
1144,University of Texas at Dallas 
1145,Purdue University Main Campus 
1146,University of Massachusetts Amherst 
1147,Cornell University 
1148,University of Kentucky 
1149,Vanderbilt University 
1150,Georgetown University 
1151,University of Illinois at Urbana-Champaign 
1152,University of Texas at Dallas 
1153,University of Rochester 
1154,University of Illinois at Urbana-Champaign 
1155,University of California-San Diego 
1156,University of Texas at Arlington 
1157,University of Queensland 
1158,Florida International University 
1159,Stony Brook University 
1160,University of South Florida 
1161,University of Waterloo 
1162,University of Georgia 
1163,University of Washington 
1164,University of Waikato 
1165,University of Maryland-College Park 
1166,University of Waterloo 
1167,University of California-Santa Barbara 
1168,Universidade Federal de Santa Catarina 
1169,University of Illinois at Urbana-Champaign 
1170,ETH Zurich 
1171,Northeastern University 
1172,Cornell University 
1173,ETH Zurich 
1174,Worcester Polytechnic Institute 
1175,University of Delaware 
1176,TU Delft 
1177,State University of New York at Stony Brook 
1178,National University of Singapore 
1179,Oregon State University 
1180,University of Southern California 
1181,University of Tennessee 
1182,Imperial College London 
1183,University of Arizona 
1184,University of Adelaide 
1185,Florida International University 
1186,Pennsylvania State University 
1187,University of California-Santa Barbara 
1188,Universidade Federal do Rio Grande do Sul 
1189,IIT Hyderabad 
1190,Dartmouth College 
1191,University of Illinois at Urbana-Champaign 
1192,Rice University 
1193,Pennsylvania State University 
1194,University of California-Riverside 
1195,Brown University 
1196,University of Texas at Dallas 
1197,Rensselaer Polytechnic Institute 
1198,University of Texas at Dallas 
1199,University College London 
1200,Iowa State University 
1201,National University of Singapore 
1202,Clemson University 
1203,University of California-Santa Cruz 
1204,Massachusetts Institute of Technology 
1205,Carnegie Mellon University 
1206,Universidade Federal do Amazonas 
1207,University of Melbourne 
1208,University at Buffalo 
1209,University of Victoria 
1210,Pennsylvania State University 
1211,Georgia Institute of Technology 
1212,University of Texas at Dallas 
1213,Pontifícia Universidade Católica do Rio de Janeiro 
1214,University of California-Berkeley 
1215,Washington University in St. Louis 
1216,George Mason University 
1217,Rutgers University 
1218,Universidade Federal de Campina Grande 
1219,Princeton University 
1220,Concordia University 
1221,University of Florida 
1222,Pennsylvania State University 
1223,University of Southern California 
1224,Bar-Ilan University 
1225,Aarhus University 
1226,Duke University 
1227,Iowa State University 
1228,University of Illinois at Urbana-Champaign 
1229,University of Maryland Baltimore County 
1230,Massachusetts Institute of Technology 
1231,Harvard University 
1232,Wright State University Main Campus 
1233,Harvard University 
1234,IIT Kharagpur 
1235,Naval Postgraduate School 
1236,University of California-Davis 
1237,Columbia University In The City of New York 
1238,University of British Columbia 
1239,Carnegie Mellon University 
1240,Australian National University 
1241,University of Houston 
1242,Stony Brook University 
1243,University of Minnesota 
1244,Louisiana State University and Agricultural and Mechanical College 
1245,Stony Brook University 
1246,New York University 
1247,Indiana University 
1248,Nanyang Technological University 
1249,Universidade Federal do Rio de Janeiro 
1250,University of Toronto 
1251,Stanford University 
1252,University of Wisconsin-Madison 
1253,New York University 
1254,Universidade Federal do Ceará 
1255,Massachusetts Institute of Technology 
1256,California Institute of Technology 
1257,Carnegie Mellon University 
1258,University of California-Berkeley 
1259,University of Edinburgh 
1260,Rutgers University 
1261,Technion-Israel Institute of Technology 
1262,Carnegie Mellon University 
1263,Rutgers University 
1264,Iowa State University 
1265,University of Texas at Dallas 
1266,Georgia Institute of Technology 
1267,Harvard University 
1268,University of South Carolina Columbia 
1269,Cornell University 
1270,Technion-Israel Institute of Technology 
1271,Politecnico di Milano 
1272,Purdue University Main Campus 
1273,Universidade Federal de Minas Gerais 
1274,Simon Fraser University 
1275,University of Arizona 
1276,University of Illinois at Urbana-Champaign 
1277,RWTH Aachen 
1278,University of Kent 
1279,Universidade de Fortaleza 
1280,Imperial College London 
1281,National University of Singapore 
1282,Oregon State University 
1283,Iowa State University 
1284,University of Alabama In Huntsville 
1285,University of Arizona 
1286,Georgia Institute of Technology 
1287,IIT Madras 
1288,Boston University 
1289,University of North Carolina 
1290,Brown University 
1291,University of New Mexico Main Campus 
1292,University of British Columbia 
1293,University of Connecticut 
1294,University of California-Irvine 
1295,University of Michigan 
1296,Technion-Israel Institute of Technology 
1297,Rochester Institute of Technology 
1298,University of Sydney 
1299,University of Kansas 
1300,University of Melbourne 
1301,Yale University 
1302,Cornell University 
1303,University of Southern California 
1304,University of Oregon 
1305,University of Alabama In Huntsville 
1306,University of Massachusetts Amherst 
1307,University of California-Davis 
1308,University of Pittsburgh 
1309,University of Victoria 
1310,Massachusetts Institute of Technology 
1311,University of Wisconsin-Madison 
1312,Louisiana State University and Agricultural and Mechanical College 
1313,University of Alberta 
1314,Bar-Ilan University 
1315,Massachusetts Institute of Technology 
1316,Massachusetts Institute of Technology 
1317,Nanyang Technological University 
1318,University of Nebraska 
1319,University of California-San Diego 
1320,University of Oxford 
1321,Wright State University Main Campus 
1322,University of Washington 
1323,Louisiana State University and Agricultural and Mechanical College 
1324,University of Toronto 
1325,IIT Delhi 
1326,Imperial College London 
1327,Stevens Institute of Technology 
1328,University of Alabama In Huntsville 
1329,Rochester Institute of Technology 
1330,Hebrew University of Jerusalem 
1331,University of Kent 
1332,University of Oregon 
1333,University of California-San Diego 
1334,Pennsylvania State University 
1335,Pennsylvania State University 
1336,University of Athens 
1337,University at Buffalo 
1338,Simon Fraser University 
1339,University of Southern California 
1340,University of Cambridge 
1341,IIT Kanpur 
1342,University of California-Irvine 
1343,Universidade Federal de Minas Gerais 
1344,University of California-Los Angeles 
1345,Aarhus University 
1346,University of California-Los Angeles 
1347,Yale University 
1348,University of Edinburgh 
1349,Universidade Federal do Rio Grande do Sul 
1350,University of Texas at Austin 
1351,University of Illinois at Urbana-Champaign 
1352,Princeton University 
1353,University of California-Santa Barbara 
1354,University of North Carolina 
1355,Cornell University 
1356,Technion-Israel Institute of Technology 
1357,University College London 
1358,University of Houston 
1359,Temple University 
1360,Northwestern University 
1361,ETH Zurich 
1362,University of Michigan 
1363,University of Massachusetts Amherst 
1364,Iowa State University 
1365,ETH Zurich 
1366,University of Melbourne 
1367,Politecnico di Milano 
1368,Illinois Institute of Technology 
1369,University of Edinburgh 
1370,Brandeis University 
1371,Princeton University 
1372,Syracuse University Main Campus 
1373,University of Texas at Dallas 
1374,Universidade Federal de Uberlândia 
1375,University of California-Davis 
1376,Columbia University 
1377,Pennsylvania State University 
1378,University of Zurich 
1379,Georgia Institute of Technology 
1380,University of Athens 
1381,Carleton University 
1382,University of Southern California 
1383,Aarhus University 
1384,National University of Singapore 
1385,Princeton University 
1386,University of Edinburgh 
1387,Stanford University 
1388,University of Texas at Austin 
1389,Universidade Federal do Rio Grande do Sul 
1390,Imperial College London 
1391,Columbia University 
1392,Universidade Federal de Minas Gerais 
1393,Universidade Federal do Rio de Janeiro 
1394,University of Montreal 
1395,University of Michigan 
1396,University of California-Los Angeles 
1397,University at Buffalo 
1398,University of Delaware 
1399,University of California-Los Angeles 
1400,University of Rochester 
1401,Syracuse University Main Campus 
1402,Rensselaer Polytechnic Institute 
1403,Mississippi State University 
1404,University of Illinois at Urbana-Champaign 
1405,New York University 
1406,University of Waterloo 
1407,University of California-Davis 
1408,University of Rochester 
1409,Louisiana State University and Agricultural and Mechanical College 
1410,University of California-Davis 
1411,University of California-Irvine 
1412,Rutgers University 
1413,University of Alberta 
1414,Florida Institute of Technology 
1415,University of Houston 
1416,University of Pennsylvania 
1417,University of California-Berkeley 
1418,University of California-San Diego 
1419,Simon Fraser University 
1420,Massachusetts Institute of Technology 
1421,Rutgers University 
1422,Iowa State University 
1423,TU Darmstadt 
1424,University of Southern California 
1425,University of Zurich 
1426,University of Maryland-Baltimore County 
1427,New York University 
1428,IISc Bangalore 
1429,Stanford University 
1430,Stanford University 
1431,Bar-Ilan University 
1432,University of Illinois at Urbana-Champaign 
1433,Indiana University at Bloomington 
1434,University of Zurich 
1435,Louisiana State University and Agricultural and Mechanical College 
1436,University of Utah 
1437,University of Kentucky 
1438,University of Virginia 
1439,University of Southern California 
1440,VU Amsterdam 
1441,EPFL 
1442,Carnegie Mellon University 
1443,Imperial College London 
1444,TU Dresden 
1445,University of Georgia 
1446,Drexel University 
1447,University of Illinois at Urbana-Champaign 
1448,Arizona State University 
1449,University of Washington 
1450,Rochester Institute of Technology 
1451,RWTH Aachen 
1452,Georgia Institute of Technology 
1453,University of Tennessee 
1454,Syracuse University Main Campus 
1455,University of Illinois at Chicago 
1456,University of California-Los Angeles 
1457,University of Warsaw 
1458,University of Connecticut 
1459,Old Dominion University 
1460,University of British Columbia 
1461,Carnegie Mellon University 
1462,Imperial College London 
1463,Monash University 
1464,Stanford University 
1465,Ecole Normale Superieure de Cachan 
1466,University of Texas at Arlington 
1467,TU Darmstadt 
1468,University of Massachusetts Amherst 
1469,Harvard University 
1470,Stanford University 
1471,Universidade Estadual de Campinas 
1472,University of California-Davis 
1473,University of Kentucky 
1474,University of Michigan-Ann Arbor 
1475,University of California-Irvine 
1476,Northwestern University 
1477,University of Arizona 
1478,Texas Tech University 
1479,McMaster University 
1480,Universidade Federal do Rio de Janeiro 
1481,Western University 
1482,University of California-Davis 
1483,University of Bristol 
1484,Stony Brook University 
1485,University of North Carolina 
1486,Stanford University 
1487,Carnegie Mellon University 
1488,Universidade Federal do Rio Grande do Sul 
1489,University of North Carolina 
1490,Australian National University 
1491,Tufts University 
1492,University of Montreal 
1493,University of Illinois at Urbana-Champaign 
1494,University of Illinois at Urbana-Champaign 
1495,TU Dresden 
1496,Universidade Federal Fluminense 
1497,TU Munich 
1498,University of Michigan 
1499,Hebrew University of Jerusalem 
1500,University of Oklahoma Norman Campus 
1501,George Mason University 
1502,Carnegie Mellon University 
1503,University of California-Riverside 
1504,University of Illinois at Chicago 
1505,Georgia State University 
1506,Universidade Federal do Paraná 
1507,Columbia University In The City of New York 
1508,Universidade de São Paulo 
1509,Universidade Federal do Rio de Janeiro 
1510,University of Melbourne 
1511,Carnegie Mellon University 
1512,Rutgers University 
1513,University of Melbourne 
1514,Technion-Israel Institute of Technology 
