,0
310,University of Massachusetts Amherst 
311,Stanford University 
312,Rensselaer Polytechnic Institute 
313,University of California-Berkeley 
314,University of Illinois at Urbana-Champaign 
315,ETH Zurich 
316,University of California-Santa Barbara 
317,Princeton University 
318,University of Waikato 
319,Arizona State University 
320,Georgia Institute of Technology 
321,Universidade Federal de Minas Gerais 
322,Duke University 
323,Nanyang Technological University 
324,University of Montreal 
325,Carnegie Mellon University 
326,Rensselaer Polytechnic Institute 
327,VU Amsterdam 
328,University of Alberta 
329,University of Arizona 
330,Cornell University 
331,Australian National University 
332,Stony Brook University 
333,Stony Brook University 
334,Johns Hopkins University 
335,University of Florida 
336,University of Bath 
337,Naval Postgraduate School 
338,Universidade Federal de Minas Gerais 
339,IIT Madras 
340,University of Central Florida 
341,University of Otago 
342,University of Warsaw 
343,University of Edinburgh 
344,IIT Delhi 
345,University of Virginia 
346,Georgia Institute of Technology 
347,TU Delft 
348,University of Illinois at Urbana-Champaign 
349,University of Bristol 
350,IIT Delhi 
351,Indiana University at Bloomington 
352,Brown University 
353,Northeastern University 
354,Georgetown University 
355,George Mason University 
356,Princeton University 
357,Nanyang Technological University 
358,University of Melbourne 
359,University of Oxford 
360,Iowa State University 
361,University of Texas at Arlington 
362,Georgia Institute of Technology 
363,Bar-Ilan University 
364,George Mason University 
365,University of Massachusetts Amherst 
366,University of Cambridge 
367,Virginia Polytechnic Institute and State University 
368,Purdue University Main Campus 
369,University of Notre Dame 
370,University of Warsaw 
371,University of Sydney 
372,Oregon Health and Science University 
373,Hebrew University of Jerusalem 
374,Pennsylvania State University 
375,University of Queensland 
376,Michigan State University 
377,University of Texas at Dallas 
378,Tufts University 
379,University of Maryland-College Park 
380,North Carolina State University 
381,Massachusetts Institute of Technology 
382,University of Cambridge 
383,University of Texas at Arlington 
384,Purdue University Main Campus 
385,Harvard University 
386,University of Iowa 
387,University of Massachusetts Amherst 
388,University of Maryland-College Park 
389,University of Michigan-Ann Arbor 
390,Rice University 
391,Georgia Institute of Technology 
392,George Washington University 
393,Technion-Israel Institute of Technology 
394,Technion-Israel Institute of Technology 
395,Carnegie Mellon University 
396,University of Maryland-Baltimore County 
397,University of Waterloo 
398,University of Pennsylvania 
399,Indiana University 
400,Rutgers University 
401,University of Toronto 
402,Northwestern University 
403,University of Waterloo 
404,Imperial College London 
405,IIT Kharagpur 
406,National University of Singapore 
407,University of Sydney 
408,Dartmouth College 
409,University of Edinburgh 
410,Florida International University 
411,Cornell University 
412,Boston University 
413,Universidade Federal de Minas Gerais 
414,Georgia Institute of Technology 
415,University of Maryland-College Park 
416,University of Melbourne 
417,Case Western Reserve University 
418,University of Alberta 
419,University of California-Santa Barbara 
420,University of California-Santa Barbara 
421,University of Washington 
422,Universidade Estadual de Campinas 
423,Pennsylvania State University 
424,University of California-Riverside 
425,University of California-San Diego 
426,Technion-Israel Institute of Technology 
427,Massachusetts Institute of Technology 
428,Bar-Ilan University 
429,Stanford University 
430,University of California-San Diego 
431,Bar-Ilan University 
432,Simon Fraser University 
433,Stanford University 
434,McGill University 
435,University of California-Santa Barbara 
436,Stanford University 
437,Johns Hopkins University 
438,University of Arizona 
439,Texas A&M University 
440,Georgia Institute of Technology 
441,University of Illinois at Urbana-Champaign 
442,University of Melbourne 
443,Oregon State University 
444,University of Melbourne 
445,Universidade Estadual de Campinas 
446,Wayne State University 
447,University of Minnesota 
448,University of Victoria 
449,Cornell University 
450,Massachusetts Institute of Technology 
451,University of Massachusetts Amherst 
452,IIT Madras 
453,University of Kentucky 
454,Stanford University 
455,University of Athens 
456,University of Alberta 
457,Georgetown University 
458,Northeastern University 
459,Johns Hopkins University 
460,Georgia Institute of Technology 
461,Politecnico di Milano 
462,Hebrew University of Jerusalem 
463,University of Southern California 
464,University at Buffalo 
465,University of Pittsburgh 
466,University of British Columbia 
467,Carnegie Mellon University 
468,Arizona State University 
469,University of California-Irvine 
470,Michigan State University 
471,University of Tennessee 
472,University of Massachusetts Amherst 
473,University of California-Berkeley 
474,Northwestern University 
475,University of Warsaw 
476,University of Maryland-Baltimore County 
477,Boston University 
478,University of Pennsylvania 
479,IIT Madras 
480,Cornell University 
481,University of California-Santa Cruz 
482,Purdue University Main Campus 
483,RWTH Aachen 
484,IIT Madras 
485,University of British Columbia 
486,University at Buffalo 
487,University of Sydney 
488,Brown University 
489,University of Washington 
490,Oregon State University 
491,University of Massachusetts Amherst 
492,Technion-Israel Institute of Technology 
493,Massachusetts Institute of Technology 
494,University of Auckland 
495,University of California-Santa Cruz 
496,University of Athens 
497,University of Michigan 
498,Technion-Israel Institute of Technology 
499,Hebrew University of Jerusalem 
500,University of Montreal 
501,Universidade Federal do Ceará 
502,Athens University of Economics and Business 
503,National University of Singapore 
504,University of Delaware 
505,Indiana University 
506,University of Edinburgh 
507,Nanyang Technological University 
508,IIT Kharagpur 
509,Northeastern University 
510,Bar-Ilan University 
511,University of Adelaide 
512,University of Massachusetts Amherst 
513,University of Delaware 
514,Brandeis University 
515,University of Melbourne 
516,University of Victoria 
517,Northeastern University 
518,Wright State University Main Campus 
519,University of California-Santa Cruz 
520,Tel Aviv University 
521,IIIT Bangalore 
522,Pontifícia Universidade Católica do Rio de Janeiro 
523,University of Southern California 
524,North Carolina State University 
525,University of California-Irvine 
526,University of Colorado at Boulder 
527,Pontifícia Universidade Católica do Rio Grande do Sul 
528,Rice University 
529,University of Washington 
530,Georgia Institute of Technology 
531,IIT Bombay 
532,New York University 
533,University of Minnesota 
534,University of Washington 
535,University of Maryland-College Park 
536,University of Houston 
537,Indiana University 
538,Carnegie Mellon University 
539,Worcester Polytechnic Institute 
540,University of Auckland 
541,University of Colorado at Boulder 
542,Massachusetts Institute of Technology 
543,University of California-Santa Cruz 
544,Max Planck Institute 
545,Stanford University 
546,Stanford University 
547,University of Massachusetts Amherst 
548,VU Amsterdam 
549,National University of Singapore 
550,University of North Carolina 
551,University of Central Florida 
552,University of Edinburgh 
553,University of Toronto 
554,University of Minnesota 
555,Indiana University 
556,Carnegie Mellon University 
557,Duke University 
558,University of California-Davis 
559,Monash University 
560,Politecnico di Milano 
561,Universidade Federal de Minas Gerais 
562,University of Toronto 
563,Massachusetts Institute of Technology 
564,Princeton University 
565,Simon Fraser University 
566,TU Delft 
567,RWTH Aachen 
568,Northwestern University 
569,University of California-Los Angeles 
570,University of California-Irvine 
571,Stanford University 
572,University of Edinburgh 
573,University of Texas at Austin 
574,Stanford University 
575,University of Washington 
576,Boston College 
577,Rutgers University 
578,Carnegie Mellon University 
579,University of Washington 
580,Duke University 
581,Ecole Normale Superieure de Cachan 
582,Northwestern University 
583,TU Delft 
584,University of Michigan 
585,University of Rochester 
586,New York University 
587,University of Minnesota 
588,Simon Fraser University 
589,Virginia Polytechnic Institute and State University 
590,University of Florida 
591,University of Waterloo 
592,University at Buffalo 
593,University of Michigan 
594,University College London 
595,Columbia University 
596,University of California-Irvine 
597,Queen’s University 
598,Politecnico di Milano 
599,National University of Singapore 
600,University of Waterloo 
601,Virginia Polytechnic Institute and State University 
602,Universidade Federal de São Carlos 
603,University of Massachusetts Amherst 
604,Boston University 
605,University of California-Santa Barbara 
606,Rutgers University 
607,Purdue University Main Campus 
608,University of Alabama 
609,University of British Columbia 
610,Tufts University 
611,Universidade de Brasília 
612,Carnegie Mellon University 
613,University of Connecticut 
614,Imperial College London 
615,Queen’s University 
616,University of California-Berkeley 
617,Rice University 
618,University of California-Riverside 
619,Georgia Institute of Technology 
620,IIT Delhi 
621,Carnegie Mellon University 
622,Massachusetts Institute of Technology 
623,University of Sydney 
624,University of South Carolina Columbia 
625,University of Southern California 
626,Purdue University Main Campus 
627,Universidade Federal do Rio de Janeiro 
628,Universidade Federal de Mato Grosso do Sul 
629,University of Massachusetts Amherst 
630,University of Maryland-College Park 
631,University of Texas at Arlington 
632,University of Illinois at Urbana-Champaign 
633,Northeastern University 
634,University of Oxford 
635,University of North Carolina at Charlotte 
636,Universidade Estadual de Campinas 
637,Princeton University 
638,Purdue University Main Campus 
639,VU Amsterdam 
640,Harvard University 
641,State University of New York at Binghamton 
642,University at Buffalo 
643,University of Sydney 
644,University of Texas at Arlington 
645,Technion-Israel Institute of Technology 
646,University of California-Irvine 
647,Politecnico di Milano 
648,Carleton University 
649,University of North Carolina at Charlotte 
650,Australian National University 
651,George Washington University 
652,University of California-Santa Cruz 
653,University at Buffalo 
654,Politecnico di Milano 
655,University of Illinois at Urbana-Champaign 
656,University of Nebraska 
657,University of Warsaw 
658,Carnegie Mellon University 
659,Nanyang Technological University 
660,University of Colorado at Boulder 
661,University of Melbourne 
662,USP - São Carlos 
663,DIKU 
664,University of Toronto 
665,University of Washington 
666,State University of New York at Stony Brook 
667,University of Texas at Dallas 
668,IIT Kanpur 
669,University of California-Irvine 
670,University of Texas at Austin 
671,Iowa State University 
672,Case Western Reserve University 
673,Bar-Ilan University 
674,New York University 
675,Massachusetts Institute of Technology 
676,McGill University 
677,University of Pittsburgh 
678,University of Minnesota 
679,University of Sydney 
680,Lehigh University 
681,Monash University 
682,ETH Zurich 
683,University of Massachusetts Amherst 
684,University of Toronto 
685,University of Colorado at Boulder 
686,University of Southern California 
687,University of Athens 
688,Florida Institute of Technology 
689,University of Massachusetts Amherst 
690,Ohio State University Main Campus 
691,TU Munich 
692,Universidade Federal Fluminense 
693,University of Waterloo 
694,École Polytechnique ParisTech 
695,Western University 
696,Rice University 
697,Western University 
698,University of Tennessee 
699,University of California-San Diego 
700,ETH Zurich 
701,Cornell University 
702,Iowa State University 
703,Stony Brook University 
704,Australian National University 
705,University of Memphis 
706,University of North Carolina 
707,USP - São Carlos 
708,USP - São Carlos 
709,Athens University of Economics and Business 
710,University of Montreal 
711,Max Planck Institute 
712,Hebrew University of Jerusalem 
713,University of Southern California 
714,DIKU 
715,University of California-Riverside 
716,Purdue University Main Campus 
717,Florida International University 
718,Pontifícia Universidade Católica do Rio de Janeiro 
719,Georgia Institute of Technology 
720,University of California-Irvine 
721,University of Waterloo 
722,Politecnico di Milano 
723,Pontifícia Universidade Católica do Rio de Janeiro 
724,University of Toronto 
725,University of Arkansas Main Campus 
726,Massachusetts Institute of Technology 
727,University of Waterloo 
728,Imperial College London 
729,Politecnico di Milano 
730,Universidade de Brasília 
731,University of California-Riverside 
732,IIT Bombay 
733,University of Otago 
